"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","Url"
"909",2014,"Everton","Premier League","Joel Robles","ESP","GK","23",1990,2,1,157,1.7,2,1.15,7,5,71.4,1,1,0,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/cda0b317/Joel-Robles"
"910",2014,"Evian","Ligue 1","Jesper Hansen","DEN","GK","28",1985,22,22,1980,22,24,1.09,86,62,72.1,9,4,9,8,36.4,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a3b952f8/Jesper-Hansen"
"911",2014,"Evian","Ligue 1","Bertrand Laquait","FRA","GK","36",1977,16,16,1440,16,27,1.69,77,50,64.9,2,7,7,1,6.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/ab05bd3c/Bertrand-Laquait"
"912",2014,"Fiorentina","Serie A","Neto","BRA","GK","24",1989,35,35,3150,35,38,1.09,165,127,77,18,7,10,12,34.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a9dc785c/Neto"
"913",2014,"Fiorentina","Serie A","Antonio Rosati","ITA","GK","30",1983,3,3,270,3,6,2,14,8,57.1,1,1,1,1,33.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/28a15394/Antonio-Rosati"
"914",2014,"Freiburg","Bundesliga","Oliver Baumann","GER","GK","23",1990,33,33,2970,33,58,1.76,210,152,72.4,9,9,15,5,15.2,NA,NA,NA,NA,NA,"https://fbref.com/en/players/47064058/Oliver-Baumann"
"915",2014,"Freiburg","Bundesliga","Alexander Schwolow","GER","GK","21",1992,1,1,90,1,3,3,10,7,70,0,0,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow"
"916",2014,"Fulham","Premier League","Maarten Stekelenburg","NED","GK","30",1982,19,19,1680,18.7,43,2.3,125,82,65.6,2,2,13,1,5.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/fefce889/Maarten-Stekelenburg"
"917",2014,"Fulham","Premier League","David Stockdale","ENG","GK","27",1985,21,19,1740,19.3,42,2.17,116,74,63.8,7,3,11,3,15.8,NA,NA,NA,NA,NA,"https://fbref.com/en/players/dc168826/David-Stockdale"
"918",2014,"Genoa","Serie A","Albano Bizzarri","ARG","GK","35",1977,1,1,90,1,0,0,5,5,100,1,0,0,1,100,NA,NA,NA,NA,NA,"https://fbref.com/en/players/32b9b5fa/Albano-Bizzarri"
"919",2014,"Genoa","Serie A","Mattia Perin","ITA","GK","20",1992,37,37,3330,37,50,1.35,190,140,73.7,10,11,16,11,29.7,NA,NA,NA,NA,NA,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
"920",2014,"Getafe","La Liga","Miguel Ángel Moyá","ESP","GK","29",1984,26,26,2307,25.6,40,1.56,138,98,71,7,5,14,6,23.1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/011d8c56/Miguel-Angel-Moya"
"921",2014,"Getafe","La Liga","Júlio César","BRA","GK","26",1986,5,5,448,5,3,0.6,19,16,84.2,3,2,0,2,40,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f4213f59/Julio-Cesar"
"922",2014,"Getafe","La Liga","Jordi Codina","ESP","GK","31",1982,9,7,665,7.4,11,1.49,38,27,71.1,1,2,4,2,28.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/812088cd/Jordi-Codina"
"923",2014,"Granada","La Liga","Orestis Karnezis","GRE","GK","28",1985,6,6,540,6,13,2.17,42,29,69,1,1,4,1,16.7,NA,NA,NA,NA,NA,"https://fbref.com/en/players/85b011bb/Orestis-Karnezis"
"924",2014,"Granada","La Liga","Roberto","ESP","GK","34",1979,32,32,2880,32,43,1.34,166,123,74.1,11,4,17,11,34.4,NA,NA,NA,NA,NA,"https://fbref.com/en/players/95cf42ac/Roberto"
"925",2014,"Guingamp","Ligue 1","Guy N'dy Assembé","CMR","GK","27",1986,19,19,1710,19,20,1.05,77,57,74,5,7,7,5,26.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/b41e280e/Guy-Ndy-Assembe"
"926",2014,"Guingamp","Ligue 1","Mamadou Samassa","MLI","GK","23",1990,19,19,1710,19,22,1.16,86,64,74.4,6,2,11,5,26.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/cfe852d8/Mamadou-Samassa"
"927",2014,"Hamburger SV","Bundesliga","René Adler","GER","GK","28",1985,30,30,2700,30,63,2.1,174,111,63.8,7,6,17,4,13.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f71890f5/Rene-Adler"
"928",2014,"Hamburger SV","Bundesliga","Jaroslav Drobný","CZE","GK","33",1979,4,4,360,4,12,3,21,9,42.9,0,0,4,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e4a30d8c/Jaroslav-Drobny"
"929",2014,"Hannover 96","Bundesliga","Ron-Robert Zieler","GER","GK","24",1989,34,34,3060,34,59,1.74,184,125,67.9,12,6,16,6,17.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler"
"930",2014,"Hellas Verona","Serie A","Nícolas Andrade","BRA","GK","25",1988,1,1,90,1,5,5,11,6,54.5,0,0,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/326d09ef/Nicolas-Andrade"
"931",2014,"Hellas Verona","Serie A","Rafael","BRA","GK","31",1982,37,37,3330,37,63,1.7,222,159,71.6,16,6,15,7,18.9,NA,NA,NA,NA,NA,"https://fbref.com/en/players/dd06d56c/Rafael"
"932",2014,"Hertha BSC","Bundesliga","Marius Gersbeck","GER","GK","18",1995,1,1,90,1,1,1,7,6,85.7,1,0,0,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0a0f2a38/Marius-Gersbeck"
"933",2014,"Hertha BSC","Bundesliga","Rune Jarstein","NOR","GK","28",1984,1,1,90,1,2,2,6,4,66.7,0,0,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/27d2618c/Rune-Jarstein"
"934",2014,"Hertha BSC","Bundesliga","Thomas Kraft","GER","GK","25",1988,32,32,2880,32,45,1.41,141,96,68.1,10,8,14,8,25,NA,NA,NA,NA,NA,"https://fbref.com/en/players/bb25c778/Thomas-Kraft"
"935",2014,"Hoffenheim","Bundesliga","Koen Casteels","BEL","GK","21",1992,23,23,2052,22.8,53,2.32,128,75,58.6,6,8,9,1,4.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/db401046/Koen-Casteels"
"936",2014,"Hoffenheim","Bundesliga","Jens Grahl","GER","GK","24",1988,11,11,990,11,17,1.55,64,47,73.4,5,3,3,2,18.2,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f26dee6b/Jens-Grahl"
"937",2014,"Hoffenheim","Bundesliga","Alexander Stolz","GER","GK","29",1983,1,0,18,0.2,0,0,2,2,100,0,0,0,0,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/99cf1943/Alexander-Stolz"
"938",2014,"Hull City","Premier League","Steve Harper","ENG","GK","38",1975,13,11,1101,12.2,19,1.55,54,35,64.8,3,2,6,3,27.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a98f1d52/Steve-Harper"
"939",2014,"Hull City","Premier League","Eldin Jakupović","SUI","GK","28",1984,1,1,90,1,3,3,7,4,57.1,0,0,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1148323a/Eldin-Jakupovic"
"940",2014,"Hull City","Premier League","Allan McGregor","SCO","GK","31",1982,26,26,2228,24.8,31,1.25,103,72,69.9,7,5,14,7,26.9,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f3a97d02/Allan-McGregor"
"941",2014,"Inter","Serie A","Samir Handanović","SVN","GK","29",1984,36,36,3110,34.6,32,0.93,145,113,77.9,14,15,7,16,44.4,NA,NA,NA,NA,NA,"https://fbref.com/en/players/74419746/Samir-Handanovic"
"942",2014,"Inter","Serie A","Juan Pablo Carrizo","ARG","GK","29",1984,4,2,310,3.4,7,2.03,15,8,53.3,1,0,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/04e6e152/Juan-Pablo-Carrizo"
"943",2014,"Juventus","Serie A","Gianluigi Buffon","ITA","GK","35",1978,33,33,2866,31.8,20,0.63,107,87,81.3,28,3,2,20,60.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e40d028b/Gianluigi-Buffon"
"944",2014,"Juventus","Serie A","Rubinho","BRA","GK","30",1982,1,0,38,0.4,0,0,1,1,100,0,0,0,0,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/19aeb20a/Rubinho"
"945",2014,"Juventus","Serie A","Marco Storari","ITA","GK","36",1977,6,5,515,5.7,3,0.52,15,12,80,5,0,0,3,60,NA,NA,NA,NA,NA,"https://fbref.com/en/players/fb5eb6e0/Marco-Storari"
"946",2014,"Lazio","Serie A","Etrit Berisha","ALB","GK","24",1989,17,17,1530,17,25,1.47,72,47,65.3,7,6,4,7,41.2,NA,NA,NA,NA,NA,"https://fbref.com/en/players/ee833569/Etrit-Berisha"
"947",2014,"Lazio","Serie A","Federico Marchetti","ITA","GK","30",1983,21,21,1890,21,29,1.38,88,59,67,8,5,8,6,28.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f794b426/Federico-Marchetti"
"948",2014,"Levante","La Liga","Javi Jiménez","ESP","GK","26",1987,2,1,170,1.9,4,2.12,9,5,55.6,0,0,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/9fe99e45/Javi-Jimenez"
"949",2014,"Levante","La Liga","Keylor Navas","CRC","GK","26",1986,37,37,3249,36.1,39,1.08,192,153,79.7,12,12,13,16,43.2,NA,NA,NA,NA,NA,"https://fbref.com/en/players/ecada4fc/Keylor-Navas"
"950",2014,"Leverkusen","Bundesliga","Bernd Leno","GER","GK","21",1992,34,34,3060,34,41,1.21,146,105,71.9,19,4,11,7,20.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2628fd2b/Bernd-Leno"
"951",2014,"Lille","Ligue 1","Vincent Enyeama","NGA","GK","30",1982,38,38,3420,38,26,0.68,122,96,78.7,20,11,7,21,55.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/62156b6a/Vincent-Enyeama"
"952",2014,"Liverpool","Premier League","Simon Mignolet","BEL","GK","25",1988,38,38,3420,38,50,1.32,152,102,67.1,26,6,6,10,26.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d436eb94/Simon-Mignolet"
"953",2014,"Livorno","Serie A","Gabriele Aldegani","ITA","GK","37",1976,1,0,8,0.1,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/43dffc6b/Gabriele-Aldegani"
"954",2014,"Livorno","Serie A","Luca Anania","ITA","GK","33",1980,3,3,262,2.9,8,2.75,22,14,63.6,0,0,3,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/186564b3/Luca-Anania"
"955",2014,"Livorno","Serie A","Francesco Bardi","ITA","GK","21",1992,35,35,3150,35,69,1.97,194,125,64.4,6,7,22,3,8.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0acda699/Francesco-Bardi"
"956",2014,"Lorient","Ligue 1","Fabien Audard","FRA","GK","35",1978,23,23,1943,21.6,39,1.81,94,55,58.5,7,5,11,4,17.4,NA,NA,NA,NA,NA,"https://fbref.com/en/players/9bb204e5/Fabien-Audard"
"957",2014,"Lorient","Ligue 1","Florent Chaigneau","FRA","GK","29",1984,12,11,962,10.7,8,0.75,40,32,80,7,3,2,7,63.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e3a4b82d/Florent-Chaigneau"
"958",2014,"Lorient","Ligue 1","Benjamin Lecomte","FRA","GK","22",1991,1,0,45,0.5,0,0,1,1,100,0,0,0,0,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte"
"959",2014,"Lorient","Ligue 1","Baptiste Reynet","FRA","GK","22",1990,6,4,470,5.2,4,0.77,16,12,75,0,2,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/bcf1b2e9/Baptiste-Reynet"
"960",2014,"Lyon","Ligue 1","Mathieu Gorgelin","FRA","GK","22",1990,2,1,149,1.7,2,1.21,4,2,50,0,2,0,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/4d3e9033/Mathieu-Gorgelin"
"961",2014,"Lyon","Ligue 1","Anthony Lopes","POR","GK","22",1990,32,32,2821,31.3,34,1.08,146,112,76.7,15,6,10,13,40.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f00de885/Anthony-Lopes"
"962",2014,"Lyon","Ligue 1","Rémy Vercoutre","FRA","GK","33",1980,5,5,444,4.9,8,1.62,20,12,60,2,2,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1d0900d4/Remy-Vercoutre"
"963",2014,"M'Gladbach","Bundesliga","Marc-André ter Stegen","GER","GK","21",1992,34,34,3060,34,43,1.26,185,142,76.8,16,7,11,9,26.5,NA,NA,NA,NA,NA,"https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen"
"964",2014,"Mainz 05","Bundesliga","Loris Karius","GER","GK","20",1993,23,23,2070,23,31,1.35,132,101,76.5,12,4,7,9,39.1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/32e7ce92/Loris-Karius"
"965",2014,"Mainz 05","Bundesliga","Heinz Müller","GER","GK","35",1978,10,10,855,9.5,18,1.89,65,47,72.3,4,0,5,2,20,NA,NA,NA,NA,NA,"https://fbref.com/en/players/8b983673/Heinz-Muller"
"966",2014,"Mainz 05","Bundesliga","Christian Wetklo","GER","GK","33",1980,2,1,135,1.5,5,3.33,9,4,44.4,0,1,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/9567b6e2/Christian-Wetklo"
"967",2014,"Málaga","La Liga","Willy Caballero","ARG","GK","31",1981,38,38,3420,38,46,1.21,178,132,74.2,12,9,17,12,31.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a179d516/Willy-Caballero"
"968",2014,"Manchester City","Premier League","Joe Hart","ENG","GK","26",1987,31,31,2790,31,30,0.97,102,72,70.6,22,4,5,13,41.9,NA,NA,NA,NA,NA,"https://fbref.com/en/players/cb4f24c6/Joe-Hart"
"969",2014,"Manchester City","Premier League","Costel Pantilimon","ROU","GK","26",1987,7,7,630,7,7,1,24,17,70.8,5,1,1,3,42.9,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d24e154c/Costel-Pantilimon"
"970",2014,"Manchester Utd","Premier League","David de Gea","ESP","GK","22",1990,37,37,3330,37,43,1.16,139,96,69.1,18,7,12,12,32.4,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7ba6d84e/David-de-Gea"
"971",2014,"Manchester Utd","Premier League","Anders Lindegaard","DEN","GK","29",1984,1,1,90,1,0,0,4,4,100,1,0,0,1,100,NA,NA,NA,NA,NA,"https://fbref.com/en/players/636f1a28/Anders-Lindegaard"
"972",2014,"Marseille","Ligue 1","Steve Mandanda","FRA","GK","28",1985,38,38,3351,37.2,40,1.07,127,87,68.5,15,12,10,9,23.7,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
"973",2014,"Marseille","Ligue 1","Brice Samba","CGO","GK","19",1994,1,0,69,0.8,0,0,1,1,100,1,0,0,1,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/60d90c55/Brice-Samba"
"974",2014,"Milan","Serie A","Christian Abbiati","ITA","GK","36",1977,28,28,2390,26.6,31,1.17,106,75,70.8,12,6,10,11,39.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/322421c2/Christian-Abbiati"
"975",2014,"Milan","Serie A","Marco Amelia","ITA","GK","31",1982,5,4,445,4.9,8,1.62,19,11,57.9,1,1,2,1,25,NA,NA,NA,NA,NA,"https://fbref.com/en/players/54da8e59/Marco-Amelia"
"976",2014,"Milan","Serie A","Gabriel","BRA","GK","20",1992,7,6,585,6.5,10,1.54,28,18,64.3,3,2,1,1,16.7,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f93ed0df/Gabriel"
"977",2014,"Monaco","Ligue 1","Flavio Roma","ITA","GK","39",1974,1,1,43,0.5,1,2.09,2,1,50,0,0,0,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/46fc6ca6/Flavio-Roma"
"978",2014,"Monaco","Ligue 1","Sergio Romero","ARG","GK","26",1987,3,2,227,2.5,1,0.4,3,2,66.7,2,1,0,1,50,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1e26e376/Sergio-Romero"
"979",2014,"Monaco","Ligue 1","Danijel Subašić","CRO","GK","28",1984,35,35,3150,35,29,0.83,129,100,77.5,21,10,4,13,37.1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f6db3bd5/Danijel-Subasic"
"980",2014,"Montpellier","Ligue 1","Geoffrey Jourdren","FRA","GK","27",1986,34,34,2999,33.3,41,1.23,137,96,70.1,8,16,9,7,20.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/aaa7b6bf/Geoffrey-Jourdren"
"981",2014,"Montpellier","Ligue 1","Laurent Pionnier","FRA","GK","31",1982,5,4,420,4.7,12,2.57,23,11,47.8,0,2,3,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/05856228/Laurent-Pionnier"
"982",2014,"Nantes","Ligue 1","Maxime Dupé","FRA","GK","20",1993,4,4,360,4,3,0.75,9,6,66.7,2,1,1,3,75,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0e12089d/Maxime-Dupe"
"983",2014,"Nantes","Ligue 1","Rémy Riou","FRA","GK","25",1987,34,34,3060,34,40,1.18,137,97,70.8,10,9,15,12,35.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7f41ee30/Remy-Riou"
"984",2014,"Napoli","Serie A","Rafael Cabral","BRA","GK","23",1990,8,7,675,7.5,8,1.07,25,17,68,5,2,0,3,42.9,NA,NA,NA,NA,NA,"https://fbref.com/en/players/806f7a26/Rafael-Cabral"
"985",2014,"Napoli","Serie A","Roberto Colombo","ITA","GK","37",1975,1,0,45,0.5,0,0,1,1,100,0,0,0,0,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/3b01efe2/Roberto-Colombo"
"986",2014,"Napoli","Serie A","Toni Doblas","ESP","GK","32",1980,2,1,103,1.1,2,1.75,7,5,71.4,0,1,0,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d5c35223/Toni-Doblas"
"987",2014,"Napoli","Serie A","Pepe Reina","ESP","GK","30",1982,30,30,2597,28.9,29,1.01,134,105,78.4,18,6,6,9,30,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e358587b/Pepe-Reina"
"988",2014,"Newcastle Utd","Premier League","Rob Elliot","IRL","GK","27",1986,2,2,180,2,8,4,18,10,55.6,0,0,2,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/b1b25949/Rob-Elliot"
"989",2014,"Newcastle Utd","Premier League","Tim Krul","NED","GK","25",1988,36,36,3240,36,51,1.42,152,101,66.4,15,4,17,10,27.8,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f23f9d20/Tim-Krul"
"990",2014,"Nice","Ligue 1","Mouez Hassen","TUN","GK","18",1995,5,4,360,4,7,1.75,22,15,68.2,0,0,4,1,25,NA,NA,NA,NA,NA,"https://fbref.com/en/players/fd481f3f/Mouez-Hassen"
"991",2014,"Nice","Ligue 1","Anthony Mandrea","FRA","GK","16",1996,1,0,40,0.4,1,2.25,2,1,50,0,0,1,0,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f7d3a773/Anthony-Mandrea"
"992",2014,"Nice","Ligue 1","David Ospina","COL","GK","24",1988,29,29,2570,28.6,25,0.88,126,101,80.2,12,6,11,13,44.8,NA,NA,NA,NA,NA,"https://fbref.com/en/players/82b1198a/David-Ospina"
"993",2014,"Nice","Ligue 1","Lucas Veronese","FRA","GK","22",1991,5,5,450,5,11,2.2,23,12,52.2,0,1,4,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1ff26276/Lucas-Veronese"
"994",2014,"Norwich City","Premier League","John Ruddy","ENG","GK","26",1986,38,38,3420,38,62,1.63,189,127,67.2,8,9,21,12,31.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/da8b19e2/John-Ruddy"
"995",2014,"Nürnberg","Bundesliga","Patrick Rakovsky","GER","GK","20",1993,2,1,135,1.5,5,3.33,16,11,68.8,0,1,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/cf9bf817/Patrick-Rakovsky"
"996",2014,"Nürnberg","Bundesliga","Raphael Schäfer","GER","GK","34",1979,33,33,2925,32.5,65,2,221,156,70.6,5,10,17,4,12.1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/ceb3ae23/Raphael-Schafer"
"997",2014,"Osasuna","La Liga","Andrés Fernández","ESP","GK","26",1986,37,37,3299,36.7,61,1.66,178,117,65.7,9,8,19,8,21.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/307fcd26/Andres-Fernandez"
"998",2014,"Osasuna","La Liga","Asier Riesgo","ESP","GK","29",1983,2,1,120,1.3,1,0.75,6,5,83.3,1,1,0,1,100,NA,NA,NA,NA,NA,"https://fbref.com/en/players/581c5276/Asier-Riesgo"
"999",2014,"Paris S-G","Ligue 1","Nicolas Douchez","FRA","GK","33",1980,1,1,90,1,0,0,1,1,100,1,0,0,1,100,NA,NA,NA,NA,NA,"https://fbref.com/en/players/65df6f31/Nicolas-Douchez"
"1000",2014,"Paris S-G","Ligue 1","Salvatore Sirigu","ITA","GK","26",1987,37,37,3330,37,23,0.62,107,84,78.5,26,8,3,19,51.4,NA,NA,NA,NA,NA,"https://fbref.com/en/players/10dc46f0/Salvatore-Sirigu"
"1001",2014,"Parma","Serie A","Pavol Bajza","SVK","GK","21",1991,3,2,225,2.5,4,1.6,16,12,75,1,1,1,1,50,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c285b2fc/Pavol-Bajza"
"1002",2014,"Parma","Serie A","Antonio Mirante","ITA","GK","30",1983,36,36,3191,35.5,42,1.18,139,97,69.8,14,12,9,13,36.1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/30223b33/Antonio-Mirante"
"1003",2014,"Parma","Serie A","Nicola Pavarini","ITA","GK","39",1974,1,0,4,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/3a1f9d2d/Nicola-Pavarini"
"1004",2014,"Rayo Vallecano","La Liga","David Cobeño","ESP","GK","31",1982,5,4,426,4.7,16,3.38,31,15,48.4,1,1,3,1,25,NA,NA,NA,NA,NA,"https://fbref.com/en/players/df7b0840/David-Cobeno"
"1005",2014,"Rayo Vallecano","La Liga","Rubén","ESP","GK","29",1984,34,34,2994,33.3,64,1.92,162,98,60.5,12,3,18,9,26.5,NA,NA,NA,NA,NA,"https://fbref.com/en/players/24279b8b/Ruben"
"1006",2014,"Real Madrid","La Liga","Iker Casillas","ESP","GK","32",1981,2,2,180,2,2,1,4,2,50,1,1,0,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1ddbb0da/Iker-Casillas"
"1007",2014,"Real Madrid","La Liga","Diego López","ESP","GK","31",1981,36,36,3240,36,36,1,123,87,70.7,26,5,5,16,44.4,NA,NA,NA,NA,NA,"https://fbref.com/en/players/73683fa9/Diego-Lopez"
"1008",2014,"Real Sociedad","La Liga","Claudio Bravo","CHI","GK","30",1983,37,37,3330,37,54,1.46,178,124,69.7,16,11,10,12,32.4,NA,NA,NA,NA,NA,"https://fbref.com/en/players/10072610/Claudio-Bravo"
"1009",2014,"Real Sociedad","La Liga","Eñaut Zubikarai","ESP","GK","29",1984,1,1,90,1,1,1,7,6,85.7,0,0,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/5e92d0ec/Enaut-Zubikarai"
"1010",2014,"Reims","Ligue 1","Kossi Agassa","TOG","GK","35",1978,34,34,3060,34,47,1.38,179,132,73.7,11,11,12,9,26.5,NA,NA,NA,NA,NA,"https://fbref.com/en/players/14a03f68/Kossi-Agassa"
"1011",2014,"Reims","Ligue 1","Johny Placide","HAI","GK","25",1988,4,4,360,4,5,1.25,23,18,78.3,1,1,2,1,25,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f1666a9d/Johny-Placide"
"1012",2014,"Rennes","Ligue 1","Benoît Costil","FRA","GK","26",1987,38,38,3420,38,45,1.18,173,128,74,11,13,14,12,31.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/2434f24a/Benoit-Costil"
"1013",2014,"Roma","Serie A","Morgan De Sanctis","ITA","GK","36",1977,36,36,3240,36,23,0.64,115,92,80,26,7,3,21,58.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/83228343/Morgan-De-Sanctis"
"1014",2014,"Roma","Serie A","Łukasz Skorupski","POL","GK","22",1991,2,2,180,2,2,1,9,7,77.8,0,0,2,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski"
"1015",2014,"Saint-Étienne","Ligue 1","Stéphane Ruffier","FRA","GK","26",1986,38,38,3420,38,34,0.89,116,82,70.7,20,9,9,16,42.1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/cac76a72/Stephane-Ruffier"
"1016",2014,"Sampdoria","Serie A","Angelo da Costa Júnior","BRA","GK","29",1983,33,33,2970,33,49,1.48,155,106,68.4,11,8,14,9,27.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/18736214/Angelo-da-Costa-Junior"
"1017",2014,"Sampdoria","Serie A","Vincenzo Fiorillo","ITA","GK","23",1990,5,5,450,5,13,2.6,41,28,68.3,1,1,3,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a2565f79/Vincenzo-Fiorillo"
"1018",2014,"Sassuolo","Serie A","Gianluca Pegolo","ITA","GK","32",1981,33,33,2970,33,55,1.67,172,117,68,9,7,17,5,15.2,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f058ed1f/Gianluca-Pegolo"
"1019",2014,"Sassuolo","Serie A","Alberto Pomini","ITA","GK","32",1981,3,3,270,3,11,3.67,26,15,57.7,0,0,3,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/71c08e99/Alberto-Pomini"
"1020",2014,"Sassuolo","Serie A","Antonio Rosati","ITA","GK","30",1983,2,2,180,2,6,3,14,8,57.1,0,0,2,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/28a15394/Antonio-Rosati"
"1021",2014,"Schalke 04","Bundesliga","Ralf Fährmann","GER","GK","24",1988,22,22,1980,22,19,0.86,88,69,78.4,14,4,4,11,50,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann"
"1022",2014,"Schalke 04","Bundesliga","Timo Hildebrand","GER","GK","34",1979,12,12,1080,12,24,2,64,40,62.5,5,3,4,3,25,NA,NA,NA,NA,NA,"https://fbref.com/en/players/672b5171/Timo-Hildebrand"
"1023",2014,"Sevilla","La Liga","Beto","POR","GK","31",1982,33,33,2925,32.5,46,1.42,145,99,68.3,16,7,9,8,24.2,NA,NA,NA,NA,NA,"https://fbref.com/en/players/3b4941e4/Beto"
"1024",2014,"Sevilla","La Liga","Javi Varas","ESP","GK","30",1982,6,5,495,5.5,6,1.09,26,20,76.9,2,2,2,1,20,NA,NA,NA,NA,NA,"https://fbref.com/en/players/6db3da37/Javi-Varas"
