"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Press_Pass","Sw_Pass","Crs_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Ground_Height","Low_Height","High_Height","Left_Body","Right_Body","Head_Body","TI_Body","Other_Body","Cmp_Outcomes","Off_Outcomes","Out_Outcomes","Int_Outcomes","Blocks_Outcomes","Url","TI_Pass"
"4159",2019,"M'Gladbach","Bundesliga","Mickaël Cuisance","FRA","MF","18",1999,3.1,156,152,4,2,0,28,7,3,2,0,0,0,130,13,13,121,33,1,0,0,121,1,9,4,7,"https://fbref.com/en/players/5722eced/Mickael-Cuisance",NA
"4160",2019,"M'Gladbach","Bundesliga","Josip Drmić","SUI","FW,MF","25",1992,2.5,63,58,5,0,0,20,1,2,0,0,0,0,46,11,6,15,41,2,1,1,54,0,0,1,1,"https://fbref.com/en/players/15ea94de/Josip-Drmic",NA
"4161",2019,"M'Gladbach","Bundesliga","Nico Elvedi","SUI","DF","21",1996,29.1,2102,2042,60,44,2,324,45,1,1,0,0,0,1811,135,156,639,1306,100,15,5,1945,2,16,11,22,"https://fbref.com/en/players/48035304/Nico-Elvedi",NA
"4162",2019,"M'Gladbach","Bundesliga","Matthias Ginter","GER","DF","24",1994,26.4,1781,1728,53,43,1,222,77,7,0,0,0,0,1347,123,311,238,1445,60,10,2,1545,5,25,15,10,"https://fbref.com/en/players/f521b80a/Matthias-Ginter",NA
"4163",2019,"M'Gladbach","Bundesliga","Thorgan Hazard","BEL","FW,DF","25",1993,31.9,1394,1200,194,37,5,269,77,98,103,8,7,4,896,199,299,219,1047,62,54,2,980,9,25,46,53,"https://fbref.com/en/players/50871bcc/Thorgan-Hazard",NA
"4164",2019,"M'Gladbach","Bundesliga","Patrick Herrmann","GER","FW,DF","27",1991,12,524,454,70,5,0,75,23,46,11,0,9,0,298,110,116,50,396,19,54,1,394,1,8,10,24,"https://fbref.com/en/players/dfb6490a/Patrick-Herrmann",NA
"4165",2019,"M'Gladbach","Bundesliga","Jonas Hofmann","GER","MF","26",1992,21.2,1132,1031,101,36,3,202,53,19,40,0,4,2,884,104,144,184,888,28,22,4,914,5,15,29,29,"https://fbref.com/en/players/2903a856/Jonas-Hofmann",NA
"4166",2019,"M'Gladbach","Bundesliga","Tony Jantschke","GER","DF","28",1990,10.4,802,786,16,13,0,91,21,1,0,0,0,0,674,38,90,153,593,42,3,1,730,2,11,3,5,"https://fbref.com/en/players/34b54da7/Tony-Jantschke",NA
"4167",2019,"M'Gladbach","Bundesliga","Fabian Johnson","USA","DF,FW","30",1987,11.2,562,503,59,8,0,100,4,12,0,0,0,0,408,87,67,121,369,14,51,3,457,0,6,14,21,"https://fbref.com/en/players/76e5da9d/Fabian-Johnson",NA
"4168",2019,"M'Gladbach","Bundesliga","Christoph Kramer","GER","MF","27",1991,12.6,752,724,28,28,0,97,14,8,0,0,0,0,573,93,86,97,607,33,0,5,656,5,10,14,6,"https://fbref.com/en/players/496aeede/Christoph-Kramer",NA
"4169",2019,"M'Gladbach","Bundesliga","Michael Lang","SUI","DF","27",1991,13.9,805,676,129,15,0,127,13,15,0,0,0,0,519,154,132,93,529,54,114,4,651,2,20,14,17,"https://fbref.com/en/players/864db10a/Michael-Lang",NA
"4170",2019,"M'Gladbach","Bundesliga","Florian Neuhaus","GER","MF","21",1997,22.9,907,893,14,5,2,173,21,22,1,0,0,0,707,105,95,180,689,22,6,7,745,8,18,21,29,"https://fbref.com/en/players/36a59ba4/Florian-Neuhaus",NA
"4171",2019,"M'Gladbach","Bundesliga","Alassane Pléa","FRA","FW","25",1993,27.8,622,591,31,1,1,144,10,15,0,0,0,0,457,105,60,82,483,35,5,5,452,3,12,21,37,"https://fbref.com/en/players/bc6bd723/Alassane-Plea",NA
"4172",2019,"M'Gladbach","Bundesliga","Raffael","BRA","FW","33",1985,6,216,203,13,3,0,44,3,6,4,1,3,0,170,31,15,21,183,4,0,5,176,1,5,6,5,"https://fbref.com/en/players/791af558/Raffael",NA
"4173",2019,"M'Gladbach","Bundesliga","Yann Sommer","SUI","GK","29",1988,34,1596,1265,331,69,0,155,64,0,0,0,0,0,1018,105,473,304,1055,2,0,190,1265,6,49,2,2,"https://fbref.com/en/players/420c18a1/Yann-Sommer",NA
"4174",2019,"M'Gladbach","Bundesliga","Lars Stindl","GER","FW,MF","29",1988,16.8,732,684,48,12,1,166,9,6,2,0,1,0,589,80,63,142,550,20,4,6,602,4,7,15,24,"https://fbref.com/en/players/7cd6badb/Lars-Stindl",NA
"4175",2019,"M'Gladbach","Bundesliga","Tobias Strobl","GER","MF,DF","28",1990,25.5,1493,1448,45,42,4,210,71,1,0,0,0,0,1147,132,214,140,1270,55,0,9,1346,3,23,12,5,"https://fbref.com/en/players/17780d2b/Tobias-Strobl",NA
"4176",2019,"M'Gladbach","Bundesliga","Ibrahima Traoré","GUI","FW,MF","30",1988,6.1,289,260,29,5,0,32,24,34,16,2,2,1,198,44,47,228,50,2,8,1,206,0,14,11,11,"https://fbref.com/en/players/096a77c4/Ibrahima-Traore",NA
"4177",2019,"M'Gladbach","Bundesliga","Oscar Wendt","SWE","DF","32",1985,30.3,1847,1539,308,35,0,259,29,74,7,0,5,0,1184,265,398,1203,314,50,266,0,1481,4,35,32,40,"https://fbref.com/en/players/b69261a0/Oscar-Wendt",NA
"4178",2019,"M'Gladbach","Bundesliga","Denis Zakaria","SUI","MF","21",1996,21.8,777,767,10,2,1,159,23,12,1,0,0,0,648,60,69,23,712,27,7,1,642,2,13,15,25,"https://fbref.com/en/players/384d58d9/Denis-Zakaria",NA
"4179",2019,"Mainz 05","Bundesliga","Issah Abbas","GHA","FW","19",1998,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,1,0,"https://fbref.com/en/players/2590ddf7/Issah-Abbas",NA
"4180",2019,"Mainz 05","Bundesliga","Ridle Baku","GER","MF","20",1998,10.4,439,428,11,5,0,55,8,8,1,0,0,0,346,49,44,59,351,19,5,2,356,1,6,10,11,"https://fbref.com/en/players/442b56fa/Ridle-Baku",NA
"4181",2019,"Mainz 05","Bundesliga","Leandro Barreiro Martins","LUX","MF","18",2000,1,34,34,0,0,0,7,1,0,0,0,0,0,23,2,9,3,28,1,0,0,22,0,2,2,2,"https://fbref.com/en/players/00242b75/Leandro-Barreiro-Martins",NA
"4182",2019,"Mainz 05","Bundesliga","Stefan Bell","GER","DF","26",1991,25,1212,1181,31,31,1,152,48,8,0,0,0,0,781,147,284,143,953,78,0,7,970,7,22,14,21,"https://fbref.com/en/players/857a5abe/Stefan-Bell",NA
"4183",2019,"Mainz 05","Bundesliga","Pablo de Blasis","ARG","FW","30",1988,1,29,29,0,0,0,0,1,3,0,0,0,0,17,3,9,6,21,2,0,0,14,1,0,2,3,"https://fbref.com/en/players/9ab48bde/Pablo-de-Blasis",NA
"4184",2019,"Mainz 05","Bundesliga","Jean-Paul Boëtius","NED","MF,FW","24",1994,23.6,881,859,22,10,11,148,29,26,0,0,0,0,623,130,128,198,623,35,4,10,680,6,11,25,32,"https://fbref.com/en/players/635f2732/Jean-Paul-Boetius",NA
"4185",2019,"Mainz 05","Bundesliga","Daniel Brosinski","GER","DF","30",1988,24.5,1342,1012,330,27,4,154,54,75,20,1,6,1,595,264,483,37,951,56,283,8,945,8,31,18,53,"https://fbref.com/en/players/a7813ac4/Daniel-Brosinski",NA
"4186",2019,"Mainz 05","Bundesliga","Niko Bungert","GER","DF","31",1986,3.2,112,109,3,3,0,16,3,0,0,0,0,0,86,16,10,15,82,10,0,0,100,0,2,0,0,"https://fbref.com/en/players/0e0ab524/Niko-Bungert",NA
"4187",2019,"Mainz 05","Bundesliga","Jonathan Burkardt","GER","FW,MF","18",2000,2.9,57,56,1,0,0,10,0,5,0,0,0,0,30,15,12,18,34,2,0,0,34,1,0,3,2,"https://fbref.com/en/players/05f99a4a/Jonathan-Burkardt",NA
"4188",2019,"Mainz 05","Bundesliga","Gaëtan Bussmann","FRA","DF","27",1991,1,57,50,7,0,0,7,2,1,0,0,0,0,32,2,23,34,9,5,7,0,40,0,3,0,0,"https://fbref.com/en/players/278f6efc/Gaetan-Bussmann",NA
"4189",2019,"Mainz 05","Bundesliga","Giulio Donati","ITA","DF","28",1990,6.9,354,265,89,7,2,33,8,26,0,0,0,0,164,70,120,20,236,13,82,2,260,1,4,11,9,"https://fbref.com/en/players/22051fbe/Giulio-Donati",NA
"4190",2019,"Mainz 05","Bundesliga","Jean-Philippe Gbamin","CIV","MF","22",1995,29.7,1348,1310,38,32,3,255,56,16,0,0,0,0,959,155,234,163,1079,68,6,4,1066,3,24,19,48,"https://fbref.com/en/players/6bd603db/Jean-Philippe-Gbamin",NA
"4191",2019,"Mainz 05","Bundesliga","Ahmet Gürleyen","GER","DF","19",1999,0.1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,"https://fbref.com/en/players/c58a9db7/Ahmet-Gurleyen",NA
"4192",2019,"Mainz 05","Bundesliga","Alexander Hack","GER","DF","24",1993,11.3,565,547,18,15,2,85,23,1,0,0,0,0,318,104,143,443,60,31,3,9,440,0,13,7,14,"https://fbref.com/en/players/a5ec3ede/Alexander-Hack",NA
"4193",2019,"Mainz 05","Bundesliga","Gerrit Holtmann","PHI","FW,MF","23",1995,1.6,30,30,0,0,1,2,0,1,0,0,0,0,17,6,7,22,4,3,0,1,18,0,1,0,4,"https://fbref.com/en/players/2979c05a/Gerrit-Holtmann",NA
"4194",2019,"Mainz 05","Bundesliga","Pierre Kunde","CMR","MF","23",1995,21.2,1181,1102,79,57,2,169,86,19,18,0,0,0,776,132,273,129,975,49,4,11,952,7,18,15,23,"https://fbref.com/en/players/9ceb7642/Pierre-Kunde",NA
"4195",2019,"Mainz 05","Bundesliga","Danny Latza","GER","MF","28",1989,20.7,1012,989,23,16,7,210,30,6,1,0,0,1,725,141,146,198,712,75,6,5,821,6,23,22,19,"https://fbref.com/en/players/33b554b7/Danny-Latza",NA
"4196",2019,"Mainz 05","Bundesliga","Aarón Martín","ESP","DF","21",1997,32,1742,1299,443,61,1,246,54,115,84,4,15,0,930,329,483,1293,83,55,298,3,1298,4,22,25,52,"https://fbref.com/en/players/2f3e911a/Aaron-Martin",NA
"4197",2019,"Mainz 05","Bundesliga","Jean-Philippe Mateta","FRA","FW","21",1997,27.6,474,420,54,0,0,114,8,25,0,0,0,0,288,98,88,84,275,63,0,10,328,3,6,14,15,"https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta",NA
"4198",2019,"Mainz 05","Bundesliga","Alexandru Maxim","ROU","MF","28",1990,6.4,378,336,42,14,1,60,19,12,23,3,7,3,278,43,57,39,321,11,4,1,297,4,4,9,8,"https://fbref.com/en/players/61fc9685/Alexandru-Maxim",NA
"4199",2019,"Mainz 05","Bundesliga","Florian Müller","GER","GK","20",1997,24,829,574,255,48,0,44,13,0,0,0,0,0,338,40,451,534,151,0,0,105,538,4,13,1,1,"https://fbref.com/en/players/cbac6ec9/Florian-Muller",NA
"4200",2019,"Mainz 05","Bundesliga","Phillipp Mwene","AUT","DF","24",1994,3,140,114,26,3,1,13,3,10,0,0,0,0,67,21,52,19,86,10,23,0,88,0,6,2,6,"https://fbref.com/en/players/2ff76adc/Phillipp-Mwene",NA
"4201",2019,"Mainz 05","Bundesliga","Moussa Niakhate","FRA","DF","22",1996,31,1525,1450,75,42,1,174,50,9,0,0,0,0,1121,146,258,1164,214,75,33,9,1260,5,25,12,31,"https://fbref.com/en/players/00242715/Moussa-Niakhate",NA
"4202",2019,"Mainz 05","Bundesliga","Karim Onisiwo","AUT","FW,MF","26",1992,12.9,251,240,11,1,3,73,6,32,1,1,0,0,138,60,53,46,158,22,1,5,159,0,5,8,13,"https://fbref.com/en/players/f26834c7/Karim-Onisiwo",NA
"4203",2019,"Mainz 05","Bundesliga","Levin Öztunalı","GER","MF,FW","22",1996,10.2,288,280,8,3,1,60,3,13,0,0,0,0,188,48,52,32,220,25,3,2,195,1,8,7,21,"https://fbref.com/en/players/66385c46/Levin-Oztunali",NA
"4204",2019,"Mainz 05","Bundesliga","Robin Quaison","SWE","FW,MF","24",1993,24.4,459,442,17,1,4,76,6,13,1,0,0,0,324,74,61,43,366,33,5,6,340,7,5,12,23,"https://fbref.com/en/players/74c7c2db/Robin-Quaison",NA
"4205",2019,"Mainz 05","Bundesliga","Anthony Ujah","NGA","FW,MF","27",1990,8.2,180,174,6,0,0,47,2,8,0,0,0,0,95,35,50,28,99,26,1,6,123,1,0,6,7,"https://fbref.com/en/players/99be8fb5/Anthony-Ujah",NA
"4206",2019,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","23",1994,10,347,238,109,18,0,21,4,0,0,0,0,0,146,20,181,27,246,0,0,54,213,4,9,2,0,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner",NA
"4207",2019,"Manchester City","Premier League","Sergio Agüero","ARG","FW","30",1988,27.3,776,726,50,1,3,181,4,17,1,0,0,0,593,128,55,72,657,20,8,11,650,4,10,25,21,"https://fbref.com/en/players/4d034881/Sergio-Aguero",NA
"4208",2019,"Manchester City","Premier League","Danilo","BRA","DF","27",1991,9,875,771,104,7,0,74,12,8,0,0,0,0,640,126,109,90,645,26,97,3,767,4,15,9,12,"https://fbref.com/en/players/94b2001f/Danilo",NA
"4209",2019,"Manchester City","Premier League","Kevin De Bruyne","BEL","MF","27",1991,10.8,827,751,76,18,9,125,40,49,50,11,19,5,592,92,143,103,699,9,7,2,629,9,16,31,31,"https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne",NA
"4210",2019,"Manchester City","Premier League","Fabian Delph","ENG","DF","28",1989,8.1,751,678,73,10,0,73,19,7,0,0,0,0,587,86,78,449,218,11,63,4,689,1,4,14,11,"https://fbref.com/en/players/111c3236/Fabian-Delph",NA
"4211",2019,"Manchester City","Premier League","Ederson","BRA","GK","24",1993,38,1096,855,241,54,1,94,43,0,0,0,0,0,801,44,251,718,177,1,0,174,938,4,19,4,3,"https://fbref.com/en/players/3bb7b8b4/Ederson",NA
"4212",2019,"Manchester City","Premier League","Fernandinho","BRA","MF","33",1985,26.4,2073,2029,44,37,12,259,33,6,1,0,0,0,1668,160,245,286,1673,65,6,10,1821,9,24,35,32,"https://fbref.com/en/players/101da2b5/Fernandinho",NA
"4213",2019,"Manchester City","Premier League","Phil Foden","ENG","MF","18",2000,3.7,235,231,4,0,1,40,2,5,3,0,0,0,199,23,13,194,30,3,1,6,201,1,3,7,7,"https://fbref.com/en/players/ed1e53f3/Phil-Foden",NA
"4214",2019,"Manchester City","Premier League","İlkay Gündoğan","GER","MF","27",1990,23.7,2101,1976,125,38,12,291,57,32,81,22,29,9,1656,169,276,546,1491,35,5,8,1843,10,17,23,31,"https://fbref.com/en/players/819b3158/Ilkay-Gundogan",NA
"4215",2019,"Manchester City","Premier League","Gabriel Jesus","BRA","FW","21",1997,11.5,366,352,14,1,2,95,1,7,0,0,0,0,292,47,27,52,285,13,0,7,300,1,7,9,14,"https://fbref.com/en/players/b66315ae/Gabriel-Jesus",NA
"4216",2019,"Manchester City","Premier League","Vincent Kompany","BEL","DF","32",1986,13.6,1211,1205,6,6,0,90,16,1,0,0,0,0,1021,87,103,32,1127,34,0,2,1135,2,7,8,4,"https://fbref.com/en/players/d2bff301/Vincent-Kompany",NA
"4217",2019,"Manchester City","Premier League","Aymeric Laporte","ESP","DF","24",1994,34,3021,2946,75,31,4,219,110,8,0,0,0,0,2490,222,309,2097,690,127,42,16,2791,7,35,33,9,"https://fbref.com/en/players/119b9a8e/Aymeric-Laporte",NA
"4218",2019,"Manchester City","Premier League","Riyad Mahrez","ALG","FW,MF","27",1991,14.9,893,828,65,9,5,151,33,48,45,16,8,2,650,92,151,775,74,20,11,3,718,2,18,13,31,"https://fbref.com/en/players/892d5bb1/Riyad-Mahrez",NA
"4219",2019,"Manchester City","Premier League","Benjamin Mendy","FRA","DF","24",1994,10,802,692,110,6,0,64,14,44,0,0,0,0,550,151,101,629,41,19,104,1,679,0,8,9,20,"https://fbref.com/en/players/5271c8f1/Benjamin-Mendy",NA
"4220",2019,"Manchester City","Premier League","Nicolás Otamendi","ARG","DF","30",1988,13.7,1219,1200,19,14,0,102,24,1,0,0,0,0,1042,74,103,65,1084,38,5,4,1146,1,6,9,6,"https://fbref.com/en/players/0d267745/Nicolas-Otamendi",NA
"4221",2019,"Manchester City","Premier League","Leroy Sané","GER","FW","22",1996,20.7,956,898,58,4,2,129,20,60,48,5,28,6,768,94,94,749,169,20,5,6,750,4,10,33,41,"https://fbref.com/en/players/2b114be3/Leroy-Sane",NA
"4222",2019,"Manchester City","Premier League","Bernardo Silva","POR","MF,FW","23",1994,31.7,1809,1729,80,21,9,285,35,70,21,2,3,1,1372,216,221,1569,128,62,35,5,1524,5,15,28,53,"https://fbref.com/en/players/3eb22ec9/Bernardo-Silva",NA
"4223",2019,"Manchester City","Premier League","David Silva","ESP","MF","32",1986,26.7,2087,2027,60,26,12,318,32,70,26,3,20,0,1693,197,197,1733,282,41,6,8,1782,12,30,59,44,"https://fbref.com/en/players/e2716bd0/David-Silva",NA
"4224",2019,"Manchester City","Premier League","Raheem Sterling","ENG","FW","23",1994,30.8,1330,1297,33,4,3,264,15,80,17,5,7,0,1102,120,108,143,1139,17,12,7,1103,2,15,45,46,"https://fbref.com/en/players/b400bde0/Raheem-Sterling",NA
"4225",2019,"Manchester City","Premier League","John Stones","ENG","DF","24",1994,19.6,1738,1710,28,13,1,166,58,2,1,0,0,0,1500,95,143,168,1458,55,14,3,1649,0,10,9,8,"https://fbref.com/en/players/5eecec3d/John-Stones",NA
"4226",2019,"Manchester City","Premier League","Kyle Walker","ENG","DF","28",1990,30.9,2655,2422,233,36,3,243,94,57,3,0,1,0,2035,321,299,87,2265,68,194,15,2336,6,38,44,40,"https://fbref.com/en/players/86dd77d1/Kyle-Walker",NA
"4227",2019,"Manchester City","Premier League","Oleksandr Zinchenko","UKR","DF","21",1996,12.8,1338,1207,131,6,2,164,27,33,0,0,0,0,990,211,137,1047,102,46,125,1,1209,1,12,15,17,"https://fbref.com/en/players/51cf8561/Oleksandr-Zinchenko",NA
"4228",2019,"Manchester Utd","Premier League","Eric Bailly","CIV","DF","24",1994,7.1,299,292,7,5,0,31,6,1,0,0,0,0,234,28,37,51,233,6,2,0,263,0,5,1,3,"https://fbref.com/en/players/a1232f4e/Eric-Bailly",NA
"4229",2019,"Manchester Utd","Premier League","Tahith Chong","NED","FW","18",1999,0.4,15,15,0,0,1,0,0,0,0,0,0,0,14,0,1,15,0,0,0,0,13,0,0,1,0,"https://fbref.com/en/players/2696b6a9/Tahith-Chong",NA
"4230",2019,"Manchester Utd","Premier League","Diogo Dalot","POR","DF,MF","19",1999,11.3,549,459,90,1,0,91,10,36,3,0,3,0,277,117,155,32,382,33,86,3,395,0,9,18,30,"https://fbref.com/en/players/d9565625/Diogo-Dalot",NA
"4231",2019,"Manchester Utd","Premier League","Matteo Darmian","ITA","DF","28",1989,4.9,213,180,33,1,0,20,6,3,1,1,0,0,137,32,44,33,140,6,31,1,179,2,1,5,4,"https://fbref.com/en/players/96e0490d/Matteo-Darmian",NA
"4232",2019,"Manchester Utd","Premier League","Marouane Fellaini","BEL","MF","30",1987,8.4,429,425,4,3,0,84,4,4,0,0,0,0,318,63,48,59,302,26,1,3,351,2,9,8,17,"https://fbref.com/en/players/87575fd9/Marouane-Fellaini",NA
"4233",2019,"Manchester Utd","Premier League","Fred","BRA","MF","25",1993,11.6,762,732,30,22,0,121,33,8,3,2,0,0,574,78,110,527,217,10,4,2,658,5,15,17,16,"https://fbref.com/en/players/b853e0ad/Fred",NA
"4234",2019,"Manchester Utd","Premier League","James Garner","ENG","MF","17",2001,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"https://fbref.com/en/players/4e015693/James-Garner",NA
"4235",2019,"Manchester Utd","Premier League","David de Gea","ESP","GK","27",1990,38,1105,684,421,87,0,57,26,0,0,0,0,0,376,44,685,34,846,0,0,147,720,6,24,9,2,"https://fbref.com/en/players/7ba6d84e/David-de-Gea",NA
"4236",2019,"Manchester Utd","Premier League","Angel Gomes","ENG","MF,FW","17",2000,0.3,23,23,0,0,0,0,0,0,0,0,0,0,17,2,4,1,21,1,0,0,20,0,0,0,0,"https://fbref.com/en/players/645a3363/Angel-Gomes",NA
"4237",2019,"Manchester Utd","Premier League","Mason Greenwood","ENG","FW,MF","16",2001,1.3,61,58,3,0,1,9,0,3,2,0,0,0,54,5,2,44,16,0,1,0,51,0,0,3,2,"https://fbref.com/en/players/58eee997/Mason-Greenwood",NA
"4238",2019,"Manchester Utd","Premier League","Ander Herrera","ESP","MF","28",1989,15.6,989,970,19,12,2,123,5,5,2,0,1,0,797,98,94,131,809,33,3,6,863,3,10,26,20,"https://fbref.com/en/players/436a9dd0/Ander-Herrera",NA
"4239",2019,"Manchester Utd","Premier League","Phil Jones","ENG","DF","26",1992,14,743,726,17,14,0,85,12,1,0,0,0,0,611,58,74,67,600,43,3,4,688,1,9,4,4,"https://fbref.com/en/players/def899bd/Phil-Jones",NA
"4240",2019,"Manchester Utd","Premier League","Victor Lindelöf","SWE","DF","24",1994,28.9,1475,1436,39,27,4,169,35,1,0,0,0,0,1176,129,170,251,1101,66,12,2,1333,2,25,15,12,"https://fbref.com/en/players/f5deef4c/Victor-Lindelof",NA
"4241",2019,"Manchester Utd","Premier League","Jesse Lingard","ENG","FW,MF","25",1992,18.5,794,754,40,5,3,103,7,15,3,2,0,0,641,89,64,64,689,24,10,5,671,4,4,27,12,"https://fbref.com/en/players/810e3c74/Jesse-Lingard",NA
"4242",2019,"Manchester Utd","Premier League","Romelu Lukaku","BEL","FW","25",1993,23.7,579,548,31,0,3,187,13,45,0,0,0,0,328,121,130,321,135,34,0,12,372,1,10,31,25,"https://fbref.com/en/players/5eae500a/Romelu-Lukaku",NA
"4243",2019,"Manchester Utd","Premier League","Anthony Martial","FRA","FW","22",1995,18,756,738,18,3,1,157,6,39,1,0,0,0,602,83,71,98,609,18,11,3,577,2,16,45,30,"https://fbref.com/en/players/8b788c01/Anthony-Martial",NA
"4244",2019,"Manchester Utd","Premier League","Juan Mata","ESP","FW,MF","30",1988,14.3,769,704,65,15,3,123,51,33,35,17,10,4,521,89,159,644,112,3,4,5,617,1,12,22,14,"https://fbref.com/en/players/29733c72/Juan-Mata",NA
"4245",2019,"Manchester Utd","Premier League","Nemanja Matić","SRB","MF","29",1988,27.1,1805,1745,60,55,4,275,71,8,1,1,0,0,1407,152,246,1430,246,80,4,4,1586,7,23,25,21,"https://fbref.com/en/players/eb7822d7/Nemanja-Matic",NA
"4246",2019,"Manchester Utd","Premier League","Scott McTominay","SCO","MF,DF","21",1996,9.6,452,444,8,3,0,71,11,3,0,0,0,0,335,61,56,24,382,21,3,1,384,3,7,12,3,"https://fbref.com/en/players/d93c2511/Scott-McTominay",NA
"4247",2019,"Manchester Utd","Premier League","Andreas Pereira","BRA","MF","22",1996,6.7,372,359,13,5,3,60,15,5,6,3,1,0,272,43,57,48,307,13,1,1,308,0,7,8,10,"https://fbref.com/en/players/6639e500/Andreas-Pereira",NA
"4248",2019,"Manchester Utd","Premier League","Paul Pogba","FRA","MF","25",1993,33.4,2123,2077,46,32,13,374,114,43,0,0,0,0,1513,238,372,235,1784,46,12,8,1738,16,32,73,39,"https://fbref.com/en/players/867239d3/Paul-Pogba",NA
"4249",2019,"Manchester Utd","Premier League","Marcus Rashford","ENG","FW","20",1997,25.9,727,674,53,11,5,129,33,38,23,19,4,0,523,94,110,58,606,28,5,11,538,2,15,34,23,"https://fbref.com/en/players/a1d5bd30/Marcus-Rashford",NA
"4250",2019,"Manchester Utd","Premier League","Marcos Rojo","ARG","DF","28",1990,2.4,136,124,12,5,0,24,5,2,0,0,0,0,81,19,36,105,13,8,7,0,101,2,4,2,5,"https://fbref.com/en/players/e0991c04/Marcos-Rojo",NA
"4251",2019,"Manchester Utd","Premier League","Alexis Sánchez","CHI","FW,MF","29",1988,9.8,416,403,13,3,2,79,16,28,5,4,0,0,258,62,96,35,369,5,2,0,297,2,5,27,14,"https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez",NA
"4252",2019,"Manchester Utd","Premier League","Luke Shaw","ENG","DF","23",1995,28.8,1991,1659,332,26,3,255,29,36,15,0,9,2,1288,398,305,1448,128,84,291,4,1665,4,10,52,68,"https://fbref.com/en/players/9c94165b/Luke-Shaw",NA
"4253",2019,"Manchester Utd","Premier League","Chris Smalling","ENG","DF","28",1989,23.6,910,885,25,19,1,126,25,2,0,0,0,0,660,105,145,59,715,71,6,6,796,1,12,7,5,"https://fbref.com/en/players/b6964eb6/Chris-Smalling",NA
"4254",2019,"Manchester Utd","Premier League","Antonio Valencia","ECU","DF","32",1985,5.2,326,277,49,0,0,43,7,9,1,0,0,1,206,66,54,6,261,8,48,0,278,0,2,4,7,"https://fbref.com/en/players/08aa17d0/Antonio-Valencia",NA
"4255",2019,"Manchester Utd","Premier League","Ashley Young","ENG","DF","33",1985,28.5,1893,1404,489,81,6,211,90,87,99,20,39,20,957,340,596,144,1364,47,309,5,1378,14,38,51,65,"https://fbref.com/en/players/be927d03/Ashley-Young",NA
"4256",2019,"Marseille","Ligue 1","Jordan Amavi","FRA","DF","24",1994,24.2,1295,1051,244,19,1,243,24,62,0,0,0,0,713,235,347,698,236,92,225,2,967,3,36,23,51,"https://fbref.com/en/players/22721b88/Jordan-Amavi",NA
"4257",2019,"Marseille","Ligue 1","Mario Balotelli","ITA","FW","27",1990,10.4,230,209,21,1,0,52,11,1,0,0,0,0,118,59,53,20,180,13,0,12,158,1,8,5,7,"https://fbref.com/en/players/8ff07990/Mario-Balotelli",NA
"4258",2019,"Marseille","Ligue 1","Duje Ćaleta-Car","CRO","DF","21",1996,17.2,806,787,19,17,1,119,31,1,0,0,0,0,581,70,155,195,527,51,2,4,696,2,16,2,7,"https://fbref.com/en/players/94f8d10c/Duje-Caleta-Car",NA
"4259",2019,"Marseille","Ligue 1","Valère Germain","FRA","FW","28",1990,24.1,605,570,35,4,2,171,6,17,0,0,0,0,356,149,100,60,420,58,7,6,468,0,11,8,28,"https://fbref.com/en/players/ea0ff634/Valere-Germain",NA
"4260",2019,"Marseille","Ligue 1","Luiz Gustavo","BRA","MF,DF","31",1987,27.1,1438,1404,34,34,3,197,23,5,0,0,0,0,1184,105,149,1032,349,49,0,5,1277,1,23,14,15,"https://fbref.com/en/players/82671804/Luiz-Gustavo",NA
"4261",2019,"Marseille","Ligue 1","Tomáš Hubočan","SVK","DF","32",1985,0.8,27,18,9,0,0,3,1,0,0,0,0,0,10,1,16,0,17,0,9,0,20,0,1,0,0,"https://fbref.com/en/players/97b87472/Tomas-Hubocan",NA
"4262",2019,"Marseille","Ligue 1","Boubacar Kamara","FRA","DF","18",1999,26.8,1426,1351,75,49,0,184,25,5,0,0,0,0,1047,139,240,189,1108,70,26,5,1221,4,15,11,22,"https://fbref.com/en/players/cc77354e/Boubacar-Kamara",NA
"4263",2019,"Marseille","Ligue 1","Maxime Lopez","FRA","MF","20",1997,24.2,2260,2142,118,66,5,368,41,32,38,4,8,0,1851,178,231,202,1998,43,14,0,2031,2,18,31,26,"https://fbref.com/en/players/20094685/Maxime-Lopez",NA
"4264",2019,"Marseille","Ligue 1","Steve Mandanda","FRA","GK","33",1985,30.4,985,707,278,87,0,80,10,0,0,0,0,0,493,52,440,93,726,1,0,128,688,0,23,2,1,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda",NA
