"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xA","A_minus_xA","KP","Final_Third","PPA","CrsPA","Prog","Url","xAG","A_minus_xAG"
"256",2019,"Espanyol","La Liga","opponent",25,38,14385,18213,79,285900,97769,5783,6578,87.9,6119,7173,85.3,2286,3930,58.2,26,33.6,-7.6,364,1191,331,89,1270,"https://fbref.com/en/squads/a8661628/2018-2019/Espanyol-Stats",NA,NA
"257",2019,"Everton","Premier League","team",23,38,13856,18119,76.5,276915,100436,5593,6541,85.5,5791,6947,83.4,2228,3924,56.8,34,31.2,2.8,337,1181,299,92,1331,"https://fbref.com/en/squads/d3fd31cc/2018-2019/Everton-Stats",NA,NA
"258",2019,"Everton","Premier League","opponent",23,38,13216,17561,75.3,265825,96927,5346,6287,85,5496,6674,82.3,2145,3934,54.5,24,31.5,-7.5,280,1022,264,63,1171,"https://fbref.com/en/squads/d3fd31cc/2018-2019/Everton-Stats",NA,NA
"259",2019,"Fiorentina","Serie A","team",27,38,13356,17251,77.4,273975,93697,4655,5517,84.4,6388,7498,85.2,2159,3752,57.5,24,33.8,-9.8,425,1092,312,89,1374,"https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats",NA,NA
"260",2019,"Fiorentina","Serie A","opponent",27,38,12954,17080,75.8,249961,93565,5379,6238,86.2,5466,6703,81.5,1922,3558,54,32,28.6,3.4,322,947,258,77,1212,"https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats",NA,NA
"261",2019,"Freiburg","Bundesliga","team",28,34,11490,14967,76.8,247151,85697,3709,4402,84.3,5386,6313,85.3,2207,3757,58.7,25,25.9,-0.9,291,800,218,75,931,"https://fbref.com/en/squads/a486e511/2018-2019/Freiburg-Stats",NA,NA
"262",2019,"Freiburg","Bundesliga","opponent",28,34,15596,19085,81.7,324043,104494,5378,6146,87.5,7350,8328,88.3,2690,4126,65.2,46,37.6,8.4,362,1268,359,90,1390,"https://fbref.com/en/squads/a486e511/2018-2019/Freiburg-Stats",NA,NA
"263",2019,"Frosinone","Serie A","team",33,38,11524,15516,74.3,231244,86911,4456,5238,85.1,5035,6053,83.2,1856,3665,50.6,21,24.7,-3.7,310,788,249,124,991,"https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats",NA,NA
"264",2019,"Frosinone","Serie A","opponent",33,38,18544,22326,83.1,350074,112125,7836,8775,89.3,8025,9145,87.8,2452,3828,64.1,50,43.5,6.5,473,1428,399,89,1602,"https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats",NA,NA
"265",2019,"Fulham","Premier League","team",28,38,15178,19215,79,289727,104564,6542,7407,88.3,6343,7416,85.5,2017,3724,54.2,24,28.3,-4.3,338,1049,243,59,1180,"https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats",NA,NA
"266",2019,"Fulham","Premier League","opponent",28,38,16115,20363,79.1,325528,111807,6256,7198,86.9,6915,8128,85.1,2643,4321,61.2,59,44.6,14.4,418,1276,394,107,1461,"https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats",NA,NA
"267",2019,"Genoa","Serie A","team",31,38,11178,15296,73.1,228852,87714,4358,5182,84.1,4764,5839,81.6,1905,3784,50.3,26,27.1,-1.1,365,986,330,96,1163,"https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats",NA,NA
"268",2019,"Genoa","Serie A","opponent",31,38,16334,20302,80.5,324858,110786,6218,7134,87.2,7386,8551,86.4,2523,4064,62.1,40,35.4,4.6,380,1211,367,113,1408,"https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats",NA,NA
"269",2019,"Getafe","La Liga","team",26,38,8284,12926,64.1,181896,83087,3210,4158,77.2,3123,4353,71.7,1784,3807,46.9,34,29,5,273,813,282,81,1035,"https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats",NA,NA
"270",2019,"Getafe","La Liga","opponent",26,38,14822,19442,76.2,292040,106875,6162,7195,85.6,6204,7452,83.3,2254,4158,54.2,18,26.8,-8.8,269,1123,273,75,1233,"https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats",NA,NA
"271",2019,"Girona","La Liga","team",26,38,13258,17104,77.5,276484,96684,4660,5377,86.7,6176,7242,85.3,2268,4018,56.4,23,25.1,-2.1,276,917,272,96,1125,"https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats",NA,NA
"272",2019,"Girona","La Liga","opponent",26,38,14791,18771,78.8,287401,103256,6155,7031,87.5,6392,7445,85.9,2071,3704,55.9,34,33.8,0.2,373,1155,343,95,1348,"https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats",NA,NA
"273",2019,"Guingamp","Ligue 1","team",30,38,11408,15709,72.6,232274,92350,4484,5481,81.8,4941,6208,79.6,1839,3516,52.3,21,27,-6,304,994,225,79,1134,"https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats",NA,NA
"274",2019,"Guingamp","Ligue 1","opponent",30,38,15967,20027,79.7,317952,116061,6174,7212,85.6,7250,8370,86.6,2376,3915,60.7,42,32.8,9.2,331,1271,305,70,1494,"https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats",NA,NA
"275",2019,"Hannover 96","Bundesliga","team",32,34,11428,15090,75.7,236845,89112,4148,4935,84.1,5092,6109,83.4,2025,3528,57.4,20,23.6,-3.6,269,826,228,59,1033,"https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats",NA,NA
"276",2019,"Hannover 96","Bundesliga","opponent",32,34,13802,17601,78.4,280715,99024,5197,6136,84.7,6098,7155,85.2,2332,3803,61.3,50,46.5,3.5,428,1176,386,105,1416,"https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats",NA,NA
"277",2019,"Hertha BSC","Bundesliga","team",26,34,12472,16161,77.2,255193,96580,4794,5664,84.6,5433,6450,84.2,2084,3603,57.8,32,34.3,-2.3,299,916,235,74,1107,"https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats",NA,NA
"278",2019,"Hertha BSC","Bundesliga","opponent",26,34,13740,17526,78.4,269999,97416,5549,6416,86.5,5965,7072,84.3,2050,3527,58.1,43,42.7,0.3,364,1134,316,70,1346,"https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats",NA,NA
"279",2019,"Hoffenheim","Bundesliga","team",29,34,14499,17950,80.8,285552,102912,5640,6435,87.6,6442,7457,86.4,2232,3527,63.3,49,49.5,-0.5,450,1200,371,102,1424,"https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats",NA,NA
"280",2019,"Hoffenheim","Bundesliga","opponent",29,34,12111,15622,77.5,247864,93082,4569,5390,84.8,5346,6323,84.5,2049,3404,60.2,31,32.5,-1.5,336,938,315,77,1230,"https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats",NA,NA
"281",2019,"Huddersfield","Premier League","team",31,38,13055,17539,74.4,263818,99025,5305,6277,84.5,5328,6529,81.6,2206,4022,54.8,13,20.4,-7.4,279,1018,241,92,1090,"https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats",NA,NA
"282",2019,"Huddersfield","Premier League","opponent",31,38,15952,20072,79.5,310933,110354,6529,7497,87.1,6779,7935,85.4,2396,3902,61.4,56,46.7,9.3,392,1264,323,79,1431,"https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats",NA,NA
"283",2019,"Huesca","La Liga","team",30,38,10778,14817,72.7,218839,88242,4464,5301,84.2,4264,5339,79.9,1871,3660,51.1,28,26.2,1.8,321,858,269,107,998,"https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats",NA,NA
"284",2019,"Huesca","La Liga","opponent",30,38,14618,18621,78.5,287687,100202,5914,6764,87.4,6316,7396,85.4,2191,3901,56.2,46,39.7,6.3,316,1121,341,87,1305,"https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats",NA,NA
"285",2019,"Inter","Serie A","team",23,38,19563,23416,83.5,377107,119430,7869,8736,90.1,8683,9880,87.9,2777,4171,66.6,36,44.1,-8.1,471,1487,451,160,1596,"https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats",NA,NA
"286",2019,"Inter","Serie A","opponent",23,38,12307,15840,77.7,247854,89190,4831,5530,87.4,5368,6329,84.8,1947,3467,56.2,22,26.2,-4.2,307,842,286,103,1093,"https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats",NA,NA
"287",2019,"Juventus","Serie A","team",31,38,18393,21842,84.2,371028,109670,7003,7778,90,8243,9197,89.6,2976,4328,68.8,44,37,7,453,1427,397,125,1431,"https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats",NA,NA
"288",2019,"Juventus","Serie A","opponent",31,38,13735,17202,79.8,260296,88724,5986,6700,89.3,5712,6674,85.6,1857,3292,56.4,19,23.3,-4.3,308,1007,227,70,1060,"https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats",NA,NA
"289",2019,"Lazio","Serie A","team",30,38,15879,19761,80.4,301275,105137,6814,7747,88,6546,7692,85.1,2250,3655,61.6,35,38.9,-3.9,465,1305,415,90,1596,"https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats",NA,NA
"290",2019,"Lazio","Serie A","opponent",30,38,15329,19136,80.1,296504,97824,6258,7082,88.4,6613,7707,85.8,2256,3773,59.8,25,27.3,-2.3,327,1048,265,77,1228,"https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats",NA,NA
"291",2019,"Leganés","La Liga","team",29,38,10787,15033,71.8,224396,88505,4324,5169,83.7,4325,5436,79.6,1958,3899,50.2,25,24.5,0.5,299,856,244,128,927,"https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats",NA,NA
"292",2019,"Leganés","La Liga","opponent",29,38,16345,20616,79.3,328642,103962,6244,7164,87.2,7248,8455,85.7,2642,4419,59.8,27,26.1,0.9,276,1273,303,89,1288,"https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats",NA,NA
"293",2019,"Leicester City","Premier League","team",25,38,14799,19024,77.8,293395,100131,6056,7008,86.4,6159,7394,83.3,2332,3913,59.6,34,35.4,-1.4,365,1156,280,71,1269,"https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats",NA,NA
"294",2019,"Leicester City","Premier League","opponent",25,38,14183,18392,77.1,276741,97053,6010,6935,86.7,5819,6947,83.8,2111,3808,55.4,36,32,4,301,1151,281,71,1206,"https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats",NA,NA
"295",2019,"Levante","La Liga","team",26,38,10953,14737,74.3,215012,85727,4683,5481,85.4,4355,5301,82.2,1746,3427,50.9,39,35.1,3.9,293,895,280,72,1122,"https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats",NA,NA
"296",2019,"Levante","La Liga","opponent",26,38,14088,17828,79,276262,99434,5817,6623,87.8,5885,6921,85,2166,3687,58.7,41,43.5,-2.5,479,1039,413,105,1308,"https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats",NA,NA
"297",2019,"Leverkusen","Bundesliga","team",21,34,18327,22030,83.2,347484,111744,7623,8639,88.2,7899,8929,88.5,2508,3739,67.1,51,42.6,8.4,370,1261,367,93,1536,"https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats",NA,NA
"298",2019,"Leverkusen","Bundesliga","opponent",21,34,10805,14479,74.6,220846,82690,4104,5014,81.9,4644,5656,82.1,1895,3293,57.5,35,28.6,6.4,271,844,236,68,1126,"https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats",NA,NA
"299",2019,"Lille","Ligue 1","team",25,38,14573,18207,80,283938,95780,5827,6690,87.1,6430,7408,86.8,2122,3575,59.4,49,38.3,10.7,374,1224,268,74,1294,"https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats",NA,NA
"300",2019,"Lille","Ligue 1","opponent",25,38,13462,17202,78.3,268045,94386,5354,6264,85.5,5717,6757,84.6,2179,3616,60.3,19,24.4,-5.4,270,983,229,60,1239,"https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats",NA,NA
"301",2019,"Liverpool","Premier League","team",23,38,21154,25299,83.6,418665,129386,8121,9086,89.4,9562,10756,88.9,3186,4729,67.4,55,49.7,5.3,423,1686,521,89,1869,"https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats",NA,NA
"302",2019,"Liverpool","Premier League","opponent",23,38,11631,15704,74.1,230746,86343,4912,5722,85.8,4615,5668,81.4,1854,3658,50.7,16,20.9,-4.9,212,782,225,64,878,"https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats",NA,NA
"303",2019,"Lyon","Ligue 1","team",25,38,19060,22496,84.7,367137,116202,7634,8571,89.1,8451,9430,89.6,2738,3876,70.6,54,51.6,2.4,496,1581,381,102,1745,"https://fbref.com/en/squads/d53c0b06/2018-2019/Lyon-Stats",NA,NA
"304",2019,"Lyon","Ligue 1","opponent",25,38,11179,14758,75.7,217995,81561,4827,5591,86.3,4497,5426,82.9,1691,3238,52.2,27,28.4,-1.4,338,829,188,60,900,"https://fbref.com/en/squads/d53c0b06/2018-2019/Lyon-Stats",NA,NA
"305",2019,"M'Gladbach","Bundesliga","team",22,34,15778,19034,82.9,326244,98844,5114,5867,87.2,7986,8897,89.8,2539,3823,66.4,43,34.7,8.3,329,1144,308,70,1350,"https://fbref.com/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats",NA,NA
"306",2019,"M'Gladbach","Bundesliga","opponent",22,34,13937,17162,81.2,281369,92365,5250,5945,88.3,6222,7115,87.4,2265,3576,63.3,27,35.3,-8.3,333,970,264,79,1178,"https://fbref.com/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats",NA,NA
"307",2019,"Mainz 05","Bundesliga","team",28,34,11560,15270,75.7,242035,88515,4318,5126,84.2,4933,5923,83.3,2171,3768,57.6,30,32.8,-2.8,344,981,290,89,1155,"https://fbref.com/en/squads/a224b06a/2018-2019/Mainz-05-Stats",NA,NA
"308",2019,"Mainz 05","Bundesliga","opponent",28,34,14431,18203,79.3,291953,102819,5379,6286,85.6,6451,7496,86.1,2393,3878,61.7,46,42,4,379,1027,332,101,1283,"https://fbref.com/en/squads/a224b06a/2018-2019/Mainz-05-Stats",NA,NA
"309",2019,"Manchester City","Premier League","team",21,38,24660,28159,87.6,462080,126166,10258,11138,92.1,11106,12136,91.5,2987,4161,71.8,71,64,7,507,1986,599,65,2022,"https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats",NA,NA
"310",2019,"Manchester City","Premier League","opponent",21,38,10025,13524,74.1,205256,77833,4007,4669,85.8,4125,4989,82.7,1689,3325,50.8,14,18.6,-4.6,184,614,170,43,706,"https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats",NA,NA
"311",2019,"Manchester Utd","Premier League","team",28,38,16840,20713,81.3,318988,111562,7510,8403,89.4,6643,7713,86.1,2352,3827,61.5,40,37.6,2.4,379,1266,352,70,1469,"https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats",NA,NA
"312",2019,"Manchester Utd","Premier League","opponent",28,38,13419,17346,77.4,253176,90561,6010,6773,88.7,5326,6390,83.3,1815,3505,51.8,37,33.2,3.8,362,1002,304,60,1141,"https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats",NA,NA
"313",2019,"Marseille","Ligue 1","team",24,38,16031,19932,80.4,302991,104493,6969,7901,88.2,6651,7667,86.7,2210,3756,58.8,45,33.5,11.5,386,1098,307,118,1282,"https://fbref.com/en/squads/5725cc7b/2018-2019/Marseille-Stats",NA,NA
"314",2019,"Marseille","Ligue 1","opponent",24,38,12512,16212,77.2,249768,90915,4967,5851,84.9,5411,6402,84.5,1961,3443,57,29,24.4,4.6,276,862,179,37,1087,"https://fbref.com/en/squads/5725cc7b/2018-2019/Marseille-Stats",NA,NA
"315",2019,"Milan","Serie A","team",23,38,17532,20973,83.6,341010,110685,6891,7627,90.4,8042,9020,89.2,2414,3785,63.8,35,34.3,0.7,445,1318,383,103,1477,"https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats",NA,NA
"316",2019,"Milan","Serie A","opponent",23,38,14380,17895,80.4,279136,97329,5842,6602,88.5,6306,7232,87.2,2009,3440,58.4,21,28.1,-7.1,345,1140,315,97,1286,"https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats",NA,NA
"317",2019,"Monaco","Ligue 1","team",42,38,14093,17930,78.6,280928,97059,5245,6182,84.8,6605,7703,85.7,2088,3526,59.2,25,30.9,-5.9,329,1102,283,84,1419,"https://fbref.com/en/squads/fd6114db/2018-2019/Monaco-Stats",NA,NA
"318",2019,"Monaco","Ligue 1","opponent",42,38,14397,18098,79.6,288638,101139,5628,6534,86.1,6261,7207,86.9,2320,3840,60.4,43,31.7,11.3,317,1044,265,86,1216,"https://fbref.com/en/squads/fd6114db/2018-2019/Monaco-Stats",NA,NA
"319",2019,"Montpellier","Ligue 1","team",25,38,13580,17663,76.9,279951,105472,5290,6242,84.7,5652,6763,83.6,2459,4113,59.8,28,31.8,-3.8,371,1092,269,97,1264,"https://fbref.com/en/squads/281b0e73/2018-2019/Montpellier-Stats",NA,NA
"320",2019,"Montpellier","Ligue 1","opponent",25,38,15298,19245,79.5,298445,104082,6294,7268,86.6,6484,7533,86.1,2298,3833,60,25,29.1,-4.1,313,1068,238,65,1288,"https://fbref.com/en/squads/281b0e73/2018-2019/Montpellier-Stats",NA,NA
"321",2019,"Nantes","Ligue 1","team",33,38,13301,17605,75.6,261991,103216,5378,6418,83.8,5732,6928,82.7,1999,3671,54.5,28,27.3,0.7,372,1123,279,97,1330,"https://fbref.com/en/squads/d7a486cd/2018-2019/Nantes-Stats",NA,NA
"322",2019,"Nantes","Ligue 1","opponent",33,38,13570,17736,76.5,274976,101720,5180,6143,84.3,6023,7185,83.8,2177,3839,56.7,35,31.1,3.9,292,1140,253,61,1313,"https://fbref.com/en/squads/d7a486cd/2018-2019/Nantes-Stats",NA,NA
"323",2019,"Napoli","Serie A","team",26,38,21121,24768,85.3,395686,119057,9236,10175,90.8,8828,9808,90,2802,4160,67.4,54,53.8,0.2,554,1773,442,91,1834,"https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats",NA,NA
"324",2019,"Napoli","Serie A","opponent",26,38,13889,17386,79.9,270958,102507,5772,6487,89,5899,6919,85.3,2047,3466,59.1,28,23.8,4.2,315,872,275,100,1087,"https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats",NA,NA
"325",2019,"Newcastle Utd","Premier League","team",24,38,10827,15073,71.8,225073,87293,4272,5065,84.3,4372,5470,79.9,1958,3882,50.4,33,26.7,6.3,299,877,256,94,929,"https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats",NA,NA
"326",2019,"Newcastle Utd","Premier League","opponent",24,38,18474,22890,80.7,357356,116347,7599,8689,87.5,7861,9088,86.5,2702,4275,63.2,32,35.5,-3.5,341,1557,388,104,1612,"https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats",NA,NA
"327",2019,"Nice","Ligue 1","team",30,38,17888,21069,84.9,342827,108024,7172,7961,90.1,8194,9023,90.8,2331,3573,65.2,18,28.9,-10.9,332,1067,172,58,1152,"https://fbref.com/en/squads/132ebc33/2018-2019/Nice-Stats",NA,NA
"328",2019,"Nice","Ligue 1","opponent",30,38,13823,17424,79.3,278803,95767,5375,6164,87.2,6012,6979,86.1,2286,3748,61,25,31.8,-6.8,368,1101,334,111,1232,"https://fbref.com/en/squads/132ebc33/2018-2019/Nice-Stats",NA,NA
"329",2019,"Nîmes","Ligue 1","team",23,38,11435,15518,73.7,228644,88474,4826,5766,83.7,4585,5624,81.5,1860,3611,51.5,37,32.5,4.5,374,962,229,67,1093,"https://fbref.com/en/squads/1cbf5f9e/2018-2019/Nimes-Stats",NA,NA
"330",2019,"Nîmes","Ligue 1","opponent",23,38,14628,18673,78.3,297210,108924,5435,6449,84.3,6616,7740,85.5,2396,3914,61.2,43,39.6,3.4,353,1159,266,68,1366,"https://fbref.com/en/squads/1cbf5f9e/2018-2019/Nimes-Stats",NA,NA
"331",2019,"Nürnberg","Bundesliga","team",27,34,10598,14082,75.3,220798,80833,3813,4564,83.5,4873,5779,84.3,1779,3331,53.4,16,18.7,-2.7,229,763,177,44,912,"https://fbref.com/en/squads/6f2c108c/2018-2019/Nurnberg-Stats",NA,NA
"332",2019,"Nürnberg","Bundesliga","opponent",27,34,16137,19596,82.3,328373,108185,5801,6629,87.5,7452,8459,88.1,2689,3986,67.5,45,38,7,380,1459,372,95,1558,"https://fbref.com/en/squads/6f2c108c/2018-2019/Nurnberg-Stats",NA,NA
"333",2019,"Paris S-G","Ligue 1","team",30,38,21972,25097,87.5,390714,125835,10039,10985,91.4,9413,10320,91.2,2258,3178,71.1,72,63.9,8.1,421,1847,496,63,1958,"https://fbref.com/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats",NA,NA
"334",2019,"Paris S-G","Ligue 1","opponent",30,38,11262,14465,77.9,217816,82999,4916,5634,87.3,4515,5315,84.9,1643,2998,54.8,23,22.7,0.3,287,753,171,50,853,"https://fbref.com/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats",NA,NA
"335",2019,"Parma","Serie A","team",31,38,9996,13626,73.4,211889,84907,3681,4382,84,4286,5259,81.5,1892,3491,54.2,22,22.6,-0.6,235,775,178,44,935,"https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats",NA,NA
"336",2019,"Parma","Serie A","opponent",31,38,18694,22539,82.9,358016,113243,7481,8416,88.9,8468,9557,88.6,2507,3946,63.5,38,43.1,-5.1,564,1660,498,137,1847,"https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats",NA,NA
"337",2019,"Rayo Vallecano","La Liga","team",29,38,12606,16257,77.5,251724,92793,5144,5907,87.1,5291,6279,84.3,1990,3529,56.4,24,26.2,-2.2,323,925,237,85,1016,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats",NA,NA
"338",2019,"Rayo Vallecano","La Liga","opponent",29,38,13561,17530,77.4,276165,100528,5291,6135,86.2,5773,6818,84.7,2296,3975,57.8,51,34.3,16.7,309,1182,357,101,1256,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats",NA,NA
"339",2019,"RB Leipzig","Bundesliga","team",23,34,12507,16647,75.1,231627,95135,5747,6882,83.5,4829,6085,79.4,1685,3080,54.7,41,41.6,-0.6,372,1121,365,87,1451,"https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats",NA,NA
"340",2019,"RB Leipzig","Bundesliga","opponent",23,34,12868,17217,74.7,266646,92087,4647,5572,83.4,5799,7015,82.7,2262,4065,55.6,16,21.8,-5.8,209,796,204,54,1069,"https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats",NA,NA
"341",2019,"Real Madrid","La Liga","team",27,38,20684,24065,86,386680,117086,9457,10282,92,7949,8848,89.8,2972,4176,71.2,39,42.9,-3.9,447,1559,431,97,1508,"https://fbref.com/en/squads/53a2f082/2018-2019/Real-Madrid-Stats",NA,NA
"342",2019,"Real Madrid","La Liga","opponent",27,38,12627,15980,79,244448,90234,5487,6194,88.6,5144,6010,85.6,1820,3231,56.3,32,30.5,1.5,282,929,244,75,995,"https://fbref.com/en/squads/53a2f082/2018-2019/Real-Madrid-Stats",NA,NA
"343",2019,"Real Sociedad","La Liga","team",30,38,14700,18446,79.7,292992,96357,5605,6416,87.4,6682,7697,86.8,2244,3762,59.6,27,29.2,-2.2,302,991,280,95,1135,"https://fbref.com/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats",NA,NA
"344",2019,"Real Sociedad","La Liga","opponent",30,38,13496,17538,77,268939,94163,5656,6543,86.4,5361,6420,83.5,2256,3966,56.9,30,29.3,0.7,311,1051,307,97,1152,"https://fbref.com/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats",NA,NA
"345",2019,"Reims","Ligue 1","team",27,38,11618,15559,74.7,242203,91481,4343,5253,82.7,5083,6163,82.5,2071,3672,56.4,27,28.4,-1.4,291,855,230,64,1085,"https://fbref.com/en/squads/7fdd64e0/2018-2019/Reims-Stats",NA,NA
"346",2019,"Reims","Ligue 1","opponent",27,38,16522,20509,80.6,329255,108734,6365,7296,87.2,7428,8538,87,2528,4136,61.1,22,27.7,-5.7,312,1404,275,91,1451,"https://fbref.com/en/squads/7fdd64e0/2018-2019/Reims-Stats",NA,NA
"347",2019,"Rennes","Ligue 1","team",28,38,14207,17791,79.9,285171,96509,5536,6357,87.1,6172,7121,86.7,2301,3745,61.4,34,31.5,2.5,326,1045,281,79,1267,"https://fbref.com/en/squads/b3072e00/2018-2019/Rennes-Stats",NA,NA
"348",2019,"Rennes","Ligue 1","opponent",28,38,13778,17470,78.9,275655,97232,5492,6323,86.9,5903,6884,85.7,2201,3716,59.2,39,33.8,5.2,356,1034,294,103,1197,"https://fbref.com/en/squads/b3072e00/2018-2019/Rennes-Stats",NA,NA
"349",2019,"Roma","Serie A","team",26,38,15367,19067,80.6,304684,112087,6080,6880,88.4,6711,7821,85.8,2403,3826,62.8,41,43.5,-2.5,467,1251,384,119,1544,"https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats",NA,NA
"350",2019,"Roma","Serie A","opponent",26,38,14378,18230,78.9,273550,95694,6068,6805,89.2,6139,7240,84.8,1953,3619,54,34,36.7,-2.7,408,967,314,91,1214,"https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats",NA,NA
"351",2019,"Saint-Étienne","Ligue 1","team",29,38,15174,19136,79.3,300912,102926,5853,6733,86.9,6803,7862,86.5,2318,3962,58.5,40,35.5,4.5,353,1055,285,91,1256,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats",NA,NA
"352",2019,"Saint-Étienne","Ligue 1","opponent",29,38,13497,17331,77.9,262142,94654,5637,6557,86,5685,6753,84.2,2002,3514,57,29,34.2,-5.2,361,986,255,68,1165,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats",NA,NA
"353",2019,"Sampdoria","Serie A","team",24,38,17188,21150,81.3,311279,105050,7657,8618,88.8,7207,8351,86.3,2046,3460,59.1,41,31.9,9.1,329,1266,359,91,1523,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats",NA,NA
"354",2019,"Sampdoria","Serie A","opponent",24,38,13465,17340,77.7,278789,92274,5120,5947,86.1,5732,6750,84.9,2427,4094,59.3,27,33.4,-6.4,366,959,343,120,1071,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats",NA,NA
"355",2019,"Sassuolo","Serie A","team",29,38,16500,20036,82.4,311173,101495,6879,7682,89.5,7250,8228,88.1,2143,3510,61.1,33,31,2,357,1171,278,67,1249,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats",NA,NA
"356",2019,"Sassuolo","Serie A","opponent",29,38,13699,17276,79.3,271854,93703,5351,6144,87.1,5996,6983,85.9,2137,3568,59.9,38,36.9,1.1,352,1078,338,94,1226,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats",NA,NA
