"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xA","A_minus_xA","KP","Final_Third","PPA","CrsPA","Prog","Url","xAG","A_minus_xAG"
"630",2021,"Celta Vigo","La Liga","opponent",30,38,13026,16845,77.3,266120,95093,5147,5956,86.4,5422,6430,84.3,2209,3756,58.8,37,32.5,4.5,277,950,249,82,1114,"https://fbref.com/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats",NA,NA
"631",2021,"Chelsea","Premier League","team",27,38,21646,25151,86.1,408322,115504,8896,9759,91.2,9751,10706,91.1,2665,3901,68.3,38,42.4,-4.4,443,1440,393,80,1528,"https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats",NA,NA
"632",2021,"Chelsea","Premier League","opponent",27,38,12649,16359,77.3,247319,82050,5131,5909,86.8,5364,6319,84.9,1894,3404,55.6,26,22,4,239,840,189,32,916,"https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats",NA,NA
"633",2021,"Crotone","Serie A","team",31,38,13666,17169,79.6,270802,95397,5103,5831,87.5,6352,7321,86.8,1967,3396,57.9,27,24.5,2.5,264,812,239,65,1075,"https://fbref.com/en/squads/3074d7b1/2020-2021/Crotone-Stats",NA,NA
"634",2021,"Crotone","Serie A","opponent",31,38,16538,20134,82.1,321877,103706,6693,7502,89.2,6964,7959,87.5,2540,3944,64.4,68,51.6,16.4,444,1241,371,81,1451,"https://fbref.com/en/squads/3074d7b1/2020-2021/Crotone-Stats",NA,NA
"635",2021,"Crystal Palace","Premier League","team",24,38,11391,15090,75.5,214516,83423,5030,5888,85.4,4484,5419,82.7,1578,3057,51.6,29,20.9,8.1,248,781,244,59,974,"https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats",NA,NA
"636",2021,"Crystal Palace","Premier League","opponent",24,38,18704,22352,83.7,369651,110245,7503,8359,89.8,8024,8959,89.6,2848,4209,67.7,47,39.8,7.2,387,1494,427,123,1463,"https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats",NA,NA
"637",2021,"Dijon","Ligue 1","team",33,38,14134,17866,79.1,281152,97095,5457,6246,87.4,6161,7148,86.2,2262,3836,59,15,20.3,-5.3,252,877,195,55,1036,"https://fbref.com/en/squads/8dfb7350/2020-2021/Dijon-Stats",NA,NA
"638",2021,"Dijon","Ligue 1","opponent",33,38,17154,20855,82.3,340372,108905,6640,7465,88.9,7486,8497,88.1,2708,4189,64.6,44,48.8,-4.8,384,1185,346,112,1390,"https://fbref.com/en/squads/8dfb7350/2020-2021/Dijon-Stats",NA,NA
"639",2021,"Dortmund","Bundesliga","team",26,34,18983,22343,85,370199,109874,7546,8442,89.4,8323,9219,90.3,2807,3928,71.5,57,51,6,374,1293,422,62,1528,"https://fbref.com/en/squads/add600ae/2020-2021/Dortmund-Stats",NA,NA
"640",2021,"Dortmund","Bundesliga","opponent",26,34,11793,15078,78.2,230560,79763,4705,5478,85.9,5111,6000,85.2,1765,3030,58.3,33,25.7,7.3,272,783,229,62,1003,"https://fbref.com/en/squads/add600ae/2020-2021/Dortmund-Stats",NA,NA
"641",2021,"Eibar","La Liga","team",30,38,11903,16701,71.3,258509,94793,4489,5358,83.8,4780,6058,78.9,2421,4631,52.3,20,26.2,-6.2,298,1098,263,109,1074,"https://fbref.com/en/squads/bea5c710/2020-2021/Eibar-Stats",NA,NA
"642",2021,"Eibar","La Liga","opponent",30,38,12715,17333,73.4,265608,100961,4854,5789,83.8,5387,6664,80.8,2242,4215,53.2,40,33.8,6.2,249,836,237,64,973,"https://fbref.com/en/squads/bea5c710/2020-2021/Eibar-Stats",NA,NA
"643",2021,"Eint Frankfurt","Bundesliga","team",25,34,14409,18416,78.2,281703,102287,5721,6632,86.3,6353,7489,84.8,2089,3578,58.4,52,43.1,8.9,351,1087,309,110,1421,"https://fbref.com/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats",NA,NA
"644",2021,"Eint Frankfurt","Bundesliga","opponent",25,34,11925,15778,75.6,241941,91656,4671,5517,84.7,4927,5938,83,2092,3628,57.7,40,33.3,6.7,313,864,271,67,1153,"https://fbref.com/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats",NA,NA
"645",2021,"Elche","La Liga","team",30,38,13601,16952,80.2,275052,94634,5286,5950,88.8,5825,6616,88,2210,3724,59.3,25,21.9,3.1,189,785,154,76,785,"https://fbref.com/en/squads/6c8b07df/2020-2021/Elche-Stats",NA,NA
"646",2021,"Elche","La Liga","opponent",30,38,15790,19119,82.6,317118,98809,6076,6864,88.5,6963,7858,88.6,2517,3769,66.8,43,43.2,-0.2,370,1264,374,88,1428,"https://fbref.com/en/squads/6c8b07df/2020-2021/Elche-Stats",NA,NA
"647",2021,"Everton","Premier League","team",29,38,14670,18248,80.4,298495,98778,5538,6304,87.8,6477,7377,87.8,2372,3845,61.7,32,32.9,-0.9,297,968,261,68,1072,"https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats",NA,NA
"648",2021,"Everton","Premier League","opponent",29,38,17393,20993,82.9,335077,107306,7022,7746,90.7,7715,8652,89.2,2382,3838,62.1,33,33.5,-0.5,351,1275,331,65,1451,"https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats",NA,NA
"649",2021,"Fiorentina","Serie A","team",30,38,13589,17076,79.6,272797,90816,5253,5998,87.6,5914,6849,86.3,2184,3584,60.9,31,30.5,0.5,262,1059,264,104,1117,"https://fbref.com/en/squads/421387cf/2020-2021/Fiorentina-Stats",NA,NA
"650",2021,"Fiorentina","Serie A","opponent",30,38,16205,19618,82.6,314981,96725,6390,7180,89,7248,8273,87.6,2298,3576,64.3,39,38.9,0.1,336,1121,306,74,1256,"https://fbref.com/en/squads/421387cf/2020-2021/Fiorentina-Stats",NA,NA
"651",2021,"Freiburg","Bundesliga","team",24,34,12336,15907,77.6,262645,91002,4099,4824,85,5827,6768,86.1,2227,3704,60.1,34,29.2,4.8,285,828,255,89,1076,"https://fbref.com/en/squads/a486e511/2020-2021/Freiburg-Stats",NA,NA
"652",2021,"Freiburg","Bundesliga","opponent",24,34,14451,17924,80.6,292190,96681,5263,6011,87.6,6770,7763,87.2,2206,3534,62.4,35,37.3,-2.3,373,1000,260,72,1218,"https://fbref.com/en/squads/a486e511/2020-2021/Freiburg-Stats",NA,NA
"653",2021,"Fulham","Premier League","team",28,38,15183,18859,80.5,303251,96436,5675,6456,87.9,6921,7858,88.1,2312,3833,60.3,18,27.8,-9.8,335,991,311,100,1141,"https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats",NA,NA
"654",2021,"Fulham","Premier League","opponent",28,38,15486,19484,79.5,313068,94394,5694,6586,86.5,7044,8061,87.4,2468,4109,60.1,34,36.2,-2.2,282,1115,291,89,1111,"https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats",NA,NA
"655",2021,"Genoa","Serie A","team",34,38,14015,17793,78.8,277614,90627,5635,6379,88.3,5932,6963,85.2,2194,3799,57.8,32,25.1,6.9,252,884,229,65,994,"https://fbref.com/en/squads/658bf2de/2020-2021/Genoa-Stats",NA,NA
"656",2021,"Genoa","Serie A","opponent",34,38,18205,22078,82.5,363989,112381,6796,7745,87.7,8164,9278,88,2935,4268,68.8,40,38.3,1.7,398,1327,379,85,1604,"https://fbref.com/en/squads/658bf2de/2020-2021/Genoa-Stats",NA,NA
"657",2021,"Getafe","La Liga","team",31,38,9017,13413,67.2,191115,80118,3663,4539,80.7,3348,4516,74.1,1773,3711,47.8,14,20.1,-6.1,249,870,239,97,942,"https://fbref.com/en/squads/7848bd64/2020-2021/Getafe-Stats",NA,NA
"658",2021,"Getafe","La Liga","opponent",31,38,14156,18501,76.5,285458,101425,5677,6649,85.4,5888,7000,84.1,2326,4106,56.6,26,25,1,223,950,217,60,1019,"https://fbref.com/en/squads/7848bd64/2020-2021/Getafe-Stats",NA,NA
"659",2021,"Granada","La Liga","team",34,38,9247,13165,70.2,197930,77964,3470,4204,82.5,3890,4871,79.9,1736,3518,49.3,30,23.8,6.2,216,787,188,59,855,"https://fbref.com/en/squads/a0435291/2020-2021/Granada-Stats",NA,NA
"660",2021,"Granada","La Liga","opponent",34,38,15156,19118,79.3,305326,102599,6039,6873,87.9,6368,7448,85.5,2493,4075,61.2,41,34.6,6.4,354,1163,326,84,1245,"https://fbref.com/en/squads/a0435291/2020-2021/Granada-Stats",NA,NA
"661",2021,"Hellas Verona","Serie A","team",32,38,13339,17708,75.3,257956,87378,5448,6411,85,5714,6907,82.7,1898,3649,52,30,31.1,-1.1,297,1008,318,68,1288,"https://fbref.com/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats",NA,NA
"662",2021,"Hellas Verona","Serie A","opponent",32,38,13670,18016,75.9,266960,100851,5501,6473,85,5747,6980,82.3,2095,3815,54.9,31,33.8,-2.8,393,1031,326,86,1252,"https://fbref.com/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats",NA,NA
"663",2021,"Hertha BSC","Bundesliga","team",32,34,12623,16027,78.8,278139,88471,3797,4508,84.2,6060,6944,87.3,2609,4017,64.9,29,29.8,-0.8,276,846,232,72,1047,"https://fbref.com/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats",NA,NA
"664",2021,"Hertha BSC","Bundesliga","opponent",32,34,13058,16528,79,259335,90506,5044,5827,86.6,5729,6654,86.1,2024,3330,60.8,35,32.1,2.9,312,1037,299,72,1244,"https://fbref.com/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats",NA,NA
"665",2021,"Hoffenheim","Bundesliga","team",30,34,14462,18016,80.3,291188,99858,5356,6153,87,6515,7469,87.2,2304,3636,63.4,38,35.9,2.1,313,1061,342,99,1337,"https://fbref.com/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats",NA,NA
"666",2021,"Hoffenheim","Bundesliga","opponent",30,34,13651,17219,79.3,275994,93015,5170,5940,87,5950,6920,86,2255,3644,61.9,38,37.5,0.5,290,931,287,69,1173,"https://fbref.com/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats",NA,NA
"667",2021,"Huesca","La Liga","team",27,38,13636,17400,78.4,280112,89385,5017,5749,87.3,6121,7069,86.6,2294,3987,57.5,23,23.8,-0.8,289,847,232,88,957,"https://fbref.com/en/squads/c6c493e6/2020-2021/Huesca-Stats",NA,NA
"668",2021,"Huesca","La Liga","opponent",27,38,15505,19153,81,311290,102979,6148,6958,88.4,6593,7556,87.3,2528,4031,62.7,37,29.5,7.5,308,1201,328,103,1264,"https://fbref.com/en/squads/c6c493e6/2020-2021/Huesca-Stats",NA,NA
"669",2021,"Inter","Serie A","team",25,38,18514,21593,85.7,357767,106101,7261,8022,90.5,8396,9283,90.4,2542,3548,71.6,62,53.4,8.6,409,1349,430,105,1528,"https://fbref.com/en/squads/d609edc0/2020-2021/Internazionale-Stats",NA,NA
"670",2021,"Inter","Serie A","opponent",25,38,16679,19770,84.4,321478,92460,6663,7338,90.8,7347,8171,89.9,2376,3587,66.2,19,24.7,-5.7,291,1158,253,73,1052,"https://fbref.com/en/squads/d609edc0/2020-2021/Internazionale-Stats",NA,NA
"671",2021,"Juventus","Serie A","team",30,38,19971,23047,86.7,392140,115399,7400,8192,90.3,9422,10266,91.8,2860,3915,73.1,59,51.4,7.6,456,1438,378,93,1555,"https://fbref.com/en/squads/e0652b02/2020-2021/Juventus-Stats",NA,NA
"672",2021,"Juventus","Serie A","opponent",30,38,14460,17559,82.4,276984,89787,6080,6744,90.2,6033,6917,87.2,2052,3217,63.8,21,23.1,-2.1,304,1099,283,74,1102,"https://fbref.com/en/squads/e0652b02/2020-2021/Juventus-Stats",NA,NA
"673",2021,"Köln","Bundesliga","team",28,34,12038,15705,76.7,251568,91402,4229,5011,84.4,5315,6263,84.9,2223,3735,59.5,23,24.6,-1.6,253,829,225,84,985,"https://fbref.com/en/squads/bc357bf7/2020-2021/Koln-Stats",NA,NA
"674",2021,"Köln","Bundesliga","opponent",28,34,15049,18577,81,310668,103608,5236,6095,85.9,7027,7954,88.3,2551,3876,65.8,43,37.9,5.1,308,1114,275,76,1384,"https://fbref.com/en/squads/bc357bf7/2020-2021/Koln-Stats",NA,NA
"675",2021,"Lazio","Serie A","team",30,38,17098,20724,82.5,340624,110740,6474,7369,87.9,7443,8436,88.2,2813,4156,67.7,40,40.2,-0.2,388,1428,420,110,1469,"https://fbref.com/en/squads/7213da33/2020-2021/Lazio-Stats",NA,NA
"676",2021,"Lazio","Serie A","opponent",30,38,14925,18528,80.6,293463,94290,5946,6775,87.8,6380,7356,86.7,2317,3687,62.8,33,28.4,4.6,293,1007,265,62,1206,"https://fbref.com/en/squads/7213da33/2020-2021/Lazio-Stats",NA,NA
"677",2021,"Leeds United","Premier League","team",23,38,15996,20042,79.8,318521,104029,6052,6930,87.3,7236,8287,87.3,2454,4047,60.6,45,42.5,2.5,390,1111,372,87,1409,"https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats",NA,NA
"678",2021,"Leeds United","Premier League","opponent",23,38,11150,14891,74.9,213297,89088,4841,5620,86.1,4434,5407,82,1598,3149,50.7,36,41.6,-5.6,406,837,284,39,1071,"https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats",NA,NA
"679",2021,"Leicester City","Premier League","team",27,38,16726,20572,81.3,316778,96218,6923,7840,88.3,7382,8362,88.3,2163,3648,59.3,45,33.1,11.9,347,1164,304,64,1247,"https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats",NA,NA
"680",2021,"Leicester City","Premier League","opponent",27,38,13684,17535,78,275231,87318,5297,6180,85.7,5964,6901,86.4,2182,3751,58.2,29,34.2,-5.2,273,1030,272,70,1049,"https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats",NA,NA
"681",2021,"Lens","Ligue 1","team",27,38,15307,18909,81,308556,97897,5725,6569,87.2,6915,7912,87.4,2420,3774,64.1,35,34.7,0.3,321,1103,278,95,1399,"https://fbref.com/en/squads/fd4e0f7d/2020-2021/Lens-Stats",NA,NA
"682",2021,"Lens","Ligue 1","opponent",27,38,14451,18204,79.4,289330,96991,5618,6473,86.8,6205,7173,86.5,2345,3836,61.1,25,27.3,-2.3,277,950,235,61,1106,"https://fbref.com/en/squads/fd4e0f7d/2020-2021/Lens-Stats",NA,NA
"683",2021,"Levante","La Liga","team",29,38,14234,17838,79.8,284117,97886,5615,6357,88.3,6065,6971,87,2311,3836,60.2,35,28.5,6.5,275,1052,319,99,1336,"https://fbref.com/en/squads/9800b6a1/2020-2021/Levante-Stats",NA,NA
"684",2021,"Levante","La Liga","opponent",29,38,13185,16905,78,267994,93051,5268,6054,87,5408,6360,85,2246,3842,58.5,42,38.7,3.3,352,955,315,85,1068,"https://fbref.com/en/squads/9800b6a1/2020-2021/Levante-Stats",NA,NA
"685",2021,"Leverkusen","Bundesliga","team",30,34,18002,21523,83.6,361120,109753,6668,7431,89.7,8174,9110,89.7,2901,4305,67.4,41,33.8,7.2,347,1228,288,76,1344,"https://fbref.com/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats",NA,NA
"686",2021,"Leverkusen","Bundesliga","opponent",30,34,11008,14635,75.2,227197,84876,4082,4858,84,4866,5891,82.6,1869,3294,56.7,27,27.7,-0.7,240,754,218,63,935,"https://fbref.com/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats",NA,NA
"687",2021,"Lille","Ligue 1","team",21,38,18028,21792,82.7,344587,108204,7593,8448,89.9,7616,8655,88,2484,3920,63.4,39,36.1,2.9,358,1482,271,64,1527,"https://fbref.com/en/squads/cb188c0c/2020-2021/Lille-Stats",NA,NA
"688",2021,"Lille","Ligue 1","opponent",21,38,15007,18722,80.2,302764,97035,5729,6550,87.5,6557,7521,87.2,2467,3995,61.8,17,19.4,-2.4,243,873,210,52,1072,"https://fbref.com/en/squads/cb188c0c/2020-2021/Lille-Stats",NA,NA
"689",2021,"Liverpool","Premier League","team",28,38,21527,25527,84.3,421366,125570,8395,9322,90.1,9732,10782,90.3,3072,4602,66.8,43,50,-7,444,1742,552,98,1914,"https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats",NA,NA
"690",2021,"Liverpool","Premier League","opponent",28,38,11661,15476,75.3,235638,85827,4841,5629,86,4658,5594,83.3,1943,3646,53.3,29,29.7,-0.7,242,776,221,66,837,"https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats",NA,NA
"691",2021,"Lorient","Ligue 1","team",27,38,13405,17012,78.8,261419,90023,5452,6194,88,5710,6643,86,2002,3524,56.8,26,31.2,-5.2,286,853,200,59,1040,"https://fbref.com/en/squads/d2c87802/2020-2021/Lorient-Stats",NA,NA
"692",2021,"Lorient","Ligue 1","opponent",27,38,17503,21253,82.4,344934,108689,6959,7805,89.2,7625,8669,88,2632,4049,65,44,33.2,10.8,338,1210,284,67,1338,"https://fbref.com/en/squads/d2c87802/2020-2021/Lorient-Stats",NA,NA
"693",2021,"Lyon","Ligue 1","team",29,38,17819,21299,83.7,341108,114598,7383,8248,89.5,7564,8601,87.9,2531,3681,68.8,46,55,-9,443,1391,423,76,1739,"https://fbref.com/en/squads/d53c0b06/2020-2021/Lyon-Stats",NA,NA
"694",2021,"Lyon","Ligue 1","opponent",29,38,14150,17627,80.3,274213,93566,5907,6647,88.9,5918,6789,87.2,2040,3512,58.1,24,25.1,-1.1,311,919,225,73,1025,"https://fbref.com/en/squads/d53c0b06/2020-2021/Lyon-Stats",NA,NA
"695",2021,"M'Gladbach","Bundesliga","team",23,34,15337,18808,81.5,292690,97135,6331,7156,88.5,6632,7619,87,2094,3321,63.1,44,34.6,9.4,323,960,269,60,1259,"https://fbref.com/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats",NA,NA
"696",2021,"M'Gladbach","Bundesliga","opponent",23,34,14019,17601,79.6,279688,91074,5241,6082,86.2,6353,7288,87.2,2158,3539,61,44,30.8,13.2,333,915,268,77,1146,"https://fbref.com/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats",NA,NA
"697",2021,"Mainz 05","Bundesliga","team",31,34,9679,13642,71,196417,77998,3595,4448,80.8,4252,5374,79.1,1628,3160,51.5,23,34.7,-11.7,272,713,223,63,981,"https://fbref.com/en/squads/a224b06a/2020-2021/Mainz-05-Stats",NA,NA
"698",2021,"Mainz 05","Bundesliga","opponent",31,34,16329,20122,81.1,335463,108175,5838,6690,87.3,7443,8481,87.8,2808,4257,66,35,36,-1,332,1160,289,83,1349,"https://fbref.com/en/squads/a224b06a/2020-2021/Mainz-05-Stats",NA,NA
"699",2021,"Manchester City","Premier League","team",24,38,23578,26689,88.3,442810,115350,9849,10630,92.7,10407,11258,92.4,2957,3997,74,55,51,4,439,1833,447,46,1633,"https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats",NA,NA
"700",2021,"Manchester City","Premier League","opponent",24,38,12060,15263,79,235962,78539,4907,5548,88.4,5146,5889,87.4,1784,3262,54.7,17,15.6,1.4,195,676,192,35,771,"https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats",NA,NA
"701",2021,"Manchester Utd","Premier League","team",29,38,18495,21960,84.2,343759,103853,8082,8927,90.5,7765,8682,89.4,2316,3500,66.2,51,40.5,10.5,402,1364,397,65,1502,"https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats",NA,NA
"702",2021,"Manchester Utd","Premier League","opponent",29,38,14056,17694,79.4,276401,88556,5506,6242,88.2,6299,7170,87.9,1998,3560,56.1,28,28.2,-0.2,310,935,254,65,1063,"https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats",NA,NA
"703",2021,"Marseille","Ligue 1","team",31,38,16646,20480,81.3,317553,103496,7071,7962,88.8,6968,7949,87.7,2266,3781,59.9,45,34.5,10.5,286,1153,235,55,1231,"https://fbref.com/en/squads/5725cc7b/2020-2021/Marseille-Stats",NA,NA
"704",2021,"Marseille","Ligue 1","opponent",31,38,13904,17565,79.2,269791,90052,5697,6475,88,5839,6815,85.7,2051,3536,58,36,32.6,3.4,317,994,274,89,1103,"https://fbref.com/en/squads/5725cc7b/2020-2021/Marseille-Stats",NA,NA
"705",2021,"Metz","Ligue 1","team",27,38,13269,16773,79.1,269761,90255,5103,5815,87.8,5788,6716,86.2,2173,3713,58.5,28,25.6,2.4,308,880,203,66,963,"https://fbref.com/en/squads/f83960ae/2020-2021/Metz-Stats",NA,NA
"706",2021,"Metz","Ligue 1","opponent",27,38,16566,20421,81.1,324330,111804,6565,7411,88.6,7273,8360,87,2472,3949,62.6,25,30.2,-5.2,329,1128,275,59,1416,"https://fbref.com/en/squads/f83960ae/2020-2021/Metz-Stats",NA,NA
"707",2021,"Milan","Serie A","team",29,38,16046,19490,82.3,307704,99628,6451,7273,88.7,7021,7971,88.1,2222,3480,63.9,47,43.4,3.6,392,1165,360,83,1343,"https://fbref.com/en/squads/dc56fe14/2020-2021/Milan-Stats",NA,NA
"708",2021,"Milan","Serie A","opponent",29,38,14655,18143,80.8,289407,101635,5858,6647,88.1,6274,7206,87.1,2245,3530,63.6,26,31.5,-5.5,345,1185,319,71,1336,"https://fbref.com/en/squads/dc56fe14/2020-2021/Milan-Stats",NA,NA
"709",2021,"Monaco","Ligue 1","team",30,38,17905,21885,81.8,358194,108452,6464,7359,87.8,8383,9500,88.2,2706,4241,63.8,52,44.7,7.3,369,1321,376,81,1521,"https://fbref.com/en/squads/fd6114db/2020-2021/Monaco-Stats",NA,NA
"710",2021,"Monaco","Ligue 1","opponent",30,38,13658,17372,78.6,270248,89902,5515,6362,86.7,5703,6647,85.8,2183,3699,59,25,20.6,4.4,227,832,174,66,941,"https://fbref.com/en/squads/fd6114db/2020-2021/Monaco-Stats",NA,NA
"711",2021,"Montpellier","Ligue 1","team",25,38,12879,16555,77.8,277225,103048,4619,5382,85.8,5372,6350,84.6,2666,4188,63.7,42,30.7,11.3,324,974,269,111,1151,"https://fbref.com/en/squads/281b0e73/2020-2021/Montpellier-Stats",NA,NA
"712",2021,"Montpellier","Ligue 1","opponent",25,38,16492,19934,82.7,323613,106523,6506,7290,89.2,7216,8118,88.9,2460,3824,64.3,39,44.8,-5.8,413,1260,330,91,1465,"https://fbref.com/en/squads/281b0e73/2020-2021/Montpellier-Stats",NA,NA
"713",2021,"Nantes","Ligue 1","team",25,38,12440,16380,75.9,241957,86586,5109,5919,86.3,5282,6392,82.6,1784,3397,52.5,28,26.7,1.3,276,1048,188,56,1101,"https://fbref.com/en/squads/d7a486cd/2020-2021/Nantes-Stats",NA,NA
"714",2021,"Nantes","Ligue 1","opponent",25,38,17371,21335,81.4,344401,111589,6834,7703,88.7,7532,8573,87.9,2675,4284,62.4,29,33.6,-4.6,318,1187,307,91,1376,"https://fbref.com/en/squads/d7a486cd/2020-2021/Nantes-Stats",NA,NA
"715",2021,"Napoli","Serie A","team",25,38,18947,22092,85.8,360233,108215,7993,8758,91.3,7872,8737,90.1,2734,3825,71.5,56,45.5,10.5,480,1335,378,78,1431,"https://fbref.com/en/squads/d48ad4ff/2020-2021/Napoli-Stats",NA,NA
"716",2021,"Napoli","Serie A","opponent",25,38,14911,18056,82.6,298776,92802,5451,6150,88.6,7021,7856,89.4,2221,3457,64.2,26,26.4,-0.4,274,929,254,65,1150,"https://fbref.com/en/squads/d48ad4ff/2020-2021/Napoli-Stats",NA,NA
"717",2021,"Newcastle Utd","Premier League","team",27,38,10617,14220,74.7,216780,78025,4270,4949,86.3,4306,5161,83.4,1836,3503,52.4,26,26.1,-0.1,272,693,216,74,759,"https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats",NA,NA
"718",2021,"Newcastle Utd","Premier League","opponent",27,38,19340,23048,83.9,369085,110470,8126,9003,90.3,8271,9280,89.1,2631,4042,65.1,41,37.9,3.1,431,1497,404,95,1514,"https://fbref.com/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats",NA,NA
"719",2021,"Nice","Ligue 1","team",31,38,18220,21525,84.6,343395,101213,7444,8261,90.1,8193,9051,90.5,2258,3495,64.6,26,26.3,-0.3,270,1166,248,71,1275,"https://fbref.com/en/squads/132ebc33/2020-2021/Nice-Stats",NA,NA
"720",2021,"Nice","Ligue 1","opponent",31,38,14895,18238,81.7,300479,97956,5774,6480,89.1,6454,7374,87.5,2419,3775,64.1,28,34.3,-6.3,365,1095,277,81,1193,"https://fbref.com/en/squads/132ebc33/2020-2021/Nice-Stats",NA,NA
"721",2021,"Nîmes","Ligue 1","team",33,38,12874,16683,77.2,268417,89948,4714,5464,86.3,5563,6510,85.5,2323,4030,57.6,26,27.3,-1.3,270,843,220,61,1029,"https://fbref.com/en/squads/1cbf5f9e/2020-2021/Nimes-Stats",NA,NA
"722",2021,"Nîmes","Ligue 1","opponent",33,38,17287,21032,82.2,340209,109405,6827,7705,88.6,7554,8551,88.3,2576,3994,64.5,52,44.2,7.8,375,1392,331,115,1430,"https://fbref.com/en/squads/1cbf5f9e/2020-2021/Nimes-Stats",NA,NA
"723",2021,"Osasuna","La Liga","team",28,38,10415,14861,70.1,229745,97901,3934,4899,80.3,4139,5375,77,2146,3958,54.2,25,23.4,1.6,257,953,257,96,1029,"https://fbref.com/en/squads/03c57e2b/2020-2021/Osasuna-Stats",NA,NA
"724",2021,"Osasuna","La Liga","opponent",28,38,15486,19939,77.7,303202,99837,6350,7263,87.4,6499,7690,84.5,2336,4276,54.6,31,34.8,-3.8,316,1085,328,91,1249,"https://fbref.com/en/squads/03c57e2b/2020-2021/Osasuna-Stats",NA,NA
"725",2021,"Paris S-G","Ligue 1","team",33,38,23091,26067,88.6,401344,121576,11157,11962,93.3,9227,10116,91.2,2279,3183,71.6,52,54.6,-2.6,407,1751,448,93,1685,"https://fbref.com/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats",NA,NA
"726",2021,"Paris S-G","Ligue 1","opponent",33,38,12365,15462,80,243970,84492,5325,5969,89.2,4842,5629,86,1979,3282,60.3,17,27.1,-10.1,282,733,209,53,841,"https://fbref.com/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats",NA,NA
"727",2021,"Parma","Serie A","team",42,38,14930,18327,81.5,318853,105526,5157,5858,88,6716,7641,87.9,2851,4234,67.3,26,28.6,-2.6,289,1017,249,83,1193,"https://fbref.com/en/squads/eab4234c/2020-2021/Parma-Stats",NA,NA
"728",2021,"Parma","Serie A","opponent",42,38,16770,20229,82.9,324489,101866,6681,7480,89.3,7413,8377,88.5,2387,3663,65.2,62,45.3,16.7,385,1325,380,104,1448,"https://fbref.com/en/squads/eab4234c/2020-2021/Parma-Stats",NA,NA
"729",2021,"RB Leipzig","Bundesliga","team",25,34,17673,21371,82.7,328704,106196,7379,8336,88.5,7779,8853,87.9,2171,3386,64.1,44,44.7,-0.7,408,1410,410,79,1588,"https://fbref.com/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats",NA,NA
"730",2021,"RB Leipzig","Bundesliga","opponent",25,34,10728,14359,74.7,217511,78492,4039,4847,83.3,4634,5569,83.2,1823,3287,55.5,27,22.1,4.9,187,608,183,47,760,"https://fbref.com/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats",NA,NA
