"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Vs","Att_Vs","Tkl_percent_Vs","Past_Vs","Press_Pressures","Succ_Pressures","_percent_Pressures","Def 3rd_Pressures","Mid 3rd_Pressures","Att 3rd_Pressures","Blocks_Blocks","Sh_Blocks","ShSv_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url"
"262",2019,"Freiburg","Bundesliga","opponent",28,34,543,352,243,223,77,172,477,36.1,305,5193,1335,25.7,1396,2423,1374,467,108,4,359,255,798,677,7,"https://fbref.com/en/squads/a486e511/2018-2019/Freiburg-Stats"
"263",2019,"Frosinone","Serie A","team",33,38,596,385,336,197,63,206,603,34.2,397,6617,1627,24.6,2639,2747,1231,564,156,0,408,341,937,961,6,"https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats"
"264",2019,"Frosinone","Serie A","opponent",33,38,553,361,232,240,81,205,510,40.2,305,5135,1535,29.9,1347,2312,1476,598,120,1,478,258,811,895,6,"https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats"
"265",2019,"Fulham","Premier League","team",28,38,649,411,356,240,53,201,537,37.4,336,5908,1654,28,2268,2594,1046,579,162,2,417,608,1257,1012,10,"https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats"
"266",2019,"Fulham","Premier League","opponent",28,38,725,460,311,297,117,202,624,32.4,422,6288,1797,28.6,1793,3089,1406,547,126,2,421,505,1230,737,4,"https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats"
"267",2019,"Genoa","Serie A","team",31,38,740,470,374,277,89,285,686,41.5,401,6258,1638,26.2,2100,2787,1371,541,126,3,415,342,1082,965,7,"https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats"
"268",2019,"Genoa","Serie A","opponent",31,38,570,361,294,219,57,184,576,31.9,392,5470,1504,27.5,2072,2318,1080,566,145,0,421,286,856,1020,3,"https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats"
"269",2019,"Getafe","La Liga","team",26,38,643,418,275,282,86,232,673,34.5,441,7141,1861,26.1,2011,3599,1531,608,91,1,517,344,987,940,7,"https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats"
"270",2019,"Getafe","La Liga","opponent",26,38,646,407,347,240,59,221,588,37.6,367,4678,1508,32.2,1706,2128,844,617,105,1,512,313,959,1020,14,"https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats"
"271",2019,"Girona","La Liga","team",26,38,593,369,297,239,57,247,687,36,440,6240,1516,24.3,2063,2961,1216,614,126,1,488,352,945,1031,9,"https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats"
"272",2019,"Girona","La Liga","opponent",26,38,605,396,323,225,57,211,609,34.6,398,5519,1507,27.3,1524,2643,1352,475,84,3,391,335,940,928,7,"https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats"
"273",2019,"Guingamp","Ligue 1","team",30,38,743,498,361,304,78,209,604,34.6,395,6895,1825,26.5,2250,3352,1293,631,112,4,519,302,1045,825,7,"https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats"
"274",2019,"Guingamp","Ligue 1","opponent",30,38,712,431,391,239,82,235,729,32.2,494,5536,1582,28.6,2069,2424,1043,599,119,1,480,315,1027,1019,8,"https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats"
"275",2019,"Hannover 96","Bundesliga","team",32,34,578,368,333,196,49,200,657,30.4,457,5355,1415,26.4,2081,2334,940,589,132,2,457,297,875,888,10,"https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats"
"276",2019,"Hannover 96","Bundesliga","opponent",32,34,637,418,290,263,84,192,537,35.8,345,5103,1620,31.7,1455,2439,1209,532,105,3,427,266,903,641,6,"https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats"
"277",2019,"Hertha BSC","Bundesliga","team",26,34,551,345,279,224,48,155,496,31.3,341,5488,1406,25.6,1797,2556,1135,580,121,4,459,295,846,787,5,"https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats"
"278",2019,"Hertha BSC","Bundesliga","opponent",26,34,546,346,290,206,50,155,520,29.8,365,5421,1455,26.8,1688,2724,1009,457,95,2,362,292,838,730,5,"https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats"
"279",2019,"Hoffenheim","Bundesliga","team",29,34,567,348,255,238,74,190,539,35.3,349,4971,1406,28.3,1580,2323,1068,530,120,2,410,306,873,694,6,"https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats"
"280",2019,"Hoffenheim","Bundesliga","opponent",29,34,595,375,322,196,77,213,636,33.5,423,6063,1685,27.8,2183,2638,1242,571,128,7,443,286,881,796,6,"https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats"
"281",2019,"Huddersfield","Premier League","team",31,38,763,430,366,310,87,224,691,32.4,467,6563,1860,28.3,2286,2972,1305,628,135,4,493,599,1362,842,9,"https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats"
"282",2019,"Huddersfield","Premier League","opponent",31,38,663,385,326,280,57,215,529,40.6,314,5714,1749,30.6,1887,2743,1084,655,129,2,526,512,1175,1037,8,"https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats"
"283",2019,"Huesca","La Liga","team",30,38,721,482,384,276,61,273,762,35.8,489,6264,1617,25.8,2076,3023,1165,553,120,3,433,368,1089,1066,11,"https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats"
"284",2019,"Huesca","La Liga","opponent",30,38,621,406,270,267,84,228,654,34.9,426,5476,1613,29.5,1637,2614,1225,517,110,2,407,304,925,1070,12,"https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats"
"285",2019,"Inter","Serie A","team",23,38,640,401,284,254,102,232,664,34.9,432,5964,1644,27.6,1576,2635,1753,521,120,1,401,271,911,635,6,"https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats"
"286",2019,"Inter","Serie A","opponent",23,38,563,337,305,197,61,183,549,33.3,366,6890,1514,22,2488,2906,1496,657,172,4,485,334,897,1007,16,"https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats"
"287",2019,"Juventus","Serie A","team",31,38,583,383,270,227,86,213,577,36.9,364,5679,1494,26.3,1683,2559,1437,534,140,3,394,329,912,655,11,"https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats"
"288",2019,"Juventus","Serie A","opponent",31,38,649,420,322,228,99,299,774,38.6,475,6220,1373,22.1,2271,2699,1250,559,159,1,400,355,1004,798,14,"https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats"
"289",2019,"Lazio","Serie A","team",30,38,671,434,308,273,90,238,693,34.3,455,5778,1619,28,1899,2642,1237,615,154,0,461,367,1038,734,10,"https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats"
"290",2019,"Lazio","Serie A","opponent",30,38,642,399,334,227,81,263,693,38,430,6369,1623,25.5,2269,2780,1320,587,172,4,415,380,1022,912,11,"https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats"
"291",2019,"Leganés","La Liga","team",29,38,636,417,334,238,64,240,711,33.8,471,6369,1508,23.7,2196,2848,1325,515,84,2,431,326,962,1081,9,"https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats"
"292",2019,"Leganés","La Liga","opponent",29,38,544,342,274,210,60,197,549,35.9,352,5188,1402,27,1566,2552,1070,485,83,1,402,285,829,973,11,"https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats"
"293",2019,"Leicester City","Premier League","team",25,38,730,438,394,264,72,214,568,37.7,354,6092,1861,30.5,2175,2681,1236,655,113,0,542,477,1207,996,11,"https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats"
"294",2019,"Leicester City","Premier League","opponent",25,38,641,388,295,265,81,198,607,32.6,409,6273,1748,27.9,2125,2814,1334,639,153,4,486,564,1205,950,9,"https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats"
"295",2019,"Levante","La Liga","team",26,38,590,377,322,210,58,219,747,29.3,528,5943,1404,23.6,2007,2712,1224,622,142,3,480,302,892,883,9,"https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats"
"296",2019,"Levante","La Liga","opponent",26,38,760,492,377,282,101,271,761,35.6,490,5596,1629,29.1,1797,2558,1241,572,110,0,462,324,1084,861,9,"https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats"
"297",2019,"Leverkusen","Bundesliga","team",21,34,564,371,305,202,57,181,546,33.2,365,5021,1580,31.5,1579,2327,1115,548,98,2,450,293,857,705,4,"https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats"
"298",2019,"Leverkusen","Bundesliga","opponent",21,34,607,394,286,270,51,203,604,33.6,401,6747,1610,23.9,2224,3231,1292,603,118,3,485,358,965,843,8,"https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats"
"299",2019,"Lille","Ligue 1","team",25,38,641,434,308,264,69,240,665,36.1,425,5904,1596,27,1882,2852,1170,580,111,1,469,267,908,801,7,"https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats"
"300",2019,"Lille","Ligue 1","opponent",25,38,738,468,361,293,84,229,702,32.6,473,6223,1648,26.5,2213,2925,1085,543,109,3,434,279,1017,819,11,"https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats"
"301",2019,"Liverpool","Premier League","team",23,38,617,380,265,257,95,193,571,33.8,378,5708,1815,31.8,1623,2499,1586,501,86,1,415,424,1041,711,10,"https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats"
"302",2019,"Liverpool","Premier League","opponent",23,38,723,443,433,231,59,211,635,33.2,424,6503,1757,27,2599,2768,1136,674,168,5,506,645,1368,1027,12,"https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats"
"303",2019,"Lyon","Ligue 1","team",25,38,591,389,285,230,76,186,520,35.8,334,5866,1644,28,1791,2705,1370,551,143,4,408,315,906,726,6,"https://fbref.com/en/squads/d53c0b06/2018-2019/Lyon-Stats"
"304",2019,"Lyon","Ligue 1","opponent",25,38,694,448,381,235,78,234,802,29.2,568,7300,1696,23.2,2823,3306,1171,609,165,3,444,435,1129,787,14,"https://fbref.com/en/squads/d53c0b06/2018-2019/Lyon-Stats"
"305",2019,"M'Gladbach","Bundesliga","team",22,34,512,322,252,209,51,158,479,33,321,5171,1268,24.5,1628,2515,1028,509,98,1,411,261,773,620,10,"https://fbref.com/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats"
"306",2019,"M'Gladbach","Bundesliga","opponent",22,34,520,319,274,196,50,172,518,33.2,346,5561,1390,25,1730,2570,1261,511,129,5,382,320,840,650,5,"https://fbref.com/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats"
"307",2019,"Mainz 05","Bundesliga","team",28,34,519,300,247,211,61,157,512,30.7,355,5544,1377,24.8,1666,2543,1335,539,122,3,417,286,805,756,10,"https://fbref.com/en/squads/a224b06a/2018-2019/Mainz-05-Stats"
"308",2019,"Mainz 05","Bundesliga","opponent",28,34,627,394,309,250,68,220,605,36.4,385,4934,1392,28.2,1785,2175,974,547,123,2,424,256,883,849,4,"https://fbref.com/en/squads/a224b06a/2018-2019/Mainz-05-Stats"
"309",2019,"Manchester City","Premier League","team",21,38,529,359,212,229,88,182,498,36.5,316,5029,1595,31.7,1273,2300,1456,430,79,2,351,402,931,669,5,"https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats"
"310",2019,"Manchester City","Premier League","opponent",21,38,716,422,497,177,42,244,707,34.5,463,6989,1505,21.5,3322,2714,953,681,203,4,478,488,1204,981,13,"https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats"
"311",2019,"Manchester Utd","Premier League","team",28,38,619,378,319,230,70,205,542,37.8,337,5682,1597,28.1,2010,2486,1186,588,140,0,448,438,1057,887,8,"https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats"
"312",2019,"Manchester Utd","Premier League","opponent",28,38,680,409,350,248,82,219,578,37.9,359,6440,1709,26.5,2215,2928,1297,590,141,3,449,557,1237,899,6,"https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats"
"313",2019,"Marseille","Ligue 1","team",24,38,728,444,340,300,88,244,755,32.3,511,6462,1860,28.8,2006,3079,1377,537,115,4,422,271,999,703,12,"https://fbref.com/en/squads/5725cc7b/2018-2019/Marseille-Stats"
"314",2019,"Marseille","Ligue 1","opponent",24,38,675,390,371,252,52,248,699,35.5,451,7137,1643,23,2414,3438,1285,626,136,2,490,286,961,963,8,"https://fbref.com/en/squads/5725cc7b/2018-2019/Marseille-Stats"
"315",2019,"Milan","Serie A","team",23,38,684,453,359,238,87,252,708,35.6,456,6489,1714,26.4,2201,2873,1415,585,124,2,461,286,970,842,14,"https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats"
"316",2019,"Milan","Serie A","opponent",23,38,648,436,324,241,83,228,690,33,462,6587,1504,22.8,2201,2884,1502,590,171,3,419,353,1001,814,6,"https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats"
"317",2019,"Monaco","Ligue 1","team",42,38,732,453,374,273,85,234,742,31.5,508,6452,1749,27.1,2092,3006,1354,503,92,1,411,295,1027,837,6,"https://fbref.com/en/squads/fd6114db/2018-2019/Monaco-Stats"
"318",2019,"Monaco","Ligue 1","opponent",42,38,651,405,333,251,67,229,662,34.6,433,6735,1857,27.6,2427,3168,1140,639,139,4,500,312,963,804,5,"https://fbref.com/en/squads/fd6114db/2018-2019/Monaco-Stats"
"319",2019,"Montpellier","Ligue 1","team",25,38,751,424,367,291,93,275,784,35.1,509,6593,1690,25.6,2254,3193,1146,605,117,3,488,320,1071,858,9,"https://fbref.com/en/squads/281b0e73/2018-2019/Montpellier-Stats"
"320",2019,"Montpellier","Ligue 1","opponent",25,38,652,419,341,243,68,209,660,31.7,451,6482,1756,27.1,2185,3010,1287,593,110,2,483,270,922,1014,11,"https://fbref.com/en/squads/281b0e73/2018-2019/Montpellier-Stats"
"321",2019,"Nantes","Ligue 1","team",33,38,768,481,379,293,96,241,749,32.2,508,6768,1907,28.2,2328,3227,1213,564,117,2,447,345,1113,894,6,"https://fbref.com/en/squads/d7a486cd/2018-2019/Nantes-Stats"
"322",2019,"Nantes","Ligue 1","opponent",33,38,615,359,320,232,63,182,586,31.1,404,6221,1758,28.3,2450,2644,1127,614,136,0,478,355,970,883,8,"https://fbref.com/en/squads/d7a486cd/2018-2019/Nantes-Stats"
"323",2019,"Napoli","Serie A","team",26,38,657,446,280,266,111,253,690,36.7,437,6255,1634,26.1,1639,2807,1809,522,114,3,408,262,919,554,4,"https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats"
"324",2019,"Napoli","Serie A","opponent",26,38,600,390,322,191,87,250,707,35.4,457,6854,1641,23.9,2477,3004,1373,657,179,2,478,356,956,776,12,"https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats"
"325",2019,"Newcastle Utd","Premier League","team",24,38,736,431,398,269,69,223,640,34.8,417,6637,1765,26.6,2606,2893,1138,754,154,3,600,539,1275,1204,7,"https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats"
"326",2019,"Newcastle Utd","Premier League","opponent",24,38,633,397,287,258,88,171,490,34.9,319,5391,1753,32.5,1715,2366,1310,591,133,2,458,380,1013,1021,8,"https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats"
"327",2019,"Nice","Ligue 1","team",30,38,642,385,336,241,65,226,679,33.3,453,6017,1591,26.4,2135,2715,1167,592,124,5,468,325,967,802,9,"https://fbref.com/en/squads/132ebc33/2018-2019/Nice-Stats"
"328",2019,"Nice","Ligue 1","opponent",30,38,809,532,400,314,95,329,992,33.2,663,7155,1813,25.3,2234,3370,1551,532,127,2,405,326,1135,587,2,"https://fbref.com/en/squads/132ebc33/2018-2019/Nice-Stats"
"329",2019,"Nîmes","Ligue 1","team",23,38,735,462,398,258,79,264,798,33.1,534,6440,1703,26.4,2180,3080,1180,615,120,2,495,277,1012,892,10,"https://fbref.com/en/squads/1cbf5f9e/2018-2019/Nimes-Stats"
"330",2019,"Nîmes","Ligue 1","opponent",23,38,707,434,369,260,78,251,736,34.1,485,6041,1784,29.5,2293,2603,1145,571,131,0,440,273,980,971,8,"https://fbref.com/en/squads/1cbf5f9e/2018-2019/Nimes-Stats"
"331",2019,"Nürnberg","Bundesliga","team",27,34,564,363,342,179,43,212,564,37.6,352,5417,1257,23.2,2204,2328,885,511,122,2,389,290,854,877,5,"https://fbref.com/en/squads/6f2c108c/2018-2019/Nurnberg-Stats"
"332",2019,"Nürnberg","Bundesliga","opponent",27,34,495,313,203,211,81,177,498,35.5,321,4478,1245,27.8,1168,1995,1315,454,100,0,354,256,751,808,6,"https://fbref.com/en/squads/6f2c108c/2018-2019/Nurnberg-Stats"
"333",2019,"Paris S-G","Ligue 1","team",30,38,668,421,286,285,97,251,740,33.9,489,6356,1821,28.7,1802,2962,1592,516,104,2,412,249,917,553,13,"https://fbref.com/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats"
"334",2019,"Paris S-G","Ligue 1","opponent",30,38,734,513,402,253,79,267,885,30.2,618,8241,1729,21,3149,3790,1302,573,141,13,432,378,1112,730,12,"https://fbref.com/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats"
"335",2019,"Parma","Serie A","team",31,38,581,366,334,196,51,195,626,31.2,431,6728,1538,22.9,2930,2687,1111,686,189,4,497,314,895,1132,9,"https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats"
"336",2019,"Parma","Serie A","opponent",31,38,659,436,301,237,121,258,654,39.4,396,5183,1630,31.4,1494,2352,1337,514,100,2,414,278,937,677,10,"https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats"
"337",2019,"Rayo Vallecano","La Liga","team",29,38,646,425,360,224,62,223,655,34,432,5742,1520,26.5,2144,2605,993,551,79,2,472,326,972,1031,8,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats"
"338",2019,"Rayo Vallecano","La Liga","opponent",29,38,812,533,363,344,105,272,896,30.4,624,6333,1744,27.5,1846,2968,1519,558,122,3,436,263,1075,813,8,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats"
"339",2019,"RB Leipzig","Bundesliga","team",23,34,649,394,304,270,75,224,613,36.5,389,5668,1830,32.3,1548,2747,1373,563,78,6,485,321,970,832,7,"https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats"
"340",2019,"RB Leipzig","Bundesliga","opponent",23,34,616,362,324,227,65,208,593,35.1,385,4993,1505,30.1,1996,2243,754,570,113,2,457,330,946,818,11,"https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats"
"341",2019,"Real Madrid","La Liga","team",27,38,634,418,285,252,97,196,658,29.8,462,5700,1505,26.4,1538,2732,1430,529,86,4,443,322,956,605,6,"https://fbref.com/en/squads/53a2f082/2018-2019/Real-Madrid-Stats"
"342",2019,"Real Madrid","La Liga","opponent",27,38,675,471,362,243,70,252,770,32.7,518,7487,1587,21.2,2544,3424,1519,674,152,3,522,320,995,855,8,"https://fbref.com/en/squads/53a2f082/2018-2019/Real-Madrid-Stats"
"343",2019,"Real Sociedad","La Liga","team",30,38,606,399,311,230,65,241,663,36.3,422,6432,1631,25.4,1987,3054,1391,611,113,4,498,331,937,907,12,"https://fbref.com/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats"
"344",2019,"Real Sociedad","La Liga","opponent",30,38,748,488,371,291,86,254,728,34.9,474,6867,1788,26,2014,3292,1561,569,98,1,471,280,1028,732,8,"https://fbref.com/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats"
"345",2019,"Reims","Ligue 1","team",27,38,759,453,437,243,79,251,772,32.5,521,7066,1773,25.1,2548,3131,1387,586,118,2,468,344,1103,966,8,"https://fbref.com/en/squads/7fdd64e0/2018-2019/Reims-Stats"
"346",2019,"Reims","Ligue 1","opponent",27,38,629,411,279,254,96,208,673,30.9,465,5638,1670,29.6,1731,2506,1401,544,97,4,447,279,908,829,6,"https://fbref.com/en/squads/7fdd64e0/2018-2019/Reims-Stats"
"347",2019,"Rennes","Ligue 1","team",28,38,641,378,294,262,85,232,704,33,472,6289,1686,26.8,2168,2932,1189,548,123,5,425,285,926,811,5,"https://fbref.com/en/squads/b3072e00/2018-2019/Rennes-Stats"
"348",2019,"Rennes","Ligue 1","opponent",28,38,762,472,398,284,80,274,785,34.9,511,6748,1738,25.8,2402,3144,1202,578,117,4,461,298,1060,797,7,"https://fbref.com/en/squads/b3072e00/2018-2019/Rennes-Stats"
"349",2019,"Roma","Serie A","team",26,38,543,351,239,221,83,220,646,34.1,426,5885,1482,25.2,1857,2701,1327,571,168,0,403,325,868,839,10,"https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats"
"350",2019,"Roma","Serie A","opponent",26,38,662,424,353,237,72,284,783,36.3,499,6887,1739,25.3,2490,3051,1346,585,152,3,433,326,988,894,11,"https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats"
"351",2019,"Saint-Étienne","Ligue 1","team",29,38,669,427,317,267,85,210,709,29.6,499,5978,1586,26.5,2004,2790,1184,517,95,2,422,304,973,826,12,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats"
"352",2019,"Saint-Étienne","Ligue 1","opponent",29,38,646,393,321,237,88,213,620,34.4,407,6610,1564,23.7,2142,3014,1454,639,151,7,488,285,931,858,15,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats"
"353",2019,"Sampdoria","Serie A","team",24,38,668,411,310,258,100,245,648,37.8,403,6143,1572,25.6,1706,2757,1680,620,128,0,492,224,892,770,11,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats"
"354",2019,"Sampdoria","Serie A","opponent",24,38,679,464,340,253,86,213,613,34.7,400,6696,1758,26.3,2114,3038,1544,636,126,1,510,440,1119,805,12,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats"
"355",2019,"Sassuolo","Serie A","team",29,38,577,378,310,198,69,184,527,34.9,343,5512,1437,26.1,1939,2312,1261,522,121,6,401,299,876,808,12,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats"
"356",2019,"Sassuolo","Serie A","opponent",29,38,671,410,309,267,95,260,754,34.5,494,6372,1442,22.6,1898,2901,1573,626,147,1,479,327,998,751,10,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats"
"357",2019,"Schalke 04","Bundesliga","team",32,34,628,385,284,270,74,208,635,32.8,427,5725,1530,26.7,1736,2728,1261,578,119,0,459,285,913,749,4,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats"
"358",2019,"Schalke 04","Bundesliga","opponent",32,34,604,388,305,246,53,194,619,31.3,425,5080,1414,27.8,1546,2421,1113,470,99,1,371,256,860,708,6,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats"
"359",2019,"Sevilla","La Liga","team",27,38,621,422,323,220,78,200,590,33.9,390,5782,1501,26,1859,2623,1300,529,119,1,410,296,917,908,6,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats"
"360",2019,"Sevilla","La Liga","opponent",27,38,645,443,296,266,83,226,675,33.5,449,6731,1670,24.8,2188,3083,1460,659,121,5,538,345,990,1046,9,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats"
"361",2019,"Southampton","Premier League","team",30,38,753,437,374,276,103,219,648,33.8,429,6400,1893,29.6,2175,2801,1424,712,165,4,547,586,1339,1114,12,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats"
"362",2019,"Southampton","Premier League","opponent",30,38,607,372,333,205,69,202,565,35.8,363,4989,1515,30.4,1836,2195,958,614,147,1,467,428,1035,948,13,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats"
"363",2019,"SPAL","Serie A","team",28,38,613,389,335,212,66,244,619,39.4,375,5607,1381,24.6,2135,2418,1054,607,157,2,450,319,932,859,10,"https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats"
"364",2019,"SPAL","Serie A","opponent",28,38,622,416,284,246,92,195,570,34.2,375,6378,1658,26,1987,2847,1544,584,123,2,461,281,903,751,5,"https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats"
"365",2019,"Strasbourg","Ligue 1","team",26,38,647,384,317,247,83,214,626,34.2,412,6269,1570,25,2262,2917,1090,536,129,4,407,347,994,796,10,"https://fbref.com/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats"
"366",2019,"Strasbourg","Ligue 1","opponent",26,38,642,382,303,247,92,218,623,35,405,6314,1662,26.3,2026,2953,1335,601,100,7,501,268,910,861,7,"https://fbref.com/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats"
"367",2019,"Stuttgart","Bundesliga","team",26,34,605,382,343,201,61,161,503,32,342,5351,1439,26.9,1930,2387,1034,551,122,2,429,288,893,892,7,"https://fbref.com/en/squads/598bc722/2018-2019/Stuttgart-Stats"
"368",2019,"Stuttgart","Bundesliga","opponent",26,34,497,314,265,190,42,157,453,34.7,296,4583,1304,28.5,1357,2156,1070,512,100,2,412,219,716,824,8,"https://fbref.com/en/squads/598bc722/2018-2019/Stuttgart-Stats"
"369",2019,"Torino","Serie A","team",25,38,683,469,308,283,92,206,589,35,383,5915,1733,29.3,1914,2744,1257,689,130,2,559,389,1072,850,6,"https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats"
"370",2019,"Torino","Serie A","opponent",25,38,763,482,396,273,94,267,723,36.9,456,5934,1592,26.8,2121,2615,1198,591,123,0,468,245,1008,884,12,"https://fbref.com/en/squads/105360fe/2018-2019/Torino-Stats"
"371",2019,"Tottenham","Premier League","team",28,38,666,408,339,220,107,215,570,37.7,355,5030,1530,30.4,1689,2152,1189,559,130,4,429,441,1107,826,6,"https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats"
"372",2019,"Tottenham","Premier League","opponent",28,38,721,461,369,275,77,259,685,37.8,426,6176,1730,28,2254,2661,1261,681,154,2,527,517,1238,939,16,"https://fbref.com/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats"
"373",2019,"Toulouse","Ligue 1","team",29,38,705,459,394,227,84,239,655,36.5,416,6537,1739,26.6,2478,2789,1270,633,142,3,491,300,1005,919,9,"https://fbref.com/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats"
"374",2019,"Toulouse","Ligue 1","opponent",29,38,745,451,404,256,85,231,736,31.4,505,6198,1831,29.5,2128,2916,1154,519,113,4,406,342,1087,769,11,"https://fbref.com/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats"
"375",2019,"Udinese","Serie A","team",31,38,708,427,394,244,70,278,706,39.4,428,6337,1500,23.7,2438,2865,1034,689,172,3,517,343,1051,1038,7,"https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats"
"376",2019,"Udinese","Serie A","opponent",31,38,653,422,269,287,97,214,637,33.6,423,5299,1515,28.6,1575,2514,1210,536,123,3,413,255,908,750,6,"https://fbref.com/en/squads/04eea015/2018-2019/Udinese-Stats"
