"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Vs","Att_Vs","Tkl_percent_Vs","Past_Vs","Press_Pressures","Succ_Pressures","_percent_Pressures","Def 3rd_Pressures","Mid 3rd_Pressures","Att 3rd_Pressures","Blocks_Blocks","Sh_Blocks","ShSv_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url"
"1",2018,"Alavés","La Liga","team",30,38,645,410,353,224,68,206,622,33.1,416,6255,1547,24.7,2197,2904,1154,605,146,1,459,466,1111,759,8,"https://fbref.com/en/squads/8d6fd021/2017-2018/Alaves-Stats"
"2",2018,"Alavés","La Liga","opponent",30,38,560,354,270,214,76,187,592,31.6,405,5122,1648,32.2,1600,2417,1105,501,91,2,410,409,969,535,7,"https://fbref.com/en/squads/8d6fd021/2017-2018/Alaves-Stats"
"3",2018,"Amiens","Ligue 1","team",30,38,606,369,339,203,64,168,529,31.8,361,4874,1347,27.6,1849,2140,885,650,174,4,476,502,1108,765,12,"https://fbref.com/en/squads/25622401/2017-2018/Amiens-Stats"
"4",2018,"Amiens","Ligue 1","opponent",30,38,604,386,283,248,73,167,517,32.3,350,4349,1458,33.5,1268,1970,1111,506,93,4,413,394,998,517,11,"https://fbref.com/en/squads/25622401/2017-2018/Amiens-Stats"
"5",2018,"Angers","Ligue 1","team",27,38,571,357,320,194,57,167,623,26.8,456,5172,1333,25.8,1699,2510,963,566,81,2,485,402,973,550,11,"https://fbref.com/en/squads/69236f98/2017-2018/Angers-Stats"
"6",2018,"Angers","Ligue 1","opponent",27,38,620,371,324,225,71,198,540,36.7,342,4788,1464,30.6,1639,2174,975,586,115,2,471,440,1060,518,10,"https://fbref.com/en/squads/69236f98/2017-2018/Angers-Stats"
"7",2018,"Arsenal","Premier League","team",30,38,690,436,326,268,96,262,667,39.3,405,5449,1753,32.2,1784,2395,1270,509,117,3,392,484,1174,939,12,"https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats"
"8",2018,"Arsenal","Premier League","opponent",30,38,661,387,313,258,90,210,646,32.5,436,6370,1724,27.1,2465,2711,1194,649,182,4,467,766,1427,1013,5,"https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats"
"9",2018,"Atalanta","Serie A","team",25,38,762,469,354,325,83,217,702,30.9,485,6213,1985,31.9,1864,3021,1328,612,116,0,496,338,1100,883,4,"https://fbref.com/en/squads/922493f3/2017-2018/Atalanta-Stats"
"10",2018,"Atalanta","Serie A","opponent",25,38,770,484,404,289,77,217,739,29.4,522,6744,1885,28,2468,2962,1314,675,167,2,508,400,1170,867,10,"https://fbref.com/en/squads/922493f3/2017-2018/Atalanta-Stats"
"11",2018,"Athletic Club","La Liga","team",26,38,656,394,317,269,70,213,681,31.3,468,6774,1866,27.5,1902,3255,1617,576,110,3,466,459,1115,600,9,"https://fbref.com/en/squads/2b390eca/2017-2018/Athletic-Club-Stats"
"12",2018,"Athletic Club","La Liga","opponent",26,38,573,359,295,222,56,224,578,38.8,354,5767,1678,29.1,1921,2704,1142,596,89,3,507,417,990,748,7,"https://fbref.com/en/squads/2b390eca/2017-2018/Athletic-Club-Stats"
"13",2018,"Atlético Madrid","La Liga","team",26,38,778,498,410,279,89,253,722,35,469,6545,1868,28.5,2198,2987,1360,687,135,1,552,423,1201,631,12,"https://fbref.com/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats"
"14",2018,"Atlético Madrid","La Liga","opponent",26,38,629,411,310,245,74,220,649,33.9,429,5992,1777,29.7,2002,2715,1275,571,99,5,472,438,1067,539,6,"https://fbref.com/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats"
"15",2018,"Augsburg","Bundesliga","team",27,34,605,392,304,242,59,201,562,35.8,361,5318,1525,28.7,1700,2444,1174,513,111,2,402,316,921,931,10,"https://fbref.com/en/squads/0cdc4311/2017-2018/Augsburg-Stats"
"16",2018,"Augsburg","Bundesliga","opponent",27,34,504,305,248,203,53,136,418,32.5,282,5022,1607,32,1685,2202,1135,546,99,1,447,251,755,922,9,"https://fbref.com/en/squads/0cdc4311/2017-2018/Augsburg-Stats"
"17",2018,"Barcelona","La Liga","team",25,38,529,365,235,214,80,171,525,32.6,354,6080,1749,28.8,1711,2791,1578,520,105,4,415,426,955,395,9,"https://fbref.com/en/squads/206d90db/2017-2018/Barcelona-Stats"
"18",2018,"Barcelona","La Liga","opponent",25,38,725,460,407,247,71,319,989,32.3,670,8566,2030,23.7,3115,3678,1773,665,135,2,530,573,1298,497,15,"https://fbref.com/en/squads/206d90db/2017-2018/Barcelona-Stats"
"19",2018,"Bayern Munich","Bundesliga","team",28,34,523,343,241,207,75,185,478,38.7,293,4692,1626,34.7,1302,2114,1276,420,85,4,335,272,795,548,3,"https://fbref.com/en/squads/054efa67/2017-2018/Bayern-Munich-Stats"
"20",2018,"Bayern Munich","Bundesliga","opponent",28,34,554,340,323,185,46,166,529,31.4,363,7202,1554,21.6,2813,3115,1274,520,132,5,388,310,864,839,6,"https://fbref.com/en/squads/054efa67/2017-2018/Bayern-Munich-Stats"
"21",2018,"Benevento","Serie A","team",41,38,634,409,351,217,66,198,645,30.7,447,5613,1574,28,2231,2357,1025,568,150,2,418,300,934,751,13,"https://fbref.com/en/squads/4fcb34fd/2017-2018/Benevento-Stats"
"22",2018,"Benevento","Serie A","opponent",41,38,702,420,313,265,124,232,747,31.1,515,6212,1736,27.9,1709,2827,1676,553,122,3,431,266,968,678,3,"https://fbref.com/en/squads/4fcb34fd/2017-2018/Benevento-Stats"
"23",2018,"Betis","La Liga","team",29,38,543,350,278,200,65,148,497,29.8,349,5366,1444,26.9,1733,2545,1088,569,104,5,465,437,980,671,10,"https://fbref.com/en/squads/fc536746/2017-2018/Real-Betis-Stats"
"24",2018,"Betis","La Liga","opponent",29,38,558,380,280,210,68,175,572,30.6,397,6158,1464,23.8,1684,2939,1535,503,97,2,406,411,969,462,8,"https://fbref.com/en/squads/fc536746/2017-2018/Real-Betis-Stats"
"25",2018,"Bologna","Serie A","team",30,38,706,446,373,260,73,269,687,39.2,418,6239,1749,28,2441,2703,1095,660,132,2,528,248,954,933,5,"https://fbref.com/en/squads/1d8099f8/2017-2018/Bologna-Stats"
"26",2018,"Bologna","Serie A","opponent",30,38,661,397,281,266,114,202,632,32,430,5994,1734,28.9,1744,2765,1485,563,106,4,457,276,937,805,10,"https://fbref.com/en/squads/1d8099f8/2017-2018/Bologna-Stats"
"27",2018,"Bordeaux","Ligue 1","team",31,38,654,413,333,253,68,189,581,32.5,392,5072,1461,28.8,1646,2339,1087,521,112,4,409,432,1086,577,12,"https://fbref.com/en/squads/123f3efe/2017-2018/Bordeaux-Stats"
"28",2018,"Bordeaux","Ligue 1","opponent",31,38,638,390,342,210,86,197,624,31.6,427,5043,1367,27.1,1807,2211,1025,560,111,6,449,426,1064,586,7,"https://fbref.com/en/squads/123f3efe/2017-2018/Bordeaux-Stats"
"29",2018,"Bournemouth","Premier League","team",22,38,582,331,298,212,72,191,551,34.7,360,5642,1553,27.5,1895,2566,1181,622,175,6,447,466,1048,1325,8,"https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats"
"30",2018,"Bournemouth","Premier League","opponent",22,38,782,484,356,340,86,255,658,38.8,403,6044,1945,32.2,2059,2670,1315,625,157,1,468,602,1384,1008,8,"https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats"
"31",2018,"Brighton","Premier League","team",24,38,692,447,411,235,46,230,727,31.6,497,6163,1737,28.2,2544,2589,1030,638,208,7,430,556,1248,1227,19,"https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats"
"32",2018,"Brighton","Premier League","opponent",24,38,552,344,255,212,85,165,500,33,335,5231,1624,31,1556,2245,1430,511,106,3,405,504,1056,1031,8,"https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats"
"33",2018,"Burnley","Premier League","team",24,38,578,351,297,223,58,220,632,34.8,412,5957,1637,27.5,2036,2667,1254,675,210,6,465,529,1107,1486,9,"https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats"
"34",2018,"Burnley","Premier League","opponent",24,38,549,336,283,212,54,147,421,34.9,274,4923,1557,31.6,1600,2262,1061,490,108,2,382,398,947,1356,8,"https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats"
"35",2018,"Caen","Ligue 1","team",26,38,638,372,350,224,64,199,654,30.4,455,5833,1541,26.4,1963,2727,1143,631,105,2,526,515,1153,675,11,"https://fbref.com/en/squads/74229020/2017-2018/Caen-Stats"
"36",2018,"Caen","Ligue 1","opponent",26,38,502,311,253,193,56,131,457,28.7,326,4153,1296,31.2,1488,1762,903,590,126,0,464,439,941,687,9,"https://fbref.com/en/squads/74229020/2017-2018/Caen-Stats"
"37",2018,"Cagliari","Serie A","team",29,38,729,442,377,265,87,197,616,32,419,5851,1743,29.8,2124,2523,1204,567,127,1,440,273,1002,981,7,"https://fbref.com/en/squads/c4260e09/2017-2018/Cagliari-Stats"
"38",2018,"Cagliari","Serie A","opponent",29,38,558,343,255,227,76,165,482,34.2,317,5066,1562,30.8,1436,2327,1303,542,105,1,437,260,818,1034,6,"https://fbref.com/en/squads/c4260e09/2017-2018/Cagliari-Stats"
"39",2018,"Celta Vigo","La Liga","team",23,38,545,334,298,195,52,177,516,34.3,339,5466,1619,29.6,1863,2478,1125,531,109,1,422,397,942,558,10,"https://fbref.com/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats"
"40",2018,"Celta Vigo","La Liga","opponent",23,38,580,376,249,256,75,195,584,33.4,389,6832,1716,25.1,1857,3331,1644,529,109,3,420,422,1002,554,7,"https://fbref.com/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats"
"41",2018,"Chelsea","Premier League","team",26,38,720,445,357,285,78,238,583,40.8,345,5280,1730,32.8,1924,2329,1027,510,129,2,381,514,1234,804,10,"https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats"
"42",2018,"Chelsea","Premier League","opponent",26,38,685,451,343,265,77,259,737,35.1,478,6501,1822,28,2464,2658,1379,642,187,6,455,648,1333,1016,11,"https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats"
"43",2018,"Chievo","Serie A","team",25,38,651,391,325,237,89,219,639,34.3,420,6246,1601,25.6,2281,2672,1293,682,175,2,507,303,954,1054,5,"https://fbref.com/en/squads/cc919b35/2017-2018/Chievo-Stats"
"44",2018,"Chievo","Serie A","opponent",25,38,586,394,259,252,75,169,476,35.5,307,5074,1506,29.7,1688,2193,1193,504,90,2,414,263,849,984,6,"https://fbref.com/en/squads/cc919b35/2017-2018/Chievo-Stats"
"45",2018,"Crotone","Serie A","team",29,38,691,409,338,269,84,189,683,27.7,494,6270,1613,25.7,2166,2881,1223,666,137,3,529,362,1053,1079,12,"https://fbref.com/en/squads/3074d7b1/2017-2018/Crotone-Stats"
"46",2018,"Crotone","Serie A","opponent",29,38,583,387,260,231,92,184,502,36.7,318,4611,1657,35.9,1395,2143,1073,570,91,3,479,251,834,839,8,"https://fbref.com/en/squads/3074d7b1/2017-2018/Crotone-Stats"
"47",2018,"Crystal Palace","Premier League","team",28,38,760,451,429,268,63,258,682,37.8,424,5664,1661,29.3,2195,2446,1023,643,131,5,512,631,1391,1216,13,"https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats"
"48",2018,"Crystal Palace","Premier League","opponent",28,38,776,449,370,308,98,250,755,33.1,505,5854,1789,30.6,2207,2478,1169,581,156,8,425,504,1280,1152,14,"https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats"
"49",2018,"Dijon","Ligue 1","team",26,38,628,384,347,227,54,155,550,28.2,395,5360,1490,27.8,1877,2419,1064,555,123,4,432,474,1102,586,7,"https://fbref.com/en/squads/8dfb7350/2017-2018/Dijon-Stats"
"50",2018,"Dijon","Ligue 1","opponent",26,38,578,382,274,226,78,170,570,29.8,400,4683,1378,29.4,1337,2118,1228,504,105,2,399,389,967,537,12,"https://fbref.com/en/squads/8dfb7350/2017-2018/Dijon-Stats"
"51",2018,"Dortmund","Bundesliga","team",30,34,601,395,279,251,71,178,518,34.4,340,5218,1654,31.7,1632,2310,1276,486,81,0,405,274,875,784,7,"https://fbref.com/en/squads/add600ae/2017-2018/Dortmund-Stats"
"52",2018,"Dortmund","Bundesliga","opponent",30,34,620,392,322,246,52,207,622,33.3,415,5807,1555,26.8,2114,2795,898,513,126,5,387,269,889,938,14,"https://fbref.com/en/squads/add600ae/2017-2018/Dortmund-Stats"
"53",2018,"Eibar","La Liga","team",27,38,552,361,239,235,78,190,575,33,385,6186,1953,31.6,1413,2839,1934,519,59,0,460,545,1097,509,10,"https://fbref.com/en/squads/bea5c710/2017-2018/Eibar-Stats"
"54",2018,"Eibar","La Liga","opponent",27,38,616,382,371,211,34,188,557,33.8,369,5907,1639,27.7,2261,2776,870,640,125,2,515,481,1097,833,15,"https://fbref.com/en/squads/bea5c710/2017-2018/Eibar-Stats"
"55",2018,"Eint Frankfurt","Bundesliga","team",28,34,615,414,276,271,68,196,561,34.9,365,5946,1802,30.3,1786,2837,1323,561,108,5,453,292,907,832,6,"https://fbref.com/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats"
"56",2018,"Eint Frankfurt","Bundesliga","opponent",28,34,600,385,320,220,60,195,534,36.5,339,5131,1666,32.5,1652,2435,1044,545,91,1,454,278,878,861,14,"https://fbref.com/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats"
"57",2018,"Espanyol","La Liga","team",25,38,624,395,334,222,68,209,665,31.4,456,6195,1662,26.8,1959,2944,1292,550,125,2,425,458,1082,665,10,"https://fbref.com/en/squads/a8661628/2017-2018/Espanyol-Stats"
"58",2018,"Espanyol","La Liga","opponent",25,38,551,344,279,219,53,177,567,31.2,390,5208,1551,29.8,1483,2563,1162,613,102,4,511,429,980,650,14,"https://fbref.com/en/squads/a8661628/2017-2018/Espanyol-Stats"
"59",2018,"Everton","Premier League","team",30,38,749,459,408,260,81,247,672,36.8,425,6595,1817,27.6,2454,2788,1353,641,176,6,465,580,1329,1299,9,"https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats"
"60",2018,"Everton","Premier League","opponent",30,38,654,391,308,267,79,218,561,38.9,343,5350,1707,31.9,1741,2398,1211,548,111,3,437,481,1135,1142,11,"https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats"
"61",2018,"Fiorentina","Serie A","team",27,38,782,496,365,299,118,234,697,33.6,463,6122,1846,30.2,1833,2801,1488,641,88,2,553,334,1116,864,8,"https://fbref.com/en/squads/421387cf/2017-2018/Fiorentina-Stats"
"62",2018,"Fiorentina","Serie A","opponent",27,38,711,453,359,284,68,237,653,36.3,416,5916,1702,28.8,1959,2723,1234,618,156,3,462,283,994,957,9,"https://fbref.com/en/squads/421387cf/2017-2018/Fiorentina-Stats"
"63",2018,"Freiburg","Bundesliga","team",29,34,543,334,262,233,48,167,492,33.9,325,6041,1584,26.2,1900,2891,1250,522,125,1,397,255,798,1031,10,"https://fbref.com/en/squads/a486e511/2017-2018/Freiburg-Stats"
"64",2018,"Freiburg","Bundesliga","opponent",29,34,522,355,219,236,67,156,459,34,303,5217,1672,32,1336,2447,1434,537,105,2,432,218,740,775,4,"https://fbref.com/en/squads/a486e511/2017-2018/Freiburg-Stats"
"65",2018,"Genoa","Serie A","team",33,38,603,407,303,240,60,178,566,31.4,388,6025,1739,28.9,2119,2821,1085,561,126,4,435,306,909,882,12,"https://fbref.com/en/squads/658bf2de/2017-2018/Genoa-Stats"
"66",2018,"Genoa","Serie A","opponent",33,38,604,369,280,242,82,157,534,29.4,377,5048,1547,30.6,1608,2240,1200,590,110,2,480,303,907,839,6,"https://fbref.com/en/squads/658bf2de/2017-2018/Genoa-Stats"
"67",2018,"Getafe","La Liga","team",32,38,625,417,332,224,69,227,675,33.6,448,6498,1681,25.9,2058,3116,1324,537,77,0,460,442,1067,690,10,"https://fbref.com/en/squads/7848bd64/2017-2018/Getafe-Stats"
"68",2018,"Getafe","La Liga","opponent",32,38,623,385,324,234,65,218,565,38.6,347,4808,1705,35.5,1718,2080,1010,547,93,2,454,444,1067,572,4,"https://fbref.com/en/squads/7848bd64/2017-2018/Getafe-Stats"
"69",2018,"Girona","La Liga","team",25,38,541,349,266,218,57,178,568,31.3,390,6174,1662,26.9,1824,3038,1312,507,95,2,412,425,966,630,7,"https://fbref.com/en/squads/9024a00a/2017-2018/Girona-Stats"
"70",2018,"Girona","La Liga","opponent",25,38,591,386,307,232,52,206,575,35.8,369,5668,1605,28.3,1706,2718,1244,508,104,2,404,374,965,627,7,"https://fbref.com/en/squads/9024a00a/2017-2018/Girona-Stats"
"71",2018,"Guingamp","Ligue 1","team",23,38,564,346,307,193,64,161,536,30,375,4879,1344,27.5,1618,2246,1015,518,129,5,389,482,1046,621,6,"https://fbref.com/en/squads/d41b5f53/2017-2018/Guingamp-Stats"
"72",2018,"Guingamp","Ligue 1","opponent",23,38,582,348,332,197,53,145,519,27.9,374,5688,1519,26.7,1960,2610,1118,539,95,4,444,423,1005,622,13,"https://fbref.com/en/squads/d41b5f53/2017-2018/Guingamp-Stats"
"73",2018,"Hamburger SV","Bundesliga","team",29,34,644,394,334,250,60,194,620,31.3,426,5766,1810,31.4,1865,2660,1241,587,118,3,469,247,891,848,8,"https://fbref.com/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats"
"74",2018,"Hamburger SV","Bundesliga","opponent",29,34,700,389,372,254,74,203,571,35.6,368,5733,1829,31.9,1983,2650,1100,616,113,3,503,286,986,1010,5,"https://fbref.com/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats"
"75",2018,"Hannover 96","Bundesliga","team",26,34,619,365,333,230,56,207,683,30.3,476,5860,1711,29.2,2061,2718,1081,590,142,4,448,283,902,1024,8,"https://fbref.com/en/squads/60b5e41f/2017-2018/Hannover-96-Stats"
"76",2018,"Hannover 96","Bundesliga","opponent",26,34,576,373,249,241,86,178,503,35.4,325,4882,1635,33.5,1457,2166,1259,552,111,0,441,259,835,862,2,"https://fbref.com/en/squads/60b5e41f/2017-2018/Hannover-96-Stats"
"77",2018,"Hellas Verona","Serie A","team",32,38,711,446,377,255,79,224,671,33.4,447,5655,1513,26.8,2125,2465,1065,600,164,6,436,340,1051,1014,11,"https://fbref.com/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats"
"78",2018,"Hellas Verona","Serie A","opponent",32,38,685,434,325,270,90,222,690,32.2,468,5409,1686,31.2,1638,2382,1389,566,112,0,454,266,951,674,6,"https://fbref.com/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats"
"79",2018,"Hertha BSC","Bundesliga","team",25,34,588,358,293,247,48,159,446,35.7,287,6162,1636,26.5,2121,2937,1104,544,103,5,441,301,889,1010,6,"https://fbref.com/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats"
"80",2018,"Hertha BSC","Bundesliga","opponent",25,34,531,338,259,224,48,189,512,36.9,323,5242,1587,30.3,1580,2556,1106,481,70,1,411,254,785,830,5,"https://fbref.com/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats"
"81",2018,"Hoffenheim","Bundesliga","team",26,34,617,390,291,259,67,194,559,34.7,365,6035,1819,30.1,2031,2896,1108,528,106,2,422,269,886,679,9,"https://fbref.com/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats"
"82",2018,"Hoffenheim","Bundesliga","opponent",26,34,618,396,299,256,63,179,515,34.8,336,5829,1681,28.8,1683,2742,1404,532,135,3,397,297,915,804,9,"https://fbref.com/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats"
"83",2018,"Huddersfield","Premier League","team",25,38,829,464,388,349,92,241,674,35.8,433,6575,2029,30.9,2364,2875,1336,640,133,7,507,546,1375,1267,14,"https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats"
"84",2018,"Huddersfield","Premier League","opponent",25,38,741,452,381,273,87,248,556,44.6,308,5653,1819,32.2,1939,2480,1234,573,113,2,460,547,1288,1067,10,"https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats"
"85",2018,"Inter","Serie A","team",22,38,694,443,350,266,78,243,664,36.6,421,5815,1650,28.4,1775,2562,1478,532,123,1,409,262,956,749,6,"https://fbref.com/en/squads/d609edc0/2017-2018/Internazionale-Stats"
"86",2018,"Inter","Serie A","opponent",22,38,596,384,291,232,73,229,665,34.4,436,6429,1559,24.2,2146,2903,1380,621,131,4,490,346,942,942,7,"https://fbref.com/en/squads/d609edc0/2017-2018/Internazionale-Stats"
"87",2018,"Juventus","Serie A","team",24,38,585,370,261,225,99,164,508,32.3,344,5155,1446,28.1,1631,2292,1232,492,84,1,408,283,868,606,7,"https://fbref.com/en/squads/e0652b02/2017-2018/Juventus-Stats"
"88",2018,"Juventus","Serie A","opponent",24,38,647,406,318,249,80,212,696,30.5,484,6648,1675,25.2,2148,2996,1504,574,148,3,426,277,924,722,13,"https://fbref.com/en/squads/e0652b02/2017-2018/Juventus-Stats"
"89",2018,"Köln","Bundesliga","team",31,34,605,390,316,240,49,184,551,33.4,367,5574,1539,27.6,2125,2480,969,547,126,6,421,278,883,839,4,"https://fbref.com/en/squads/bc357bf7/2017-2018/Koln-Stats"
"90",2018,"Köln","Bundesliga","opponent",31,34,517,339,250,210,57,176,477,36.9,301,5195,1551,29.9,1649,2482,1064,546,102,1,444,274,791,904,10,"https://fbref.com/en/squads/bc357bf7/2017-2018/Koln-Stats"
"91",2018,"La Coruña","La Liga","team",32,38,652,399,352,244,56,216,640,33.8,424,6299,1629,25.9,2256,2768,1275,584,123,1,461,410,1062,755,15,"https://fbref.com/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats"
"92",2018,"La Coruña","La Liga","opponent",32,38,549,363,288,213,48,165,553,29.8,388,5518,1529,27.7,1845,2477,1196,530,114,3,416,407,956,658,10,"https://fbref.com/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats"
"93",2018,"Las Palmas","La Liga","team",36,38,574,384,304,211,59,195,604,32.3,409,5377,1543,28.7,1688,2538,1151,537,118,4,419,419,993,517,4,"https://fbref.com/en/squads/0049d422/2017-2018/Las-Palmas-Stats"
"94",2018,"Las Palmas","La Liga","opponent",36,38,663,420,293,282,88,185,630,29.4,445,6704,1814,27.1,1840,3243,1621,500,94,0,406,472,1135,555,8,"https://fbref.com/en/squads/0049d422/2017-2018/Las-Palmas-Stats"
"95",2018,"Lazio","Serie A","team",24,38,657,437,306,278,73,205,661,31,456,5547,1784,32.2,1804,2519,1224,590,114,3,476,316,973,603,7,"https://fbref.com/en/squads/7213da33/2017-2018/Lazio-Stats"
"96",2018,"Lazio","Serie A","opponent",24,38,700,447,360,248,92,249,750,33.2,501,6161,1811,29.4,2183,2527,1451,626,122,3,504,337,1037,735,11,"https://fbref.com/en/squads/7213da33/2017-2018/Lazio-Stats"
"97",2018,"Leganés","La Liga","team",28,38,673,453,324,281,68,229,647,35.4,418,6608,1924,29.1,2026,3188,1394,568,88,2,480,558,1231,534,9,"https://fbref.com/en/squads/7c6f2c78/2017-2018/Leganes-Stats"
"98",2018,"Leganés","La Liga","opponent",28,38,649,429,324,249,76,207,613,33.8,406,5335,1691,31.7,1641,2447,1247,548,94,3,454,387,1036,589,12,"https://fbref.com/en/squads/7c6f2c78/2017-2018/Leganes-Stats"
"99",2018,"Leicester City","Premier League","team",27,38,703,433,376,261,66,203,662,30.7,459,6060,1761,29.1,2233,2644,1183,621,153,4,468,583,1286,1191,6,"https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats"
"100",2018,"Leicester City","Premier League","opponent",27,38,729,430,375,264,90,273,728,37.5,455,5571,1672,30,1812,2591,1168,565,134,8,431,566,1295,1310,12,"https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats"
"101",2018,"Levante","La Liga","team",33,38,551,369,296,202,53,186,557,33.4,371,5989,1528,25.5,2065,2737,1187,600,139,5,461,449,1000,681,6,"https://fbref.com/en/squads/9800b6a1/2017-2018/Levante-Stats"
"102",2018,"Levante","La Liga","opponent",33,38,671,427,362,229,80,218,630,34.6,412,5282,1638,31,1723,2299,1260,570,114,1,456,388,1059,625,8,"https://fbref.com/en/squads/9800b6a1/2017-2018/Levante-Stats"
"103",2018,"Leverkusen","Bundesliga","team",24,34,560,371,273,229,58,207,591,35,384,5569,1761,31.6,1694,2728,1147,544,90,3,454,263,823,646,7,"https://fbref.com/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats"
"104",2018,"Leverkusen","Bundesliga","opponent",24,34,633,413,304,255,74,168,632,26.6,464,6360,1747,27.5,1993,2984,1383,612,134,3,478,340,973,819,12,"https://fbref.com/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats"
"105",2018,"Lille","Ligue 1","team",25,38,609,367,338,213,58,174,502,34.7,328,4622,1335,28.9,1606,2115,901,542,111,4,431,445,1054,519,16,"https://fbref.com/en/squads/cb188c0c/2017-2018/Lille-Stats"
"106",2018,"Lille","Ligue 1","opponent",25,38,723,454,349,276,98,206,724,28.5,518,5657,1474,26.1,1812,2590,1255,549,101,2,448,471,1194,506,7,"https://fbref.com/en/squads/cb188c0c/2017-2018/Lille-Stats"
"107",2018,"Liverpool","Premier League","team",27,38,706,448,299,301,106,207,564,36.7,357,5692,1885,33.1,1583,2718,1391,493,81,2,412,524,1230,1046,10,"https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats"
"108",2018,"Liverpool","Premier League","opponent",27,38,712,453,401,269,42,228,714,31.9,486,6256,1770,28.3,2572,2713,971,619,185,2,434,648,1360,1161,20,"https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats"
"109",2018,"Lyon","Ligue 1","team",26,38,568,362,293,205,70,153,480,31.9,327,6138,1724,28.1,2076,2677,1385,517,119,3,398,437,1005,525,14,"https://fbref.com/en/squads/d53c0b06/2017-2018/Lyon-Stats"
"110",2018,"Lyon","Ligue 1","opponent",26,38,716,443,419,232,65,232,707,32.8,475,5221,1332,25.5,1853,2357,1011,571,148,7,423,439,1155,476,12,"https://fbref.com/en/squads/d53c0b06/2017-2018/Lyon-Stats"
"111",2018,"M'Gladbach","Bundesliga","team",27,34,597,385,302,229,66,208,532,39.1,324,5136,1434,27.9,1701,2403,1032,562,114,3,448,250,847,805,8,"https://fbref.com/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats"
"112",2018,"M'Gladbach","Bundesliga","opponent",27,34,628,395,317,252,59,178,598,29.8,420,6170,1741,28.2,2076,2865,1229,558,127,5,431,261,889,786,3,"https://fbref.com/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats"
"113",2018,"Mainz 05","Bundesliga","team",27,34,626,413,303,249,74,174,539,32.3,365,5876,1753,29.8,1910,2651,1315,616,126,4,490,300,926,905,7,"https://fbref.com/en/squads/a224b06a/2017-2018/Mainz-05-Stats"
"114",2018,"Mainz 05","Bundesliga","opponent",27,34,664,433,316,270,78,223,585,38.1,362,5496,1772,32.2,1688,2576,1232,478,89,1,389,307,971,753,3,"https://fbref.com/en/squads/a224b06a/2017-2018/Mainz-05-Stats"
"115",2018,"Málaga","La Liga","team",37,38,636,406,339,230,67,219,661,33.1,442,6622,1699,25.7,2136,3132,1354,611,103,2,508,419,1055,629,7,"https://fbref.com/en/squads/1c896955/2017-2018/Malaga-Stats"
