"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Expected","npxG_Expected","xA_Expected","npxG+xA_Expected","xG_Per","xA_Per","xG+xA_Per","npxG_Per","npxG+xA_Per","Url","xAG_Expected","npxG+xAG_Expected","xAG_Per","xG+xAG_Per","npxG+xAG_Per"
"415",2012,"Blackburn","Premier League","team",31,25.5,NA,38,418,NA,NA,44,32,40,4,8,66,5,1.16,0.84,2,1.05,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e090f40b/2011-2012/Blackburn-Rovers-Stats",NA,NA,NA,NA,NA
"416",2012,"Blackburn","Premier League","opponent",31,26.8,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e090f40b/2011-2012/Blackburn-Rovers-Stats",NA,NA,NA,NA,NA
"417",2012,"Bologna","Serie A","team",27,28.1,NA,38,418,NA,NA,41,25,39,2,3,97,3,1.08,0.66,1.74,1.03,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1d8099f8/2011-2012/Bologna-Stats",NA,NA,NA,NA,NA
"418",2012,"Bologna","Serie A","opponent",27,27.9,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1d8099f8/2011-2012/Bologna-Stats",NA,NA,NA,NA,NA
"419",2012,"Bolton","Premier League","team",30,27.4,NA,38,418,NA,NA,43,29,38,5,6,50,5,1.13,0.76,1.89,1,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/445d3104/2011-2012/Bolton-Wanderers-Stats",NA,NA,NA,NA,NA
"420",2012,"Bolton","Premier League","opponent",30,26.8,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/445d3104/2011-2012/Bolton-Wanderers-Stats",NA,NA,NA,NA,NA
"421",2012,"Bordeaux","Ligue 1","team",26,26.7,NA,38,418,NA,NA,53,30,46,7,9,62,4,1.39,0.79,2.18,1.21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/123f3efe/2011-2012/Bordeaux-Stats",NA,NA,NA,NA,NA
"422",2012,"Bordeaux","Ligue 1","opponent",26,25.9,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/123f3efe/2011-2012/Bordeaux-Stats",NA,NA,NA,NA,NA
"423",2012,"Brest","Ligue 1","team",31,27.4,NA,38,418,NA,NA,31,15,27,4,6,73,5,0.82,0.39,1.21,0.71,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fb08dbb3/2011-2012/Brest-Stats",NA,NA,NA,NA,NA
"424",2012,"Brest","Ligue 1","opponent",31,26,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fb08dbb3/2011-2012/Brest-Stats",NA,NA,NA,NA,NA
"425",2012,"Caen","Ligue 1","team",23,26.3,NA,38,418,NA,NA,39,21,33,6,6,69,6,1.03,0.55,1.58,0.87,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/74229020/2011-2012/Caen-Stats",NA,NA,NA,NA,NA
"426",2012,"Caen","Ligue 1","opponent",23,26,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/74229020/2011-2012/Caen-Stats",NA,NA,NA,NA,NA
"427",2012,"Cagliari","Serie A","team",25,26.6,NA,38,418,NA,NA,35,20,29,6,6,78,2,0.92,0.53,1.45,0.76,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c4260e09/2011-2012/Cagliari-Stats",NA,NA,NA,NA,NA
"428",2012,"Cagliari","Serie A","opponent",25,27.8,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c4260e09/2011-2012/Cagliari-Stats",NA,NA,NA,NA,NA
"429",2012,"Catania","Serie A","team",33,27.5,NA,38,418,NA,NA,46,24,37,9,11,74,6,1.21,0.63,1.84,0.97,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7b046f08/2011-2012/Catania-Stats",NA,NA,NA,NA,NA
"430",2012,"Catania","Serie A","opponent",33,28.1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7b046f08/2011-2012/Catania-Stats",NA,NA,NA,NA,NA
"431",2012,"Cesena","Serie A","team",34,28.8,NA,38,418,NA,NA,23,10,19,4,7,94,10,0.61,0.26,0.87,0.5,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/283f2557/2011-2012/Cesena-Stats",NA,NA,NA,NA,NA
"432",2012,"Cesena","Serie A","opponent",34,27.8,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/283f2557/2011-2012/Cesena-Stats",NA,NA,NA,NA,NA
"433",2012,"Chelsea","Premier League","team",29,27.6,NA,38,418,NA,NA,63,45,59,4,5,74,4,1.66,1.18,2.84,1.55,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cff3d9bb/2011-2012/Chelsea-Stats",NA,NA,NA,NA,NA
"434",2012,"Chelsea","Premier League","opponent",29,26.5,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cff3d9bb/2011-2012/Chelsea-Stats",NA,NA,NA,NA,NA
"435",2012,"Chievo","Serie A","team",26,28,NA,38,418,NA,NA,35,22,32,3,5,82,1,0.92,0.58,1.5,0.84,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cc919b35/2011-2012/Chievo-Stats",NA,NA,NA,NA,NA
"436",2012,"Chievo","Serie A","opponent",26,28,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cc919b35/2011-2012/Chievo-Stats",NA,NA,NA,NA,NA
"437",2012,"Dijon","Ligue 1","team",29,24.4,NA,38,418,NA,NA,38,19,35,3,4,80,7,1,0.5,1.5,0.92,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8dfb7350/2011-2012/Dijon-Stats",NA,NA,NA,NA,NA
"438",2012,"Dijon","Ligue 1","opponent",29,26.1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8dfb7350/2011-2012/Dijon-Stats",NA,NA,NA,NA,NA
"439",2012,"Dortmund","Bundesliga","team",23,24.4,NA,34,374,NA,NA,80,58,79,1,1,34,2,2.35,1.71,4.06,2.32,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/add600ae/2011-2012/Dortmund-Stats",NA,NA,NA,NA,NA
"440",2012,"Dortmund","Bundesliga","opponent",23,25.6,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/add600ae/2011-2012/Dortmund-Stats",NA,NA,NA,NA,NA
"441",2012,"Espanyol","La Liga","team",29,24.2,NA,38,418,NA,NA,45,32,44,1,1,130,6,1.18,0.84,2.03,1.16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a8661628/2011-2012/Espanyol-Stats",NA,NA,NA,NA,NA
"442",2012,"Espanyol","La Liga","opponent",29,26.7,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a8661628/2011-2012/Espanyol-Stats",NA,NA,NA,NA,NA
"443",2012,"Everton","Premier League","team",29,28.6,NA,38,407,NA,NA,47,32,42,5,5,61,2,1.24,0.84,2.08,1.11,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d3fd31cc/2011-2012/Everton-Stats",NA,NA,NA,NA,NA
"444",2012,"Everton","Premier League","opponent",29,26.8,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d3fd31cc/2011-2012/Everton-Stats",NA,NA,NA,NA,NA
"445",2012,"Evian","Ligue 1","team",28,27.1,NA,38,418,NA,NA,52,26,47,5,6,83,5,1.37,0.68,2.05,1.24,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/633fbb6e/2011-2012/Evian-Stats",NA,NA,NA,NA,NA
"446",2012,"Evian","Ligue 1","opponent",28,26,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/633fbb6e/2011-2012/Evian-Stats",NA,NA,NA,NA,NA
"447",2012,"Fiorentina","Serie A","team",28,27,NA,38,418,NA,NA,36,22,30,6,8,91,3,0.95,0.58,1.53,0.79,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/421387cf/2011-2012/Fiorentina-Stats",NA,NA,NA,NA,NA
"448",2012,"Fiorentina","Serie A","opponent",28,27.8,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/421387cf/2011-2012/Fiorentina-Stats",NA,NA,NA,NA,NA
"449",2012,"Freiburg","Bundesliga","team",31,24.9,NA,34,374,NA,NA,44,31,41,3,4,56,1,1.29,0.91,2.21,1.21,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a486e511/2011-2012/Freiburg-Stats",NA,NA,NA,NA,NA
"450",2012,"Freiburg","Bundesliga","opponent",31,25.7,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a486e511/2011-2012/Freiburg-Stats",NA,NA,NA,NA,NA
"451",2012,"Fulham","Premier League","team",28,29.6,NA,38,418,NA,NA,44,31,41,3,4,54,0,1.16,0.82,1.97,1.08,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fd962109/2011-2012/Fulham-Stats",NA,NA,NA,NA,NA
"452",2012,"Fulham","Premier League","opponent",28,26.7,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fd962109/2011-2012/Fulham-Stats",NA,NA,NA,NA,NA
"453",2012,"Genoa","Serie A","team",29,28.3,NA,38,418,NA,NA,49,29,44,5,6,84,11,1.29,0.76,2.05,1.16,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/658bf2de/2011-2012/Genoa-Stats",NA,NA,NA,NA,NA
"454",2012,"Genoa","Serie A","opponent",29,27.9,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/658bf2de/2011-2012/Genoa-Stats",NA,NA,NA,NA,NA
"455",2012,"Getafe","La Liga","team",29,27.6,NA,38,418,NA,NA,38,20,35,3,3,127,8,1,0.53,1.53,0.92,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7848bd64/2011-2012/Getafe-Stats",NA,NA,NA,NA,NA
"456",2012,"Getafe","La Liga","opponent",29,26.4,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7848bd64/2011-2012/Getafe-Stats",NA,NA,NA,NA,NA
"457",2012,"Granada","La Liga","team",25,26.5,NA,38,418,NA,NA,35,18,31,4,4,107,10,0.92,0.47,1.39,0.82,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a0435291/2011-2012/Granada-Stats",NA,NA,NA,NA,NA
"458",2012,"Granada","La Liga","opponent",25,26.6,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a0435291/2011-2012/Granada-Stats",NA,NA,NA,NA,NA
"459",2012,"Hamburger SV","Bundesliga","team",26,25.2,NA,34,374,NA,NA,35,15,32,3,3,64,2,1.03,0.44,1.47,0.94,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/26790c6a/2011-2012/Hamburger-SV-Stats",NA,NA,NA,NA,NA
"460",2012,"Hamburger SV","Bundesliga","opponent",26,25.8,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/26790c6a/2011-2012/Hamburger-SV-Stats",NA,NA,NA,NA,NA
"461",2012,"Hannover 96","Bundesliga","team",23,26.5,NA,34,374,NA,NA,38,25,33,5,5,64,3,1.12,0.74,1.85,0.97,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/60b5e41f/2011-2012/Hannover-96-Stats",NA,NA,NA,NA,NA
"462",2012,"Hannover 96","Bundesliga","opponent",23,25.5,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/60b5e41f/2011-2012/Hannover-96-Stats",NA,NA,NA,NA,NA
"463",2012,"Hertha BSC","Bundesliga","team",25,26,NA,34,373,NA,NA,37,25,36,1,2,64,8,1.09,0.74,1.82,1.06,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2818f8bc/2011-2012/Hertha-BSC-Stats",NA,NA,NA,NA,NA
"464",2012,"Hertha BSC","Bundesliga","opponent",25,25.5,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2818f8bc/2011-2012/Hertha-BSC-Stats",NA,NA,NA,NA,NA
"465",2012,"Hoffenheim","Bundesliga","team",27,24.2,NA,34,374,NA,NA,38,22,30,8,9,70,3,1.12,0.65,1.76,0.88,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/033ea6b8/2011-2012/Hoffenheim-Stats",NA,NA,NA,NA,NA
"466",2012,"Hoffenheim","Bundesliga","opponent",27,25.6,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/033ea6b8/2011-2012/Hoffenheim-Stats",NA,NA,NA,NA,NA
"467",2012,"Inter","Serie A","team",30,29.7,NA,38,418,NA,NA,57,39,49,8,11,62,4,1.5,1.03,2.53,1.29,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d609edc0/2011-2012/Internazionale-Stats",NA,NA,NA,NA,NA
"468",2012,"Inter","Serie A","opponent",30,27.9,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d609edc0/2011-2012/Internazionale-Stats",NA,NA,NA,NA,NA
"469",2012,"Juventus","Serie A","team",25,28,NA,38,418,NA,NA,67,45,65,2,4,68,4,1.76,1.18,2.95,1.71,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e0652b02/2011-2012/Juventus-Stats",NA,NA,NA,NA,NA
"470",2012,"Juventus","Serie A","opponent",25,27.8,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e0652b02/2011-2012/Juventus-Stats",NA,NA,NA,NA,NA
"471",2012,"Kaiserslautern","Bundesliga","team",32,25.4,NA,34,374,NA,NA,21,15,20,1,1,69,4,0.62,0.44,1.06,0.59,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/73a27a73/2011-2012/Kaiserslautern-Stats",NA,NA,NA,NA,NA
"472",2012,"Kaiserslautern","Bundesliga","opponent",32,25.8,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/73a27a73/2011-2012/Kaiserslautern-Stats",NA,NA,NA,NA,NA
"473",2012,"Köln","Bundesliga","team",26,26.3,NA,34,374,NA,NA,39,29,36,3,3,68,6,1.15,0.85,2,1.06,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/bc357bf7/2011-2012/Koln-Stats",NA,NA,NA,NA,NA
"474",2012,"Köln","Bundesliga","opponent",26,25.4,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/bc357bf7/2011-2012/Koln-Stats",NA,NA,NA,NA,NA
"475",2012,"Lazio","Serie A","team",32,29.1,NA,38,418,NA,NA,54,37,47,7,7,76,9,1.42,0.97,2.39,1.24,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7213da33/2011-2012/Lazio-Stats",NA,NA,NA,NA,NA
"476",2012,"Lazio","Serie A","opponent",32,27.9,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7213da33/2011-2012/Lazio-Stats",NA,NA,NA,NA,NA
"477",2012,"Lecce","Serie A","team",31,27.8,NA,38,418,NA,NA,40,21,34,6,7,104,9,1.05,0.55,1.61,0.89,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ffcbe334/2011-2012/Lecce-Stats",NA,NA,NA,NA,NA
"478",2012,"Lecce","Serie A","opponent",31,28,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ffcbe334/2011-2012/Lecce-Stats",NA,NA,NA,NA,NA
"479",2012,"Levante","La Liga","team",27,30.4,NA,38,418,NA,NA,54,30,46,8,8,117,4,1.42,0.79,2.21,1.21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/9800b6a1/2011-2012/Levante-Stats",NA,NA,NA,NA,NA
"480",2012,"Levante","La Liga","opponent",27,26.2,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/9800b6a1/2011-2012/Levante-Stats",NA,NA,NA,NA,NA
"481",2012,"Leverkusen","Bundesliga","team",26,24.4,NA,34,374,NA,NA,51,34,50,1,2,46,4,1.5,1,2.5,1.47,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c7a9f859/2011-2012/Bayer-Leverkusen-Stats",NA,NA,NA,NA,NA
"482",2012,"Leverkusen","Bundesliga","opponent",26,25.8,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c7a9f859/2011-2012/Bayer-Leverkusen-Stats",NA,NA,NA,NA,NA
"483",2012,"Lille","Ligue 1","team",24,27,NA,38,418,NA,NA,70,42,58,12,13,66,4,1.84,1.11,2.95,1.53,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cb188c0c/2011-2012/Lille-Stats",NA,NA,NA,NA,NA
"484",2012,"Lille","Ligue 1","opponent",24,26,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cb188c0c/2011-2012/Lille-Stats",NA,NA,NA,NA,NA
"485",2012,"Liverpool","Premier League","team",26,26.3,NA,38,418,NA,NA,42,23,41,1,4,52,5,1.11,0.61,1.71,1.08,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/822bd0ba/2011-2012/Liverpool-Stats",NA,NA,NA,NA,NA
"486",2012,"Liverpool","Premier League","opponent",26,26.8,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/822bd0ba/2011-2012/Liverpool-Stats",NA,NA,NA,NA,NA
"487",2012,"Lorient","Ligue 1","team",33,25.8,NA,38,418,NA,NA,34,22,31,3,3,67,4,0.89,0.58,1.47,0.82,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d2c87802/2011-2012/Lorient-Stats",NA,NA,NA,NA,NA
"488",2012,"Lorient","Ligue 1","opponent",33,26,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d2c87802/2011-2012/Lorient-Stats",NA,NA,NA,NA,NA
"489",2012,"Lyon","Ligue 1","team",28,25.5,NA,38,418,NA,NA,62,35,56,6,6,61,6,1.63,0.92,2.55,1.47,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d53c0b06/2011-2012/Lyon-Stats",NA,NA,NA,NA,NA
"490",2012,"Lyon","Ligue 1","opponent",28,26.1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d53c0b06/2011-2012/Lyon-Stats",NA,NA,NA,NA,NA
"491",2012,"M'Gladbach","Bundesliga","team",25,25.6,NA,34,374,NA,NA,49,35,46,3,3,49,1,1.44,1.03,2.47,1.35,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/32f3ee20/2011-2012/Monchengladbach-Stats",NA,NA,NA,NA,NA
"492",2012,"M'Gladbach","Bundesliga","opponent",25,25.5,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/32f3ee20/2011-2012/Monchengladbach-Stats",NA,NA,NA,NA,NA
"493",2012,"Mainz 05","Bundesliga","team",27,27.1,NA,34,374,NA,NA,46,31,41,5,5,49,2,1.35,0.91,2.26,1.21,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a224b06a/2011-2012/Mainz-05-Stats",NA,NA,NA,NA,NA
"494",2012,"Mainz 05","Bundesliga","opponent",27,25.3,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a224b06a/2011-2012/Mainz-05-Stats",NA,NA,NA,NA,NA
"495",2012,"Málaga","La Liga","team",26,27.3,NA,38,418,NA,NA,51,26,50,1,2,73,7,1.34,0.68,2.03,1.32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1c896955/2011-2012/Malaga-Stats",NA,NA,NA,NA,NA
"496",2012,"Málaga","La Liga","opponent",26,26.4,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1c896955/2011-2012/Malaga-Stats",NA,NA,NA,NA,NA
"497",2012,"Mallorca","La Liga","team",28,26.4,NA,38,418,NA,NA,38,25,33,5,5,118,6,1,0.66,1.66,0.87,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2aa12281/2011-2012/Mallorca-Stats",NA,NA,NA,NA,NA
"498",2012,"Mallorca","La Liga","opponent",28,26.4,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2aa12281/2011-2012/Mallorca-Stats",NA,NA,NA,NA,NA
"499",2012,"Manchester City","Premier League","team",24,25.8,NA,38,418,NA,NA,91,73,84,7,8,51,5,2.39,1.92,4.32,2.21,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b8fd03ef/2011-2012/Manchester-City-Stats",NA,NA,NA,NA,NA
"500",2012,"Manchester City","Premier League","opponent",24,26.9,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b8fd03ef/2011-2012/Manchester-City-Stats",NA,NA,NA,NA,NA
"501",2012,"Manchester Utd","Premier League","team",31,26.3,NA,38,418,NA,NA,87,69,78,9,11,51,1,2.29,1.82,4.11,2.05,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/19538871/2011-2012/Manchester-United-Stats",NA,NA,NA,NA,NA
"502",2012,"Manchester Utd","Premier League","opponent",31,26.6,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/19538871/2011-2012/Manchester-United-Stats",NA,NA,NA,NA,NA
"503",2012,"Marseille","Ligue 1","team",24,26.3,NA,38,418,NA,NA,44,30,41,3,4,73,5,1.16,0.79,1.95,1.08,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/5725cc7b/2011-2012/Marseille-Stats",NA,NA,NA,NA,NA
