"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Expected","npxG_Expected","xA_Expected","npxG+xA_Expected","xG_Per","xA_Per","xG+xA_Per","npxG_Per","npxG+xA_Per","Url","xAG_Expected","npxG+xAG_Expected","xAG_Per","xG+xAG_Per","npxG+xAG_Per"
"2087",2020,"Nice","Ligue 1","team",31,23.9,55,28,308,2520,28,41,30,36,5,5,54,7,1.46,1.07,2.54,1.29,2.36,35.2,31.6,21.2,52.8,1.26,0.76,2.02,1.13,1.88,"https://fbref.com/en/squads/132ebc33/2019-2020/Nice-Stats",NA,NA,NA,NA,NA
"2088",2020,"Nice","Ligue 1","opponent",31,26.1,45,28,308,2520,28,36,21,31,5,7,62,9,1.29,0.75,2.04,1.11,1.86,41.7,36.5,28.8,65.3,1.49,1.03,2.52,1.3,2.33,"https://fbref.com/en/squads/132ebc33/2019-2020/Nice-Stats",NA,NA,NA,NA,NA
"2089",2020,"Nîmes","Ligue 1","team",28,25.4,44.6,28,308,2520,28,29,20,27,2,2,41,6,1.04,0.71,1.75,0.96,1.68,29.6,28.1,21.2,49.3,1.06,0.76,1.82,1,1.76,"https://fbref.com/en/squads/1cbf5f9e/2019-2020/Nimes-Stats",NA,NA,NA,NA,NA
"2090",2020,"Nîmes","Ligue 1","opponent",28,26,55.4,28,308,2520,28,43,28,39,4,4,80,9,1.54,1,2.54,1.39,2.39,44,40.9,32.7,73.6,1.57,1.17,2.74,1.46,2.63,"https://fbref.com/en/squads/1cbf5f9e/2019-2020/Nimes-Stats",NA,NA,NA,NA,NA
"2091",2020,"Norwich City","Premier League","team",30,26,49.3,38,418,3420,38,25,18,23,2,2,68,3,0.66,0.47,1.13,0.61,1.08,38,36.6,26.1,62.7,1,0.69,1.69,0.96,1.65,"https://fbref.com/en/squads/1c781004/2019-2020/Norwich-City-Stats",NA,NA,NA,NA,NA
"2092",2020,"Norwich City","Premier League","opponent",30,26.5,50.7,38,418,3420,38,72,50,68,4,7,58,2,1.89,1.32,3.21,1.79,3.11,61.9,56.7,39.6,96.2,1.63,1.04,2.67,1.49,2.53,"https://fbref.com/en/squads/1c781004/2019-2020/Norwich-City-Stats",NA,NA,NA,NA,NA
"2093",2020,"Osasuna","La Liga","team",31,27.7,47.5,38,418,3420,38,46,26,38,8,8,110,6,1.21,0.68,1.89,1,1.68,44.5,38.4,29,67.4,1.17,0.76,1.93,1.01,1.77,"https://fbref.com/en/squads/03c57e2b/2019-2020/Osasuna-Stats",NA,NA,NA,NA,NA
"2094",2020,"Osasuna","La Liga","opponent",31,27,52.5,38,418,3420,38,54,39,49,5,5,83,4,1.42,1.03,2.45,1.29,2.32,46.2,42.4,30.4,72.8,1.21,0.8,2.01,1.12,1.92,"https://fbref.com/en/squads/03c57e2b/2019-2020/Osasuna-Stats",NA,NA,NA,NA,NA
"2095",2020,"Paderborn 07","Bundesliga","team",27,25.7,45.7,34,374,3060,34,37,26,35,2,4,84,3,1.09,0.76,1.85,1.03,1.79,38.4,35.4,24.1,59.5,1.13,0.71,1.84,1.04,1.75,"https://fbref.com/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats",NA,NA,NA,NA,NA
"2096",2020,"Paderborn 07","Bundesliga","opponent",27,26.1,54.3,34,374,3060,34,73,56,69,4,5,66,1,2.15,1.65,3.79,2.03,3.68,67.5,63.7,50.9,114.6,1.98,1.5,3.48,1.87,3.37,"https://fbref.com/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats",NA,NA,NA,NA,NA
"2097",2020,"Paris S-G","Ligue 1","team",31,27.2,65.6,27,297,2430,27,71,51,65,6,8,50,1,2.63,1.89,4.52,2.41,4.3,70.9,64.8,50.8,115.6,2.63,1.88,4.51,2.4,4.28,"https://fbref.com/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats",NA,NA,NA,NA,NA
"2098",2020,"Paris S-G","Ligue 1","opponent",31,26.1,34.4,27,297,2430,27,23,16,23,0,0,46,6,0.85,0.59,1.44,0.85,1.44,22.8,22.8,17.8,40.7,0.85,0.66,1.51,0.85,1.51,"https://fbref.com/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats",NA,NA,NA,NA,NA
"2099",2020,"Parma","Serie A","team",25,28.8,43.6,38,418,3420,38,53,38,49,4,6,81,1,1.39,1,2.39,1.29,2.29,46.6,42.1,31.1,73.1,1.23,0.82,2.04,1.11,1.92,"https://fbref.com/en/squads/eab4234c/2019-2020/Parma-Stats",NA,NA,NA,NA,NA
"2100",2020,"Parma","Serie A","opponent",25,26.9,56.4,38,418,3420,38,57,38,50,7,11,89,3,1.5,1,2.5,1.32,2.32,62.1,54.3,41.5,95.8,1.63,1.09,2.73,1.43,2.52,"https://fbref.com/en/squads/eab4234c/2019-2020/Parma-Stats",NA,NA,NA,NA,NA
"2101",2020,"RB Leipzig","Bundesliga","team",29,24.2,55.5,34,374,3060,34,81,58,76,5,5,53,3,2.38,1.71,4.09,2.24,3.94,71,67.4,52.4,119.8,2.09,1.54,3.63,1.98,3.52,"https://fbref.com/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats",NA,NA,NA,NA,NA
"2102",2020,"RB Leipzig","Bundesliga","opponent",29,25.9,44.5,34,374,3060,34,37,28,35,2,2,74,1,1.09,0.82,1.91,1.03,1.85,36.2,34.7,26.3,61,1.06,0.77,1.84,1.02,1.79,"https://fbref.com/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats",NA,NA,NA,NA,NA
"2103",2020,"Real Madrid","La Liga","team",26,27.6,59.1,38,418,3420,38,70,52,59,11,11,82,4,1.84,1.37,3.21,1.55,2.92,63.4,55,44.1,99.1,1.67,1.16,2.83,1.45,2.61,"https://fbref.com/en/squads/53a2f082/2019-2020/Real-Madrid-Stats",NA,NA,NA,NA,NA
"2104",2020,"Real Madrid","La Liga","opponent",26,27,40.9,38,418,3420,38,25,21,23,2,2,87,1,0.66,0.55,1.21,0.61,1.16,28.4,26.9,19.5,46.3,0.75,0.51,1.26,0.71,1.22,"https://fbref.com/en/squads/53a2f082/2019-2020/Real-Madrid-Stats",NA,NA,NA,NA,NA
"2105",2020,"Real Sociedad","La Liga","team",27,24.8,56.6,38,418,3420,38,53,38,49,4,5,79,2,1.39,1,2.39,1.29,2.29,45.2,41.5,32.6,74.1,1.19,0.86,2.05,1.09,1.95,"https://fbref.com/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats",NA,NA,NA,NA,NA
"2106",2020,"Real Sociedad","La Liga","opponent",27,27.3,43.4,38,418,3420,38,47,33,40,7,9,101,7,1.24,0.87,2.11,1.05,1.92,39.2,32.4,25.1,57.5,1.03,0.66,1.69,0.85,1.51,"https://fbref.com/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats",NA,NA,NA,NA,NA
"2107",2020,"Reims","Ligue 1","team",26,25.3,48.8,28,308,2520,28,25,16,20,5,5,52,5,0.89,0.57,1.46,0.71,1.29,28.4,24.7,18.4,43.1,1.01,0.66,1.67,0.88,1.54,"https://fbref.com/en/squads/7fdd64e0/2019-2020/Reims-Stats",NA,NA,NA,NA,NA
"2108",2020,"Reims","Ligue 1","opponent",26,26,51.2,28,308,2520,28,21,13,19,2,6,35,2,0.75,0.46,1.21,0.68,1.14,26.3,21.5,14.8,36.4,0.94,0.53,1.47,0.77,1.3,"https://fbref.com/en/squads/7fdd64e0/2019-2020/Reims-Stats",NA,NA,NA,NA,NA
"2109",2020,"Rennes","Ligue 1","team",26,25.5,49.8,28,308,2520,28,37,26,34,3,5,51,1,1.32,0.93,2.25,1.21,2.14,36.3,32.5,23.6,56.1,1.3,0.84,2.14,1.16,2,"https://fbref.com/en/squads/b3072e00/2019-2020/Rennes-Stats",NA,NA,NA,NA,NA
"2110",2020,"Rennes","Ligue 1","opponent",26,26.2,50.3,28,308,2520,28,23,14,20,3,5,73,2,0.82,0.5,1.32,0.71,1.21,29.4,25.7,18.3,44,1.05,0.65,1.7,0.92,1.57,"https://fbref.com/en/squads/b3072e00/2019-2020/Rennes-Stats",NA,NA,NA,NA,NA
"2111",2020,"Roma","Serie A","team",31,26.9,52.9,38,418,3420,38,73,47,61,12,14,111,7,1.92,1.24,3.16,1.61,2.84,72.6,62.2,47.3,109.5,1.91,1.24,3.15,1.64,2.88,"https://fbref.com/en/squads/cf74a709/2019-2020/Roma-Stats",NA,NA,NA,NA,NA
"2112",2020,"Roma","Serie A","opponent",31,27,47.1,38,418,3420,38,51,33,42,9,10,92,1,1.34,0.87,2.21,1.11,1.97,48.3,40.7,30.4,71.1,1.27,0.8,2.07,1.07,1.87,"https://fbref.com/en/squads/cf74a709/2019-2020/Roma-Stats",NA,NA,NA,NA,NA
"2113",2020,"Saint-Étienne","Ligue 1","team",31,27,48,28,308,2520,28,28,20,23,5,5,59,3,1,0.71,1.71,0.82,1.54,28.8,25.1,18.2,43.3,1.03,0.65,1.68,0.9,1.55,"https://fbref.com/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats",NA,NA,NA,NA,NA
"2114",2020,"Saint-Étienne","Ligue 1","opponent",31,26,52,28,308,2520,28,45,30,40,5,6,50,2,1.61,1.07,2.68,1.43,2.5,35.4,31.1,22.8,53.9,1.26,0.81,2.08,1.11,1.92,"https://fbref.com/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats",NA,NA,NA,NA,NA
"2115",2020,"Sampdoria","Serie A","team",31,26,42.4,38,418,3420,38,48,25,39,9,12,111,7,1.26,0.66,1.92,1.03,1.68,51.2,42,30.2,72.3,1.35,0.8,2.14,1.11,1.9,"https://fbref.com/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats",NA,NA,NA,NA,NA
"2116",2020,"Sampdoria","Serie A","opponent",31,26.9,57.6,38,418,3420,38,61,41,53,8,9,86,8,1.61,1.08,2.68,1.39,2.47,53.3,46.6,33.4,80,1.4,0.88,2.28,1.23,2.11,"https://fbref.com/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats",NA,NA,NA,NA,NA
"2117",2020,"Sassuolo","Serie A","team",31,26.4,57.8,38,418,3420,38,69,49,64,5,6,99,3,1.82,1.29,3.11,1.68,2.97,56,51.4,39.4,90.8,1.47,1.04,2.51,1.35,2.39,"https://fbref.com/en/squads/e2befd26/2019-2020/Sassuolo-Stats",NA,NA,NA,NA,NA
"2118",2020,"Sassuolo","Serie A","opponent",31,27,42.2,38,418,3420,38,59,40,51,8,9,118,4,1.55,1.05,2.61,1.34,2.39,63.8,56.9,42.2,99.1,1.68,1.11,2.79,1.5,2.61,"https://fbref.com/en/squads/e2befd26/2019-2020/Sassuolo-Stats",NA,NA,NA,NA,NA
"2119",2020,"Schalke 04","Bundesliga","team",29,24.6,49,34,374,3060,34,35,25,33,2,2,64,2,1.03,0.74,1.76,0.97,1.71,35.4,33.8,25,58.8,1.04,0.73,1.77,1,1.73,"https://fbref.com/en/squads/c539e393/2019-2020/Schalke-04-Stats",NA,NA,NA,NA,NA
"2120",2020,"Schalke 04","Bundesliga","opponent",29,26.2,51,34,374,3060,34,56,35,50,6,6,74,0,1.65,1.03,2.68,1.47,2.5,49.7,45.3,34.6,79.8,1.46,1.02,2.48,1.33,2.35,"https://fbref.com/en/squads/c539e393/2019-2020/Schalke-04-Stats",NA,NA,NA,NA,NA
"2121",2020,"Sevilla","La Liga","team",26,27.7,58.4,38,418,3420,38,53,35,46,7,7,97,1,1.39,0.92,2.32,1.21,2.13,47.1,42,32.5,74.5,1.24,0.86,2.1,1.11,1.96,"https://fbref.com/en/squads/ad2be733/2019-2020/Sevilla-Stats",NA,NA,NA,NA,NA
"2122",2020,"Sevilla","La Liga","opponent",26,27.2,41.6,38,418,3420,38,33,21,30,3,4,100,5,0.87,0.55,1.42,0.79,1.34,33.6,30.5,21,51.5,0.88,0.55,1.44,0.8,1.36,"https://fbref.com/en/squads/ad2be733/2019-2020/Sevilla-Stats",NA,NA,NA,NA,NA
"2123",2020,"Sheffield Utd","Premier League","team",26,26.9,43.1,38,418,3420,38,36,25,35,1,1,63,2,0.95,0.66,1.61,0.92,1.58,41.5,40.8,31.5,72.3,1.09,0.83,1.92,1.07,1.9,"https://fbref.com/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats",NA,NA,NA,NA,NA
"2124",2020,"Sheffield Utd","Premier League","opponent",26,26.7,56.9,38,418,3420,38,39,28,38,1,3,46,0,1.03,0.74,1.76,1,1.74,47.9,45.6,34,79.6,1.26,0.89,2.16,1.2,2.1,"https://fbref.com/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats",NA,NA,NA,NA,NA
"2125",2020,"Southampton","Premier League","team",25,25.9,49.3,38,418,3420,38,51,32,49,2,5,55,4,1.34,0.84,2.18,1.29,2.13,54,50,31.4,81.5,1.42,0.83,2.25,1.32,2.14,"https://fbref.com/en/squads/33c895d4/2019-2020/Southampton-Stats",NA,NA,NA,NA,NA
"2126",2020,"Southampton","Premier League","opponent",25,26.5,50.7,38,418,3420,38,59,41,56,3,4,67,3,1.55,1.08,2.63,1.47,2.55,53.1,50,34.4,84.4,1.4,0.91,2.3,1.32,2.22,"https://fbref.com/en/squads/33c895d4/2019-2020/Southampton-Stats",NA,NA,NA,NA,NA
"2127",2020,"SPAL","Serie A","team",34,27.5,46.8,38,418,3420,38,27,17,22,5,7,98,4,0.71,0.45,1.16,0.58,1.03,39.1,33.8,23.1,56.9,1.03,0.61,1.64,0.89,1.5,"https://fbref.com/en/squads/1d2fe027/2019-2020/SPAL-Stats",NA,NA,NA,NA,NA
"2128",2020,"SPAL","Serie A","opponent",34,27,53.2,38,418,3420,38,74,48,67,7,8,75,1,1.95,1.26,3.21,1.76,3.03,67.5,61.4,47.2,108.7,1.78,1.24,3.02,1.62,2.86,"https://fbref.com/en/squads/1d2fe027/2019-2020/SPAL-Stats",NA,NA,NA,NA,NA
"2129",2020,"Strasbourg","Ligue 1","team",25,25.8,49.7,27,297,2430,27,32,21,29,3,4,46,1,1.19,0.78,1.96,1.07,1.85,34.9,31.9,23.6,55.5,1.29,0.87,2.17,1.18,2.06,"https://fbref.com/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats",NA,NA,NA,NA,NA
"2130",2020,"Strasbourg","Ligue 1","opponent",25,26,50.3,27,297,2430,27,32,20,26,6,7,56,3,1.19,0.74,1.93,0.96,1.7,30.8,25.6,16.5,42.1,1.14,0.61,1.75,0.95,1.56,"https://fbref.com/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats",NA,NA,NA,NA,NA
"2131",2020,"Torino","Serie A","team",27,27.3,47.5,38,418,3420,38,44,29,37,7,8,96,7,1.16,0.76,1.92,0.97,1.74,42.4,37.1,26.6,63.7,1.12,0.7,1.82,0.98,1.68,"https://fbref.com/en/squads/105360fe/2019-2020/Torino-Stats",NA,NA,NA,NA,NA
"2132",2020,"Torino","Serie A","opponent",27,27,52.5,38,418,3420,38,65,41,55,10,11,110,2,1.71,1.08,2.79,1.45,2.53,62.8,54.4,41.9,96.3,1.65,1.1,2.75,1.43,2.54,"https://fbref.com/en/squads/105360fe/2019-2020/Torino-Stats",NA,NA,NA,NA,NA
"2133",2020,"Tottenham","Premier League","team",29,26.7,52.2,38,418,3420,38,56,39,53,3,4,84,3,1.47,1.03,2.5,1.39,2.42,46.1,43,30.8,73.8,1.21,0.81,2.02,1.13,1.94,"https://fbref.com/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats",NA,NA,NA,NA,NA
"2134",2020,"Tottenham","Premier League","opponent",29,26.7,47.8,38,418,3420,38,45,27,40,5,7,83,1,1.18,0.71,1.89,1.05,1.76,52,46.9,33.8,80.8,1.37,0.89,2.26,1.24,2.13,"https://fbref.com/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats",NA,NA,NA,NA,NA
"2135",2020,"Toulouse","Ligue 1","team",30,25.1,44,28,308,2520,28,21,14,17,4,6,48,5,0.75,0.5,1.25,0.61,1.11,30.1,25.5,18.2,43.7,1.07,0.65,1.72,0.91,1.56,"https://fbref.com/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats",NA,NA,NA,NA,NA
"2136",2020,"Toulouse","Ligue 1","opponent",30,26.1,56,28,308,2520,28,57,47,54,3,5,33,0,2.04,1.68,3.71,1.93,3.61,44.2,40.4,30.2,70.6,1.58,1.08,2.66,1.44,2.52,"https://fbref.com/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats",NA,NA,NA,NA,NA
"2137",2020,"Udinese","Serie A","team",25,26.5,44.7,38,418,3420,38,37,26,37,0,0,77,3,0.97,0.68,1.66,0.97,1.66,40.6,40.6,30.5,71.1,1.07,0.8,1.87,1.07,1.87,"https://fbref.com/en/squads/04eea015/2019-2020/Udinese-Stats",NA,NA,NA,NA,NA
"2138",2020,"Udinese","Serie A","opponent",25,27.2,55.3,38,418,3420,38,51,29,43,8,10,80,5,1.34,0.76,2.11,1.13,1.89,51.7,44,33,76.9,1.36,0.87,2.23,1.16,2.02,"https://fbref.com/en/squads/04eea015/2019-2020/Udinese-Stats",NA,NA,NA,NA,NA
"2139",2020,"Union Berlin","Bundesliga","team",26,27.7,41.8,34,374,3060,34,38,27,34,4,5,71,5,1.12,0.79,1.91,1,1.79,38.3,34.5,25,59.5,1.13,0.73,1.86,1.02,1.75,"https://fbref.com/en/squads/7a41008f/2019-2020/Union-Berlin-Stats",NA,NA,NA,NA,NA
"2140",2020,"Union Berlin","Bundesliga","opponent",26,26.2,58.2,34,374,3060,34,57,41,54,3,4,57,1,1.68,1.21,2.88,1.59,2.79,51.5,48.5,36.1,84.6,1.51,1.06,2.58,1.43,2.49,"https://fbref.com/en/squads/7a41008f/2019-2020/Union-Berlin-Stats",NA,NA,NA,NA,NA
"2141",2020,"Valencia","La Liga","team",28,27,48.9,38,418,3420,38,44,34,39,5,8,80,8,1.16,0.89,2.05,1.03,1.92,40.3,34.3,29.1,63.4,1.06,0.77,1.83,0.9,1.67,"https://fbref.com/en/squads/dcc91a7b/2019-2020/Valencia-Stats",NA,NA,NA,NA,NA
"2142",2020,"Valencia","La Liga","opponent",28,27.1,51.1,38,418,3420,38,52,31,45,7,9,90,4,1.37,0.82,2.18,1.18,2,52.3,45.6,31.1,76.7,1.38,0.82,2.2,1.2,2.02,"https://fbref.com/en/squads/dcc91a7b/2019-2020/Valencia-Stats",NA,NA,NA,NA,NA
"2143",2020,"Valladolid","La Liga","team",30,27.1,44.3,38,418,3420,38,31,19,28,3,6,84,0,0.82,0.5,1.32,0.74,1.24,35.5,30.9,22.4,53.3,0.93,0.59,1.52,0.81,1.4,"https://fbref.com/en/squads/17859612/2019-2020/Valladolid-Stats",NA,NA,NA,NA,NA
"2144",2020,"Valladolid","La Liga","opponent",30,27.3,55.7,38,418,3420,38,43,26,36,7,8,95,4,1.13,0.68,1.82,0.95,1.63,46.3,40.3,31.4,71.7,1.22,0.83,2.04,1.06,1.89,"https://fbref.com/en/squads/17859612/2019-2020/Valladolid-Stats",NA,NA,NA,NA,NA
"2145",2020,"Villarreal","La Liga","team",25,27.6,53.2,38,418,3420,38,62,40,52,10,11,78,1,1.63,1.05,2.68,1.37,2.42,57,48.7,37,85.7,1.5,0.97,2.48,1.28,2.26,"https://fbref.com/en/squads/2a8183b3/2019-2020/Villarreal-Stats",NA,NA,NA,NA,NA
"2146",2020,"Villarreal","La Liga","opponent",25,27.2,46.8,38,418,3420,38,47,35,39,8,9,84,5,1.24,0.92,2.16,1.03,1.95,44.6,37.8,29.2,67,1.17,0.77,1.94,0.99,1.76,"https://fbref.com/en/squads/2a8183b3/2019-2020/Villarreal-Stats",NA,NA,NA,NA,NA
"2147",2020,"Watford","Premier League","team",26,28.9,42.5,38,418,3420,38,35,21,28,7,8,80,3,0.92,0.55,1.47,0.74,1.29,45.1,39.1,28.2,67.3,1.19,0.74,1.93,1.03,1.77,"https://fbref.com/en/squads/2abfe087/2019-2020/Watford-Stats",NA,NA,NA,NA,NA
"2148",2020,"Watford","Premier League","opponent",26,26.5,57.5,38,418,3420,38,61,37,53,8,9,66,1,1.61,0.97,2.58,1.39,2.37,57.3,50.3,34.6,84.9,1.51,0.91,2.42,1.32,2.23,"https://fbref.com/en/squads/2abfe087/2019-2020/Watford-Stats",NA,NA,NA,NA,NA
"2149",2020,"Werder Bremen","Bundesliga","team",30,26.7,48.8,34,374,3060,34,40,30,37,3,6,80,4,1.18,0.88,2.06,1.09,1.97,41.4,36.9,27.5,64.4,1.22,0.81,2.03,1.09,1.89,"https://fbref.com/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats",NA,NA,NA,NA,NA
"2150",2020,"Werder Bremen","Bundesliga","opponent",30,25.9,51.2,34,374,3060,34,66,53,65,1,1,80,6,1.94,1.56,3.5,1.91,3.47,48.1,47.3,36.3,83.6,1.41,1.07,2.48,1.39,2.46,"https://fbref.com/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats",NA,NA,NA,NA,NA
"2151",2020,"West Ham","Premier League","team",29,27.4,44,38,418,3420,38,49,36,45,4,4,64,1,1.29,0.95,2.24,1.18,2.13,46.2,43.2,31.8,75,1.22,0.84,2.05,1.14,1.97,"https://fbref.com/en/squads/7c21e445/2019-2020/West-Ham-United-Stats",NA,NA,NA,NA,NA
"2152",2020,"West Ham","Premier League","opponent",29,26.6,56,38,418,3420,38,59,49,54,5,6,45,0,1.55,1.29,2.84,1.42,2.71,61.1,56.5,46.1,102.6,1.61,1.21,2.82,1.49,2.7,"https://fbref.com/en/squads/7c21e445/2019-2020/West-Ham-United-Stats",NA,NA,NA,NA,NA
"2153",2020,"Wolfsburg","Bundesliga","team",26,26,48.3,34,374,3060,34,48,33,44,4,4,71,4,1.41,0.97,2.38,1.29,2.26,47.3,44.3,34.1,78.5,1.39,1,2.4,1.3,2.31,"https://fbref.com/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats",NA,NA,NA,NA,NA
"2154",2020,"Wolfsburg","Bundesliga","opponent",26,26.1,51.7,34,374,3060,34,46,32,41,5,5,69,2,1.35,0.94,2.29,1.21,2.15,40.1,36.6,27.4,64.1,1.18,0.81,1.99,1.08,1.88,"https://fbref.com/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats",NA,NA,NA,NA,NA
"2155",2020,"Wolves","Premier League","team",21,26.6,48.3,38,418,3420,38,49,34,45,4,4,61,2,1.29,0.89,2.18,1.18,2.08,47.1,44.1,32.3,76.3,1.24,0.85,2.09,1.16,2.01,"https://fbref.com/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats",NA,NA,NA,NA,NA
"2156",2020,"Wolves","Premier League","opponent",21,26.5,51.7,38,418,3420,38,39,28,38,1,3,85,5,1.03,0.74,1.76,1,1.74,34.8,32.4,24.5,56.9,0.92,0.65,1.56,0.85,1.5,"https://fbref.com/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats",NA,NA,NA,NA,NA
"2157",2021,"Alavés","La Liga","team",30,28.7,42.7,38,418,3420,38,35,21,30,5,8,96,8,0.92,0.55,1.47,0.79,1.34,42.4,36.5,25.5,62,1.12,0.67,1.79,0.96,1.63,"https://fbref.com/en/squads/8d6fd021/2020-2021/Alaves-Stats",NA,NA,NA,NA,NA
"2158",2021,"Alavés","La Liga","opponent",30,27.5,57.3,38,418,3420,38,57,44,54,3,3,80,3,1.5,1.16,2.66,1.42,2.58,50.8,48.5,37,85.5,1.34,0.97,2.31,1.28,2.25,"https://fbref.com/en/squads/8d6fd021/2020-2021/Alaves-Stats",NA,NA,NA,NA,NA
"2159",2021,"Angers","Ligue 1","team",31,27.9,46.2,38,418,3420,38,39,23,34,5,6,65,2,1.03,0.61,1.63,0.89,1.5,41.7,37.2,27.4,64.6,1.1,0.72,1.82,0.98,1.7,"https://fbref.com/en/squads/69236f98/2020-2021/Angers-Stats",NA,NA,NA,NA,NA
"2160",2021,"Angers","Ligue 1","opponent",31,26,53.8,38,418,3420,38,57,41,50,7,8,73,3,1.5,1.08,2.58,1.32,2.39,50.9,45.6,35,80.6,1.34,0.92,2.26,1.2,2.12,"https://fbref.com/en/squads/69236f98/2020-2021/Angers-Stats",NA,NA,NA,NA,NA
"2161",2021,"Arminia","Bundesliga","team",26,26,42.2,34,374,3060,34,23,16,22,1,2,52,1,0.68,0.47,1.15,0.65,1.12,30.7,29.2,22.1,51.3,0.9,0.65,1.55,0.86,1.51,"https://fbref.com/en/squads/247c4b67/2020-2021/Arminia-Stats",NA,NA,NA,NA,NA
"2162",2021,"Arminia","Bundesliga","opponent",26,25.9,57.8,34,374,3060,34,51,36,46,5,6,63,2,1.5,1.06,2.56,1.35,2.41,55.7,51.2,40.8,92.1,1.64,1.2,2.84,1.51,2.71,"https://fbref.com/en/squads/247c4b67/2020-2021/Arminia-Stats",NA,NA,NA,NA,NA
"2163",2021,"Arsenal","Premier League","team",29,25.9,53.8,38,418,3420,38,53,38,47,6,6,49,5,1.39,1,2.39,1.24,2.24,53.5,49,36.6,85.5,1.41,0.96,2.37,1.29,2.25,"https://fbref.com/en/squads/18bb7c10/2020-2021/Arsenal-Stats",NA,NA,NA,NA,NA
"2164",2021,"Arsenal","Premier League","opponent",29,26.7,46.2,38,418,3420,38,35,25,33,2,3,74,2,0.92,0.66,1.58,0.87,1.53,44.3,42.1,29.9,71.9,1.17,0.79,1.95,1.11,1.89,"https://fbref.com/en/squads/18bb7c10/2020-2021/Arsenal-Stats",NA,NA,NA,NA,NA
"2165",2021,"Aston Villa","Premier League","team",24,25.2,48.1,38,418,3420,38,52,38,47,5,6,71,4,1.37,1,2.37,1.24,2.24,52.9,48.5,37.1,85.6,1.39,0.98,2.37,1.28,2.25,"https://fbref.com/en/squads/8602292d/2020-2021/Aston-Villa-Stats",NA,NA,NA,NA,NA
"2166",2021,"Aston Villa","Premier League","opponent",24,26.7,51.9,38,418,3420,38,45,30,40,5,6,73,7,1.18,0.79,1.97,1.05,1.84,52.9,48.4,32.7,81.1,1.39,0.86,2.25,1.27,2.13,"https://fbref.com/en/squads/8602292d/2020-2021/Aston-Villa-Stats",NA,NA,NA,NA,NA
"2167",2021,"Atalanta","Serie A","team",30,27.3,54.9,38,418,3420,38,89,65,83,6,7,67,3,2.34,1.71,4.05,2.18,3.89,77.2,72,55.9,128,2.03,1.47,3.5,1.9,3.37,"https://fbref.com/en/squads/922493f3/2020-2021/Atalanta-Stats",NA,NA,NA,NA,NA
"2168",2021,"Atalanta","Serie A","opponent",30,27,45.1,38,418,3420,38,46,36,41,5,8,87,4,1.21,0.95,2.16,1.08,2.03,42.3,36.2,25.6,61.8,1.11,0.67,1.79,0.95,1.63,"https://fbref.com/en/squads/922493f3/2020-2021/Atalanta-Stats",NA,NA,NA,NA,NA
"2169",2021,"Athletic Club","La Liga","team",27,26.6,49.8,38,418,3420,38,43,31,39,4,5,82,3,1.13,0.82,1.95,1.03,1.84,44.4,40.7,31.1,71.8,1.17,0.82,1.99,1.07,1.89,"https://fbref.com/en/squads/2b390eca/2020-2021/Athletic-Club-Stats",NA,NA,NA,NA,NA
"2170",2021,"Athletic Club","La Liga","opponent",27,27.6,50.2,38,418,3420,38,41,29,36,5,6,80,5,1.08,0.76,1.84,0.95,1.71,36.3,31.9,24.6,56.5,0.96,0.65,1.6,0.84,1.49,"https://fbref.com/en/squads/2b390eca/2020-2021/Athletic-Club-Stats",NA,NA,NA,NA,NA
