"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","Drib_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","Drib_GCA","Sh_GCA","Fld_GCA","Def_GCA","Url"
"1650",2018,"Manchester Utd","Premier League","Scott McTominay","SCO","MF","20",1996,7,6,0.85,5,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d93c2511/Scott-McTominay"
"1651",2018,"Manchester Utd","Premier League","Henrikh Mkhitaryan","ARM","MF,FW","28",1989,10.2,53,5.17,37,8,4,0,2,2,5,0.49,3,2,0,0,0,0,"https://fbref.com/en/players/dd0daf32/Henrikh-Mkhitaryan"
"1652",2018,"Manchester Utd","Premier League","Paul Pogba","FRA","MF","24",1993,23.9,95,3.98,75,1,7,7,4,1,20,0.84,13,0,2,3,2,0,"https://fbref.com/en/players/867239d3/Paul-Pogba"
"1653",2018,"Manchester Utd","Premier League","Marcus Rashford","ENG","FW","19",1997,20.1,46,2.28,32,2,6,1,4,1,8,0.4,5,0,1,1,1,0,"https://fbref.com/en/players/a1d5bd30/Marcus-Rashford"
"1654",2018,"Manchester Utd","Premier League","Marcos Rojo","ARG","DF","27",1990,7.1,4,0.56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e0991c04/Marcos-Rojo"
"1655",2018,"Manchester Utd","Premier League","Sergio Romero","ARG","GK","30",1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1e26e376/Sergio-Romero"
"1656",2018,"Manchester Utd","Premier League","Alexis Sánchez","CHI","FW,MF","28",1988,11.6,46,3.97,28,5,6,4,3,0,9,0.78,4,1,0,3,1,0,"https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez"
"1657",2018,"Manchester Utd","Premier League","Luke Shaw","ENG","DF","22",1995,8.8,21,2.39,17,3,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9c94165b/Luke-Shaw"
"1658",2018,"Manchester Utd","Premier League","Chris Smalling","ENG","DF","27",1989,28.2,8,0.28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b6964eb6/Chris-Smalling"
"1659",2018,"Manchester Utd","Premier League","Axel Tuanzebe","ENG","FW","19",1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2baec6ce/Axel-Tuanzebe"
"1660",2018,"Manchester Utd","Premier League","Antonio Valencia","ECU","DF","31",1985,30.4,47,1.54,42,0,1,0,3,1,2,0.07,2,0,0,0,0,0,"https://fbref.com/en/players/08aa17d0/Antonio-Valencia"
"1661",2018,"Manchester Utd","Premier League","Ashley Young","ENG","DF","32",1985,27.1,56,2.06,40,6,4,2,3,1,8,0.29,6,0,1,1,0,0,"https://fbref.com/en/players/be927d03/Ashley-Young"
"1662",2018,"Marseille","Ligue 1","Aymen Abdennour","TUN","DF","27",1989,5.5,1,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2f798b41/Aymen-Abdennour"
"1663",2018,"Marseille","Ligue 1","Jordan Amavi","FRA","DF","23",1994,24.4,46,1.89,32,1,5,5,2,1,9,0.37,7,1,0,1,0,0,"https://fbref.com/en/players/22721b88/Jordan-Amavi"
"1664",2018,"Marseille","Ligue 1","Henri Bedimo","CMR","DF,MF","33",1984,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0d57f1c1/Henri-Bedimo"
"1665",2018,"Marseille","Ligue 1","Rémy Cabella","FRA","MF","27",1990,0.7,2,2.81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/148e136f/Remy-Cabella"
"1666",2018,"Marseille","Ligue 1","Dória","BRA","DF","22",1994,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d28b4a9d/Doria"
"1667",2018,"Marseille","Ligue 1","Patrice Evra","FRA","DF","36",1981,3.9,5,1.29,2,1,0,1,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/51a3caf1/Patrice-Evra"
"1668",2018,"Marseille","Ligue 1","Valère Germain","FRA","FW","27",1990,24.1,52,2.16,38,0,0,11,2,1,10,0.42,7,0,0,2,1,0,"https://fbref.com/en/players/ea0ff634/Valere-Germain"
"1669",2018,"Marseille","Ligue 1","Luiz Gustavo","BRA","MF,DF","30",1987,33.5,56,1.67,48,0,0,4,2,2,8,0.24,6,0,0,2,0,0,"https://fbref.com/en/players/82671804/Luiz-Gustavo"
"1670",2018,"Marseille","Ligue 1","Tomáš Hubočan","SVK","DF","31",1985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/97b87472/Tomas-Hubocan"
"1671",2018,"Marseille","Ligue 1","Boubacar Kamara","FRA","DF,MF","17",1999,5.1,4,0.79,3,0,1,0,0,0,2,0.4,1,0,1,0,0,0,"https://fbref.com/en/players/cc77354e/Boubacar-Kamara"
"1672",2018,"Marseille","Ligue 1","Maxime Lopez","FRA","MF","19",1997,15.3,70,4.57,59,6,0,2,1,2,4,0.26,4,0,0,0,0,0,"https://fbref.com/en/players/20094685/Maxime-Lopez"
"1673",2018,"Marseille","Ligue 1","Steve Mandanda","FRA","GK","32",1985,30,2,0.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
"1674",2018,"Marseille","Ligue 1","Kostas Mitroglou","GRE","FW","29",1988,9.7,22,2.26,17,0,0,5,0,0,4,0.41,2,0,0,2,0,0,"https://fbref.com/en/players/c6ac6579/Kostas-Mitroglou"
"1675",2018,"Marseille","Ligue 1","Clinton N'Jie","CMR","FW,MF","23",1993,9.7,27,2.78,16,1,6,3,0,1,6,0.62,4,0,2,0,0,0,"https://fbref.com/en/players/77f278a0/Clinton-NJie"
"1676",2018,"Marseille","Ligue 1","Lucas Ocampos","ARG","FW,MF","23",1994,22.6,65,2.87,41,0,8,8,6,2,8,0.35,6,0,0,2,0,0,"https://fbref.com/en/players/a08b974a/Lucas-Ocampos"
"1677",2018,"Marseille","Ligue 1","Dimitri Payet","FRA","MF,FW","30",1987,26.1,201,7.71,113,58,6,5,17,2,26,1,13,7,3,0,3,0,"https://fbref.com/en/players/58ae47b2/Dimitri-Payet"
"1678",2018,"Marseille","Ligue 1","Yohann Pelé","FRA","GK","34",1982,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/76806215/Yohann-Pele"
"1679",2018,"Marseille","Ligue 1","Adil Rami","FRA","DF","31",1985,32.8,22,0.67,18,1,0,3,0,0,4,0.12,3,1,0,0,0,0,"https://fbref.com/en/players/8dbff17c/Adil-Rami"
"1680",2018,"Marseille","Ligue 1","Rolando","POR","DF","31",1985,27.9,7,0.25,6,0,0,1,0,0,2,0.07,2,0,0,0,0,0,"https://fbref.com/en/players/0eeafda5/Rolando"
"1681",2018,"Marseille","Ligue 1","Hiroki Sakai","JPN","DF","27",1990,28,38,1.36,32,3,1,0,0,2,2,0.07,2,0,0,0,0,0,"https://fbref.com/en/players/d63e2912/Hiroki-Sakai"
"1682",2018,"Marseille","Ligue 1","Morgan Sanson","FRA","MF","22",1994,24.1,71,2.95,56,1,1,4,8,1,8,0.33,6,0,0,1,1,0,"https://fbref.com/en/players/6e7f1353/Morgan-Sanson"
"1683",2018,"Marseille","Ligue 1","Yusuf Sari","TUR","FW","18",1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a2da58b1/Yusuf-Sari"
"1684",2018,"Marseille","Ligue 1","Bouna Sarr","SEN","DF,FW","25",1992,19.9,59,2.97,44,7,2,3,2,1,5,0.25,3,0,1,0,1,0,"https://fbref.com/en/players/1a4b9094/Bouna-Sarr"
"1685",2018,"Marseille","Ligue 1","Grégory Sertic","FRA","DF,MF","27",1989,3.9,5,1.29,3,0,1,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c4527123/Gregory-Sertic"
"1686",2018,"Marseille","Ligue 1","Florian Thauvin","FRA","FW,MF","24",1993,32.8,163,4.97,104,9,26,12,12,0,27,0.82,15,2,3,4,3,0,"https://fbref.com/en/players/2b9fdeea/Florian-Thauvin"
"1687",2018,"Marseille","Ligue 1","Andre-Frank Zambo Anguissa","CMR","MF","21",1995,27.1,68,2.51,47,0,5,7,7,2,5,0.18,4,0,0,1,0,0,"https://fbref.com/en/players/6bb2c084/Andre-Frank-Zambo-Anguissa"
"1688",2018,"Metz","Ligue 1","Benoît Assou-Ekotto","CMR","DF","33",1984,11.7,15,1.28,11,3,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a557e6b0/Benoit-Assou-Ekotto"
"1689",2018,"Metz","Ligue 1","Iván Balliu","ALB","DF","25",1992,21.7,35,1.61,29,2,1,1,2,0,4,0.18,4,0,0,0,0,0,"https://fbref.com/en/players/cee88597/Ivan-Balliu"
"1690",2018,"Metz","Ligue 1","Nicolas Basin","FRA","DF","19",1998,3.5,4,1.15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/67d251a2/Nicolas-Basin"
"1691",2018,"Metz","Ligue 1","Quentin Beunardeau","FRA","GK","23",1994,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/15285503/Quentin-Beunardeau"
"1692",2018,"Metz","Ligue 1","Milan Biševac","SRB","DF","33",1983,7.9,7,0.89,6,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a51728e3/Milan-Bisevac"
"1693",2018,"Metz","Ligue 1","Farid Boulaya","ALG","FW,MF","24",1993,2,5,2.51,4,1,0,0,0,0,1,0.5,0,1,0,0,0,0,"https://fbref.com/en/players/a0791826/Farid-Boulaya"
"1694",2018,"Metz","Ligue 1","Cafú","POR","MF","24",1993,7.6,8,1.06,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/85322440/Cafu"
"1695",2018,"Metz","Ligue 1","Renaud Cohade","FRA","MF","32",1984,36.6,94,2.57,76,5,5,4,1,3,8,0.22,8,0,0,0,0,0,"https://fbref.com/en/players/4e7d66f8/Renaud-Cohade"
"1696",2018,"Metz","Ligue 1","Fallou Diagne","SEN","DF,MF","27",1989,24.9,21,0.84,16,0,0,2,1,2,3,0.12,2,0,0,1,0,0,"https://fbref.com/en/players/cd387ff4/Fallou-Diagne"
"1697",2018,"Metz","Ligue 1","Habib Diallo","SEN","FW","22",1995,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6605d143/Habib-Diallo"
"1698",2018,"Metz","Ligue 1","Thomas Didillon","FRA","GK","21",1995,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a3d524cb/Thomas-Didillon"
"1699",2018,"Metz","Ligue 1","Mathieu Dossevi","TOG","FW,MF","29",1988,27.9,140,5.02,91,26,12,2,6,3,15,0.54,12,2,0,0,0,1,"https://fbref.com/en/players/6421dd73/Mathieu-Dossevi"
"1700",2018,"Metz","Ligue 1","Simon Falette","GUI","DF","25",1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b82880c6/Simon-Falette"
"1701",2018,"Metz","Ligue 1","Brian Fernández","ARG","FW","22",1994,1.4,6,4.22,2,2,1,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/857e2586/Brian-Fernandez"
"1702",2018,"Metz","Ligue 1","Lilian Fournier","FRA","MF","19",1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5aca2a18/Lilian-Fournier"
"1703",2018,"Metz","Ligue 1","Lemouya Goudiaby","SEN","DF","20",1997,0.9,1,1.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e893fc23/Lemouya-Goudiaby"
"1704",2018,"Metz","Ligue 1","Gauthier Hein","FRA","FW,MF","20",1996,0.9,1,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/563fcd6b/Gauthier-Hein"
"1705",2018,"Metz","Ligue 1","Ablie Jallow","GAM","MF,FW","18",1998,1.4,4,2.79,1,0,1,1,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1bc6135b/Ablie-Jallow"
"1706",2018,"Metz","Ligue 1","Yann Jouffre","FRA","MF,FW","33",1984,3.1,9,2.95,5,3,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5d66c10d/Yann-Jouffre"
"1707",2018,"Metz","Ligue 1","Eiji Kawashima","JPN","GK","34",1983,28.5,2,0.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a4527d33/Eiji-Kawashima"
"1708",2018,"Metz","Ligue 1","Dylan Lempereur","FRA","DF","18",1998,1.6,1,0.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/47c2e669/Dylan-Lempereur"
"1709",2018,"Metz","Ligue 1","Georges Mandjeck","CMR","MF,DF","28",1988,10.8,11,1.02,9,0,0,1,0,1,1,0.09,1,0,0,0,0,0,"https://fbref.com/en/players/de343d38/Georges-Mandjeck"
"1710",2018,"Metz","Ligue 1","Danijel Milićević","BIH","MF,FW","31",1986,7.9,39,4.93,24,11,0,2,2,0,7,0.88,4,1,0,1,1,0,"https://fbref.com/en/players/1251f42e/Danijel-Milicevic"
"1711",2018,"Metz","Ligue 1","Florent Mollet","FRA","MF,FW","25",1991,15.7,43,2.74,25,8,4,2,3,1,4,0.25,2,0,1,1,0,0,"https://fbref.com/en/players/7e82a78f/Florent-Mollet"
"1712",2018,"Metz","Ligue 1","Opa Nguette","SEN","FW,MF","23",1994,11.4,38,3.35,20,0,10,1,3,4,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/75a63397/Opa-Nguette"
"1713",2018,"Metz","Ligue 1","Moussa Niakhate","FRA","DF","21",1996,34.5,14,0.41,11,0,0,1,0,2,1,0.03,1,0,0,0,0,0,"https://fbref.com/en/players/00242715/Moussa-Niakhate"
"1714",2018,"Metz","Ligue 1","Ibrahima Niane","SEN","MF,FW","18",1999,9.4,28,2.97,17,0,5,2,4,0,3,0.32,2,0,1,0,0,0,"https://fbref.com/en/players/46faabfa/Ibrahima-Niane"
"1715",2018,"Metz","Ligue 1","Julian Palmieri","FRA","DF,MF","30",1986,12.5,16,1.28,10,2,0,2,1,1,2,0.16,1,0,0,0,0,1,"https://fbref.com/en/players/25444898/Julian-Palmieri"
"1716",2018,"Metz","Ligue 1","Chris Philipps","LUX","MF,DF","23",1994,9.4,16,1.7,12,0,0,1,1,2,1,0.11,1,0,0,0,0,0,"https://fbref.com/en/players/8e2d5426/Chris-Philipps"
"1717",2018,"Metz","Ligue 1","Gerónimo Poblete","ARG","MF","24",1993,18.4,15,0.82,13,0,0,0,1,1,1,0.05,1,0,0,0,0,0,"https://fbref.com/en/players/31bbb7e2/Geronimo-Poblete"
"1718",2018,"Metz","Ligue 1","Emmanuel Rivière","FRA","FW","27",1990,22.3,44,1.97,38,0,0,5,1,0,5,0.22,4,0,0,1,0,0,"https://fbref.com/en/players/2bae5658/Emmanuel-Riviere"
"1719",2018,"Metz","Ligue 1","Jonathan Rivierez","MTQ","DF","28",1989,22.9,33,1.44,24,6,2,0,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7af0e1f8/Jonathan-Rivierez"
"1720",2018,"Metz","Ligue 1","Nolan Roux","FRA","FW,MF","29",1988,31.5,49,1.56,37,0,2,4,4,2,4,0.13,2,0,0,0,1,1,"https://fbref.com/en/players/3071a619/Nolan-Roux"
"1721",2018,"Metz","Ligue 1","Vahid Selimović","LUX","DF","20",1997,11.7,2,0.17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6aeb647a/Vahid-Selimovic"
"1722",2018,"Metz","Ligue 1","Vincent Thill","LUX","MF,FW","17",2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7de29631/Vincent-Thill"
"1723",2018,"Metz","Ligue 1","Matthieu Udol","FRA","DF","21",1996,3.9,2,0.51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cc41f558/Matthieu-Udol"
"1724",2018,"Milan","Serie A","Ignazio Abate","ITA","DF","30",1986,11.7,26,2.21,22,2,0,2,0,0,4,0.34,3,0,0,1,0,0,"https://fbref.com/en/players/1c529186/Ignazio-Abate"
"1725",2018,"Milan","Serie A","Luca Antonelli","ITA","DF,MF","30",1987,1.6,1,0.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/40f0ed6c/Luca-Antonelli"
"1726",2018,"Milan","Serie A","Lucas Biglia","ARG","MF","31",1986,22.7,55,2.43,48,2,0,2,3,0,4,0.18,3,0,0,1,0,0,"https://fbref.com/en/players/5710a281/Lucas-Biglia"
"1727",2018,"Milan","Serie A","Giacomo Bonaventura","ITA","MF","27",1989,28.2,99,3.51,72,12,3,5,6,1,7,0.25,6,0,0,0,1,0,"https://fbref.com/en/players/d995ed27/Giacomo-Bonaventura"
"1728",2018,"Milan","Serie A","Leonardo Bonucci","ITA","DF","30",1987,34.3,34,0.99,29,0,0,2,0,3,1,0.03,1,0,0,0,0,0,"https://fbref.com/en/players/52ec54d0/Leonardo-Bonucci"
"1729",2018,"Milan","Serie A","Fabio Borini","ITA","FW,DF","26",1991,17.9,43,2.4,33,2,1,2,4,1,4,0.22,4,0,0,0,0,0,"https://fbref.com/en/players/ef5b337e/Fabio-Borini"
"1730",2018,"Milan","Serie A","Davide Calabria","ITA","DF","20",1996,17.4,41,2.36,36,1,1,1,2,0,6,0.35,5,0,0,1,0,0,"https://fbref.com/en/players/2146785a/Davide-Calabria"
"1731",2018,"Milan","Serie A","Hakan Çalhanoğlu","TUR","FW,MF","23",1994,24.1,130,5.39,85,21,9,10,4,1,9,0.37,6,2,0,1,0,0,"https://fbref.com/en/players/cd0fa27b/Hakan-Calhanoglu"
"1732",2018,"Milan","Serie A","Andrea Conti","ITA","DF","23",1994,1.7,5,2.87,4,1,0,0,0,0,1,0.57,1,0,0,0,0,0,"https://fbref.com/en/players/8fef5412/Andrea-Conti"
"1733",2018,"Milan","Serie A","Patrick Cutrone","ITA","FW","19",1998,16.7,26,1.55,20,0,0,5,1,0,6,0.36,3,0,0,2,1,0,"https://fbref.com/en/players/a4fe8cda/Patrick-Cutrone"
"1734",2018,"Milan","Serie A","Gianluigi Donnarumma","ITA","GK","18",1999,38,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma"
"1735",2018,"Milan","Serie A","Nikola Kalinić","CRO","FW","29",1988,20.1,64,3.18,47,0,1,6,9,1,10,0.5,6,0,0,1,3,0,"https://fbref.com/en/players/d4931a5a/Nikola-Kalinic"
"1736",2018,"Milan","Serie A","Franck Kessié","CIV","MF","20",1996,36.3,119,3.28,100,0,10,5,2,2,7,0.19,6,0,0,0,1,0,"https://fbref.com/en/players/05e19d6a/Franck-Kessie"
"1737",2018,"Milan","Serie A","Manuel Locatelli","ITA","MF","19",1998,7.6,26,3.44,21,1,2,2,0,0,1,0.13,1,0,0,0,0,0,"https://fbref.com/en/players/a8a874f1/Manuel-Locatelli"
"1738",2018,"Milan","Serie A","José Mauri","ITA","MF","21",1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/644faf10/Jose-Mauri"
"1739",2018,"Milan","Serie A","Riccardo Montolivo","ITA","MF","32",1985,12.1,31,2.57,30,0,0,0,1,0,1,0.08,1,0,0,0,0,0,"https://fbref.com/en/players/b746d309/Riccardo-Montolivo"
"1740",2018,"Milan","Serie A","Mateo Musacchio","ARG","DF","26",1990,13.4,16,1.2,16,0,0,0,0,0,2,0.15,2,0,0,0,0,0,"https://fbref.com/en/players/91899ca8/Mateo-Musacchio"
"1741",2018,"Milan","Serie A","Ricardo Rodríguez","SUI","DF","24",1992,33.4,49,1.47,41,4,1,1,2,0,2,0.06,1,0,0,1,0,0,"https://fbref.com/en/players/7f78ad23/Ricardo-Rodriguez"
"1742",2018,"Milan","Serie A","Alessio Romagnoli","ITA","DF","22",1995,26.1,19,0.73,15,0,1,3,0,0,2,0.08,1,0,0,1,0,0,"https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli"
"1743",2018,"Milan","Serie A","André Silva","POR","FW","21",1995,10.4,39,3.75,34,0,3,0,2,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3effaa34/Andre-Silva"
"1744",2018,"Milan","Serie A","Suso","ESP","FW","23",1993,31.4,165,5.24,120,13,13,7,11,1,18,0.57,12,3,1,1,1,0,"https://fbref.com/en/players/4e219ad2/Suso"
"1745",2018,"Milan","Serie A","Emanuele Torrasi","ITA","MF","18",1999,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/16bc48f8/Emanuele-Torrasi"
"1746",2018,"Milan","Serie A","Cristián Zapata","COL","DF","30",1986,11,9,0.81,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b1deecf8/Cristian-Zapata"
"1747",2018,"Monaco","Ligue 1","Keita Baldé","SEN","FW,MF","22",1995,16.4,35,2.14,22,1,7,2,3,0,7,0.43,5,0,1,1,0,0,"https://fbref.com/en/players/509a4ccb/Keita-Balde"
"1748",2018,"Monaco","Ligue 1","Gil Bastião Dias","POR","FW","20",1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e61bdd69/Gil-Bastiao-Dias"
"1749",2018,"Monaco","Ligue 1","Diego Benaglio","SUI","GK","33",1983,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b7e7937d/Diego-Benaglio"
"1750",2018,"Monaco","Ligue 1","Gabriel Boschilia","BRA","FW,MF","21",1996,0.9,2,2.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e90af77c/Gabriel-Boschilia"
"1751",2018,"Monaco","Ligue 1","Guido Carrillo","ARG","FW,MF","26",1991,4.7,7,1.49,4,0,0,1,2,0,2,0.42,1,0,0,0,1,0,"https://fbref.com/en/players/8f898ba8/Guido-Carrillo"
"1752",2018,"Monaco","Ligue 1","Adama Diakhaby","FRA","FW,MF","21",1996,9.4,14,1.48,8,0,0,1,4,1,5,0.53,3,0,0,1,1,0,"https://fbref.com/en/players/65585e3a/Adama-Diakhaby"
"1753",2018,"Monaco","Ligue 1","Fabinho","BRA","MF","23",1993,34,84,2.47,61,1,6,1,9,6,16,0.47,10,0,2,0,2,2,"https://fbref.com/en/players/7f3b388c/Fabinho"
"1754",2018,"Monaco","Ligue 1","Radamel Falcao","COL","FW","31",1986,23.7,41,1.73,23,0,6,7,5,0,9,0.38,4,0,2,3,0,0,"https://fbref.com/en/players/66116290/Radamel-Falcao"
"1755",2018,"Monaco","Ligue 1","Rachid Ghezzal","ALG","FW,MF","25",1992,11.2,50,4.47,26,5,7,5,7,0,10,0.89,7,0,1,2,0,0,"https://fbref.com/en/players/dc3a9a0d/Rachid-Ghezzal"
"1756",2018,"Monaco","Ligue 1","Kamil Glik","POL","DF","29",1988,36,13,0.36,8,0,0,4,1,0,6,0.17,3,0,0,3,0,0,"https://fbref.com/en/players/c6056d58/Kamil-Glik"
"1757",2018,"Monaco","Ligue 1","Jemerson","BRA","DF","24",1992,31.7,9,0.28,8,1,0,0,0,0,1,0.03,1,0,0,0,0,0,"https://fbref.com/en/players/7cab69b5/Jemerson"
"1758",2018,"Monaco","Ligue 1","Jorge","BRA","DF","21",1996,21.3,36,1.69,25,3,2,0,5,1,6,0.28,3,0,0,0,3,0,"https://fbref.com/en/players/13c44fc5/Jorge"
"1759",2018,"Monaco","Ligue 1","Stevan Jovetić","MNE","FW","27",1989,8.4,26,3.11,16,0,3,3,2,2,6,0.72,3,0,0,3,0,0,"https://fbref.com/en/players/f36c432f/Stevan-Jovetic"
"1760",2018,"Monaco","Ligue 1","Terence Kongolo","NED","DF","23",1994,2.9,3,1.05,3,0,0,0,0,0,1,0.35,1,0,0,0,0,0,"https://fbref.com/en/players/1f9a3a04/Terence-Kongolo"
"1761",2018,"Monaco","Ligue 1","Thomas Lemar","FRA","MF,FW","21",1995,26.4,104,3.94,50,31,9,7,7,0,17,0.64,7,3,3,2,2,0,"https://fbref.com/en/players/4dbd0916/Thomas-Lemar"
"1762",2018,"Monaco","Ligue 1","Rony Lopes","POR","FW,MF","21",1995,28.1,80,2.84,53,2,6,8,7,4,12,0.43,7,0,1,2,2,0,"https://fbref.com/en/players/7c2965bb/Rony-Lopes"
"1763",2018,"Monaco","Ligue 1","Kylian Mbappé","FRA","FW,MF","18",1998,0.8,3,3.65,2,0,0,0,1,0,1,1.22,1,0,0,0,0,0,"https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe"
"1764",2018,"Monaco","Ligue 1","Jordi Mboula","ESP","MF,FW","18",1999,0.3,1,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4887118d/Jordi-Mboula"
"1765",2018,"Monaco","Ligue 1","Soualiho Meïté","FRA","MF","23",1994,1.1,1,0.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5cec2c74/Soualiho-Meite"
"1766",2018,"Monaco","Ligue 1","João Moutinho","POR","MF","30",1986,31.1,101,3.24,69,27,1,1,1,2,11,0.35,5,5,0,0,0,1,"https://fbref.com/en/players/f5a00fa4/Joao-Moutinho"
"1767",2018,"Monaco","Ligue 1","Kévin N'Doram","FRA","MF,DF","21",1996,8,6,0.75,6,0,0,0,0,0,1,0.12,1,0,0,0,0,0,"https://fbref.com/en/players/e50623a0/Kevin-NDoram"
"1768",2018,"Monaco","Ligue 1","Pietro Pellegri","ITA","FW,MF","16",2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a44d3a3c/Pietro-Pellegri"
"1769",2018,"Monaco","Ligue 1","Andrea Raggi","ITA","DF","33",1984,17.9,6,0.34,4,1,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bd4f5f94/Andrea-Raggi"
"1770",2018,"Monaco","Ligue 1","Allan Saint-Maximin","FRA","MF,FW","20",1997,0.2,2,11.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2b16cb1a/Allan-Saint-Maximin"
"1771",2018,"Monaco","Ligue 1","Julien Serrano","FRA","DF","19",1998,3.1,7,2.25,5,0,0,1,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7fb301af/Julien-Serrano"
"1772",2018,"Monaco","Ligue 1","Djibril Sidibé","FRA","DF","25",1992,23.9,66,2.76,56,2,1,3,2,2,11,0.46,9,1,0,0,0,1,"https://fbref.com/en/players/4c5b714f/Djibril-Sidibe"
"1773",2018,"Monaco","Ligue 1","Danijel Subašić","CRO","GK","32",1984,32.7,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f6db3bd5/Danijel-Subasic"
