"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","Drib_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","Drib_GCA","Sh_GCA","Fld_GCA","Def_GCA","Url"
"7496",2020,"Saint-Étienne","Ligue 1","Stéphane Ruffier","FRA","GK","32",1986,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cac76a72/Stephane-Ruffier"
"7497",2020,"Saint-Étienne","Ligue 1","William Saliba","FRA","DF","18",2001,11,4,0.36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/972aeb2a/William-Saliba"
"7498",2020,"Saint-Étienne","Ligue 1","Gabriel Silva","BRA","DF","28",1991,2.6,1,0.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4914ed4a/Gabriel-Silva"
"7499",2020,"Saint-Étienne","Ligue 1","Miguel Trauco","PER","DF","26",1992,16.4,20,1.22,13,3,2,1,0,1,2,0.12,2,0,0,0,0,0,"https://fbref.com/en/players/e4b72e34/Miguel-Trauco"
"7500",2020,"Saint-Étienne","Ligue 1","Zaydou Youssouf","FRA","MF","20",1999,12,22,1.84,17,1,1,0,0,3,2,0.17,2,0,0,0,0,0,"https://fbref.com/en/players/e2f9bb5f/Zaydou-Youssouf"
"7501",2020,"Sampdoria","Serie A","Kristoffer Askildsen","NOR","MF","18",2001,0.8,5,5.92,3,0,2,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a69cc629/Kristoffer-Askildsen"
"7502",2020,"Sampdoria","Serie A","Emil Audero","ITA","GK","22",1997,36,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/649b01d8/Emil-Audero"
"7503",2020,"Sampdoria","Serie A","Tommaso Augello","ITA","DF","24",1994,12.6,40,3.17,35,2,2,0,0,1,3,0.24,3,0,0,0,0,0,"https://fbref.com/en/players/3cd3b384/Tommaso-Augello"
"7504",2020,"Sampdoria","Serie A","Édgar Barreto","PAR","MF","35",1984,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/43a1bea5/Edgar-Barreto"
"7505",2020,"Sampdoria","Serie A","Bartosz Bereszyński","POL","DF","27",1992,26.7,29,1.09,24,3,0,0,2,0,2,0.07,2,0,0,0,0,0,"https://fbref.com/en/players/61b3978f/Bartosz-Bereszynski"
"7506",2020,"Sampdoria","Serie A","Andrea Bertolacci","ITA","MF","28",1991,5.9,13,2.19,9,0,1,0,2,1,1,0.17,0,0,0,0,0,1,"https://fbref.com/en/players/c75b6a02/Andrea-Bertolacci"
"7507",2020,"Sampdoria","Serie A","Federico Bonazzoli","ITA","FW,MF","22",1997,8.3,29,3.51,17,0,2,4,4,2,2,0.24,1,0,0,1,0,0,"https://fbref.com/en/players/bf57eaab/Federico-Bonazzoli"
"7508",2020,"Sampdoria","Serie A","Gianluca Caprari","ITA","FW,MF","26",1993,7.4,29,3.91,20,1,4,3,1,0,2,0.27,1,0,0,1,0,0,"https://fbref.com/en/players/54e53b7e/Gianluca-Caprari"
"7509",2020,"Sampdoria","Serie A","Julian Chabot","GER","DF","21",1998,6.3,1,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ae7058f9/Julian-Chabot"
"7510",2020,"Sampdoria","Serie A","Omar Colley","GAM","DF","26",1992,30.8,23,0.75,18,0,0,2,1,2,3,0.1,2,0,0,1,0,0,"https://fbref.com/en/players/8b95acda/Omar-Colley"
"7511",2020,"Sampdoria","Serie A","Felice D'Amico","ITA","MF","18",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0c35d28d/Felice-DAmico"
"7512",2020,"Sampdoria","Serie A","Fabio Depaoli","ITA","MF,DF","22",1997,20.6,51,2.48,37,4,3,5,2,0,3,0.15,1,0,0,0,2,0,"https://fbref.com/en/players/d97f2e8d/Fabio-Depaoli"
"7513",2020,"Sampdoria","Serie A","Albin Ekdal","SWE","MF","30",1989,26.5,57,2.15,49,0,0,2,5,1,7,0.26,4,0,0,0,3,0,"https://fbref.com/en/players/f503ea63/Albin-Ekdal"
"7514",2020,"Sampdoria","Serie A","Wladimiro Falcone","ITA","GK","24",1995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9f5a610b/Wladimiro-Falcone"
"7515",2020,"Sampdoria","Serie A","Alex Ferrari","ITA","DF","25",1994,11.2,5,0.45,4,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d0dbca9f/Alex-Ferrari"
"7516",2020,"Sampdoria","Serie A","Manolo Gabbiadini","ITA","FW","27",1991,22.6,80,3.54,44,12,3,9,11,1,8,0.35,4,0,1,1,2,0,"https://fbref.com/en/players/8f866fe8/Manolo-Gabbiadini"
"7517",2020,"Sampdoria","Serie A","Jakub Jankto","CZE","MF","23",1996,23.3,67,2.88,58,4,1,1,3,0,7,0.3,6,0,0,0,1,0,"https://fbref.com/en/players/1ea5f91c/Jakub-Jankto"
"7518",2020,"Sampdoria","Serie A","Antonino La Gumina","ITA","FW","23",1996,2.1,4,1.94,2,0,0,0,1,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/822a7761/Antonino-La-Gumina"
"7519",2020,"Sampdoria","Serie A","Mehdi Léris","FRA","MF,FW","21",1998,5.7,19,3.36,13,1,2,1,1,1,1,0.18,1,0,0,0,0,0,"https://fbref.com/en/players/7d3cbc67/Mehdi-Leris"
"7520",2020,"Sampdoria","Serie A","Karol Linetty","POL","MF","24",1995,22.4,64,2.85,54,3,1,2,2,2,10,0.45,8,0,0,1,0,1,"https://fbref.com/en/players/d023d70f/Karol-Linetty"
"7521",2020,"Sampdoria","Serie A","Gonzalo Maroni","ARG","MF","20",1999,2,17,8.45,11,3,0,2,0,1,2,0.99,1,1,0,0,0,0,"https://fbref.com/en/players/e01ca8f4/Gonzalo-Maroni"
"7522",2020,"Sampdoria","Serie A","Jeison Murillo","COL","DF","27",1992,7.4,5,0.68,3,0,2,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b233e8e4/Jeison-Murillo"
"7523",2020,"Sampdoria","Serie A","Nicola Murru","ITA","DF","24",1994,25.1,42,1.67,34,4,4,0,0,0,1,0.04,0,1,0,0,0,0,"https://fbref.com/en/players/d183e9d6/Nicola-Murru"
"7524",2020,"Sampdoria","Serie A","Fabio Quagliarella","ITA","FW","36",1983,25.3,77,3.05,54,0,3,10,9,1,8,0.32,5,0,0,0,3,0,"https://fbref.com/en/players/ee4f2f3b/Fabio-Quagliarella"
"7525",2020,"Sampdoria","Serie A","Gastón Ramírez","URU","MF,FW","28",1990,15.5,77,4.98,34,24,3,2,12,2,4,0.26,2,0,0,1,1,0,"https://fbref.com/en/players/2c851997/Gaston-Ramirez"
"7526",2020,"Sampdoria","Serie A","Vasco Regini","ITA","DF","28",1990,1.9,1,0.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/339c6ed4/Vasco-Regini"
"7527",2020,"Sampdoria","Serie A","Emiliano Rigoni","ARG","MF,FW","26",1993,4.8,24,5.01,12,7,2,2,1,0,2,0.42,1,1,0,0,0,0,"https://fbref.com/en/players/a1216563/Emiliano-Rigoni"
"7528",2020,"Sampdoria","Serie A","Morten Thorsby","NOR","MF,DF","23",1996,20.7,37,1.79,29,2,3,1,1,1,6,0.29,5,0,1,0,0,0,"https://fbref.com/en/players/d1b49282/Morten-Thorsby"
"7529",2020,"Sampdoria","Serie A","Lorenzo Tonelli","ITA","DF","29",1990,7.8,1,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8cc29864/Lorenzo-Tonelli"
"7530",2020,"Sampdoria","Serie A","Ronaldo Vieira","GNB","MF","21",1998,20.2,45,2.23,36,4,2,1,2,0,2,0.1,2,0,0,0,0,0,"https://fbref.com/en/players/75e60d75/Ronaldo-Vieira"
"7531",2020,"Sampdoria","Serie A","Maya Yoshida","JPN","DF","30",1988,13.2,5,0.38,4,1,0,0,0,0,1,0.08,0,1,0,0,0,0,"https://fbref.com/en/players/caffaf5a/Maya-Yoshida"
"7532",2020,"Sassuolo","Serie A","Domenico Berardi","ITA","FW","24",1994,27.7,117,4.22,73,12,7,11,11,3,14,0.51,9,0,1,2,2,0,"https://fbref.com/en/players/53a0e358/Domenico-Berardi"
"7533",2020,"Sassuolo","Serie A","Jeremie Boga","CIV","FW","22",1997,27.9,94,3.37,51,0,28,3,10,2,13,0.47,4,0,7,1,1,0,"https://fbref.com/en/players/fe012aca/Jeremie-Boga"
"7534",2020,"Sassuolo","Serie A","Mehdi Bourabia","MAR","MF","27",1991,10.3,25,2.43,22,1,1,0,1,0,5,0.49,5,0,0,0,0,0,"https://fbref.com/en/players/0d077b88/Mehdi-Bourabia"
"7535",2020,"Sassuolo","Serie A","Francesco Caputo","ITA","FW","31",1987,32.6,93,2.86,81,0,4,2,6,0,16,0.49,10,0,3,1,2,0,"https://fbref.com/en/players/5bd72174/Francesco-Caputo"
"7536",2020,"Sassuolo","Serie A","Vlad Chiricheș","ROU","DF","29",1989,7.9,2,0.25,2,0,0,0,0,0,1,0.13,1,0,0,0,0,0,"https://fbref.com/en/players/c316607a/Vlad-Chiriches"
"7537",2020,"Sassuolo","Serie A","Andrea Consigli","ITA","GK","32",1987,31,8,0.26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8cabdc1e/Andrea-Consigli"
"7538",2020,"Sassuolo","Serie A","Grégoire Defrel","MTQ","FW,MF","28",1991,10.9,24,2.2,17,0,3,1,3,0,6,0.55,4,0,1,1,0,0,"https://fbref.com/en/players/854ee61a/Gregoire-Defrel"
"7539",2020,"Sassuolo","Serie A","Alfred Duncan","GHA","MF","26",1993,9.4,27,2.88,27,0,0,0,0,0,6,0.64,6,0,0,0,0,0,"https://fbref.com/en/players/528492ea/Alfred-Duncan"
"7540",2020,"Sassuolo","Serie A","Andrea Ghion","ITA","MF,FW","19",2000,0.5,5,9.37,4,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7f24b3eb/Andrea-Ghion"
"7541",2020,"Sassuolo","Serie A","Lukáš Haraslín","SVK","FW","23",1996,4.3,10,2.34,6,1,2,1,0,0,1,0.23,0,0,0,1,0,0,"https://fbref.com/en/players/5c397195/Lukas-Haraslin"
"7542",2020,"Sassuolo","Serie A","Hamed Junior Traorè","CIV","MF,FW","19",2000,17.4,66,3.78,41,12,3,4,3,3,6,0.34,6,0,0,0,0,0,"https://fbref.com/en/players/570bb4b9/Hamed-Junior-Traore"
"7543",2020,"Sassuolo","Serie A","Giorgos Kyriakopoulos","GRE","DF","23",1996,18.3,28,1.53,17,2,4,2,2,1,6,0.33,5,0,1,0,0,0,"https://fbref.com/en/players/0a483542/Giorgos-Kyriakopoulos"
"7544",2020,"Sassuolo","Serie A","Manuel Locatelli","ITA","MF","21",1998,28.7,93,3.24,76,7,3,2,3,2,8,0.28,8,0,0,0,0,0,"https://fbref.com/en/players/a8a874f1/Manuel-Locatelli"
"7545",2020,"Sassuolo","Serie A","Francesco Magnanelli","ITA","MF","34",1984,15.5,21,1.35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/07767f42/Francesco-Magnanelli"
"7546",2020,"Sassuolo","Serie A","Giangiacomo Magnani","ITA","DF","23",1995,1.6,1,0.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cce9f582/Giangiacomo-Magnani"
"7547",2020,"Sassuolo","Serie A","Giacomo Manzari","ITA","FW,MF","18",2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d8dfae8a/Giacomo-Manzari"
"7548",2020,"Sassuolo","Serie A","Gian Marco Ferrari","ITA","DF","27",1992,21.1,23,1.09,21,0,0,1,1,0,2,0.09,1,0,0,0,1,0,"https://fbref.com/en/players/8650af85/Gian-Marco-Ferrari"
"7549",2020,"Sassuolo","Serie A","Marlon","BRA","DF","23",1995,20.2,17,0.84,15,0,1,0,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cdf65d12/Marlon"
"7550",2020,"Sassuolo","Serie A","Luca Mazzitelli","ITA","MF","23",1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/dc61b402/Luca-Mazzitelli"
"7551",2020,"Sassuolo","Serie A","Mert Müldür","TUR","DF","20",1999,14.1,31,2.19,17,0,8,2,3,1,4,0.28,3,0,0,0,1,0,"https://fbref.com/en/players/1295552e/Mert-Muldur"
"7552",2020,"Sassuolo","Serie A","Pedro Obiang","EQG","MF","27",1992,18.6,32,1.72,25,0,1,3,1,2,2,0.11,1,0,0,0,1,0,"https://fbref.com/en/players/ba1e04b3/Pedro-Obiang"
"7553",2020,"Sassuolo","Serie A","Gianluca Pegolo","ITA","GK","38",1981,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f058ed1f/Gianluca-Pegolo"
"7554",2020,"Sassuolo","Serie A","Federico Peluso","ITA","DF","35",1984,16.8,7,0.42,6,0,0,1,0,0,2,0.12,1,0,0,1,0,0,"https://fbref.com/en/players/4f2908e5/Federico-Peluso"
"7555",2020,"Sassuolo","Serie A","Stefano Piccinini","ITA","DF","16",2002,0.1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6010ba04/Stefano-Piccinini"
"7556",2020,"Sassuolo","Serie A","Giacomo Raspadori","ITA","MF,FW","19",2000,2.9,12,4.09,11,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6e058f06/Giacomo-Raspadori"
"7557",2020,"Sassuolo","Serie A","Rogério","BRA","DF","21",1998,11.3,29,2.57,20,2,0,3,2,2,3,0.27,2,0,0,1,0,0,"https://fbref.com/en/players/10e7f486/Rogerio"
"7558",2020,"Sassuolo","Serie A","Filippo Romagna","ITA","DF","22",1997,16.4,12,0.73,12,0,0,0,0,0,1,0.06,1,0,0,0,0,0,"https://fbref.com/en/players/84594618/Filippo-Romagna"
"7559",2020,"Sassuolo","Serie A","Jeremy Toljan","GER","DF","24",1994,24.3,43,1.77,40,2,1,0,0,0,4,0.16,4,0,0,0,0,0,"https://fbref.com/en/players/a96e5dc0/Jeremy-Toljan"
"7560",2020,"Sassuolo","Serie A","Alessandro Tripaldelli","ITA","DF","20",1999,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4571fa88/Alessandro-Tripaldelli"
"7561",2020,"Sassuolo","Serie A","Stefano Turati","ITA","GK","17",2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bf168004/Stefano-Turati"
"7562",2020,"Sassuolo","Serie A","Filip Đuričić","SRB","MF,FW","27",1992,18.1,72,3.97,48,10,6,3,3,2,10,0.55,7,0,1,1,1,0,"https://fbref.com/en/players/eccbe56a/Filip-Djuricic"
"7563",2020,"Schalke 04","Bundesliga","Timo Becker","GER","DF,MF","22",1997,3.7,8,2.14,7,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/543ddcaf/Timo-Becker"
"7564",2020,"Schalke 04","Bundesliga","Nassim Boujellab","MAR","MF,FW","20",1999,4.7,4,0.86,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/541127d5/Nassim-Boujellab"
"7565",2020,"Schalke 04","Bundesliga","Can Bozdogan","GER","MF","18",2001,2.6,2,0.77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b797f558/Can-Bozdogan"
"7566",2020,"Schalke 04","Bundesliga","Guido Burgstaller","AUT","FW","30",1989,13.7,25,1.82,19,0,4,0,1,1,2,0.15,2,0,0,0,0,0,"https://fbref.com/en/players/2bcc6d52/Guido-Burgstaller"
"7567",2020,"Schalke 04","Bundesliga","Daniel Caligiuri","ITA","MF,FW","31",1988,25.5,85,3.34,38,25,6,7,8,1,6,0.24,3,1,0,0,2,0,"https://fbref.com/en/players/d1273f09/Daniel-Caligiuri"
"7568",2020,"Schalke 04","Bundesliga","Michael Gregoritsch","AUT","FW","25",1994,9.2,15,1.63,13,0,0,1,1,0,1,0.11,1,0,0,0,0,0,"https://fbref.com/en/players/8e235926/Michael-Gregoritsch"
"7569",2020,"Schalke 04","Bundesliga","Amine Harit","MAR","MF,FW","22",1997,23.4,86,3.68,66,6,3,2,9,0,10,0.43,7,0,2,0,1,0,"https://fbref.com/en/players/e7d59f4f/Amine-Harit"
"7570",2020,"Schalke 04","Bundesliga","Jonas Hofmann","GER","MF","22",1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9908c518/Jonas-Hofmann"
"7571",2020,"Schalke 04","Bundesliga","Ozan Kabak","TUR","DF","19",2000,19.7,9,0.46,5,0,0,3,0,1,2,0.1,1,0,0,1,0,0,"https://fbref.com/en/players/2d61d13a/Ozan-Kabak"
"7572",2020,"Schalke 04","Bundesliga","Jonjoe Kenny","ENG","DF","22",1997,30.2,31,1.03,28,2,1,0,0,0,3,0.1,3,0,0,0,0,0,"https://fbref.com/en/players/099e666f/Jonjoe-Kenny"
"7573",2020,"Schalke 04","Bundesliga","Ahmed Kutucu","TUR","FW,MF","19",2000,7.5,18,2.39,11,0,3,3,1,0,4,0.53,4,0,0,0,0,0,"https://fbref.com/en/players/beda9675/Ahmed-Kutucu"
"7574",2020,"Schalke 04","Bundesliga","Omar Mascarell","ESP","MF","26",1993,22.5,17,0.76,15,1,0,0,0,1,2,0.09,2,0,0,0,0,0,"https://fbref.com/en/players/11fd2b75/Omar-Mascarell"
"7575",2020,"Schalke 04","Bundesliga","Rabbi Matondo","WAL","FW,MF","18",2000,12.9,31,2.4,17,0,6,2,5,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/33144cc5/Rabbi-Matondo"
"7576",2020,"Schalke 04","Bundesliga","Weston McKennie","USA","MF,DF","20",1998,23,50,2.17,33,0,6,8,1,2,2,0.09,1,0,1,0,0,0,"https://fbref.com/en/players/01c3aff5/Weston-McKennie"
"7577",2020,"Schalke 04","Bundesliga","Levent Mercan","GER","MF,FW","18",2000,0.8,2,2.54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/33340bd6/Levent-Mercan"
"7578",2020,"Schalke 04","Bundesliga","Juan Miranda","ESP","DF","19",2000,8.7,19,2.19,14,2,0,0,2,1,1,0.12,0,0,0,0,0,1,"https://fbref.com/en/players/ead61f73/Juan-Miranda"
"7579",2020,"Schalke 04","Bundesliga","Matija Nastasić","SRB","DF","26",1993,15.2,5,0.33,2,0,0,2,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f35430a4/Matija-Nastasic"
"7580",2020,"Schalke 04","Bundesliga","Alexander Nübel","GER","GK","22",1996,25.7,3,0.12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/afb0c500/Alexander-Nubel"
"7581",2020,"Schalke 04","Bundesliga","Bastian Oczipka","GER","DF","30",1989,33.5,69,2.06,41,25,3,0,0,0,13,0.39,9,3,1,0,0,0,"https://fbref.com/en/players/d1661819/Bastian-Oczipka"
"7582",2020,"Schalke 04","Bundesliga","Benito Raman","BEL","FW","24",1994,17.8,31,1.74,21,0,4,3,2,1,4,0.22,4,0,0,0,0,0,"https://fbref.com/en/players/867501bf/Benito-Raman"
"7583",2020,"Schalke 04","Bundesliga","Fabian Reese","GER","FW","21",1997,1,2,2.09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b1823b08/Fabian-Reese"
"7584",2020,"Schalke 04","Bundesliga","Salif Sané","SEN","DF","28",1990,12.5,5,0.4,4,0,0,0,1,0,1,0.08,1,0,0,0,0,0,"https://fbref.com/en/players/791abba1/Salif-Sane"
"7585",2020,"Schalke 04","Bundesliga","Alessandro Schöpf","AUT","MF","25",1994,15.9,27,1.7,22,2,0,0,3,0,3,0.19,1,1,0,0,1,0,"https://fbref.com/en/players/106bca06/Alessandro-Schopf"
"7586",2020,"Schalke 04","Bundesliga","Markus Schubert","GER","GK","21",1998,8.2,3,0.36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/289b90cd/Markus-Schubert"
"7587",2020,"Schalke 04","Bundesliga","Suat Serdar","GER","MF","22",1997,17.8,33,1.86,23,0,5,1,3,1,3,0.17,3,0,0,0,0,0,"https://fbref.com/en/players/b3325a30/Suat-Serdar"
"7588",2020,"Schalke 04","Bundesliga","Benjamin Stambouli","FRA","DF","28",1990,9,2,0.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5939baa2/Benjamin-Stambouli"
"7589",2020,"Schalke 04","Bundesliga","Malick Thiaw","GER","DF","17",2001,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ff5ea0bf/Malick-Thiaw"
"7590",2020,"Schalke 04","Bundesliga","Jean-Clair Todibo","FRA","DF","19",1999,4.1,2,0.49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/88f130ed/Jean-Clair-Todibo"
"7591",2020,"Schalke 04","Bundesliga","Mark Uth","GER","FW,MF","27",1991,3.9,4,1.02,3,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a3ddb1b9/Mark-Uth"
"7592",2020,"Sevilla","La Liga","Éver Banega","ARG","MF","31",1988,27.5,116,4.22,67,37,3,2,6,1,12,0.44,7,3,1,0,1,0,"https://fbref.com/en/players/fa937f7a/Ever-Banega"
"7593",2020,"Sevilla","La Liga","Yassine Bounou","MAR","GK","28",1991,5.5,2,0.36,1,1,0,0,0,0,1,0.18,1,0,0,0,0,0,"https://fbref.com/en/players/f6798fc3/Yassine-Bounou"
"7594",2020,"Sevilla","La Liga","Bryan","ESP","FW","18",2001,0.7,2,2.77,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7b5ab7f2/Bryan"
"7595",2020,"Sevilla","La Liga","Diego Carlos","BRA","DF","26",1993,34.8,17,0.49,13,1,1,1,0,1,1,0.03,1,0,0,0,0,0,"https://fbref.com/en/players/b4a014b1/Diego-Carlos"
"7596",2020,"Sevilla","La Liga","Daniel Carriço","POR","DF","30",1988,9.4,3,0.32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e1deea75/Daniel-Carrico"
"7597",2020,"Sevilla","La Liga","Moanes Dabbur","ISR","FW","27",1992,0.3,1,3.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/eac044ad/Moanes-Dabbur"
"7598",2020,"Sevilla","La Liga","Youssef En-Nesyri","MAR","FW","22",1997,8.8,6,0.68,5,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/04e17fd5/Youssef-En-Nesyri"
"7599",2020,"Sevilla","La Liga","Sergio Escudero","ESP","DF","29",1989,8.6,12,1.4,9,0,2,1,0,0,1,0.12,0,0,0,1,0,0,"https://fbref.com/en/players/b0616e3d/Sergio-Escudero"
"7600",2020,"Sevilla","La Liga","Fernando","BRA","MF","32",1987,29.5,31,1.05,26,0,1,3,1,0,3,0.1,3,0,0,0,0,0,"https://fbref.com/en/players/41f32541/Fernando"
"7601",2020,"Sevilla","La Liga","Sergi Gómez","ESP","DF","27",1992,8,5,0.63,4,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/bc6f5f06/Sergi-Gomez"
"7602",2020,"Sevilla","La Liga","Nemanja Gudelj","SRB","MF,DF","27",1991,13.5,12,0.89,11,0,0,0,1,0,1,0.07,1,0,0,0,0,0,"https://fbref.com/en/players/0076ab7f/Nemanja-Gudelj"
"7603",2020,"Sevilla","La Liga","Munir El Haddadi","MAR","FW","23",1995,13.9,40,2.88,26,3,3,3,5,0,4,0.29,3,0,0,0,1,0,"https://fbref.com/en/players/8696bc90/Munir-El-Haddadi"
"7604",2020,"Sevilla","La Liga","Javier Hernández","MEX","FW","31",1988,5,9,1.81,7,0,0,0,2,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/189cee7b/Javier-Hernandez"
"7605",2020,"Sevilla","La Liga","Luuk de Jong","NED","FW","28",1990,22.9,35,1.53,26,0,2,5,1,1,5,0.22,1,0,1,2,1,0,"https://fbref.com/en/players/abb3bb95/Luuk-de-Jong"
"7606",2020,"Sevilla","La Liga","Joan Jordán","ESP","MF","25",1994,25,71,2.83,45,13,5,3,5,0,7,0.28,5,1,0,0,1,0,"https://fbref.com/en/players/2a0c8ba4/Joan-Jordan"
"7607",2020,"Sevilla","La Liga","Jules Koundé","FRA","DF","20",1998,25.7,14,0.55,10,1,2,1,0,0,3,0.12,2,0,0,1,0,0,"https://fbref.com/en/players/4d1666ff/Jules-Kounde"
"7608",2020,"Sevilla","La Liga","Rony Lopes","POR","FW,MF","23",1995,1.5,1,0.67,1,0,0,0,0,0,1,0.67,1,0,0,0,0,0,"https://fbref.com/en/players/7c2965bb/Rony-Lopes"
"7609",2020,"Sevilla","La Liga","Jesús Navas","ESP","DF","33",1985,37.4,95,2.54,84,5,3,1,2,0,14,0.37,11,0,2,0,1,0,"https://fbref.com/en/players/3f10bd22/Jesus-Navas"
"7610",2020,"Sevilla","La Liga","Nolito","ESP","FW","32",1986,10,32,3.21,20,2,4,4,1,1,2,0.2,0,0,1,0,1,0,"https://fbref.com/en/players/b2d0ec1b/Nolito"
"7611",2020,"Sevilla","La Liga","Lucas Ocampos","ARG","FW","25",1994,30.5,65,2.13,42,0,10,3,9,1,8,0.26,5,0,2,0,1,0,"https://fbref.com/en/players/a08b974a/Lucas-Ocampos"
"7612",2020,"Sevilla","La Liga","Alejandro Pozo Pozo","ESP","FW,MF","20",1999,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3c16d927/Alejandro-Pozo-Pozo"
"7613",2020,"Sevilla","La Liga","Sergio Reguilón","ESP","DF","22",1996,27.9,67,2.4,54,2,3,3,2,3,8,0.29,5,1,0,1,1,0,"https://fbref.com/en/players/3353737a/Sergio-Reguilon"
"7614",2020,"Sevilla","La Liga","Suso","ESP","FW,MF","25",1993,8.7,34,3.9,21,4,6,1,2,0,4,0.46,2,1,1,0,0,0,"https://fbref.com/en/players/4e219ad2/Suso"
"7615",2020,"Sevilla","La Liga","Óliver Torres","ESP","MF,FW","24",1994,17.7,41,2.31,35,1,2,1,0,2,7,0.39,5,1,0,0,0,1,"https://fbref.com/en/players/58a9a4d9/Oliver-Torres"
"7616",2020,"Sevilla","La Liga","Tomáš Vaclík","CZE","GK","30",1989,32.5,4,0.12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7b456af7/Tomas-Vaclik"
"7617",2020,"Sevilla","La Liga","Franco Vázquez","ARG","MF,FW","30",1989,12.2,25,2.05,21,0,1,1,2,0,3,0.25,3,0,0,0,0,0,"https://fbref.com/en/players/467bae22/Franco-Vazquez"
"7618",2020,"Sheffield Utd","Premier League","George Baldock","ENG","DF","26",1993,38,65,1.71,52,4,6,0,3,0,6,0.16,4,0,1,0,1,0,"https://fbref.com/en/players/394854c4/George-Baldock"
