"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Press_Pass","Sw_Pass","Crs_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Ground_Height","Low_Height","High_Height","Left_Body","Right_Body","Head_Body","TI_Body","Other_Body","Cmp_Outcomes","Off_Outcomes","Out_Outcomes","Int_Outcomes","Blocks_Outcomes","Url","TI_Pass"
"231",2019,"Cagliari","Serie A","team",30,38,18873,16877,1996,537,14,3283,554,491,189,24,30,6,11294,2720,4859,3592,12596,976,817,343,14565,55,374,286,469,"https://fbref.com/en/squads/c4260e09/2018-2019/Cagliari-Stats",NA
"232",2019,"Cagliari","Serie A","opponent",30,38,19061,17080,1981,587,53,2810,733,584,188,28,30,1,12083,2652,4326,5555,11066,888,821,298,15056,68,381,243,474,"https://fbref.com/en/squads/c4260e09/2018-2019/Cagliari-Stats",NA
"233",2019,"Cardiff City","Premier League","team",25,38,11663,9845,1818,432,18,2230,341,377,167,91,41,14,5268,1769,4626,2688,6339,888,794,112,7250,72,399,367,389,"https://fbref.com/en/squads/75fae011/2018-2019/Cardiff-City-Stats",NA
"234",2019,"Cardiff City","Premier League","opponent",25,38,22001,20029,1972,423,33,3482,483,442,270,98,100,14,15228,2765,4008,5630,13579,994,923,276,17733,31,343,569,496,"https://fbref.com/en/squads/75fae011/2018-2019/Cardiff-City-Stats",NA
"235",2019,"Celta Vigo","La Liga","team",28,38,18785,16952,1833,544,29,2808,526,447,159,22,15,6,12575,2528,3682,5231,11384,882,686,232,15122,81,327,306,394,"https://fbref.com/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats",NA
"236",2019,"Celta Vigo","La Liga","opponent",28,38,17478,15675,1803,499,48,3065,552,505,185,19,25,3,11136,2610,3732,5260,9958,859,773,243,13766,70,307,265,462,"https://fbref.com/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats",NA
"237",2019,"Chelsea","Premier League","team",24,38,26529,24736,1793,466,56,3636,695,484,215,74,81,15,20090,3139,3300,4986,19501,657,760,318,22873,74,321,611,478,"https://fbref.com/en/squads/cff3d9bb/2018-2019/Chelsea-Stats",NA
"238",2019,"Chelsea","Premier League","opponent",24,38,15752,14036,1716,406,15,2424,508,357,141,49,35,9,10012,2101,3639,4459,9309,612,730,245,12140,70,354,419,417,"https://fbref.com/en/squads/cff3d9bb/2018-2019/Chelsea-Stats",NA
"239",2019,"Chievo","Serie A","team",36,38,16534,14685,1849,522,23,2616,570,461,128,9,17,1,9760,2403,4371,4502,9701,880,748,254,12555,66,377,292,438,"https://fbref.com/en/squads/cc919b35/2018-2019/Chievo-Stats",NA
"240",2019,"Chievo","Serie A","opponent",36,38,21845,19841,2004,625,27,3894,777,561,263,39,33,3,14917,2813,4115,6436,13035,826,801,284,17776,47,379,346,469,"https://fbref.com/en/squads/cc919b35/2018-2019/Chievo-Stats",NA
"241",2019,"Crystal Palace","Premier League","team",26,38,16702,14813,1889,442,32,2860,402,407,205,86,39,37,10690,2416,3596,5195,9322,610,806,250,12767,71,320,487,471,"https://fbref.com/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats",NA
"242",2019,"Crystal Palace","Premier League","opponent",26,38,20834,18971,1863,440,37,3034,772,536,215,70,97,17,13856,2782,4196,5431,13031,851,813,203,16841,48,367,516,515,"https://fbref.com/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats",NA
"243",2019,"Dijon","Ligue 1","team",26,38,16945,15080,1865,474,30,2806,537,375,165,16,21,14,10749,2157,4039,4680,9984,777,803,255,13058,51,389,225,433,"https://fbref.com/en/squads/8dfb7350/2018-2019/Dijon-Stats",NA
"244",2019,"Dijon","Ligue 1","opponent",26,38,18499,16510,1989,559,49,2731,589,448,202,27,29,8,12221,2373,3905,5165,10969,812,882,264,14667,44,355,293,455,"https://fbref.com/en/squads/8dfb7350/2018-2019/Dijon-Stats",NA
"245",2019,"Dortmund","Bundesliga","team",23,34,22100,20430,1670,443,27,2819,501,332,167,18,13,4,17215,2278,2607,6957,13215,692,746,264,18845,54,289,328,451,"https://fbref.com/en/squads/add600ae/2018-2019/Dortmund-Stats",NA
"246",2019,"Dortmund","Bundesliga","opponent",23,34,15842,14345,1497,333,30,2245,496,374,162,17,16,6,10140,2294,3408,4711,9210,811,665,198,12444,65,329,277,390,"https://fbref.com/en/squads/add600ae/2018-2019/Dortmund-Stats",NA
"247",2019,"Düsseldorf","Bundesliga","team",24,34,14589,12923,1666,453,40,2105,614,374,145,17,18,4,8976,2092,3521,4898,7646,841,640,218,11146,42,288,250,391,"https://fbref.com/en/squads/b1278397/2018-2019/Dusseldorf-Stats",NA
"248",2019,"Düsseldorf","Bundesliga","opponent",24,34,19682,18041,1641,445,38,2886,545,461,164,27,17,6,14052,2292,3338,5584,11949,883,707,271,16262,46,324,309,387,"https://fbref.com/en/squads/b1278397/2018-2019/Dusseldorf-Stats",NA
"249",2019,"Eibar","La Liga","team",25,38,18279,16170,2109,531,29,2883,754,677,224,8,43,6,9543,2868,5868,4383,10542,1387,1033,252,13129,85,440,316,570,"https://fbref.com/en/squads/bea5c710/2018-2019/Eibar-Stats",NA
"250",2019,"Eibar","La Liga","opponent",25,38,15758,13679,2079,585,54,2919,503,375,149,23,13,5,8152,2556,5050,4479,8159,1357,877,247,11098,149,421,285,479,"https://fbref.com/en/squads/bea5c710/2018-2019/Eibar-Stats",NA
"251",2019,"Eint Frankfurt","Bundesliga","team",30,34,14853,13147,1706,447,28,2462,402,501,179,18,20,6,8505,2300,4048,4285,7977,1084,765,230,10628,76,316,299,450,"https://fbref.com/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats",NA
"252",2019,"Eint Frankfurt","Bundesliga","opponent",30,34,16956,15230,1726,468,24,2892,505,408,158,10,23,5,10492,2659,3805,4715,9752,1054,749,269,12907,99,321,304,488,"https://fbref.com/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats",NA
"253",2019,"Empoli","Serie A","team",29,38,18406,16475,1931,525,43,2796,634,434,187,16,17,11,12500,2311,3595,5775,10687,611,768,312,14685,65,370,313,451,"https://fbref.com/en/squads/a3d88bd8/2018-2019/Empoli-Stats",NA
"254",2019,"Empoli","Serie A","opponent",29,38,20123,18351,1772,488,38,2953,624,597,204,33,13,12,13907,2518,3698,6140,11943,746,700,272,16604,80,333,260,407,"https://fbref.com/en/squads/a3d88bd8/2018-2019/Empoli-Stats",NA
"255",2019,"Espanyol","La Liga","team",25,38,17703,15818,1885,564,51,2816,509,385,175,15,25,5,11494,2527,3682,6163,9410,827,730,209,13998,73,321,273,489,"https://fbref.com/en/squads/a8661628/2018-2019/Espanyol-Stats",NA
"256",2019,"Espanyol","La Liga","opponent",25,38,18213,16346,1867,564,41,2800,671,591,195,27,33,6,11737,2603,3873,5504,10557,793,740,250,14385,67,352,328,419,"https://fbref.com/en/squads/a8661628/2018-2019/Espanyol-Stats",NA
"257",2019,"Everton","Premier League","team",23,38,18119,16088,2031,501,28,2987,576,520,215,67,105,19,11410,2623,4086,4658,10825,872,942,231,13856,65,440,520,488,"https://fbref.com/en/squads/d3fd31cc/2018-2019/Everton-Stats",NA
"258",2019,"Everton","Premier League","opponent",23,38,17561,15536,2025,474,35,3090,530,395,179,70,54,16,10721,2504,4336,4645,10337,767,976,230,13216,75,406,598,450,"https://fbref.com/en/squads/d3fd31cc/2018-2019/Everton-Stats",NA
"259",2019,"Fiorentina","Serie A","team",27,38,17251,15342,1909,545,40,2440,531,505,233,25,30,10,11233,2202,3816,4950,10124,839,753,250,13356,40,411,280,420,"https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats",NA
"260",2019,"Fiorentina","Serie A","opponent",27,38,17080,15044,2036,566,27,2395,483,505,202,29,21,10,10671,2432,3977,4639,10098,862,799,283,12954,45,364,309,458,"https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats",NA
"261",2019,"Freiburg","Bundesliga","team",28,34,14967,13272,1695,445,16,2483,537,334,150,34,3,4,9422,1973,3572,4866,8034,843,678,235,11490,41,315,244,363,"https://fbref.com/en/squads/a486e511/2018-2019/Freiburg-Stats",NA
"262",2019,"Freiburg","Bundesliga","opponent",28,34,19085,17474,1611,417,42,2574,566,472,185,14,35,4,13311,2172,3602,5671,11259,815,724,255,15596,36,348,272,353,"https://fbref.com/en/squads/a486e511/2018-2019/Freiburg-Stats",NA
"263",2019,"Frosinone","Serie A","team",33,38,15516,13578,1938,577,17,2388,505,508,160,33,20,4,9124,2170,4222,4839,8542,714,742,332,11524,67,314,239,475,"https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats",NA
"264",2019,"Frosinone","Serie A","opponent",33,38,22326,20483,1843,586,37,3225,625,573,204,20,22,4,15959,2602,3765,6721,13399,834,681,287,18544,45,331,325,411,"https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats",NA
"265",2019,"Fulham","Premier League","team",28,38,19215,17401,1814,412,27,2939,460,375,161,49,55,18,12655,2417,4143,5976,10839,843,766,260,15178,84,372,480,416,"https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats",NA
"266",2019,"Fulham","Premier League","opponent",28,38,20363,18429,1934,482,33,3161,667,553,226,81,66,13,13401,2564,4398,5595,12121,934,867,269,16115,70,387,576,422,"https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats",NA
"267",2019,"Genoa","Serie A","team",31,38,15296,13370,1926,534,26,2735,467,538,186,17,35,11,8882,2147,4267,4115,8915,798,774,190,11178,59,317,264,424,"https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats",NA
"268",2019,"Genoa","Serie A","opponent",31,38,20302,18355,1947,602,33,3189,582,492,193,10,25,9,13530,2634,4138,5883,11938,999,741,312,16334,60,370,327,412,"https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats",NA
"269",2019,"Getafe","La Liga","team",26,38,12926,10821,2105,609,17,2141,574,459,157,8,28,7,5442,2520,4964,2836,7100,1157,988,130,8284,94,424,292,512,"https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats",NA
"270",2019,"Getafe","La Liga","opponent",26,38,19442,17324,2118,685,29,3295,621,415,158,22,16,2,11730,2981,4731,5732,10760,1286,901,255,14822,110,437,330,517,"https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats",NA
"271",2019,"Girona","La Liga","team",26,38,17104,15230,1874,576,29,2578,628,524,134,18,26,3,10487,2564,4053,4776,10015,868,754,286,13258,53,402,325,390,"https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats",NA
"272",2019,"Girona","La Liga","opponent",26,38,18771,16852,1919,544,52,2947,511,547,206,19,20,4,12118,2447,4206,5413,10997,888,823,217,14791,70,349,335,489,"https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats",NA
"273",2019,"Guingamp","Ligue 1","team",30,38,15709,13738,1971,485,13,2677,480,502,191,27,16,4,9039,2283,4387,3998,9043,1045,893,195,11408,51,438,301,478,"https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats",NA
"274",2019,"Guingamp","Ligue 1","opponent",30,38,20027,18086,1941,495,56,3179,495,405,161,16,20,12,13462,2750,3815,5617,11810,950,926,248,15967,37,368,285,521,"https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats",NA
"275",2019,"Hannover 96","Bundesliga","team",32,34,15090,13327,1763,476,24,2440,417,305,143,11,27,7,9194,2235,3661,4067,8720,966,740,248,11428,49,306,250,436,"https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats",NA
"276",2019,"Hannover 96","Bundesliga","opponent",32,34,17601,15868,1733,451,31,2495,573,500,209,18,34,4,11494,2359,3748,4905,10379,915,762,240,13802,52,346,282,450,"https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats",NA
"277",2019,"Hertha BSC","Bundesliga","team",26,34,16161,14467,1694,440,27,2928,444,426,145,15,19,7,10093,2058,4010,4093,9733,963,713,220,12472,65,325,281,359,"https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats",NA
"278",2019,"Hertha BSC","Bundesliga","opponent",26,34,17526,15783,1743,497,55,2856,510,402,184,23,23,5,11550,2377,3599,5328,9982,860,757,229,13740,63,330,283,462,"https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats",NA
"279",2019,"Hoffenheim","Bundesliga","team",29,34,17950,16345,1605,406,39,2524,464,480,181,20,28,12,12229,2538,3183,4556,11347,788,687,318,14499,58,307,277,446,"https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats",NA
"280",2019,"Hoffenheim","Bundesliga","opponent",29,34,15622,13870,1752,493,42,2344,500,442,164,18,19,4,10283,1854,3485,4294,9291,806,665,271,12111,53,289,298,407,"https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats",NA
"281",2019,"Huddersfield","Premier League","team",31,38,17539,15610,1929,443,22,3092,482,509,162,64,58,18,10484,2526,4529,4587,10219,897,931,167,13055,59,405,484,524,"https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats",NA
"282",2019,"Huddersfield","Premier League","opponent",31,38,20072,18160,1912,449,39,3314,514,379,169,59,56,6,13314,2810,3948,5393,12077,916,942,230,15952,70,358,569,495,"https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats",NA
"283",2019,"Huesca","La Liga","team",30,38,14817,12898,1919,534,21,2097,525,541,172,18,17,4,8188,2332,4297,3363,9106,934,805,149,10778,84,335,289,406,"https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats",NA
"284",2019,"Huesca","La Liga","opponent",30,38,18621,16659,1962,609,58,3008,604,487,212,19,39,6,12105,2561,3955,5342,10940,905,762,261,14618,96,369,350,434,"https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats",NA
"285",2019,"Inter","Serie A","team",23,38,23416,21461,1955,533,37,3411,709,764,303,37,35,12,16678,2735,4003,6223,15039,779,793,305,19563,50,347,321,483,"https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats",NA
"286",2019,"Inter","Serie A","opponent",23,38,15840,14068,1772,495,34,2820,506,437,146,18,9,2,9925,2252,3663,4456,9405,669,656,304,12307,54,345,264,403,"https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats",NA
"287",2019,"Juventus","Serie A","team",31,38,21842,20114,1728,481,48,3074,887,621,239,18,18,9,15403,2646,3793,7512,12329,740,662,283,18393,64,318,349,404,"https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats",NA
"288",2019,"Juventus","Serie A","opponent",31,38,17202,15402,1800,499,34,2580,495,389,178,29,28,9,11528,2243,3431,4658,10703,623,654,251,13735,30,338,320,390,"https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats",NA
"289",2019,"Lazio","Serie A","team",30,38,19761,18052,1709,423,40,3332,548,485,226,22,29,10,13624,2329,3808,4828,12717,856,714,282,15879,88,314,362,417,"https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats",NA
"290",2019,"Lazio","Serie A","opponent",30,38,19136,17261,1875,559,25,2484,601,459,175,31,20,4,13327,2186,3623,5870,11272,666,728,280,15329,41,323,356,459,"https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats",NA
"291",2019,"Leganés","La Liga","team",29,38,15033,13198,1835,454,20,2541,555,538,142,18,24,5,8037,2530,4466,4926,7296,1153,859,198,10787,69,440,269,405,"https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats",NA
"292",2019,"Leganés","La Liga","opponent",29,38,20616,18595,2021,569,28,3024,728,487,164,12,27,2,13571,2999,4046,5964,11981,1046,902,262,16345,51,399,314,428,"https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats",NA
"293",2019,"Leicester City","Premier League","team",25,38,19024,17082,1942,458,39,3082,673,500,212,64,80,19,12109,2630,4285,4086,12374,901,869,221,14799,66,419,536,490,"https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats",NA
"294",2019,"Leicester City","Premier League","opponent",25,38,18392,16480,1912,396,38,2954,544,453,202,83,74,22,11601,2652,4139,5104,10745,874,911,242,14183,82,397,448,538,"https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats",NA
"295",2019,"Levante","La Liga","team",26,38,14737,12796,1941,527,32,2174,508,427,201,45,21,4,8716,2555,3466,4014,8826,678,720,227,10953,77,396,302,460,"https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats",NA
"296",2019,"Levante","La Liga","opponent",26,38,17828,15956,1872,537,50,2737,522,530,198,20,29,5,11596,2474,3758,5069,10584,834,744,244,14088,60,301,290,482,"https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats",NA
"297",2019,"Leverkusen","Bundesliga","team",21,34,22030,20388,1642,444,62,3388,587,452,188,24,28,6,16124,2523,3383,6404,13519,835,720,260,18327,58,311,340,483,"https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats",NA
"298",2019,"Leverkusen","Bundesliga","opponent",21,34,14479,12851,1628,402,25,2201,405,331,162,8,25,2,8955,2082,3442,4218,8156,845,689,236,10805,68,269,280,452,"https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats",NA
"299",2019,"Lille","Ligue 1","team",25,38,18207,16299,1908,557,40,2845,449,370,163,17,30,2,12895,2022,3290,5697,10423,678,846,272,14573,35,350,268,435,"https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats",NA
"300",2019,"Lille","Ligue 1","opponent",25,38,17202,15367,1835,466,32,2808,572,444,177,20,16,11,11457,2049,3696,4757,10243,787,809,258,13462,69,381,261,468,"https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats",NA
"301",2019,"Liverpool","Premier League","team",23,38,25299,23397,1902,460,67,3253,808,512,247,75,86,10,18046,3027,4226,6290,16512,867,919,283,21154,72,374,604,510,"https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats",NA
"302",2019,"Liverpool","Premier League","opponent",23,38,15704,13965,1739,380,35,2488,463,359,124,41,34,14,9509,2178,4017,4234,9147,850,742,224,11631,117,387,406,411,"https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats",NA
"303",2019,"Lyon","Ligue 1","team",25,38,22496,20720,1776,460,90,3182,609,495,226,30,17,9,17034,2526,2936,6599,13912,690,746,257,19060,86,313,422,450,"https://fbref.com/en/squads/d53c0b06/2018-2019/Lyon-Stats",NA
"304",2019,"Lyon","Ligue 1","opponent",25,38,14758,12969,1789,498,22,2445,444,375,167,25,23,1,9436,1842,3480,4492,8369,662,674,194,11179,46,334,302,402,"https://fbref.com/en/squads/d53c0b06/2018-2019/Lyon-Stats",NA
"305",2019,"M'Gladbach","Bundesliga","team",22,34,19034,17440,1594,412,20,2945,607,384,188,11,31,7,14076,2038,2920,4320,12919,643,659,253,15778,64,328,306,382,"https://fbref.com/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats",NA
"306",2019,"M'Gladbach","Bundesliga","opponent",22,34,17162,15668,1494,378,28,2643,507,401,158,13,22,0,11870,1997,3295,5225,10059,737,599,222,13937,68,302,247,411,"https://fbref.com/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats",NA
"307",2019,"Mainz 05","Bundesliga","team",28,34,15270,13572,1698,394,45,2232,517,432,149,9,28,5,9408,2150,3712,4798,8339,767,768,260,11560,74,263,247,418,"https://fbref.com/en/squads/a224b06a/2018-2019/Mainz-05-Stats",NA
"308",2019,"Mainz 05","Bundesliga","opponent",28,34,18203,16456,1747,476,20,2875,581,446,201,24,26,7,12245,2289,3669,5385,10524,971,699,279,14431,48,349,274,423,"https://fbref.com/en/squads/a224b06a/2018-2019/Mainz-05-Stats",NA
"309",2019,"Manchester City","Premier League","team",21,38,28159,26530,1629,342,81,3427,689,605,297,64,115,23,22241,2755,3163,11604,14434,730,740,296,24660,85,319,462,481,"https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats",NA
"310",2019,"Manchester City","Premier League","opponent",21,38,13524,11885,1639,408,12,2462,417,248,82,37,25,4,7964,1900,3660,3374,8247,655,612,171,10025,53,317,379,348,"https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats",NA
"311",2019,"Manchester Utd","Premier League","team",28,38,20713,18796,1917,435,55,3008,630,455,200,69,67,27,14177,2615,3921,5964,12388,714,856,233,16840,80,305,527,451,"https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats",NA
"312",2019,"Manchester Utd","Premier League","opponent",28,38,17346,15530,1816,497,30,2465,537,441,186,62,70,10,11111,2487,3748,4710,10446,758,753,250,13419,66,393,425,446,"https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats",NA
"313",2019,"Marseille","Ligue 1","team",24,38,19932,17989,1943,504,36,3249,496,539,224,18,32,8,13587,2532,3813,5554,12012,847,886,250,16031,35,379,275,492,"https://fbref.com/en/squads/5725cc7b/2018-2019/Marseille-Stats",NA
"314",2019,"Marseille","Ligue 1","opponent",24,38,16212,14277,1935,490,43,2905,515,338,157,21,13,6,10307,2193,3712,4903,9029,804,862,221,12512,59,346,260,420,"https://fbref.com/en/squads/5725cc7b/2018-2019/Marseille-Stats",NA
"315",2019,"Milan","Serie A","team",23,38,20973,19076,1897,522,70,3225,649,511,230,40,14,4,15199,2297,3477,7140,11943,581,757,289,17532,54,294,344,424,"https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats",NA
"316",2019,"Milan","Serie A","opponent",23,38,17895,16117,1778,470,31,3011,501,490,198,29,19,15,12112,2195,3588,4908,11013,683,703,266,14380,54,337,274,456,"https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats",NA
"317",2019,"Monaco","Ligue 1","team",42,38,17930,15936,1994,562,30,3060,537,497,189,36,29,11,11964,2618,3348,5146,10558,750,894,253,14093,51,371,299,494,"https://fbref.com/en/squads/fd6114db/2018-2019/Monaco-Stats",NA
"318",2019,"Monaco","Ligue 1","opponent",42,38,18098,16202,1896,525,39,3177,565,423,173,17,17,4,12180,2310,3608,5163,10757,748,821,243,14397,66,387,283,417,"https://fbref.com/en/squads/fd6114db/2018-2019/Monaco-Stats",NA
"319",2019,"Montpellier","Ligue 1","team",25,38,17663,15734,1929,511,21,3082,661,505,169,25,25,4,10707,2466,4490,4739,10290,931,891,335,13580,50,365,258,485,"https://fbref.com/en/squads/281b0e73/2018-2019/Montpellier-Stats",NA
"320",2019,"Montpellier","Ligue 1","opponent",25,38,19245,17307,1938,528,47,3213,604,411,176,30,30,6,13046,2515,3684,5577,11431,730,836,276,15298,37,354,309,486,"https://fbref.com/en/squads/281b0e73/2018-2019/Montpellier-Stats",NA
"321",2019,"Nantes","Ligue 1","team",33,38,17605,15626,1979,506,37,3204,518,502,182,20,11,4,10887,2688,4030,5223,9809,1024,899,251,13301,68,393,337,473,"https://fbref.com/en/squads/d7a486cd/2018-2019/Nantes-Stats",NA
"322",2019,"Nantes","Ligue 1","opponent",33,38,17736,15713,2023,528,39,3236,518,398,174,21,19,6,11458,2464,3814,4778,10537,884,905,234,13570,53,392,331,452,"https://fbref.com/en/squads/d7a486cd/2018-2019/Nantes-Stats",NA
"323",2019,"Napoli","Serie A","team",26,38,24768,22988,1780,465,84,3376,755,553,255,35,26,7,17957,3044,3767,7546,15361,654,720,251,21121,72,321,351,479,"https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats",NA
"324",2019,"Napoli","Serie A","opponent",26,38,17386,15618,1768,468,27,2827,424,408,161,18,14,12,11354,2227,3805,5085,10250,748,656,296,13889,54,314,257,407,"https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats",NA
"325",2019,"Newcastle Utd","Premier League","team",24,38,15073,13262,1811,392,24,2573,583,434,181,64,65,13,8311,2178,4584,4084,8519,876,830,233,10827,51,336,365,459,"https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats",NA
"326",2019,"Newcastle Utd","Premier League","opponent",24,38,22890,20925,1965,441,41,3404,656,548,231,92,87,15,15661,2954,4275,6426,13571,970,956,309,18474,52,365,512,599,"https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats",NA
"327",2019,"Nice","Ligue 1","team",30,38,21069,19286,1783,560,31,3262,576,367,170,17,18,9,16187,2030,2852,7215,12183,532,669,258,17888,37,341,313,405,"https://fbref.com/en/squads/132ebc33/2018-2019/Nice-Stats",NA
"328",2019,"Nice","Ligue 1","opponent",30,38,17424,15617,1807,421,44,2915,627,503,196,21,18,4,11866,2183,3375,5033,10445,598,841,214,13823,77,343,312,468,"https://fbref.com/en/squads/132ebc33/2018-2019/Nice-Stats",NA
"329",2019,"Nîmes","Ligue 1","team",23,38,15518,13416,2102,535,30,2692,514,419,202,17,29,16,9073,2451,3994,3968,9061,878,981,220,11435,38,414,262,440,"https://fbref.com/en/squads/1cbf5f9e/2018-2019/Nimes-Stats",NA
"330",2019,"Nîmes","Ligue 1","opponent",23,38,18673,16693,1980,472,56,3228,523,387,165,19,21,7,11965,2782,3926,5810,10351,854,919,278,14628,65,424,260,495,"https://fbref.com/en/squads/1cbf5f9e/2018-2019/Nimes-Stats",NA
"331",2019,"Nürnberg","Bundesliga","team",27,34,14082,12417,1665,411,17,2192,466,271,148,11,30,2,8735,1879,3468,4223,7847,808,674,203,10598,45,312,247,353,"https://fbref.com/en/squads/6f2c108c/2018-2019/Nurnberg-Stats",NA
"332",2019,"Nürnberg","Bundesliga","opponent",27,34,19596,17966,1630,415,26,2531,646,545,209,22,21,22,13891,2214,3491,5832,11648,844,713,218,16137,33,331,279,390,"https://fbref.com/en/squads/6f2c108c/2018-2019/Nurnberg-Stats",NA
"333",2019,"Paris S-G","Ligue 1","team",30,38,25097,23483,1614,451,180,4053,460,477,234,34,14,3,20258,2525,2314,7889,15621,541,621,241,21972,86,300,367,430,"https://fbref.com/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats",NA
"334",2019,"Paris S-G","Ligue 1","opponent",30,38,14465,12678,1787,530,20,2863,429,355,148,18,24,3,9653,1870,2942,4157,8816,478,589,195,11262,47,298,246,414,"https://fbref.com/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats",NA
"335",2019,"Parma","Serie A","team",31,38,13626,11751,1875,450,26,2389,426,311,144,23,18,4,7828,2098,3700,4867,6755,708,716,213,9996,83,327,268,415,"https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats",NA
"336",2019,"Parma","Serie A","opponent",31,38,22539,20635,1904,540,32,2946,652,782,251,24,34,6,15893,2785,3861,6547,13782,831,798,253,18694,32,380,300,496,"https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats",NA
"337",2019,"Rayo Vallecano","La Liga","team",29,38,16257,14326,1931,568,17,2462,598,507,184,24,34,5,10352,2338,3567,4149,9969,785,783,267,12606,58,393,246,436,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats",NA
"338",2019,"Rayo Vallecano","La Liga","opponent",29,38,17530,15501,2029,594,38,2913,601,548,185,20,11,6,11064,2433,4033,5107,10166,825,876,205,13561,127,354,312,472,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats",NA
"339",2019,"RB Leipzig","Bundesliga","team",23,34,16647,14814,1833,515,61,2579,361,439,187,16,38,5,10308,2671,3668,3280,10743,1092,848,248,12507,81,333,311,457,"https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats",NA
