"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Poss","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Succ_Dribbles","Att_Dribbles","Succ_percent_Dribbles","#Pl_Dribbles","Megs_Dribbles","Carries_Carries","TotDist_Carries","PrgDist_Carries","Prog_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Targ_Receiving","Rec_Receiving","Rec_percent_Receiving","Prog_Receiving","Url","Mis_Dribbles","Dis_Dribbles"
"264",2019,"Frosinone","Serie A","opponent",33,58.9,38,26667,2111,7088,13468,8019,1012,24891,378,604,62.6,397,17,19138,98080,55612,2388,839,171,445,390,21205,18544,87.5,1891,"https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats",NA,NA
"265",2019,"Fulham","Premier League","team",28,48.6,38,23981,2780,8079,11942,5322,673,22222,388,624,62.2,422,33,15229,71958,37233,1525,472,113,491,524,18178,15178,83.5,1282,"https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats",NA,NA
"266",2019,"Fulham","Premier League","opponent",28,51.4,38,24843,2260,7382,12036,6921,1162,22954,317,538,58.9,336,21,15739,80096,44171,1824,538,241,500,449,19330,16115,83.4,1581,"https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats",NA,NA
"267",2019,"Genoa","Serie A","team",31,43.1,38,19706,2176,6137,9100,5797,877,17817,363,577,62.9,392,22,12252,65286,35958,1411,517,117,386,386,13999,11178,79.8,1439,"https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats",NA,NA
"268",2019,"Genoa","Serie A","opponent",31,56.9,38,24836,2481,7969,12022,6448,899,22969,373,687,54.3,401,22,16663,84514,46696,1831,541,121,463,455,19203,16334,85.1,1715,"https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats",NA,NA
"269",2019,"Getafe","La Liga","team",26,40.8,38,17424,1923,5116,8158,5009,767,15377,343,588,58.3,367,18,9375,46259,23569,983,342,95,514,426,11729,8284,70.6,1549,"https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats",NA,NA
"270",2019,"Getafe","La Liga","opponent",26,59.2,38,24059,2264,7874,12323,5224,748,22023,421,674,62.5,441,15,15320,73169,36546,1323,385,87,564,411,18255,14822,81.2,1583,"https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats",NA,NA
"271",2019,"Girona","La Liga","team",26,48,38,21532,2517,7904,10424,4554,710,19723,357,609,58.6,398,9,13869,67071,36770,1364,437,88,462,395,15959,13258,83.1,1469,"https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats",NA,NA
"272",2019,"Girona","La Liga","opponent",26,52,38,23060,2170,6677,11443,6447,975,21182,412,688,59.9,440,20,15102,79623,43519,1908,583,192,468,346,17709,14791,83.5,1715,"https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats",NA,NA
"273",2019,"Guingamp","Ligue 1","team",30,43.9,38,20156,1950,6396,9533,5500,782,18225,444,729,60.9,494,15,12503,63143,34058,1313,425,111,495,477,14048,11408,81.2,1501,"https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats",NA,NA
"274",2019,"Guingamp","Ligue 1","opponent",30,56.1,38,24755,2291,8082,12479,5782,806,22872,369,606,60.9,395,12,16266,80063,44804,1657,451,122,520,534,18793,15967,85,1729,"https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats",NA,NA
"275",2019,"Hannover 96","Bundesliga","team",32,46.3,34,19383,2375,7250,9218,4197,597,17674,316,538,58.7,345,14,12097,63468,34554,1201,352,84,523,449,13894,11428,82.3,1262,"https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats",NA,NA
"276",2019,"Hannover 96","Bundesliga","opponent",32,53.7,34,21596,1857,6295,10731,5941,952,19923,419,657,63.8,456,21,14577,76111,41925,1759,501,147,476,379,16340,13805,84.5,1800,"https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats",NA,NA
"277",2019,"Hertha BSC","Bundesliga","team",26,48.1,34,20031,2213,6504,10163,4547,699,18398,343,521,65.8,365,12,12880,62704,32560,1270,389,125,436,392,14827,12472,84.1,1370,"https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats",NA,NA
"278",2019,"Hertha BSC","Bundesliga","opponent",26,51.9,34,21380,1956,6447,10866,5456,860,19700,317,496,63.9,341,15,14432,73331,38820,1466,420,135,405,396,16152,13740,85.1,1613,"https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats",NA,NA
"279",2019,"Hoffenheim","Bundesliga","team",29,53.6,34,22007,2118,7153,10571,5832,1065,20439,390,636,61.3,423,20,15017,81788,46806,1890,579,164,462,383,16799,14499,86.3,1688,"https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats",NA,NA
"280",2019,"Hoffenheim","Bundesliga","opponent",29,46.4,34,19754,2345,6610,9444,5073,896,18056,323,539,59.9,349,13,12716,69032,39340,1502,472,153,433,377,14357,12111,84.4,1519,"https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats",NA,NA
"281",2019,"Huddersfield","Premier League","team",31,47,38,22164,2224,7148,10495,5728,686,20279,286,530,54,314,17,13101,63911,30838,1225,417,94,449,448,16269,13055,80.2,1179,"https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats",NA,NA
"282",2019,"Huddersfield","Premier League","opponent",31,53,38,25021,2448,7681,12363,6429,932,23136,432,692,62.4,467,27,15915,76775,40343,1702,569,183,525,540,19151,15952,83.3,1566,"https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats",NA,NA
"283",2019,"Huesca","La Liga","team",30,44.7,38,19382,2198,6336,9324,4890,802,17507,398,655,60.8,426,18,11809,62847,32716,1364,444,108,516,393,13690,10778,78.7,1368,"https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats",NA,NA
"284",2019,"Huesca","La Liga","opponent",30,55.3,38,23259,2301,7124,11799,5932,929,21358,454,762,59.6,489,20,15316,79218,43768,1695,529,141,489,448,17598,14618,83.1,1660,"https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats",NA,NA
"285",2019,"Inter","Serie A","team",23,59.6,38,27443,2274,7584,13810,7807,1135,25587,351,552,63.6,366,15,19533,99283,54007,2226,694,185,437,381,22123,19563,88.4,1900,"https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats",NA,NA
"286",2019,"Inter","Serie A","opponent",23,40.4,38,20234,2983,7710,9100,4724,721,18506,404,665,60.8,432,23,12907,65886,35027,1309,440,132,391,408,14784,12307,83.2,1314,"https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats",NA,NA
"287",2019,"Juventus","Serie A","team",31,56.2,38,25889,2153,7122,13090,7438,1045,24208,444,774,57.4,475,20,18767,95840,51995,2268,682,189,414,350,20956,18393,87.8,1680,"https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats",NA,NA
"288",2019,"Juventus","Serie A","opponent",31,43.8,38,21302,2537,7026,10208,5433,628,19556,334,578,57.8,364,18,14195,72227,39429,1694,568,113,412,370,16236,13735,84.6,1276,"https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats",NA,NA
"289",2019,"Lazio","Serie A","team",30,50.8,38,24008,2250,7089,11424,7168,1103,22343,386,694,55.6,430,18,16380,88946,50449,2069,632,189,385,379,18599,15879,85.4,1870,"https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats",NA,NA
"290",2019,"Lazio","Serie A","opponent",30,49.2,38,23554,2585,7628,11876,5626,732,21733,416,693,60,455,20,16066,81345,44061,1717,539,113,418,434,18018,15329,85.1,1513,"https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats",NA,NA
"291",2019,"Leganés","La Liga","team",29,42.8,38,19246,2132,6238,9352,4707,707,17436,322,550,58.5,352,19,11092,54070,27050,1009,363,84,410,347,13854,10787,77.9,1340,"https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats",NA,NA
"292",2019,"Leganés","La Liga","opponent",29,57.2,38,24760,2148,7241,12724,6310,748,22796,440,713,61.7,471,22,17095,82058,42772,1870,543,110,454,396,19454,16345,84,1624,"https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats",NA,NA
"293",2019,"Leicester City","Premier League","team",25,51.1,38,23720,2416,7594,11444,6241,879,21846,366,609,60.1,409,39,15192,81169,43865,1754,537,176,497,443,17988,14799,82.3,1390,"https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats",NA,NA
"294",2019,"Leicester City","Premier League","opponent",25,48.9,38,23132,2403,6975,11324,6279,865,21244,326,568,57.4,354,25,14232,72077,39358,1670,503,143,522,516,17239,14183,82.3,1335,"https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats",NA,NA
"295",2019,"Levante","La Liga","team",26,45.6,38,19154,2351,6547,8919,4957,781,17245,456,761,59.9,490,21,11908,64376,35890,1487,423,138,413,490,13557,10953,80.8,1387,"https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats",NA,NA
"296",2019,"Levante","La Liga","opponent",26,54.4,38,22328,2229,6775,10631,6438,1163,20517,498,747,66.7,528,26,15017,79091,45445,1934,639,190,433,371,16787,14088,83.9,1629,"https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats",NA,NA
"297",2019,"Leverkusen","Bundesliga","team",21,59.9,34,26110,2147,7622,13652,6459,977,24498,376,604,62.3,401,16,18453,88483,45941,1868,542,160,495,405,20774,18327,88.2,1846,"https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats",NA,NA
"298",2019,"Leverkusen","Bundesliga","opponent",21,40.1,34,18560,2161,6247,8889,4551,695,16976,338,547,61.8,365,19,11527,55647,29755,1187,372,134,445,383,13181,10805,82,1379,"https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats",NA,NA
"299",2019,"Lille","Ligue 1","team",25,51.5,38,22599,2031,6842,11709,5694,780,20760,440,704,62.5,473,21,15578,81409,45761,1773,551,138,502,509,16987,14573,85.8,1542,"https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats",NA,NA
"300",2019,"Lille","Ligue 1","opponent",25,48.5,38,21430,2010,6981,10703,5131,740,19646,389,665,58.5,425,17,14056,69029,39031,1488,440,139,513,401,16056,13462,83.8,1560,"https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats",NA,NA
"301",2019,"Liverpool","Premier League","team",23,61.7,38,29659,2082,7893,15441,8151,1271,27803,389,636,61.2,424,47,20952,96247,52402,2240,648,198,529,513,24381,21154,86.8,1990,"https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats",NA,NA
"302",2019,"Liverpool","Premier League","opponent",23,38.3,38,20335,2913,8156,9030,4256,623,18639,333,573,58.1,378,20,11996,57017,29849,1089,331,115,448,424,14499,11631,80.2,972,"https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats",NA,NA
"303",2019,"Lyon","Ligue 1","team",25,60.8,38,26928,2102,7249,14387,7150,1122,25201,527,803,65.6,568,19,19748,101961,57592,2353,626,227,515,460,21653,19060,88,2001,"https://fbref.com/en/squads/d53c0b06/2018-2019/Lyon-Stats",NA,NA
"304",2019,"Lyon","Ligue 1","opponent",25,39.2,38,19115,2307,6718,8974,4750,673,17374,312,521,59.9,334,11,12308,65054,37250,1429,521,128,464,405,13648,11179,81.9,1136,"https://fbref.com/en/squads/d53c0b06/2018-2019/Lyon-Stats",NA,NA
"305",2019,"M'Gladbach","Bundesliga","team",22,53.1,34,22563,2297,7639,11461,5186,818,21025,323,519,62.2,346,6,16402,91069,51486,1905,501,145,401,349,17820,15778,88.5,1602,"https://fbref.com/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats",NA,NA
"306",2019,"M'Gladbach","Bundesliga","opponent",22,46.9,34,20688,2087,6689,10781,4648,798,19235,294,480,61.3,321,12,14416,76398,42215,1620,419,145,336,354,15887,13937,87.7,1411,"https://fbref.com/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats",NA,NA
"307",2019,"Mainz 05","Bundesliga","team",28,46.1,34,19324,2121,6240,9109,5182,752,17665,353,605,58.3,385,14,12544,63570,34655,1338,428,113,423,407,13950,11560,82.9,1453,"https://fbref.com/en/squads/a224b06a/2018-2019/Mainz-05-Stats",NA,NA
"308",2019,"Mainz 05","Bundesliga","opponent",28,53.9,34,22386,2372,7707,10697,5322,882,20689,318,513,62,355,15,14798,74053,39131,1545,440,131,475,362,16872,14431,85.5,1557,"https://fbref.com/en/squads/a224b06a/2018-2019/Mainz-05-Stats",NA,NA
"309",2019,"Manchester City","Premier League","team",21,67.8,38,32198,2070,6859,17013,10605,1652,30600,425,711,59.8,463,32,23719,125067,73297,3358,978,315,435,473,27279,24660,90.4,2102,"https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats",NA,NA
"310",2019,"Manchester City","Premier League","opponent",21,32.2,38,17777,3214,7823,7548,3304,489,16178,291,500,58.2,316,25,10405,48762,23826,822,264,81,393,349,12530,10025,80,757,"https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats",NA,NA
"311",2019,"Manchester Utd","Premier League","team",28,54.5,38,25173,2365,7343,12701,6643,1006,23300,333,583,57.1,359,17,16672,81704,44216,1904,551,199,471,462,19726,16840,85.4,1560,"https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats",NA,NA
"312",2019,"Manchester Utd","Premier League","opponent",28,45.5,38,21887,2380,6907,10367,6016,941,20127,311,542,57.4,337,21,13685,73455,40767,1679,542,182,445,414,16223,13419,82.7,1248,"https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats",NA,NA
"313",2019,"Marseille","Ligue 1","team",24,55.5,38,24253,2087,7499,12284,6025,876,22375,418,699,59.8,451,24,16419,77449,43346,1639,516,133,524,427,18814,16031,85.2,1307,"https://fbref.com/en/squads/5725cc7b/2018-2019/Marseille-Stats",NA,NA
"314",2019,"Marseille","Ligue 1","opponent",24,44.5,38,20800,2391,7345,10166,4494,641,18899,463,756,61.2,511,30,13430,60096,33839,1258,377,108,515,484,15150,12512,82.6,1101,"https://fbref.com/en/squads/5725cc7b/2018-2019/Marseille-Stats",NA,NA
"315",2019,"Milan","Serie A","team",23,54.2,38,25372,2621,8291,12354,6452,931,23566,425,690,61.6,462,27,18103,91032,50025,1982,601,152,452,421,20070,17532,87.4,1477,"https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats",NA,NA
"316",2019,"Milan","Serie A","opponent",23,45.8,38,22162,2374,6856,10790,5983,814,20434,423,710,59.6,456,18,15168,73898,40685,1640,513,124,439,433,16717,14380,86,1286,"https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats",NA,NA
"317",2019,"Monaco","Ligue 1","team",42,49.8,38,22236,1971,6860,11157,5758,785,20300,401,664,60.4,433,19,14877,76796,43638,1663,527,114,500,422,16786,14093,84,1754,"https://fbref.com/en/squads/fd6114db/2018-2019/Monaco-Stats",NA,NA
"318",2019,"Monaco","Ligue 1","opponent",42,50.2,38,22601,2274,7639,11054,5362,755,20756,463,742,62.4,508,17,14797,69757,37603,1416,431,96,544,500,17036,14397,84.5,1532,"https://fbref.com/en/squads/fd6114db/2018-2019/Monaco-Stats",NA,NA
"319",2019,"Montpellier","Ligue 1","team",25,47.8,38,22154,2164,7135,10800,5573,740,20270,415,661,62.8,451,14,14073,69928,36605,1411,405,122,481,443,16302,13580,83.3,1588,"https://fbref.com/en/squads/281b0e73/2018-2019/Montpellier-Stats",NA,NA
"320",2019,"Montpellier","Ligue 1","opponent",25,52.2,38,23871,2166,7592,12490,5388,694,21990,474,784,60.5,509,19,16129,79880,44089,1707,499,120,506,476,18029,15298,84.9,1528,"https://fbref.com/en/squads/281b0e73/2018-2019/Montpellier-Stats",NA,NA
"321",2019,"Nantes","Ligue 1","team",33,50.1,38,22183,2139,6908,10424,6187,811,20236,372,586,63.5,404,23,13403,65007,35941,1468,486,104,530,433,16271,13301,81.7,1695,"https://fbref.com/en/squads/d7a486cd/2018-2019/Nantes-Stats",NA,NA
"322",2019,"Nantes","Ligue 1","opponent",33,49.9,38,22323,2264,7639,10818,5407,747,20366,457,749,61,508,17,14585,75645,41524,1476,460,112,526,527,16429,13570,82.6,1608,"https://fbref.com/en/squads/d7a486cd/2018-2019/Nantes-Stats",NA,NA
"323",2019,"Napoli","Serie A","team",26,59.4,38,28652,2114,7296,14815,8430,1068,26920,418,707,59.1,457,25,21516,103545,59341,2620,806,198,380,351,23865,21121,88.5,2045,"https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats",NA,NA
"324",2019,"Napoli","Serie A","opponent",26,40.6,38,21603,3031,8440,9644,4814,713,19888,409,691,59.2,437,30,14384,67695,34615,1227,396,104,437,405,16485,13889,84.3,1383,"https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats",NA,NA
"325",2019,"Newcastle Utd","Premier League","team",24,40.4,38,20083,2517,7539,8739,4921,709,18306,292,491,59.5,319,29,11196,55117,29114,1114,377,98,481,462,13839,10827,78.2,1049,"https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats",NA,NA
"326",2019,"Newcastle Utd","Premier League","opponent",24,59.6,38,27632,2238,7537,13889,7910,1044,25699,367,642,57.2,417,26,18255,90818,47926,2050,614,151,480,513,21797,18474,84.8,1743,"https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats",NA,NA
"327",2019,"Nice","Ligue 1","team",30,55.6,38,25615,2604,9177,13101,5039,730,23906,609,993,61.3,663,30,18449,84979,49733,1887,485,186,553,480,20207,17888,88.5,1339,"https://fbref.com/en/squads/132ebc33/2018-2019/Nice-Stats",NA,NA
"328",2019,"Nice","Ligue 1","opponent",30,44.4,38,21439,2054,6720,10355,5842,852,19673,415,681,60.9,453,20,14731,72280,40242,1630,560,143,415,416,16450,13823,84,1494,"https://fbref.com/en/squads/132ebc33/2018-2019/Nice-Stats",NA,NA
"329",2019,"Nîmes","Ligue 1","team",23,45.4,38,20223,1937,6813,9183,5573,757,18165,447,738,60.6,485,13,12435,64599,37093,1411,445,131,558,457,14116,11435,81,1411,"https://fbref.com/en/squads/1cbf5f9e/2018-2019/Nimes-Stats",NA,NA
"330",2019,"Nîmes","Ligue 1","opponent",23,54.6,38,23373,2199,7738,11607,5526,747,21446,484,800,60.5,534,28,15480,73597,40193,1431,397,100,551,471,17258,14628,84.8,1680,"https://fbref.com/en/squads/1cbf5f9e/2018-2019/Nimes-Stats",NA,NA
"331",2019,"Nürnberg","Bundesliga","team",27,42.3,34,17966,2496,7416,7901,3839,556,16335,299,498,60,321,22,11304,58749,32039,1060,316,65,403,318,12803,10598,82.8,1140,"https://fbref.com/en/squads/6f2c108c/2018-2019/Nurnberg-Stats",NA,NA
"332",2019,"Nürnberg","Bundesliga","opponent",27,57.7,34,23391,1753,6226,12164,6599,984,21805,328,564,58.2,352,15,16680,85281,47398,1972,640,131,419,352,18249,16137,88.4,1842,"https://fbref.com/en/squads/6f2c108c/2018-2019/Nurnberg-Stats",NA,NA
"333",2019,"Paris S-G","Ligue 1","team",30,64.1,38,29131,2001,7287,15788,8115,1275,27590,571,888,64.3,618,26,21811,106992,61810,2627,721,207,432,467,24425,21972,90,2129,"https://fbref.com/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats",NA,NA
"334",2019,"Paris S-G","Ligue 1","opponent",30,35.9,38,18666,2502,7218,8521,4161,635,16926,455,741,61.4,489,21,12218,61269,35059,1291,418,125,445,417,13547,11262,83.1,1081,"https://fbref.com/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats",NA,NA
"335",2019,"Parma","Serie A","team",31,37.3,38,18143,2944,7395,8038,3863,584,16288,364,656,55.5,396,26,10805,55745,29610,1004,324,93,411,402,12572,9996,79.5,1141,"https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats",NA,NA
"336",2019,"Parma","Serie A","opponent",31,62.7,38,26690,1892,6413,13587,8563,1261,24863,401,627,64,431,29,19379,105770,61479,2837,855,222,421,386,21186,18694,88.2,2118,"https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats",NA,NA
"337",2019,"Rayo Vallecano","La Liga","team",29,48.7,38,20898,2422,7382,9958,5013,697,19041,576,897,64.2,624,23,13907,73909,40651,1608,496,138,512,540,15259,12606,82.6,1318,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats",NA,NA
"338",2019,"Rayo Vallecano","La Liga","opponent",29,51.3,38,21900,2144,6317,10750,6140,981,19926,391,657,59.5,432,23,14338,69959,37205,1615,483,148,476,423,16528,13561,82,1629,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats",NA,NA
"339",2019,"RB Leipzig","Bundesliga","team",23,49.3,34,21006,1699,5575,10516,6203,906,19199,365,594,61.4,385,16,13066,65786,36675,1594,518,160,516,408,15206,12507,82.3,1811,"https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats",NA,NA
"340",2019,"RB Leipzig","Bundesliga","opponent",23,50.7,34,21371,2377,8305,10111,4123,601,19517,349,613,56.9,389,18,13509,64402,32997,1077,266,71,482,425,15704,12868,81.9,1342,"https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats",NA,NA
"341",2019,"Real Madrid","La Liga","team",27,60,38,28248,2150,7697,14485,7812,1217,26458,493,772,63.9,518,25,21293,101549,53423,2400,656,259,406,423,23349,20684,88.6,1777,"https://fbref.com/en/squads/53a2f082/2018-2019/Real-Madrid-Stats",NA,NA
"342",2019,"Real Madrid","La Liga","opponent",27,40,38,20243,2682,7190,9525,4756,681,18564,426,658,64.7,462,14,13413,64553,34980,1382,400,111,399,438,15233,12627,82.9,1272,"https://fbref.com/en/squads/53a2f082/2018-2019/Real-Madrid-Stats",NA,NA
"343",2019,"Real Sociedad","La Liga","team",30,51.6,38,23020,2695,8139,11454,5109,741,21105,439,729,60.2,474,12,15410,83730,45766,1661,522,99,492,495,17599,14700,83.5,1500,"https://fbref.com/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats",NA,NA
"344",2019,"Real Sociedad","La Liga","opponent",30,48.4,38,21720,2096,6657,10412,5940,903,19899,392,666,58.9,422,25,14209,68942,34178,1470,471,150,482,368,16466,13496,82,1480,"https://fbref.com/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats",NA,NA
"345",2019,"Reims","Ligue 1","team",27,43.3,38,20086,2286,7747,9172,4522,699,18290,432,673,64.2,465,19,12712,66861,36632,1259,364,108,488,421,14356,11618,80.9,1384,"https://fbref.com/en/squads/7fdd64e0/2018-2019/Reims-Stats",NA,NA
"346",2019,"Reims","Ligue 1","opponent",27,56.7,38,24929,2174,7468,12552,6625,783,22980,483,773,62.5,521,12,17252,87430,47990,1886,555,79,553,508,19406,16522,85.1,1722,"https://fbref.com/en/squads/7fdd64e0/2018-2019/Reims-Stats",NA,NA
"347",2019,"Rennes","Ligue 1","team",28,50.7,38,22211,1996,6918,11285,5553,797,20341,481,786,61.2,511,11,15224,77442,44149,1731,531,131,515,488,16728,14207,84.9,1569,"https://fbref.com/en/squads/b3072e00/2018-2019/Rennes-Stats",NA,NA
"348",2019,"Rennes","Ligue 1","opponent",28,49.3,38,21849,2171,7298,10758,5250,843,19982,443,704,62.9,472,14,14707,74247,41733,1619,419,127,478,409,16408,13778,84,1495,"https://fbref.com/en/squads/b3072e00/2018-2019/Rennes-Stats",NA,NA
"349",2019,"Roma","Serie A","team",26,51.7,38,23350,2391,7026,11302,6521,1087,21528,470,786,59.8,499,21,15866,79617,42452,1741,591,181,441,378,18068,15367,85.1,1940,"https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats",NA,NA
"350",2019,"Roma","Serie A","opponent",26,48.3,38,22471,2699,8040,10447,5508,824,20661,405,647,62.6,426,16,14918,79931,46038,1668,537,149,417,323,17152,14378,83.8,1478,"https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats",NA,NA
"351",2019,"Saint-Étienne","Ligue 1","team",29,52.7,38,23434,2201,7904,11549,5429,858,21515,382,620,61.6,407,13,15841,76295,41776,1608,445,151,455,434,17916,15174,84.7,1515,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats",NA,NA
"352",2019,"Saint-Étienne","Ligue 1","opponent",29,47.3,38,21738,2201,6883,11000,5311,785,19929,460,712,64.6,499,12,14230,72099,41571,1685,510,140,492,461,16249,13497,83.1,1411,"https://fbref.com/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats",NA,NA
"353",2019,"Sampdoria","Serie A","team",24,55.3,38,25381,2672,7652,12710,6590,834,23577,380,614,61.9,400,24,17606,79645,44903,1828,552,112,404,467,20108,17188,85.5,1769,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats",NA,NA
"354",2019,"Sampdoria","Serie A","opponent",24,44.7,38,21754,2458,7759,9819,5520,894,19923,374,652,57.4,403,25,14441,71732,37768,1478,496,150,433,423,15961,13466,84.4,1326,"https://fbref.com/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats",NA,NA
"355",2019,"Sassuolo","Serie A","team",29,54,38,24277,2463,7982,11994,5910,778,22404,460,755,60.9,494,32,17150,85861,47763,1828,504,157,470,411,18999,16500,86.8,1504,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats",NA,NA
"356",2019,"Sassuolo","Serie A","opponent",29,46,38,21449,2221,6799,10132,5863,947,19586,330,528,62.5,343,21,14169,69902,38308,1589,481,136,413,393,16230,13699,84.4,1496,"https://fbref.com/en/squads/e2befd26/2018-2019/Sassuolo-Stats",NA,NA
"357",2019,"Schalke 04","Bundesliga","team",32,45.4,34,18475,1920,6200,9238,4347,750,16873,381,619,61.6,425,20,11939,63873,36401,1375,417,115,463,410,13094,10901,83.3,1363,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats",NA,NA
"358",2019,"Schalke 04","Bundesliga","opponent",32,54.6,34,21465,2226,7570,10319,4934,681,19732,400,635,63,427,25,14380,69126,38184,1428,413,108,414,420,16223,13923,85.8,1485,"https://fbref.com/en/squads/c539e393/2018-2019/Schalke-04-Stats",NA,NA
"359",2019,"Sevilla","La Liga","team",27,52.2,38,22894,2255,7245,10841,6249,1084,21054,416,675,61.6,449,15,15304,77301,43696,1868,549,206,408,419,17574,14612,83.1,1744,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats",NA,NA
"360",2019,"Sevilla","La Liga","opponent",27,47.8,38,21747,2453,7135,10569,5407,786,19842,365,590,61.9,390,10,13871,69695,38349,1584,482,146,461,421,16254,13365,82.2,1557,"https://fbref.com/en/squads/ad2be733/2018-2019/Sevilla-Stats",NA,NA
"361",2019,"Southampton","Premier League","team",30,43.9,38,20898,2261,6411,9858,5802,785,19119,325,566,57.4,363,26,12077,61797,31996,1395,455,142,474,405,14931,11609,77.8,1209,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats",NA,NA
"362",2019,"Southampton","Premier League","opponent",30,56.1,38,25526,2399,8082,12163,6797,1071,23496,386,649,59.5,429,30,16460,78380,41529,1724,520,184,525,534,19400,16285,83.9,1472,"https://fbref.com/en/squads/33c895d4/2018-2019/Southampton-Stats",NA,NA
