"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Poss","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Succ_Dribbles","Att_Dribbles","Succ_percent_Dribbles","#Pl_Dribbles","Megs_Dribbles","Carries_Carries","TotDist_Carries","PrgDist_Carries","Prog_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Targ_Receiving","Rec_Receiving","Rec_percent_Receiving","Prog_Receiving","Url","Mis_Dribbles","Dis_Dribbles"
"607",2021,"Barcelona","La Liga","team",25,65.8,38,32311,2524,7938,15985,10509,1378,30715,505,786,64.2,538,33,23667,113680,63392,2831,850,263,366,389,27982,25414,90.8,1808,"https://fbref.com/en/squads/206d90db/2020-2021/Barcelona-Stats",NA,NA
"608",2021,"Barcelona","La Liga","opponent",25,34.2,38,18975,2785,7358,8602,4208,662,17499,295,513,57.5,307,25,11788,63272,34009,1184,374,124,418,342,14331,11936,83.3,966,"https://fbref.com/en/squads/206d90db/2020-2021/Barcelona-Stats",NA,NA
"609",2021,"Bayern Munich","Bundesliga","team",29,61.1,34,26026,2032,7020,12889,7855,1322,24380,480,733,65.5,512,34,17702,93890,50318,2187,603,198,542,441,21312,18505,86.8,1796,"https://fbref.com/en/squads/054efa67/2020-2021/Bayern-Munich-Stats",NA,NA
"610",2021,"Bayern Munich","Bundesliga","opponent",29,38.9,34,18625,3157,8272,7606,3796,590,17063,320,533,60,344,22,10810,54912,29156,1016,318,130,434,395,13708,10983,80.1,877,"https://fbref.com/en/squads/054efa67/2020-2021/Bayern-Munich-Stats",NA,NA
"611",2021,"Benevento","Serie A","team",29,42.3,38,19432,2586,7411,8796,4407,776,17591,230,406,56.7,251,18,11277,62711,33333,1156,363,101,413,350,14392,11710,81.4,1050,"https://fbref.com/en/squads/4fcb34fd/2020-2021/Benevento-Stats",NA,NA
"612",2021,"Benevento","Serie A","opponent",29,57.7,38,24924,2360,7075,12825,6899,991,23237,377,614,61.4,395,28,16850,94377,54604,2064,677,152,447,377,19922,17359,87.1,1553,"https://fbref.com/en/squads/4fcb34fd/2020-2021/Benevento-Stats",NA,NA
"613",2021,"Betis","La Liga","team",25,53.9,38,23809,2272,7125,11884,6099,879,21983,359,584,61.5,384,25,15482,75009,39380,1673,513,157,467,467,18509,15938,86.1,1155,"https://fbref.com/en/squads/fc536746/2020-2021/Real-Betis-Stats",NA,NA
"614",2021,"Betis","La Liga","opponent",25,46.1,38,21145,2526,7258,10167,4937,730,19348,334,557,60,361,23,12751,65139,34625,1303,379,120,387,409,16080,13308,82.8,1182,"https://fbref.com/en/squads/fc536746/2020-2021/Real-Betis-Stats",NA,NA
"615",2021,"Bologna","Serie A","team",37,50.9,38,22952,2934,7788,10696,5924,868,21155,374,648,57.7,410,19,14216,78654,41287,1552,506,166,439,435,17599,14811,84.2,1340,"https://fbref.com/en/squads/1d8099f8/2020-2021/Bologna-Stats",NA,NA
"616",2021,"Bologna","Serie A","opponent",37,49.1,38,22340,2461,6931,10300,6495,1036,20484,334,522,64,348,14,14023,76169,41728,1701,570,180,446,402,17040,14164,83.1,1334,"https://fbref.com/en/squads/1d8099f8/2020-2021/Bologna-Stats",NA,NA
"617",2021,"Bordeaux","Ligue 1","team",28,49.7,38,23804,2538,8314,12189,4746,652,21948,422,734,57.5,453,20,15697,79456,41766,1539,404,125,493,491,18641,16031,86,1025,"https://fbref.com/en/squads/123f3efe/2020-2021/Bordeaux-Stats",NA,NA
"618",2021,"Bordeaux","Ligue 1","opponent",28,50.3,38,23819,2176,7287,12222,5927,826,22126,379,625,60.6,401,15,15746,83678,46236,1870,597,169,460,392,18809,16106,85.6,1318,"https://fbref.com/en/squads/123f3efe/2020-2021/Bordeaux-Stats",NA,NA
"619",2021,"Brest","Ligue 1","team",26,49.3,38,23580,2902,8829,10744,5586,794,21702,396,636,62.3,417,24,15145,79202,44314,1486,505,120,472,373,18221,15584,85.5,1289,"https://fbref.com/en/squads/fb08dbb3/2020-2021/Brest-Stats",NA,NA
"620",2021,"Brest","Ligue 1","opponent",26,50.7,38,24575,2353,7484,12259,6401,940,22727,339,580,58.4,364,19,16144,81802,44769,1866,489,165,543,483,19245,16577,86.1,1467,"https://fbref.com/en/squads/fb08dbb3/2020-2021/Brest-Stats",NA,NA
"621",2021,"Brighton","Premier League","team",27,51.3,38,23519,2703,8395,10204,6485,1020,21874,344,547,62.9,371,17,15362,84064,44546,1667,546,135,433,406,18583,15598,83.9,1265,"https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats",NA,NA
"622",2021,"Brighton","Premier League","opponent",27,48.7,38,22972,2590,8044,10353,5954,775,21245,354,602,58.8,384,43,14345,72926,39154,1514,461,137,482,447,17787,15002,84.3,1100,"https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats",NA,NA
"623",2021,"Burnley","Premier League","team",25,41.7,38,19236,2320,6089,9006,5107,748,17531,249,420,59.3,269,18,10026,49692,23754,948,342,81,406,335,13976,10644,76.2,975,"https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats",NA,NA
"624",2021,"Burnley","Premier League","opponent",25,58.3,38,25362,2731,8814,11364,6827,1083,23602,320,552,58,350,23,16017,90253,50590,2042,596,219,428,362,20161,16787,83.3,1392,"https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats",NA,NA
"625",2021,"Cádiz","La Liga","team",34,34.3,38,16108,2247,5912,7405,3627,490,14221,325,513,63.4,354,30,8147,43974,23896,888,282,72,443,352,10838,8053,74.3,688,"https://fbref.com/en/squads/ee7c297c/2020-2021/Cadiz-Stats",NA,NA
"626",2021,"Cádiz","La Liga","opponent",34,65.7,38,26911,2042,7292,14156,7310,944,25169,367,623,58.9,401,32,18091,96007,55338,2358,656,128,461,389,21905,19026,86.9,1646,"https://fbref.com/en/squads/ee7c297c/2020-2021/Cadiz-Stats",NA,NA
"627",2021,"Cagliari","Serie A","team",32,44.6,38,21080,2587,7322,9905,5277,773,19234,342,554,61.7,365,20,12760,71464,39423,1415,508,101,417,421,16042,13161,82,1108,"https://fbref.com/en/squads/c4260e09/2020-2021/Cagliari-Stats",NA,NA
"628",2021,"Cagliari","Serie A","opponent",32,55.4,38,25104,2664,8276,11893,6550,1092,23284,346,571,60.6,371,25,16391,87613,47944,1795,561,188,454,430,19837,17211,86.8,1460,"https://fbref.com/en/squads/c4260e09/2020-2021/Cagliari-Stats",NA,NA
"629",2021,"Celta Vigo","La Liga","team",30,53.7,38,23389,2659,8346,11512,4873,656,21615,285,491,58,311,17,14615,70937,37596,1396,449,101,396,340,18118,15277,84.3,1158,"https://fbref.com/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats",NA,NA
"630",2021,"Celta Vigo","La Liga","opponent",30,46.3,38,21227,2070,6244,10458,5714,781,19248,432,688,62.8,467,30,12735,63471,32273,1293,414,136,524,482,15779,13026,82.6,1122,"https://fbref.com/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats",NA,NA
"631",2021,"Chelsea","Premier League","team",27,61.4,38,29563,2703,9250,14400,7810,1131,27952,368,643,57.2,393,33,19875,99591,56260,2265,679,246,444,422,24517,21646,88.3,1555,"https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats",NA,NA
"632",2021,"Chelsea","Premier League","opponent",27,38.6,38,20663,2717,7360,9414,5074,637,18862,338,578,58.5,368,29,12180,60007,30418,1163,367,111,427,466,15374,12649,82.3,949,"https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats",NA,NA
"633",2021,"Crotone","Serie A","team",31,46.4,38,21409,3149,8546,9861,4283,648,19661,358,605,59.2,383,22,13304,68865,36658,1248,389,104,498,447,16272,13666,84,1109,"https://fbref.com/en/squads/3074d7b1/2020-2021/Crotone-Stats",NA,NA
"634",2021,"Crotone","Serie A","opponent",31,53.6,38,24273,2216,6751,12068,6912,1092,22515,314,535,58.7,337,17,16117,84292,44940,1935,586,204,446,405,19334,16538,85.5,1478,"https://fbref.com/en/squads/3074d7b1/2020-2021/Crotone-Stats",NA,NA
"635",2021,"Crystal Palace","Premier League","team",24,40.1,38,19661,2331,7027,9078,4735,706,17884,373,637,58.6,401,21,11234,57886,29995,1211,394,134,425,513,14235,11391,80,984,"https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats",NA,NA
"636",2021,"Crystal Palace","Premier League","opponent",24,59.9,38,26900,2084,7545,13631,7348,1031,25187,363,646,56.2,394,34,17468,87315,47390,1935,501,123,470,444,21553,18704,86.8,1476,"https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats",NA,NA
"637",2021,"Dijon","Ligue 1","team",33,46.2,38,22256,2722,8585,10902,4245,576,20399,433,693,62.5,462,19,13530,68648,36551,1297,367,82,512,520,17003,14134,83.1,1070,"https://fbref.com/en/squads/8dfb7350/2020-2021/Dijon-Stats",NA,NA
"638",2021,"Dijon","Ligue 1","opponent",33,53.8,38,25330,2127,7794,13151,5970,1010,23521,409,687,59.5,436,25,16736,85324,46076,1749,454,161,505,441,19961,17154,85.9,1461,"https://fbref.com/en/squads/8dfb7350/2020-2021/Dijon-Stats",NA,NA
"639",2021,"Dortmund","Bundesliga","team",26,59.8,34,26221,2316,7835,13231,6970,1125,24710,459,746,61.5,489,37,18425,96143,51294,2093,615,202,419,374,21600,18983,87.9,1553,"https://fbref.com/en/squads/add600ae/2020-2021/Dortmund-Stats",NA,NA
"640",2021,"Dortmund","Bundesliga","opponent",26,40.2,34,19036,2680,7359,8650,4282,622,17569,288,525,54.9,322,13,11634,62806,35066,1307,430,111,389,391,14273,11793,82.6,1021,"https://fbref.com/en/squads/add600ae/2020-2021/Dortmund-Stats",NA,NA
"641",2021,"Eibar","La Liga","team",30,49.6,38,20968,1910,5646,10272,6105,769,18966,349,566,61.7,379,24,11782,60643,29506,1246,385,101,518,398,15288,11903,77.9,1122,"https://fbref.com/en/squads/bea5c710/2020-2021/Eibar-Stats",NA,NA
"642",2021,"Eibar","La Liga","opponent",30,50.4,38,21889,3190,9387,9201,4318,676,19785,341,569,59.9,375,25,11683,56346,28843,978,306,119,481,384,16034,12715,79.3,1037,"https://fbref.com/en/squads/bea5c710/2020-2021/Eibar-Stats",NA,NA
"643",2021,"Eint Frankfurt","Bundesliga","team",25,54,34,22459,2435,7177,11079,5621,864,20795,323,534,60.5,349,25,13534,72038,39272,1630,491,163,443,417,17451,14409,82.6,1448,"https://fbref.com/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats",NA,NA
"644",2021,"Eint Frankfurt","Bundesliga","opponent",25,46,34,20118,2548,7473,9104,4742,799,18409,392,660,59.4,427,19,12177,61602,33498,1306,401,138,498,432,14865,11925,80.2,1170,"https://fbref.com/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats",NA,NA
"645",2021,"Elche","La Liga","team",30,47.6,38,21030,2763,8370,10166,3731,448,19255,379,656,57.8,407,37,13221,65650,34067,1190,339,73,506,413,16090,13601,84.5,809,"https://fbref.com/en/squads/6c8b07df/2020-2021/Elche-Stats",NA,NA
"646",2021,"Elche","La Liga","opponent",30,52.4,38,23125,1881,6139,12196,6271,941,21524,384,609,63.1,415,29,15451,81951,46664,1976,526,144,428,406,18303,15790,86.3,1475,"https://fbref.com/en/squads/6c8b07df/2020-2021/Elche-Stats",NA,NA
"647",2021,"Everton","Premier League","team",29,46.5,38,22718,2922,8747,10503,4942,700,21133,341,587,58.1,363,30,13793,76601,41362,1388,411,114,429,449,17418,14670,84.2,1081,"https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats",NA,NA
"648",2021,"Everton","Premier League","opponent",29,53.5,38,25398,2261,7755,12397,6963,976,23674,382,653,58.5,413,27,16289,85007,46622,1890,606,169,489,445,20153,17393,86.3,1463,"https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats",NA,NA
"649",2021,"Fiorentina","Serie A","team",30,46.2,38,21197,2300,6428,10437,5657,737,19347,321,541,59.3,342,22,13554,72472,38371,1507,474,119,420,536,16122,13589,84.3,1156,"https://fbref.com/en/squads/421387cf/2020-2021/Fiorentina-Stats",NA,NA
"650",2021,"Fiorentina","Serie A","opponent",30,53.8,38,23856,2511,7853,11866,5751,840,22181,309,558,55.4,338,20,15547,86237,48785,1829,529,149,401,362,18744,16205,86.5,1282,"https://fbref.com/en/squads/421387cf/2020-2021/Fiorentina-Stats",NA,NA
"651",2021,"Freiburg","Bundesliga","team",24,47,34,19679,2621,7788,8639,4521,695,18052,263,462,56.9,285,14,11882,62484,33150,1003,335,107,394,332,14984,12336,82.3,1102,"https://fbref.com/en/squads/a486e511/2020-2021/Freiburg-Stats",NA,NA
"652",2021,"Freiburg","Bundesliga","opponent",24,53,34,21844,2506,7901,10460,5049,783,20263,339,503,67.4,362,15,14164,78790,43584,1560,537,143,464,359,17075,14451,84.6,1240,"https://fbref.com/en/squads/a486e511/2020-2021/Freiburg-Stats",NA,NA
"653",2021,"Fulham","Premier League","team",28,49.9,38,23627,2640,8285,10981,5883,822,21923,498,762,65.4,524,35,14934,80621,43241,1613,509,133,587,472,18034,15183,84.2,1169,"https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats",NA,NA
"654",2021,"Fulham","Premier League","opponent",28,50.1,38,23887,2505,7761,11681,5826,817,22085,326,562,58,345,18,14751,73019,38680,1558,467,118,424,455,18455,15486,83.9,1127,"https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats",NA,NA
"655",2021,"Genoa","Serie A","team",34,44.7,38,22140,2851,8120,10620,4603,618,20406,276,522,52.9,292,20,13617,65965,34845,1279,391,103,483,384,16889,14015,83,1010,"https://fbref.com/en/squads/658bf2de/2020-2021/Genoa-Stats",NA,NA
"656",2021,"Genoa","Serie A","opponent",34,55.3,38,26335,2379,7934,13323,6828,976,24585,347,587,59.1,373,20,17524,91441,49626,1897,582,175,512,427,21256,18205,85.6,1629,"https://fbref.com/en/squads/658bf2de/2020-2021/Genoa-Stats",NA,NA
"657",2021,"Getafe","La Liga","team",31,42.8,38,17830,1729,4863,8188,5645,718,15819,250,459,54.5,272,24,9315,48818,25688,1102,362,102,478,422,11886,9017,75.9,1045,"https://fbref.com/en/squads/7848bd64/2020-2021/Getafe-Stats",NA,NA
"658",2021,"Getafe","La Liga","opponent",31,57.2,38,23067,2514,8294,11355,4612,562,21092,338,561,60.2,363,37,13524,64606,32344,1123,303,78,479,421,17222,14156,82.2,1080,"https://fbref.com/en/squads/7848bd64/2020-2021/Getafe-Stats",NA,NA
"659",2021,"Granada","La Liga","team",34,41,38,17330,2281,6088,8030,4101,610,15429,309,528,58.5,328,32,9203,47361,24959,947,269,94,385,388,12191,9247,75.9,918,"https://fbref.com/en/squads/a0435291/2020-2021/Granada-Stats",NA,NA
"660",2021,"Granada","La Liga","opponent",34,59,38,23292,2153,7163,11474,6005,873,21339,301,515,58.4,323,18,14052,71814,38816,1512,462,139,447,380,18159,15156,83.5,1306,"https://fbref.com/en/squads/a0435291/2020-2021/Granada-Stats",NA,NA
"661",2021,"Hellas Verona","Serie A","team",32,49.8,38,22053,2381,6880,10789,5670,829,20228,315,524,60.1,347,24,13052,68876,37238,1454,498,130,448,412,16539,13339,80.7,1321,"https://fbref.com/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats",NA,NA
"662",2021,"Hellas Verona","Serie A","opponent",32,50.2,38,22486,2740,7504,10593,5577,1000,20560,260,451,57.6,286,13,13227,70362,34786,1300,417,184,506,377,16808,13670,81.3,1277,"https://fbref.com/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats",NA,NA
"663",2021,"Hertha BSC","Bundesliga","team",32,49.4,34,20185,2313,7746,9310,4456,738,18494,335,566,59.2,367,14,12614,71496,38339,1294,387,148,389,446,15260,12623,82.7,1080,"https://fbref.com/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats",NA,NA
"664",2021,"Hertha BSC","Bundesliga","opponent",32,50.6,34,20597,2124,6675,9798,5553,758,18961,320,525,61,345,25,12493,69038,37578,1433,435,114,448,405,15690,13058,83.2,1285,"https://fbref.com/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats",NA,NA
"665",2021,"Hoffenheim","Bundesliga","team",30,51.1,34,22139,2471,7672,10388,5541,834,20466,346,600,57.7,377,25,14093,72987,39360,1428,440,116,512,420,17106,14462,84.5,1363,"https://fbref.com/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats",NA,NA
"666",2021,"Hoffenheim","Bundesliga","opponent",30,48.9,34,21342,2515,7757,10145,4776,823,19696,334,558,59.9,357,21,13161,71220,38399,1401,408,146,425,389,16313,13651,83.7,1201,"https://fbref.com/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats",NA,NA
"667",2021,"Huesca","La Liga","team",27,48.3,38,21468,2676,8287,10018,4683,659,19618,444,692,64.2,481,27,13535,75972,41321,1512,452,107,456,390,16319,13636,83.6,993,"https://fbref.com/en/squads/c6c493e6/2020-2021/Huesca-Stats",NA,NA
"668",2021,"Huesca","La Liga","opponent",27,51.7,38,23320,2344,6900,11605,6162,814,21437,353,608,58.1,388,29,14779,75028,39356,1572,462,127,442,415,18076,15505,85.8,1305,"https://fbref.com/en/squads/c6c493e6/2020-2021/Huesca-Stats",NA,NA
"669",2021,"Inter","Serie A","team",25,52.4,38,25449,2673,8240,11969,6860,1122,23883,261,446,58.5,279,18,17109,88968,49936,1926,544,193,460,353,20894,18514,88.6,1557,"https://fbref.com/en/squads/d609edc0/2020-2021/Internazionale-Stats",NA,NA
"670",2021,"Inter","Serie A","opponent",25,47.6,38,23583,2798,7828,11282,5931,683,22086,299,494,60.5,314,21,15763,82294,42396,1747,575,125,374,363,19048,16679,87.6,1073,"https://fbref.com/en/squads/d609edc0/2020-2021/Internazionale-Stats",NA,NA
"671",2021,"Juventus","Serie A","team",30,57.1,38,27094,2816,8480,13443,6945,1189,25535,412,629,65.5,428,27,18577,98436,53812,2085,625,263,425,418,22414,19971,89.1,1575,"https://fbref.com/en/squads/e0652b02/2020-2021/Juventus-Stats",NA,NA
"672",2021,"Juventus","Serie A","opponent",30,42.9,38,21627,2754,7270,9837,5913,754,19958,334,558,59.9,364,31,13518,71527,39699,1634,521,148,383,434,16862,14460,85.8,1112,"https://fbref.com/en/squads/e0652b02/2020-2021/Juventus-Stats",NA,NA
"673",2021,"Köln","Bundesliga","team",28,46.3,34,19811,2514,7840,8652,4456,589,18138,273,461,59.2,299,13,11369,58490,30243,1052,316,72,470,387,14808,12038,81.3,1007,"https://fbref.com/en/squads/bc357bf7/2020-2021/Koln-Stats",NA,NA
"674",2021,"Köln","Bundesliga","opponent",28,53.7,34,22643,2143,7342,11352,5491,798,20987,342,569,60.1,364,25,14611,75801,40868,1518,409,120,455,443,17666,15049,85.2,1412,"https://fbref.com/en/squads/bc357bf7/2020-2021/Koln-Stats",NA,NA
"675",2021,"Lazio","Serie A","team",30,53.1,38,24943,2784,8266,11852,6576,988,23350,317,546,58.1,349,22,16236,94929,52733,1904,622,146,476,408,19826,17098,86.2,1490,"https://fbref.com/en/squads/7213da33/2020-2021/Lazio-Stats",NA,NA
"676",2021,"Lazio","Serie A","opponent",30,46.9,38,22764,2665,7823,11140,5346,756,21040,432,696,62.1,465,34,14694,79060,42635,1594,536,138,453,425,17724,14925,84.2,1238,"https://fbref.com/en/squads/7213da33/2020-2021/Lazio-Stats",NA,NA
"677",2021,"Leeds United","Premier League","team",23,57.6,38,24598,3071,9482,10577,6095,985,22783,321,559,57.4,351,35,15013,85594,48261,1649,510,157,504,410,19143,15996,83.6,1440,"https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats",NA,NA
"678",2021,"Leeds United","Premier League","opponent",23,42.4,38,19767,2541,6793,8693,5743,969,17895,488,798,61.2,524,21,11513,71011,40016,1437,519,195,493,553,14075,11150,79.2,1137,"https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats",NA,NA
"679",2021,"Leicester City","Premier League","team",27,54.6,38,25033,2426,8195,12125,6208,838,23370,350,629,55.6,379,29,15999,79828,42854,1679,505,135,467,429,19730,16726,84.8,1277,"https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats",NA,NA
"680",2021,"Leicester City","Premier League","opponent",27,45.4,38,21899,2386,7419,10482,5383,731,20135,376,633,59.4,406,24,13258,70489,37328,1423,436,111,420,507,16673,13684,82.1,1101,"https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats",NA,NA
"681",2021,"Lens","Ligue 1","team",27,51.4,38,23406,2248,7274,12308,5418,755,21620,376,620,60.6,397,16,14685,84098,49511,1872,470,110,504,463,18072,15307,84.7,1452,"https://fbref.com/en/squads/fd4e0f7d/2020-2021/Lens-Stats",NA,NA
"682",2021,"Lens","Ligue 1","opponent",27,48.6,38,22636,2370,7655,11202,5075,712,20645,317,571,55.5,343,18,13798,68884,36964,1388,398,110,462,478,17407,14451,83,1138,"https://fbref.com/en/squads/fd4e0f7d/2020-2021/Lens-Stats",NA,NA
"683",2021,"Levante","La Liga","team",29,52.4,38,22070,2610,7921,10275,5224,769,20311,391,653,59.9,434,30,13970,70670,38570,1456,466,113,433,433,16970,14234,83.9,1347,"https://fbref.com/en/squads/9800b6a1/2020-2021/Levante-Stats",NA,NA
"684",2021,"Levante","La Liga","opponent",29,47.6,38,21026,2283,6839,9903,5564,890,19190,369,603,61.2,403,24,12800,67781,37105,1472,452,159,392,373,15893,13185,83,1086,"https://fbref.com/en/squads/9800b6a1/2020-2021/Levante-Stats",NA,NA
"685",2021,"Leverkusen","Bundesliga","team",30,59.9,34,25589,2494,8179,13375,5846,845,24010,467,765,61,496,27,17737,89304,47518,1706,533,172,493,446,20664,18002,87.1,1388,"https://fbref.com/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats",NA,NA
"686",2021,"Leverkusen","Bundesliga","opponent",30,40.1,34,18719,2663,7621,8288,3938,675,17184,312,520,60,343,21,10767,56988,29939,1065,306,123,435,382,13767,11008,80,962,"https://fbref.com/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats",NA,NA
"687",2021,"Lille","Ligue 1","team",21,53.9,38,26131,2083,7434,13846,6538,820,24406,391,671,58.3,417,29,17088,85177,46429,1973,534,149,473,506,20916,18028,86.2,1572,"https://fbref.com/en/squads/cb188c0c/2020-2021/Lille-Stats",NA,NA
"688",2021,"Lille","Ligue 1","opponent",21,46.1,38,23135,2596,8985,11002,4585,609,21418,403,680,59.3,433,30,14829,71918,37623,1270,383,111,512,455,17855,15007,84,1128,"https://fbref.com/en/squads/cb188c0c/2020-2021/Lille-Stats",NA,NA
"689",2021,"Liverpool","Premier League","team",28,62.4,38,29822,2223,7936,14808,8910,1372,28088,421,703,59.9,457,28,20288,98263,53343,2281,695,230,482,449,24736,21527,87,1949,"https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats",NA,NA
"690",2021,"Liverpool","Premier League","opponent",28,37.6,38,20195,3293,8920,8299,4063,643,18614,336,565,59.5,365,25,11465,56942,29695,1023,306,125,416,363,14501,11661,80.4,856,"https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats",NA,NA
"691",2021,"Lorient","Ligue 1","team",27,44.6,38,21702,2127,7653,10925,4440,571,19863,314,544,57.7,343,14,13066,63705,35276,1329,412,98,549,482,16016,13405,83.7,1094,"https://fbref.com/en/squads/d2c87802/2020-2021/Lorient-Stats",NA,NA
"692",2021,"Lorient","Ligue 1","opponent",27,55.4,38,25668,2188,7883,13405,6007,811,23765,504,828,60.9,541,26,16790,83446,45210,1806,522,134,510,517,20356,17503,86,1413,"https://fbref.com/en/squads/d2c87802/2020-2021/Lorient-Stats",NA,NA
"693",2021,"Lyon","Ligue 1","team",29,54.9,38,25826,2292,7318,13057,7071,1193,24046,482,775,62.2,518,30,16970,86470,50014,2093,586,216,511,477,20543,17819,86.7,1775,"https://fbref.com/en/squads/d53c0b06/2020-2021/Lyon-Stats",NA,NA
"694",2021,"Lyon","Ligue 1","opponent",29,45.1,38,22215,2925,8601,10145,4849,739,20432,379,643,58.9,412,29,13786,71301,40338,1468,451,151,487,466,16873,14150,83.9,1060,"https://fbref.com/en/squads/d53c0b06/2020-2021/Lyon-Stats",NA,NA
"695",2021,"M'Gladbach","Bundesliga","team",23,51.9,34,22941,2481,8008,11396,4878,838,21323,319,501,63.7,334,14,14578,69604,39080,1492,403,164,433,404,17676,15337,86.8,1309,"https://fbref.com/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats",NA,NA
"696",2021,"M'Gladbach","Bundesliga","opponent",23,48.1,34,21644,2560,7804,10223,4945,817,20105,353,600,58.8,387,24,13565,67886,34947,1277,422,131,409,348,16415,14019,85.4,1172,"https://fbref.com/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats",NA,NA
"697",2021,"Mainz 05","Bundesliga","team",31,40.5,34,17919,2312,6633,7902,4371,713,16233,288,483,59.6,314,18,9788,50994,27750,942,312,105,452,379,12574,9679,77,1010,"https://fbref.com/en/squads/a224b06a/2020-2021/Mainz-05-Stats",NA,NA
"698",2021,"Mainz 05","Bundesliga","opponent",31,59.5,34,24576,2463,8336,12232,5479,815,22816,345,592,58.3,384,20,15937,78584,41300,1513,427,111,542,480,19274,16329,84.7,1401,"https://fbref.com/en/squads/a224b06a/2020-2021/Mainz-05-Stats",NA,NA
"699",2021,"Manchester City","Premier League","team",24,63.9,38,30524,2142,7108,16433,9081,1359,29001,485,807,60.1,518,33,22043,117299,67025,3044,809,314,378,418,26077,23578,90.4,1661,"https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats",NA,NA
"700",2021,"Manchester City","Premier League","opponent",24,36.1,38,19168,3132,8136,8472,3670,554,17726,375,613,61.2,396,26,11729,60068,31208,1105,350,115,368,340,14595,12060,82.6,784,"https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats",NA,NA
"701",2021,"Manchester Utd","Premier League","team",29,55.8,38,26392,2392,8046,12262,7891,1043,24709,424,733,57.8,460,35,17172,94013,53179,2196,676,180,422,468,21335,18495,86.7,1520,"https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats",NA,NA
"702",2021,"Manchester Utd","Premier League","opponent",29,44.2,38,22109,2724,8305,9725,5329,756,20483,338,554,61,362,23,13570,67170,34008,1316,408,139,388,399,16842,14056,83.5,1080,"https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats",NA,NA
"703",2021,"Marseille","Ligue 1","team",31,53.9,38,24777,2583,8236,12872,5137,709,22888,341,585,58.3,368,17,15585,76443,42510,1649,401,134,429,453,19689,16646,84.5,1231,"https://fbref.com/en/squads/5725cc7b/2020-2021/Marseille-Stats",NA,NA
"704",2021,"Marseille","Ligue 1","opponent",31,46.1,38,22098,2284,7183,10873,5397,757,20212,411,745,55.2,443,28,13644,71292,39406,1543,466,137,491,478,16832,13904,82.6,1103,"https://fbref.com/en/squads/5725cc7b/2020-2021/Marseille-Stats",NA,NA
"705",2021,"Metz","Ligue 1","team",27,45.3,38,21596,2305,7846,10639,4610,610,19876,436,724,60.2,468,23,13406,75863,41114,1544,527,110,533,527,15948,13269,83.2,1030,"https://fbref.com/en/squads/f83960ae/2020-2021/Metz-Stats",NA,NA
"706",2021,"Metz","Ligue 1","opponent",27,54.7,38,24794,2367,8290,12303,6001,884,22837,419,724,57.9,451,20,16156,87701,49853,1655,478,130,490,498,19614,16566,84.5,1463,"https://fbref.com/en/squads/f83960ae/2020-2021/Metz-Stats",NA,NA
