"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Url"
"452",2012,"Fulham","Premier League","opponent",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fd962109/2011-2012/Fulham-Stats"
"453",2012,"Genoa","Serie A","team",29,NA,84,11,NA,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/658bf2de/2011-2012/Genoa-Stats"
"454",2012,"Genoa","Serie A","opponent",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/658bf2de/2011-2012/Genoa-Stats"
"455",2012,"Getafe","La Liga","team",29,NA,127,8,NA,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7848bd64/2011-2012/Getafe-Stats"
"456",2012,"Getafe","La Liga","opponent",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7848bd64/2011-2012/Getafe-Stats"
"457",2012,"Granada","La Liga","team",25,NA,107,10,NA,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a0435291/2011-2012/Granada-Stats"
"458",2012,"Granada","La Liga","opponent",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a0435291/2011-2012/Granada-Stats"
"459",2012,"Hamburger SV","Bundesliga","team",26,NA,64,2,NA,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/26790c6a/2011-2012/Hamburger-SV-Stats"
"460",2012,"Hamburger SV","Bundesliga","opponent",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/26790c6a/2011-2012/Hamburger-SV-Stats"
"461",2012,"Hannover 96","Bundesliga","team",23,NA,64,3,NA,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/60b5e41f/2011-2012/Hannover-96-Stats"
"462",2012,"Hannover 96","Bundesliga","opponent",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/60b5e41f/2011-2012/Hannover-96-Stats"
"463",2012,"Hertha BSC","Bundesliga","team",25,NA,64,8,NA,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2818f8bc/2011-2012/Hertha-BSC-Stats"
"464",2012,"Hertha BSC","Bundesliga","opponent",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2818f8bc/2011-2012/Hertha-BSC-Stats"
"465",2012,"Hoffenheim","Bundesliga","team",27,NA,70,3,NA,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/033ea6b8/2011-2012/Hoffenheim-Stats"
"466",2012,"Hoffenheim","Bundesliga","opponent",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/033ea6b8/2011-2012/Hoffenheim-Stats"
"467",2012,"Inter","Serie A","team",30,NA,62,4,NA,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d609edc0/2011-2012/Internazionale-Stats"
"468",2012,"Inter","Serie A","opponent",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d609edc0/2011-2012/Internazionale-Stats"
"469",2012,"Juventus","Serie A","team",25,NA,68,4,NA,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e0652b02/2011-2012/Juventus-Stats"
"470",2012,"Juventus","Serie A","opponent",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e0652b02/2011-2012/Juventus-Stats"
"471",2012,"Kaiserslautern","Bundesliga","team",32,NA,69,4,NA,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/73a27a73/2011-2012/Kaiserslautern-Stats"
"472",2012,"Kaiserslautern","Bundesliga","opponent",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/73a27a73/2011-2012/Kaiserslautern-Stats"
"473",2012,"Köln","Bundesliga","team",26,NA,68,6,NA,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/bc357bf7/2011-2012/Koln-Stats"
"474",2012,"Köln","Bundesliga","opponent",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/bc357bf7/2011-2012/Koln-Stats"
"475",2012,"Lazio","Serie A","team",32,NA,76,9,NA,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7213da33/2011-2012/Lazio-Stats"
"476",2012,"Lazio","Serie A","opponent",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7213da33/2011-2012/Lazio-Stats"
"477",2012,"Lecce","Serie A","team",31,NA,104,9,NA,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ffcbe334/2011-2012/Lecce-Stats"
"478",2012,"Lecce","Serie A","opponent",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ffcbe334/2011-2012/Lecce-Stats"
"479",2012,"Levante","La Liga","team",27,NA,117,4,NA,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/9800b6a1/2011-2012/Levante-Stats"
"480",2012,"Levante","La Liga","opponent",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/9800b6a1/2011-2012/Levante-Stats"
"481",2012,"Leverkusen","Bundesliga","team",26,NA,46,4,NA,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c7a9f859/2011-2012/Bayer-Leverkusen-Stats"
"482",2012,"Leverkusen","Bundesliga","opponent",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c7a9f859/2011-2012/Bayer-Leverkusen-Stats"
"483",2012,"Lille","Ligue 1","team",24,NA,66,4,NA,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cb188c0c/2011-2012/Lille-Stats"
"484",2012,"Lille","Ligue 1","opponent",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cb188c0c/2011-2012/Lille-Stats"
"485",2012,"Liverpool","Premier League","team",26,NA,52,5,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/822bd0ba/2011-2012/Liverpool-Stats"
"486",2012,"Liverpool","Premier League","opponent",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/822bd0ba/2011-2012/Liverpool-Stats"
"487",2012,"Lorient","Ligue 1","team",33,NA,67,4,NA,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d2c87802/2011-2012/Lorient-Stats"
"488",2012,"Lorient","Ligue 1","opponent",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d2c87802/2011-2012/Lorient-Stats"
"489",2012,"Lyon","Ligue 1","team",28,NA,61,6,NA,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d53c0b06/2011-2012/Lyon-Stats"
"490",2012,"Lyon","Ligue 1","opponent",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d53c0b06/2011-2012/Lyon-Stats"
"491",2012,"M'Gladbach","Bundesliga","team",25,NA,49,1,NA,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/32f3ee20/2011-2012/Monchengladbach-Stats"
"492",2012,"M'Gladbach","Bundesliga","opponent",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/32f3ee20/2011-2012/Monchengladbach-Stats"
"493",2012,"Mainz 05","Bundesliga","team",27,NA,49,2,NA,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a224b06a/2011-2012/Mainz-05-Stats"
"494",2012,"Mainz 05","Bundesliga","opponent",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a224b06a/2011-2012/Mainz-05-Stats"
"495",2012,"Málaga","La Liga","team",26,NA,73,7,NA,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1c896955/2011-2012/Malaga-Stats"
"496",2012,"Málaga","La Liga","opponent",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1c896955/2011-2012/Malaga-Stats"
"497",2012,"Mallorca","La Liga","team",28,NA,118,6,NA,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2aa12281/2011-2012/Mallorca-Stats"
"498",2012,"Mallorca","La Liga","opponent",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2aa12281/2011-2012/Mallorca-Stats"
"499",2012,"Manchester City","Premier League","team",24,NA,51,5,NA,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b8fd03ef/2011-2012/Manchester-City-Stats"
"500",2012,"Manchester City","Premier League","opponent",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b8fd03ef/2011-2012/Manchester-City-Stats"
"501",2012,"Manchester Utd","Premier League","team",31,NA,51,1,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/19538871/2011-2012/Manchester-United-Stats"
"502",2012,"Manchester Utd","Premier League","opponent",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/19538871/2011-2012/Manchester-United-Stats"
"503",2012,"Marseille","Ligue 1","team",24,NA,73,5,NA,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/5725cc7b/2011-2012/Marseille-Stats"
"504",2012,"Marseille","Ligue 1","opponent",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/5725cc7b/2011-2012/Marseille-Stats"
"505",2012,"Milan","Serie A","team",32,NA,75,4,NA,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dc56fe14/2011-2012/Milan-Stats"
"506",2012,"Milan","Serie A","opponent",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dc56fe14/2011-2012/Milan-Stats"
"507",2012,"Montpellier","Ligue 1","team",23,NA,68,7,NA,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/281b0e73/2011-2012/Montpellier-Stats"
"508",2012,"Montpellier","Ligue 1","opponent",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/281b0e73/2011-2012/Montpellier-Stats"
"509",2012,"Nancy","Ligue 1","team",31,NA,60,2,NA,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e88fc6e5/2011-2012/Nancy-Stats"
"510",2012,"Nancy","Ligue 1","opponent",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e88fc6e5/2011-2012/Nancy-Stats"
"511",2012,"Napoli","Serie A","team",25,NA,78,5,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d48ad4ff/2011-2012/Napoli-Stats"
"512",2012,"Napoli","Serie A","opponent",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d48ad4ff/2011-2012/Napoli-Stats"
"513",2012,"Newcastle Utd","Premier League","team",26,NA,65,2,NA,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b2b47a98/2011-2012/Newcastle-United-Stats"
"514",2012,"Newcastle Utd","Premier League","opponent",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b2b47a98/2011-2012/Newcastle-United-Stats"
"515",2012,"Nice","Ligue 1","team",31,NA,68,7,NA,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/132ebc33/2011-2012/Nice-Stats"
"516",2012,"Nice","Ligue 1","opponent",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/132ebc33/2011-2012/Nice-Stats"
"517",2012,"Norwich City","Premier League","team",27,NA,58,3,NA,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1c781004/2011-2012/Norwich-City-Stats"
"518",2012,"Norwich City","Premier League","opponent",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1c781004/2011-2012/Norwich-City-Stats"
"519",2012,"Novara","Serie A","team",32,NA,77,6,NA,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6c37111f/2011-2012/Novara-Stats"
"520",2012,"Novara","Serie A","opponent",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6c37111f/2011-2012/Novara-Stats"
"521",2012,"Nürnberg","Bundesliga","team",27,NA,71,2,NA,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6f2c108c/2011-2012/Nurnberg-Stats"
"522",2012,"Nürnberg","Bundesliga","opponent",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6f2c108c/2011-2012/Nurnberg-Stats"
"523",2012,"Osasuna","La Liga","team",28,NA,98,8,NA,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/03c57e2b/2011-2012/Osasuna-Stats"
"524",2012,"Osasuna","La Liga","opponent",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/03c57e2b/2011-2012/Osasuna-Stats"
"525",2012,"Palermo","Serie A","team",30,NA,84,6,NA,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ee058a17/2011-2012/Palermo-Stats"
"526",2012,"Palermo","Serie A","opponent",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ee058a17/2011-2012/Palermo-Stats"
"527",2012,"Paris S-G","Ligue 1","team",24,NA,79,4,NA,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e2d8892c/2011-2012/Paris-Saint-Germain-Stats"
"528",2012,"Paris S-G","Ligue 1","opponent",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e2d8892c/2011-2012/Paris-Saint-Germain-Stats"
"529",2012,"Parma","Serie A","team",32,NA,79,2,NA,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/eab4234c/2011-2012/Parma-Stats"
"530",2012,"Parma","Serie A","opponent",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/eab4234c/2011-2012/Parma-Stats"
"531",2012,"QPR","Premier League","team",34,NA,53,9,NA,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a757999c/2011-2012/Queens-Park-Rangers-Stats"
"532",2012,"QPR","Premier League","opponent",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a757999c/2011-2012/Queens-Park-Rangers-Stats"
"533",2012,"Racing Sant","La Liga","team",32,NA,115,8,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dee3bbc8/2011-2012/Racing-Santander-Stats"
"534",2012,"Racing Sant","La Liga","opponent",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dee3bbc8/2011-2012/Racing-Santander-Stats"
"535",2012,"Rayo Vallecano","La Liga","team",32,NA,125,3,NA,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/98e8af82/2011-2012/Rayo-Vallecano-Stats"
"536",2012,"Rayo Vallecano","La Liga","opponent",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/98e8af82/2011-2012/Rayo-Vallecano-Stats"
"537",2012,"Real Madrid","La Liga","team",25,NA,90,5,NA,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/53a2f082/2011-2012/Real-Madrid-Stats"
"538",2012,"Real Madrid","La Liga","opponent",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/53a2f082/2011-2012/Real-Madrid-Stats"
"539",2012,"Real Sociedad","La Liga","team",24,NA,78,8,NA,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e31d1cd9/2011-2012/Real-Sociedad-Stats"
"540",2012,"Real Sociedad","La Liga","opponent",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e31d1cd9/2011-2012/Real-Sociedad-Stats"
"541",2012,"Rennes","Ligue 1","team",27,NA,67,3,NA,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b3072e00/2011-2012/Rennes-Stats"
"542",2012,"Rennes","Ligue 1","opponent",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b3072e00/2011-2012/Rennes-Stats"
"543",2012,"Roma","Serie A","team",30,NA,78,10,NA,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cf74a709/2011-2012/Roma-Stats"
"544",2012,"Roma","Serie A","opponent",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cf74a709/2011-2012/Roma-Stats"
"545",2012,"Saint-Étienne","Ligue 1","team",30,NA,71,5,NA,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d298ef2c/2011-2012/Saint-Etienne-Stats"
"546",2012,"Saint-Étienne","Ligue 1","opponent",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d298ef2c/2011-2012/Saint-Etienne-Stats"
"547",2012,"Schalke 04","Bundesliga","team",28,NA,63,2,NA,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c539e393/2011-2012/Schalke-04-Stats"
"548",2012,"Schalke 04","Bundesliga","opponent",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c539e393/2011-2012/Schalke-04-Stats"
"549",2012,"Sevilla","La Liga","team",28,NA,109,8,NA,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ad2be733/2011-2012/Sevilla-Stats"
"550",2012,"Sevilla","La Liga","opponent",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ad2be733/2011-2012/Sevilla-Stats"
"551",2012,"Siena","Serie A","team",29,NA,94,2,NA,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/45a2f824/2011-2012/Siena-Stats"
"552",2012,"Siena","Serie A","opponent",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/45a2f824/2011-2012/Siena-Stats"
"553",2012,"Sochaux","Ligue 1","team",31,NA,50,7,NA,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b9cd3c9a/2011-2012/Sochaux-Stats"
"554",2012,"Sochaux","Ligue 1","opponent",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b9cd3c9a/2011-2012/Sochaux-Stats"
"555",2012,"Sporting Gijón","La Liga","team",30,NA,117,5,NA,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/bb9efd50/2011-2012/Sporting-Gijon-Stats"
"556",2012,"Sporting Gijón","La Liga","opponent",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/bb9efd50/2011-2012/Sporting-Gijon-Stats"
"557",2012,"Stoke City","Premier League","team",23,NA,60,2,NA,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/17892952/2011-2012/Stoke-City-Stats"
"558",2012,"Stoke City","Premier League","opponent",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/17892952/2011-2012/Stoke-City-Stats"
"559",2012,"Stuttgart","Bundesliga","team",26,NA,61,4,NA,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/598bc722/2011-2012/Stuttgart-Stats"
"560",2012,"Stuttgart","Bundesliga","opponent",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/598bc722/2011-2012/Stuttgart-Stats"
"561",2012,"Sunderland","Premier League","team",28,NA,58,4,NA,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8ef52968/2011-2012/Sunderland-Stats"
"562",2012,"Sunderland","Premier League","opponent",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8ef52968/2011-2012/Sunderland-Stats"
"563",2012,"Swansea City","Premier League","team",25,NA,40,2,NA,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fb10988f/2011-2012/Swansea-City-Stats"
"564",2012,"Swansea City","Premier League","opponent",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fb10988f/2011-2012/Swansea-City-Stats"
"565",2012,"Tottenham","Premier League","team",29,NA,43,3,NA,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/361ca564/2011-2012/Tottenham-Hotspur-Stats"
"566",2012,"Tottenham","Premier League","opponent",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/361ca564/2011-2012/Tottenham-Hotspur-Stats"
"567",2012,"Toulouse","Ligue 1","team",26,NA,71,8,NA,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/3f8c4b5f/2011-2012/Toulouse-Stats"
"568",2012,"Toulouse","Ligue 1","opponent",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/3f8c4b5f/2011-2012/Toulouse-Stats"
"569",2012,"Udinese","Serie A","team",26,NA,81,3,NA,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/04eea015/2011-2012/Udinese-Stats"
"570",2012,"Udinese","Serie A","opponent",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/04eea015/2011-2012/Udinese-Stats"
"571",2012,"Valencia","La Liga","team",26,NA,128,7,NA,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dcc91a7b/2011-2012/Valencia-Stats"
"572",2012,"Valencia","La Liga","opponent",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dcc91a7b/2011-2012/Valencia-Stats"
"573",2012,"Valenciennes","Ligue 1","team",26,NA,67,4,NA,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/259d3345/2011-2012/Valenciennes-Stats"
"574",2012,"Valenciennes","Ligue 1","opponent",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/259d3345/2011-2012/Valenciennes-Stats"
"575",2012,"Villarreal","La Liga","team",28,NA,97,5,NA,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2a8183b3/2011-2012/Villarreal-Stats"
