"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","Url"
"703",2013,"Nice","Ligue 1","team",32,24.9,38,NA,NA,100,NA,418,NA,NA,107,0,NA,1.68,57,46,11,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/132ebc33/2012-2013/Nice-Stats"
"704",2013,"Nice","Ligue 1","opponent",32,26.5,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.68,46,57,-11,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/132ebc33/2012-2013/Nice-Stats"
"705",2013,"Norwich City","Premier League","team",27,26.7,38,NA,NA,100,NA,418,NA,NA,97,0,NA,1.16,41,58,-17,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1c781004/2012-2013/Norwich-City-Stats"
"706",2013,"Norwich City","Premier League","opponent",27,26.9,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.16,58,41,17,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1c781004/2012-2013/Norwich-City-Stats"
"707",2013,"Nürnberg","Bundesliga","team",25,27,34,NA,NA,100,NA,374,NA,NA,99,0,NA,1.29,39,47,-8,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6f2c108c/2012-2013/Nurnberg-Stats"
"708",2013,"Nürnberg","Bundesliga","opponent",25,25.5,34,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.29,47,39,8,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6f2c108c/2012-2013/Nurnberg-Stats"
"709",2013,"Osasuna","La Liga","team",30,27.6,38,NA,NA,100,NA,418,NA,NA,111,0,NA,1.03,33,50,-17,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/03c57e2b/2012-2013/Osasuna-Stats"
"710",2013,"Osasuna","La Liga","opponent",30,26.9,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.03,50,33,17,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/03c57e2b/2012-2013/Osasuna-Stats"
"711",2013,"Palermo","Serie A","team",36,26.9,38,NA,NA,100,NA,418,NA,NA,114,0,NA,0.84,34,54,-20,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ee058a17/2012-2013/Palermo-Stats"
"712",2013,"Palermo","Serie A","opponent",36,27.4,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0.84,54,34,20,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ee058a17/2012-2013/Palermo-Stats"
"713",2013,"Paris S-G","Ligue 1","team",31,26.8,38,NA,NA,100,NA,418,NA,NA,108,0,NA,2.18,69,23,46,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e2d8892c/2012-2013/Paris-Saint-Germain-Stats"
"714",2013,"Paris S-G","Ligue 1","opponent",31,26.2,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,2.18,23,69,-46,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e2d8892c/2012-2013/Paris-Saint-Germain-Stats"
"715",2013,"Parma","Serie A","team",33,28.1,38,NA,NA,100,NA,418,NA,NA,108,0,NA,1.29,45,46,-1,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/eab4234c/2012-2013/Parma-Stats"
"716",2013,"Parma","Serie A","opponent",33,27.3,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.29,46,45,1,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/eab4234c/2012-2013/Parma-Stats"
"717",2013,"Pescara","Serie A","team",39,25.8,38,NA,NA,100,NA,418,NA,NA,111,0,NA,0.58,27,84,-57,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b985784c/2012-2013/Pescara-Stats"
"718",2013,"Pescara","Serie A","opponent",39,27.5,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0.58,84,27,57,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b985784c/2012-2013/Pescara-Stats"
"719",2013,"QPR","Premier League","team",30,28.2,38,NA,NA,100,NA,418,NA,NA,104,0,NA,0.66,30,60,-30,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a757999c/2012-2013/Queens-Park-Rangers-Stats"
"720",2013,"QPR","Premier League","opponent",30,27,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0.66,60,30,30,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a757999c/2012-2013/Queens-Park-Rangers-Stats"
"721",2013,"Rayo Vallecano","La Liga","team",29,26.6,38,NA,NA,100,NA,418,NA,NA,111,0,NA,1.39,50,66,-16,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/98e8af82/2012-2013/Rayo-Vallecano-Stats"
"722",2013,"Rayo Vallecano","La Liga","opponent",29,26.9,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.39,66,50,16,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/98e8af82/2012-2013/Rayo-Vallecano-Stats"
"723",2013,"Reading","Premier League","team",28,27.2,38,NA,NA,100,NA,418,NA,NA,94,0,NA,0.74,43,73,-30,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b0ac61ff/2012-2013/Reading-Stats"
"724",2013,"Reading","Premier League","opponent",28,26.9,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0.74,73,43,30,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b0ac61ff/2012-2013/Reading-Stats"
"725",2013,"Real Madrid","La Liga","team",31,26.9,38,NA,NA,100,NA,418,NA,NA,113,0,NA,2.24,103,42,61,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/53a2f082/2012-2013/Real-Madrid-Stats"
"726",2013,"Real Madrid","La Liga","opponent",31,27,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,2.24,42,103,-61,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/53a2f082/2012-2013/Real-Madrid-Stats"
"727",2013,"Real Sociedad","La Liga","team",22,25.3,38,NA,NA,100,NA,418,NA,NA,109,0,NA,1.74,70,49,21,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e31d1cd9/2012-2013/Real-Sociedad-Stats"
"728",2013,"Real Sociedad","La Liga","opponent",22,27,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.74,49,70,-21,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e31d1cd9/2012-2013/Real-Sociedad-Stats"
"729",2013,"Reims","Ligue 1","team",26,26.1,38,NA,NA,100,NA,418,NA,NA,109,0,NA,1.13,33,42,-9,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7fdd64e0/2012-2013/Reims-Stats"
"730",2013,"Reims","Ligue 1","opponent",26,26.4,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.13,42,33,9,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7fdd64e0/2012-2013/Reims-Stats"
"731",2013,"Rennes","Ligue 1","team",31,24.8,38,NA,NA,100,NA,418,NA,NA,106,0,NA,1.21,48,59,-11,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b3072e00/2012-2013/Rennes-Stats"
"732",2013,"Rennes","Ligue 1","opponent",31,26.5,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.21,59,48,11,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b3072e00/2012-2013/Rennes-Stats"
"733",2013,"Roma","Serie A","team",24,26,38,NA,NA,100,NA,407,NA,NA,101,0,NA,1.63,71,56,15,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cf74a709/2012-2013/Roma-Stats"
"734",2013,"Roma","Serie A","opponent",24,27.4,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.63,56,71,-15,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cf74a709/2012-2013/Roma-Stats"
"735",2013,"Saint-Étienne","Ligue 1","team",25,25.9,38,NA,NA,100,NA,418,NA,NA,98,0,NA,1.66,60,32,28,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d298ef2c/2012-2013/Saint-Etienne-Stats"
"736",2013,"Saint-Étienne","Ligue 1","opponent",25,26.3,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.66,32,60,-28,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d298ef2c/2012-2013/Saint-Etienne-Stats"
"737",2013,"Sampdoria","Serie A","team",29,25,38,NA,NA,100,NA,418,NA,NA,107,0,NA,1.11,43,51,-8,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8ff9e3b3/2012-2013/Sampdoria-Stats"
"738",2013,"Sampdoria","Serie A","opponent",29,27.6,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.11,51,43,8,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8ff9e3b3/2012-2013/Sampdoria-Stats"
"739",2013,"Schalke 04","Bundesliga","team",26,25.1,34,NA,NA,100,NA,374,NA,NA,94,0,NA,1.62,58,50,8,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c539e393/2012-2013/Schalke-04-Stats"
"740",2013,"Schalke 04","Bundesliga","opponent",26,25.8,34,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.62,50,58,-8,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c539e393/2012-2013/Schalke-04-Stats"
"741",2013,"Sevilla","La Liga","team",30,26.7,38,NA,NA,100,NA,418,NA,NA,114,0,NA,1.32,58,54,4,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ad2be733/2012-2013/Sevilla-Stats"
"742",2013,"Sevilla","La Liga","opponent",30,26.9,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.32,54,58,-4,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ad2be733/2012-2013/Sevilla-Stats"
"743",2013,"Siena","Serie A","team",37,28.9,38,NA,NA,100,NA,418,NA,NA,112,0,NA,0.79,36,57,-21,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/45a2f824/2012-2013/Siena-Stats"
"744",2013,"Siena","Serie A","opponent",37,27.4,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0.79,57,36,21,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/45a2f824/2012-2013/Siena-Stats"
"745",2013,"Sochaux","Ligue 1","team",27,24.8,38,NA,NA,100,NA,418,NA,NA,98,0,NA,1.08,41,57,-16,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b9cd3c9a/2012-2013/Sochaux-Stats"
"746",2013,"Sochaux","Ligue 1","opponent",27,26.3,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.08,57,41,16,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b9cd3c9a/2012-2013/Sochaux-Stats"
"747",2013,"Southampton","Premier League","team",25,25.3,38,NA,NA,100,NA,418,NA,NA,102,0,NA,1.08,49,60,-11,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/33c895d4/2012-2013/Southampton-Stats"
"748",2013,"Southampton","Premier League","opponent",25,27,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.08,60,49,11,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/33c895d4/2012-2013/Southampton-Stats"
"749",2013,"Stoke City","Premier League","team",24,27.1,38,NA,NA,100,NA,418,NA,NA,108,0,NA,1.11,34,45,-11,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/17892952/2012-2013/Stoke-City-Stats"
"750",2013,"Stoke City","Premier League","opponent",24,26.8,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.11,45,34,11,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/17892952/2012-2013/Stoke-City-Stats"
"751",2013,"Stuttgart","Bundesliga","team",27,25.6,34,NA,NA,100,NA,374,NA,NA,93,0,NA,1.26,37,55,-18,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/598bc722/2012-2013/Stuttgart-Stats"
"752",2013,"Stuttgart","Bundesliga","opponent",27,25.6,34,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.26,55,37,18,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/598bc722/2012-2013/Stuttgart-Stats"
"753",2013,"Sunderland","Premier League","team",29,26.2,38,NA,NA,100,NA,418,NA,NA,99,0,NA,1.03,41,54,-13,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8ef52968/2012-2013/Sunderland-Stats"
"754",2013,"Sunderland","Premier League","opponent",29,26.8,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.03,54,41,13,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8ef52968/2012-2013/Sunderland-Stats"
"755",2013,"Swansea City","Premier League","team",25,26.6,38,NA,NA,100,NA,418,NA,NA,106,0,NA,1.21,47,51,-4,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fb10988f/2012-2013/Swansea-City-Stats"
"756",2013,"Swansea City","Premier League","opponent",25,26.7,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.21,51,47,4,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fb10988f/2012-2013/Swansea-City-Stats"
"757",2013,"Torino","Serie A","team",29,27.7,38,NA,NA,100,NA,418,NA,NA,108,0,NA,1.03,46,55,-9,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/105360fe/2012-2013/Torino-Stats"
"758",2013,"Torino","Serie A","opponent",29,27.3,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.03,55,46,9,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/105360fe/2012-2013/Torino-Stats"
"759",2013,"Tottenham","Premier League","team",28,26.3,38,NA,NA,100,NA,418,NA,NA,104,0,NA,1.89,66,46,20,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/361ca564/2012-2013/Tottenham-Hotspur-Stats"
"760",2013,"Tottenham","Premier League","opponent",28,27.1,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.89,46,66,-20,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/361ca564/2012-2013/Tottenham-Hotspur-Stats"
"761",2013,"Toulouse","Ligue 1","team",24,24.1,38,NA,NA,100,NA,418,NA,NA,96,0,NA,1.34,49,47,2,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/3f8c4b5f/2012-2013/Toulouse-Stats"
"762",2013,"Toulouse","Ligue 1","opponent",24,26.3,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.34,47,49,-2,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/3f8c4b5f/2012-2013/Toulouse-Stats"
"763",2013,"Troyes","Ligue 1","team",26,26.7,38,NA,NA,100,NA,418,NA,NA,108,0,NA,0.97,43,61,-18,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/54195385/2012-2013/Troyes-Stats"
"764",2013,"Troyes","Ligue 1","opponent",26,26.2,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0.97,61,43,18,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/54195385/2012-2013/Troyes-Stats"
"765",2013,"Udinese","Serie A","team",30,26.3,38,NA,NA,100,NA,418,NA,NA,102,0,NA,1.74,59,45,14,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/04eea015/2012-2013/Udinese-Stats"
"766",2013,"Udinese","Serie A","opponent",30,27.3,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.74,45,59,-14,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/04eea015/2012-2013/Udinese-Stats"
"767",2013,"Valencia","La Liga","team",23,26.4,38,NA,NA,100,NA,418,NA,NA,114,0,NA,1.71,67,54,13,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dcc91a7b/2012-2013/Valencia-Stats"
"768",2013,"Valencia","La Liga","opponent",23,26.9,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.71,54,67,-13,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dcc91a7b/2012-2013/Valencia-Stats"
"769",2013,"Valenciennes","Ligue 1","team",26,26.7,38,NA,NA,100,NA,418,NA,NA,106,0,NA,1.26,49,53,-4,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/259d3345/2012-2013/Valenciennes-Stats"
"770",2013,"Valenciennes","Ligue 1","opponent",26,26.3,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.26,53,49,4,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/259d3345/2012-2013/Valenciennes-Stats"
"771",2013,"Valladolid","La Liga","team",23,27.3,38,NA,NA,100,NA,418,NA,NA,104,0,NA,1.13,49,58,-9,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/17859612/2012-2013/Valladolid-Stats"
"772",2013,"Valladolid","La Liga","opponent",23,26.8,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.13,58,49,9,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/17859612/2012-2013/Valladolid-Stats"
"773",2013,"Werder Bremen","Bundesliga","team",24,24.2,34,NA,NA,100,NA,374,NA,NA,86,0,NA,1,50,66,-16,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/62add3bf/2012-2013/Werder-Bremen-Stats"
"774",2013,"Werder Bremen","Bundesliga","opponent",24,25.7,34,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1,66,50,16,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/62add3bf/2012-2013/Werder-Bremen-Stats"
"775",2013,"West Brom","Premier League","team",25,27.6,38,NA,NA,100,NA,418,NA,NA,106,0,NA,1.29,53,57,-4,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/60c6b05f/2012-2013/West-Bromwich-Albion-Stats"
"776",2013,"West Brom","Premier League","opponent",25,26.9,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.29,57,53,4,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/60c6b05f/2012-2013/West-Bromwich-Albion-Stats"
"777",2013,"West Ham","Premier League","team",26,28,38,NA,NA,100,NA,418,NA,NA,112,0,NA,1.21,45,53,-8,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7c21e445/2012-2013/West-Ham-United-Stats"
"778",2013,"West Ham","Premier League","opponent",26,26.9,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.21,53,45,8,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7c21e445/2012-2013/West-Ham-United-Stats"
"779",2013,"Wigan Athletic","Premier League","team",28,27.7,38,NA,NA,100,NA,418,NA,NA,97,0,NA,0.95,47,73,-26,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e59ddc76/2012-2013/Wigan-Athletic-Stats"
"780",2013,"Wigan Athletic","Premier League","opponent",28,27.1,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0.95,73,47,26,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e59ddc76/2012-2013/Wigan-Athletic-Stats"
"781",2013,"Wolfsburg","Bundesliga","team",29,27.1,34,NA,NA,100,NA,374,NA,NA,96,0,NA,1.26,47,52,-5,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/4eaa11d7/2012-2013/Wolfsburg-Stats"
"782",2013,"Wolfsburg","Bundesliga","opponent",29,25.7,34,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.26,52,47,5,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/4eaa11d7/2012-2013/Wolfsburg-Stats"
"783",2013,"Zaragoza","La Liga","team",33,26.9,38,NA,NA,100,NA,418,NA,NA,113,0,NA,0.89,37,62,-25,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/800303a0/2012-2013/Zaragoza-Stats"
"784",2013,"Zaragoza","La Liga","opponent",33,26.9,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0.89,62,37,25,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/800303a0/2012-2013/Zaragoza-Stats"
"785",2014,"Ajaccio","Ligue 1","team",37,27.1,38,NA,NA,100,NA,418,NA,NA,106,0,NA,0.61,37,72,-35,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7a54bb4f/2013-2014/Ajaccio-Stats"
"786",2014,"Ajaccio","Ligue 1","opponent",37,26.3,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0.61,72,37,35,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7a54bb4f/2013-2014/Ajaccio-Stats"
"787",2014,"Almería","La Liga","team",28,27.5,38,NA,NA,100,NA,418,NA,NA,114,0,NA,1.05,43,71,-28,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/78ecf4bb/2013-2014/Almeria-Stats"
"788",2014,"Almería","La Liga","opponent",28,26.7,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.05,71,43,28,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/78ecf4bb/2013-2014/Almeria-Stats"
"789",2014,"Arsenal","Premier League","team",27,26.8,38,NA,NA,100,NA,418,NA,NA,104,0,NA,2.08,68,41,27,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/18bb7c10/2013-2014/Arsenal-Stats"
"790",2014,"Arsenal","Premier League","opponent",27,26.8,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,2.08,41,68,-27,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/18bb7c10/2013-2014/Arsenal-Stats"
"791",2014,"Aston Villa","Premier League","team",26,24.6,38,NA,NA,100,NA,418,NA,NA,91,0,NA,1,39,61,-22,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8602292d/2013-2014/Aston-Villa-Stats"
"792",2014,"Aston Villa","Premier League","opponent",26,27.1,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1,61,39,22,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8602292d/2013-2014/Aston-Villa-Stats"
"793",2014,"Atalanta","Serie A","team",31,28.4,38,NA,NA,100,NA,418,NA,NA,114,0,NA,1.32,43,51,-8,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/922493f3/2013-2014/Atalanta-Stats"
"794",2014,"Atalanta","Serie A","opponent",31,27.2,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.32,51,43,8,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/922493f3/2013-2014/Atalanta-Stats"
"795",2014,"Athletic Club","La Liga","team",24,26.4,38,NA,NA,100,NA,418,NA,NA,114,0,NA,1.84,66,39,27,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2b390eca/2013-2014/Athletic-Club-Stats"
"796",2014,"Athletic Club","La Liga","opponent",24,26.8,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.84,39,66,-27,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2b390eca/2013-2014/Athletic-Club-Stats"
"797",2014,"Atlético Madrid","La Liga","team",25,26.9,38,NA,NA,100,NA,418,NA,NA,105,0,NA,2.37,77,26,51,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/db3b9613/2013-2014/Atletico-Madrid-Stats"
"798",2014,"Atlético Madrid","La Liga","opponent",25,26.7,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,2.37,26,77,-51,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/db3b9613/2013-2014/Atletico-Madrid-Stats"
"799",2014,"Augsburg","Bundesliga","team",27,26.7,34,NA,NA,100,NA,374,NA,NA,101,0,NA,1.53,47,47,0,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/0cdc4311/2013-2014/Augsburg-Stats"
"800",2014,"Augsburg","Bundesliga","opponent",27,25.4,34,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.53,47,47,0,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/0cdc4311/2013-2014/Augsburg-Stats"
"801",2014,"Barcelona","La Liga","team",25,27.4,38,NA,NA,100,NA,418,NA,NA,106,0,NA,2.29,100,33,67,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/206d90db/2013-2014/Barcelona-Stats"
"802",2014,"Barcelona","La Liga","opponent",25,26.3,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,2.29,33,100,-67,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/206d90db/2013-2014/Barcelona-Stats"
"803",2014,"Bastia","Ligue 1","team",27,28.7,38,NA,NA,100,NA,418,NA,NA,109,0,NA,1.29,42,56,-14,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6283be2c/2013-2014/Bastia-Stats"
"804",2014,"Bastia","Ligue 1","opponent",27,25.9,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.29,56,42,14,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6283be2c/2013-2014/Bastia-Stats"
"805",2014,"Bayern Munich","Bundesliga","team",25,26.5,34,NA,NA,100,NA,374,NA,NA,97,0,NA,2.65,94,23,71,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/054efa67/2013-2014/Bayern-Munich-Stats"
"806",2014,"Bayern Munich","Bundesliga","opponent",25,25.6,34,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,2.65,23,94,-71,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/054efa67/2013-2014/Bayern-Munich-Stats"
"807",2014,"Betis","La Liga","team",33,26.6,38,NA,NA,100,NA,418,NA,NA,113,0,NA,0.66,36,78,-42,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fc536746/2013-2014/Real-Betis-Stats"
"808",2014,"Betis","La Liga","opponent",33,26.8,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0.66,78,36,42,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fc536746/2013-2014/Real-Betis-Stats"
"809",2014,"Bologna","Serie A","team",28,28.6,38,NA,NA,100,NA,418,NA,NA,111,0,NA,0.76,28,58,-30,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1d8099f8/2013-2014/Bologna-Stats"
"810",2014,"Bologna","Serie A","opponent",28,27.3,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0.76,58,28,30,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1d8099f8/2013-2014/Bologna-Stats"
"811",2014,"Bordeaux","Ligue 1","team",32,26.9,38,NA,NA,100,NA,418,NA,NA,94,0,NA,1.39,49,43,6,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/123f3efe/2013-2014/Bordeaux-Stats"
"812",2014,"Bordeaux","Ligue 1","opponent",32,26.3,38,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,1.39,43,49,-6,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/123f3efe/2013-2014/Bordeaux-Stats"
"813",2014,"Braunschweig","Bundesliga","team",27,26,34,NA,NA,100,NA,374,NA,NA,96,0,NA,0.74,29,60,-31,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8107958d/2013-2014/Eintracht-Braunschweig-Stats"
"814",2014,"Braunschweig","Bundesliga","opponent",27,25.5,34,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0.74,60,29,31,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8107958d/2013-2014/Eintracht-Braunschweig-Stats"
"815",2014,"Cagliari","Serie A","team",31,27.2,38,NA,NA,100,NA,418,NA,NA,110,0,NA,1.03,34,53,-19,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c4260e09/2013-2014/Cagliari-Stats"
