"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","Url"
"1467",2017,"Leicester City","Premier League","team",25,27.8,38,3420,90,100,38,418,NA,NA,106,0,160,1.16,48,63,-15,-0.39,NA,NA,NA,NA,"https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats"
"1468",2017,"Leicester City","Premier League","opponent",25,27.2,38,3420,90,100,38,418,86,NA,102,18,164,1.16,63,48,15,0.39,NA,NA,NA,NA,"https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats"
"1469",2017,"Leverkusen","Bundesliga","team",24,24.2,34,3060,90,100,34,374,NA,NA,99,0,138,1.21,53,55,-2,-0.06,NA,NA,NA,NA,"https://fbref.com/en/squads/c7a9f859/2016-2017/Bayer-Leverkusen-Stats"
"1470",2017,"Leverkusen","Bundesliga","opponent",24,25.9,34,3060,90,100,34,374,85,NA,98,20,139,1.21,55,53,2,0.06,NA,NA,NA,NA,"https://fbref.com/en/squads/c7a9f859/2016-2017/Bayer-Leverkusen-Stats"
"1471",2017,"Lille","Ligue 1","team",31,26.9,38,3420,90,100,38,418,NA,NA,108,0,158,1.21,40,47,-7,-0.18,NA,NA,NA,NA,"https://fbref.com/en/squads/cb188c0c/2016-2017/Lille-Stats"
"1472",2017,"Lille","Ligue 1","opponent",31,26.2,38,3420,90,100,38,418,85,NA,106,18,160,1.21,47,40,7,0.18,NA,NA,NA,NA,"https://fbref.com/en/squads/cb188c0c/2016-2017/Lille-Stats"
"1473",2017,"Liverpool","Premier League","team",23,26.1,38,3420,90,100,38,418,NA,NA,100,0,166,2,78,42,36,0.95,NA,NA,NA,NA,"https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats"
"1474",2017,"Liverpool","Premier League","opponent",23,27.3,38,3420,90,100,38,418,85,NA,105,21,161,2,42,78,-36,-0.95,NA,NA,NA,NA,"https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats"
"1475",2017,"Lorient","Ligue 1","team",30,26.8,38,3420,90,100,38,418,NA,NA,110,0,157,0.95,44,70,-26,-0.68,NA,NA,NA,NA,"https://fbref.com/en/squads/d2c87802/2016-2017/Lorient-Stats"
"1476",2017,"Lorient","Ligue 1","opponent",30,26.2,38,3420,90,100,38,418,85,NA,104,20,158,0.95,70,44,26,0.68,NA,NA,NA,NA,"https://fbref.com/en/squads/d2c87802/2016-2017/Lorient-Stats"
"1477",2017,"Lyon","Ligue 1","team",27,25,38,3420,90,100,38,418,NA,NA,104,0,161,1.76,77,48,29,0.76,NA,NA,NA,NA,"https://fbref.com/en/squads/d53c0b06/2016-2017/Lyon-Stats"
"1478",2017,"Lyon","Ligue 1","opponent",27,26.4,38,3420,90,100,38,418,84,NA,105,22,162,1.76,48,77,-29,-0.76,NA,NA,NA,NA,"https://fbref.com/en/squads/d53c0b06/2016-2017/Lyon-Stats"
"1479",2017,"M'Gladbach","Bundesliga","team",24,25.3,34,3060,90,100,34,374,NA,NA,99,0,138,1.32,45,49,-4,-0.12,NA,NA,NA,NA,"https://fbref.com/en/squads/32f3ee20/2016-2017/Monchengladbach-Stats"
"1480",2017,"M'Gladbach","Bundesliga","opponent",24,25.9,34,3060,90,100,34,374,85,NA,99,18,139,1.32,49,45,4,0.12,NA,NA,NA,NA,"https://fbref.com/en/squads/32f3ee20/2016-2017/Monchengladbach-Stats"
"1481",2017,"Mainz 05","Bundesliga","team",28,25.1,34,3060,90,100,34,374,NA,NA,101,0,137,1.09,44,55,-11,-0.32,NA,NA,NA,NA,"https://fbref.com/en/squads/a224b06a/2016-2017/Mainz-05-Stats"
"1482",2017,"Mainz 05","Bundesliga","opponent",28,25.8,34,3060,90,100,34,374,85,NA,98,19,141,1.09,55,44,11,0.32,NA,NA,NA,NA,"https://fbref.com/en/squads/a224b06a/2016-2017/Mainz-05-Stats"
"1483",2017,"Málaga","La Liga","team",29,26,38,3420,90,100,38,418,83,300,112,25,153,1.21,49,55,-6,-0.16,NA,NA,NA,NA,"https://fbref.com/en/squads/1c896955/2016-2017/Malaga-Stats"
"1484",2017,"Málaga","La Liga","opponent",29,26.4,38,3420,90,100,38,418,83,297,114,23,151,1.21,55,49,6,0.16,NA,NA,NA,NA,"https://fbref.com/en/squads/1c896955/2016-2017/Malaga-Stats"
"1485",2017,"Manchester City","Premier League","team",25,28.5,38,3420,90,100,38,418,NA,NA,106,0,159,2.05,80,39,41,1.08,NA,NA,NA,NA,"https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats"
"1486",2017,"Manchester City","Premier League","opponent",25,27.3,38,3420,90,100,38,418,85,NA,108,20,158,2.05,39,80,-41,-1.08,NA,NA,NA,NA,"https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats"
"1487",2017,"Manchester Utd","Premier League","team",31,26.7,38,3420,90,100,38,418,NA,NA,110,0,156,1.82,54,29,25,0.66,NA,NA,NA,NA,"https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats"
"1488",2017,"Manchester Utd","Premier League","opponent",31,27.4,38,3420,90,100,38,418,85,NA,106,20,160,1.82,29,54,-25,-0.66,NA,NA,NA,NA,"https://fbref.com/en/squads/19538871/2016-2017/Manchester-United-Stats"
"1489",2017,"Marseille","Ligue 1","team",27,27.4,38,3420,90,100,38,418,NA,NA,112,0,154,1.63,57,41,16,0.42,NA,NA,NA,NA,"https://fbref.com/en/squads/5725cc7b/2016-2017/Marseille-Stats"
"1490",2017,"Marseille","Ligue 1","opponent",27,26,38,3420,90,100,38,418,85,NA,111,20,154,1.63,41,57,-16,-0.42,NA,NA,NA,NA,"https://fbref.com/en/squads/5725cc7b/2016-2017/Marseille-Stats"
"1491",2017,"Metz","Ligue 1","team",31,26.5,38,3420,90,100,38,418,NA,NA,105,0,161,1.13,39,72,-33,-0.87,NA,NA,NA,NA,"https://fbref.com/en/squads/f83960ae/2016-2017/Metz-Stats"
"1492",2017,"Metz","Ligue 1","opponent",31,26.2,38,3420,90,100,38,418,84,NA,104,22,161,1.13,72,39,33,0.87,NA,NA,NA,NA,"https://fbref.com/en/squads/f83960ae/2016-2017/Metz-Stats"
"1493",2017,"Middlesbrough","Premier League","team",27,27.3,38,3420,90,100,38,418,NA,NA,94,0,172,0.74,27,53,-26,-0.68,NA,NA,NA,NA,"https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats"
"1494",2017,"Middlesbrough","Premier League","opponent",27,27.4,38,3420,90,100,38,418,86,NA,106,16,160,0.74,53,27,26,0.68,NA,NA,NA,NA,"https://fbref.com/en/squads/7f59c601/2016-2017/Middlesbrough-Stats"
"1495",2017,"Milan","Serie A","team",28,25,38,3420,90,100,38,418,NA,NA,114,0,327,1.66,57,45,12,0.32,NA,NA,NA,NA,"https://fbref.com/en/squads/dc56fe14/2016-2017/Milan-Stats"
"1496",2017,"Milan","Serie A","opponent",28,26.9,38,3420,90,100,38,418,84,NA,112,21,319,1.66,45,57,-12,-0.32,NA,NA,NA,NA,"https://fbref.com/en/squads/dc56fe14/2016-2017/Milan-Stats"
"1497",2017,"Monaco","Ligue 1","team",29,25,38,3420,90,100,38,418,NA,NA,112,0,154,2.5,107,31,76,2,NA,NA,NA,NA,"https://fbref.com/en/squads/fd6114db/2016-2017/Monaco-Stats"
"1498",2017,"Monaco","Ligue 1","opponent",29,26.3,38,3420,90,100,38,418,84,NA,109,22,155,2.5,31,107,-76,-2,NA,NA,NA,NA,"https://fbref.com/en/squads/fd6114db/2016-2017/Monaco-Stats"
"1499",2017,"Montpellier","Ligue 1","team",32,26.8,38,3420,90,100,38,418,NA,NA,101,0,150,1.03,48,66,-18,-0.47,NA,NA,NA,NA,"https://fbref.com/en/squads/281b0e73/2016-2017/Montpellier-Stats"
"1500",2017,"Montpellier","Ligue 1","opponent",32,26.1,38,3420,90,100,38,418,85,NA,113,19,152,1.03,66,48,18,0.47,NA,NA,NA,NA,"https://fbref.com/en/squads/281b0e73/2016-2017/Montpellier-Stats"
"1501",2017,"Nancy","Ligue 1","team",27,27.2,38,3420,90,100,38,418,NA,NA,109,0,158,0.92,29,52,-23,-0.61,NA,NA,NA,NA,"https://fbref.com/en/squads/e88fc6e5/2016-2017/Nancy-Stats"
"1502",2017,"Nancy","Ligue 1","opponent",27,26.4,38,3420,90,100,38,418,85,NA,104,18,160,0.92,52,29,23,0.61,NA,NA,NA,NA,"https://fbref.com/en/squads/e88fc6e5/2016-2017/Nancy-Stats"
"1503",2017,"Nantes","Ligue 1","team",27,24.8,38,3420,90,100,38,418,NA,NA,113,0,153,1.34,40,54,-14,-0.37,NA,NA,NA,NA,"https://fbref.com/en/squads/d7a486cd/2016-2017/Nantes-Stats"
"1504",2017,"Nantes","Ligue 1","opponent",27,26.6,38,3420,90,100,38,418,83,NA,106,24,160,1.34,54,40,14,0.37,NA,NA,NA,NA,"https://fbref.com/en/squads/d7a486cd/2016-2017/Nantes-Stats"
"1505",2017,"Napoli","Serie A","team",26,26.9,38,3420,90,100,38,418,NA,NA,112,0,337,2.26,94,39,55,1.45,NA,NA,NA,NA,"https://fbref.com/en/squads/d48ad4ff/2016-2017/Napoli-Stats"
"1506",2017,"Napoli","Serie A","opponent",26,26.9,38,3420,90,100,38,418,83,NA,114,23,318,2.26,39,94,-55,-1.45,NA,NA,NA,NA,"https://fbref.com/en/squads/d48ad4ff/2016-2017/Napoli-Stats"
"1507",2017,"Nice","Ligue 1","team",27,24.3,38,3420,90,100,38,418,NA,NA,85,0,179,2.05,63,36,27,0.71,NA,NA,NA,NA,"https://fbref.com/en/squads/132ebc33/2016-2017/Nice-Stats"
"1508",2017,"Nice","Ligue 1","opponent",27,26.5,38,3420,90,100,38,418,85,NA,107,19,155,2.05,36,63,-27,-0.71,NA,NA,NA,NA,"https://fbref.com/en/squads/132ebc33/2016-2017/Nice-Stats"
"1509",2017,"Osasuna","La Liga","team",35,26.3,38,3420,90,100,38,418,83,305,112,26,154,0.58,40,94,-54,-1.42,NA,NA,NA,NA,"https://fbref.com/en/squads/03c57e2b/2016-2017/Osasuna-Stats"
"1510",2017,"Osasuna","La Liga","opponent",35,26.4,38,3420,90,100,38,418,85,306,111,19,156,0.58,94,40,54,1.42,NA,NA,NA,NA,"https://fbref.com/en/squads/03c57e2b/2016-2017/Osasuna-Stats"
"1511",2017,"Palermo","Serie A","team",30,26.1,38,3420,90,100,38,418,NA,NA,112,0,330,0.68,33,77,-44,-1.16,NA,NA,NA,NA,"https://fbref.com/en/squads/ee058a17/2016-2017/Palermo-Stats"
"1512",2017,"Palermo","Serie A","opponent",30,27,38,3420,90,100,38,418,84,NA,109,20,316,0.68,77,33,44,1.16,NA,NA,NA,NA,"https://fbref.com/en/squads/ee058a17/2016-2017/Palermo-Stats"
"1513",2017,"Paris S-G","Ligue 1","team",28,26.4,38,3420,90,100,38,418,NA,NA,111,0,155,2.29,83,27,56,1.47,NA,NA,NA,NA,"https://fbref.com/en/squads/e2d8892c/2016-2017/Paris-Saint-Germain-Stats"
"1514",2017,"Paris S-G","Ligue 1","opponent",28,26.5,38,3420,90,100,38,418,85,NA,106,20,160,2.29,27,83,-56,-1.47,NA,NA,NA,NA,"https://fbref.com/en/squads/e2d8892c/2016-2017/Paris-Saint-Germain-Stats"
"1515",2017,"Pescara","Serie A","team",34,26.6,38,3420,90,100,38,418,NA,NA,113,0,282,0.47,37,81,-44,-1.16,NA,NA,NA,NA,"https://fbref.com/en/squads/b985784c/2016-2017/Pescara-Stats"
"1516",2017,"Pescara","Serie A","opponent",34,26.9,38,3420,90,100,38,418,84,NA,114,21,315,0.47,81,37,44,1.16,NA,NA,NA,NA,"https://fbref.com/en/squads/b985784c/2016-2017/Pescara-Stats"
"1517",2017,"RB Leipzig","Bundesliga","team",23,24,34,3060,90,100,34,374,NA,NA,97,0,141,1.97,66,39,27,0.79,NA,NA,NA,NA,"https://fbref.com/en/squads/acbb6a5b/2016-2017/RB-Leipzig-Stats"
"1518",2017,"RB Leipzig","Bundesliga","opponent",23,26,34,3060,90,100,34,374,83,NA,101,23,137,1.97,39,66,-27,-0.79,NA,NA,NA,NA,"https://fbref.com/en/squads/acbb6a5b/2016-2017/RB-Leipzig-Stats"
"1519",2017,"Real Madrid","La Liga","team",24,27,38,3420,90,100,38,419,84,306,111,21,155,2.45,106,41,65,1.71,NA,NA,NA,NA,"https://fbref.com/en/squads/53a2f082/2016-2017/Real-Madrid-Stats"
"1520",2017,"Real Madrid","La Liga","opponent",24,26.5,38,3420,90,100,38,418,84,304,110,23,153,2.45,41,106,-65,-1.71,NA,NA,NA,NA,"https://fbref.com/en/squads/53a2f082/2016-2017/Real-Madrid-Stats"
"1521",2017,"Real Sociedad","La Liga","team",27,26,38,3420,90,100,38,418,84,302,109,21,156,1.68,59,53,6,0.16,NA,NA,NA,NA,"https://fbref.com/en/squads/e31d1cd9/2016-2017/Real-Sociedad-Stats"
"1522",2017,"Real Sociedad","La Liga","opponent",27,26.4,38,3420,90,100,38,418,84,307,107,23,159,1.68,53,59,-6,-0.16,NA,NA,NA,NA,"https://fbref.com/en/squads/e31d1cd9/2016-2017/Real-Sociedad-Stats"
"1523",2017,"Rennes","Ligue 1","team",31,26.3,38,3420,90,100,38,418,NA,NA,110,0,156,1.32,36,42,-6,-0.16,NA,NA,NA,NA,"https://fbref.com/en/squads/b3072e00/2016-2017/Rennes-Stats"
"1524",2017,"Rennes","Ligue 1","opponent",31,26.2,38,3420,90,100,38,418,84,NA,110,20,153,1.32,42,36,6,0.16,NA,NA,NA,NA,"https://fbref.com/en/squads/b3072e00/2016-2017/Rennes-Stats"
"1525",2017,"Roma","Serie A","team",22,26.7,38,3420,90,100,38,418,NA,NA,107,0,276,2.29,90,38,52,1.37,NA,NA,NA,NA,"https://fbref.com/en/squads/cf74a709/2016-2017/Roma-Stats"
"1526",2017,"Roma","Serie A","opponent",22,26.6,38,3420,90,100,38,418,84,NA,113,24,310,2.29,38,90,-52,-1.37,NA,NA,NA,NA,"https://fbref.com/en/squads/cf74a709/2016-2017/Roma-Stats"
"1527",2017,"Saint-Étienne","Ligue 1","team",34,26.1,38,3420,90,100,38,418,NA,NA,111,0,153,1.32,41,42,-1,-0.03,NA,NA,NA,NA,"https://fbref.com/en/squads/d298ef2c/2016-2017/Saint-Etienne-Stats"
"1528",2017,"Saint-Étienne","Ligue 1","opponent",34,26.4,38,3420,90,100,38,418,85,NA,108,18,157,1.32,42,41,1,0.03,NA,NA,NA,NA,"https://fbref.com/en/squads/d298ef2c/2016-2017/Saint-Etienne-Stats"
"1529",2017,"Sampdoria","Serie A","team",24,26.6,38,3420,90,100,38,418,NA,NA,113,0,333,1.26,49,55,-6,-0.16,NA,NA,NA,NA,"https://fbref.com/en/squads/8ff9e3b3/2016-2017/Sampdoria-Stats"
"1530",2017,"Sampdoria","Serie A","opponent",24,27.2,38,3420,90,100,38,418,84,NA,111,20,310,1.26,55,49,6,0.16,NA,NA,NA,NA,"https://fbref.com/en/squads/8ff9e3b3/2016-2017/Sampdoria-Stats"
"1531",2017,"Sassuolo","Serie A","team",28,26.7,38,3420,90,100,38,418,NA,NA,113,0,312,1.21,58,63,-5,-0.13,NA,NA,NA,NA,"https://fbref.com/en/squads/e2befd26/2016-2017/Sassuolo-Stats"
"1532",2017,"Sassuolo","Serie A","opponent",28,27,38,3420,90,100,38,418,85,NA,111,20,330,1.21,63,58,5,0.13,NA,NA,NA,NA,"https://fbref.com/en/squads/e2befd26/2016-2017/Sassuolo-Stats"
"1533",2017,"Schalke 04","Bundesliga","team",29,25.3,34,3060,90,100,34,374,NA,NA,101,0,137,1.26,45,40,5,0.15,NA,NA,NA,NA,"https://fbref.com/en/squads/c539e393/2016-2017/Schalke-04-Stats"
"1534",2017,"Schalke 04","Bundesliga","opponent",29,25.9,34,3060,90,100,34,374,85,NA,98,20,140,1.26,40,45,-5,-0.15,NA,NA,NA,NA,"https://fbref.com/en/squads/c539e393/2016-2017/Schalke-04-Stats"
"1535",2017,"Sevilla","La Liga","team",28,26.8,38,3420,90,100,38,418,83,303,111,23,154,1.89,69,49,20,0.53,NA,NA,NA,NA,"https://fbref.com/en/squads/ad2be733/2016-2017/Sevilla-Stats"
"1536",2017,"Sevilla","La Liga","opponent",28,26.5,38,3420,90,100,38,418,84,302,110,23,154,1.89,49,69,-20,-0.53,NA,NA,NA,NA,"https://fbref.com/en/squads/ad2be733/2016-2017/Sevilla-Stats"
"1537",2017,"Southampton","Premier League","team",26,26,38,3420,90,100,38,418,NA,NA,109,0,157,1.21,41,48,-7,-0.18,NA,NA,NA,NA,"https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats"
"1538",2017,"Southampton","Premier League","opponent",26,27.4,38,3420,90,100,38,418,85,NA,105,20,161,1.21,48,41,7,0.18,NA,NA,NA,NA,"https://fbref.com/en/squads/33c895d4/2016-2017/Southampton-Stats"
"1539",2017,"Sporting Gijón","La Liga","team",29,26.4,38,3420,90,100,38,418,84,303,113,22,150,0.82,42,72,-30,-0.79,NA,NA,NA,NA,"https://fbref.com/en/squads/bb9efd50/2016-2017/Sporting-Gijon-Stats"
"1540",2017,"Sporting Gijón","La Liga","opponent",29,26.5,38,3420,90,100,38,418,84,312,107,23,159,0.82,72,42,30,0.79,NA,NA,NA,NA,"https://fbref.com/en/squads/bb9efd50/2016-2017/Sporting-Gijon-Stats"
"1541",2017,"Stoke City","Premier League","team",26,28.7,38,3420,90,100,38,418,NA,NA,93,0,173,1.16,41,56,-15,-0.39,NA,NA,NA,NA,"https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats"
"1542",2017,"Stoke City","Premier League","opponent",26,27.4,38,3420,90,100,38,418,85,NA,107,21,159,1.16,56,41,15,0.39,NA,NA,NA,NA,"https://fbref.com/en/squads/17892952/2016-2017/Stoke-City-Stats"
"1543",2017,"Sunderland","Premier League","team",31,26.8,38,3420,90,100,38,418,NA,NA,94,0,172,0.63,29,69,-40,-1.05,NA,NA,NA,NA,"https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats"
"1544",2017,"Sunderland","Premier League","opponent",31,27.5,38,3420,90,100,38,418,85,NA,107,18,159,0.63,69,29,40,1.05,NA,NA,NA,NA,"https://fbref.com/en/squads/8ef52968/2016-2017/Sunderland-Stats"
"1545",2017,"Swansea City","Premier League","team",27,27.4,38,3420,90,100,38,418,NA,NA,105,0,161,1.08,45,70,-25,-0.66,NA,NA,NA,NA,"https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats"
"1546",2017,"Swansea City","Premier League","opponent",27,27.6,38,3420,90,100,38,418,85,NA,107,19,159,1.08,70,45,25,0.66,NA,NA,NA,NA,"https://fbref.com/en/squads/fb10988f/2016-2017/Swansea-City-Stats"
"1547",2017,"Torino","Serie A","team",29,26.4,38,3420,90,100,38,418,NA,NA,113,0,326,1.39,71,66,5,0.13,NA,NA,NA,NA,"https://fbref.com/en/squads/105360fe/2016-2017/Torino-Stats"
"1548",2017,"Torino","Serie A","opponent",29,27,38,3420,90,100,38,418,84,NA,111,22,320,1.39,66,71,-5,-0.13,NA,NA,NA,NA,"https://fbref.com/en/squads/105360fe/2016-2017/Torino-Stats"
"1549",2017,"Tottenham","Premier League","team",24,25.3,38,3420,90,100,38,418,NA,NA,111,0,155,2.26,86,26,60,1.58,NA,NA,NA,NA,"https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats"
"1550",2017,"Tottenham","Premier League","opponent",24,27.4,38,3420,90,100,38,418,85,NA,110,17,156,2.26,26,86,-60,-1.58,NA,NA,NA,NA,"https://fbref.com/en/squads/361ca564/2016-2017/Tottenham-Hotspur-Stats"
"1551",2017,"Toulouse","Ligue 1","team",30,23.3,38,3420,90,100,38,418,NA,NA,112,0,153,1.16,37,41,-4,-0.11,NA,NA,NA,NA,"https://fbref.com/en/squads/3f8c4b5f/2016-2017/Toulouse-Stats"
"1552",2017,"Toulouse","Ligue 1","opponent",30,26.4,38,3420,90,100,38,418,84,NA,110,22,156,1.16,41,37,4,0.11,NA,NA,NA,NA,"https://fbref.com/en/squads/3f8c4b5f/2016-2017/Toulouse-Stats"
"1553",2017,"Udinese","Serie A","team",29,26.8,38,3420,90,100,38,418,NA,NA,112,0,312,1.18,47,56,-9,-0.24,NA,NA,NA,NA,"https://fbref.com/en/squads/04eea015/2016-2017/Udinese-Stats"
"1554",2017,"Udinese","Serie A","opponent",29,27,38,3420,90,100,38,418,84,NA,112,21,305,1.18,56,47,9,0.24,NA,NA,NA,NA,"https://fbref.com/en/squads/04eea015/2016-2017/Udinese-Stats"
"1555",2017,"Valencia","La Liga","team",31,25.9,38,3420,90,100,38,418,84,306,106,21,160,1.21,56,65,-9,-0.24,NA,NA,NA,NA,"https://fbref.com/en/squads/dcc91a7b/2016-2017/Valencia-Stats"
"1556",2017,"Valencia","La Liga","opponent",31,26.5,38,3420,90,100,38,418,84,310,107,24,159,1.21,65,56,9,0.24,NA,NA,NA,NA,"https://fbref.com/en/squads/dcc91a7b/2016-2017/Valencia-Stats"
"1557",2017,"Villarreal","La Liga","team",27,26.7,38,3420,90,100,38,418,85,303,111,18,152,1.76,56,33,23,0.61,NA,NA,NA,NA,"https://fbref.com/en/squads/2a8183b3/2016-2017/Villarreal-Stats"
"1558",2017,"Villarreal","La Liga","opponent",27,26.4,38,3420,90,100,38,418,84,307,110,22,155,1.76,33,56,-23,-0.61,NA,NA,NA,NA,"https://fbref.com/en/squads/2a8183b3/2016-2017/Villarreal-Stats"
"1559",2017,"Watford","Premier League","team",33,29,38,3420,90,100,38,418,NA,NA,108,0,158,1.05,40,68,-28,-0.74,NA,NA,NA,NA,"https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats"
"1560",2017,"Watford","Premier League","opponent",33,27.2,38,3420,90,100,38,418,85,NA,102,17,164,1.05,68,40,28,0.74,NA,NA,NA,NA,"https://fbref.com/en/squads/2abfe087/2016-2017/Watford-Stats"
"1561",2017,"Werder Bremen","Bundesliga","team",31,27,34,3060,90,100,34,374,NA,NA,100,0,138,1.32,61,64,-3,-0.09,NA,NA,NA,NA,"https://fbref.com/en/squads/62add3bf/2016-2017/Werder-Bremen-Stats"
"1562",2017,"Werder Bremen","Bundesliga","opponent",31,25.8,34,3060,90,100,34,374,85,NA,97,21,141,1.32,64,61,3,0.09,NA,NA,NA,NA,"https://fbref.com/en/squads/62add3bf/2016-2017/Werder-Bremen-Stats"
"1563",2017,"West Brom","Premier League","team",23,29.4,38,3420,90,100,38,418,NA,NA,109,0,158,1.18,43,51,-8,-0.21,NA,NA,NA,NA,"https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats"
"1564",2017,"West Brom","Premier League","opponent",23,27.3,38,3420,90,100,38,418,86,NA,105,17,161,1.18,51,43,8,0.21,NA,NA,NA,NA,"https://fbref.com/en/squads/60c6b05f/2016-2017/West-Bromwich-Albion-Stats"
"1565",2017,"West Ham","Premier League","team",29,27.1,38,3420,90,100,38,418,NA,NA,109,0,156,1.18,47,64,-17,-0.45,NA,NA,NA,NA,"https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats"
"1566",2017,"West Ham","Premier League","opponent",29,27.3,38,3420,90,100,38,418,86,NA,106,17,160,1.18,64,47,17,0.45,NA,NA,NA,NA,"https://fbref.com/en/squads/7c21e445/2016-2017/West-Ham-United-Stats"
"1567",2017,"Wolfsburg","Bundesliga","team",31,25.7,34,3060,90,100,34,374,NA,NA,96,0,142,1.09,34,52,-18,-0.53,NA,NA,NA,NA,"https://fbref.com/en/squads/4eaa11d7/2016-2017/Wolfsburg-Stats"
"1568",2017,"Wolfsburg","Bundesliga","opponent",31,25.8,34,3060,90,100,34,374,85,NA,99,19,138,1.09,52,34,18,0.53,NA,NA,NA,NA,"https://fbref.com/en/squads/4eaa11d7/2016-2017/Wolfsburg-Stats"
"1569",2018,"Alavés","La Liga","team",30,25.5,38,3420,90,100,38,418,85,303,111,20,154,1.24,40,50,-10,-0.26,39,53.2,-14.2,-0.37,"https://fbref.com/en/squads/8d6fd021/2017-2018/Alaves-Stats"
"1570",2018,"Alavés","La Liga","opponent",30,26.8,38,3420,90,100,38,418,84,308,106,23,160,1.24,50,40,10,0.26,53.2,39,14.2,0.37,"https://fbref.com/en/squads/8d6fd021/2017-2018/Alaves-Stats"
"1571",2018,"Amiens","Ligue 1","team",30,27.5,38,3420,90,100,38,418,85,303,111,20,155,1.18,37,42,-5,-0.13,35.3,55.4,-20.2,-0.53,"https://fbref.com/en/squads/25622401/2017-2018/Amiens-Stats"
"1572",2018,"Amiens","Ligue 1","opponent",30,26,38,3420,90,100,38,418,85,312,105,21,158,1.18,42,37,5,0.13,55.4,35.3,20.2,0.53,"https://fbref.com/en/squads/25622401/2017-2018/Amiens-Stats"
"1573",2018,"Angers","Ligue 1","team",27,27.1,38,3420,90,100,38,418,84,303,112,22,153,1.08,42,52,-10,-0.26,45.6,44,1.6,0.04,"https://fbref.com/en/squads/69236f98/2017-2018/Angers-Stats"
"1574",2018,"Angers","Ligue 1","opponent",27,25.8,38,3420,90,100,38,418,85,305,107,19,159,1.08,52,42,10,0.26,44,45.6,-1.6,-0.04,"https://fbref.com/en/squads/69236f98/2017-2018/Angers-Stats"
"1575",2018,"Arsenal","Premier League","team",30,26.8,38,3420,90,100,38,418,NA,NA,101,0,165,1.66,74,51,23,0.61,68.4,50.5,17.9,0.47,"https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats"
"1576",2018,"Arsenal","Premier League","opponent",30,27,38,3420,90,100,38,418,85,NA,105,18,161,1.66,51,74,-23,-0.61,50.5,68.4,-17.9,-0.47,"https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats"
"1577",2018,"Atalanta","Serie A","team",25,25.7,38,3420,90,100,38,418,NA,NA,108,0,313,1.58,57,39,18,0.47,67.4,37.2,30.2,0.8,"https://fbref.com/en/squads/922493f3/2017-2018/Atalanta-Stats"
"1578",2018,"Atalanta","Serie A","opponent",25,27.1,38,3420,90,100,38,418,84,NA,112,22,316,1.58,39,57,-18,-0.47,37.2,67.4,-30.2,-0.8,"https://fbref.com/en/squads/922493f3/2017-2018/Atalanta-Stats"
"1579",2018,"Athletic Club","La Liga","team",26,26.7,38,3420,90,100,38,418,85,312,106,22,160,1.13,41,49,-8,-0.21,44.3,46.4,-2.1,-0.05,"https://fbref.com/en/squads/2b390eca/2017-2018/Athletic-Club-Stats"
"1580",2018,"Athletic Club","La Liga","opponent",26,27,38,3420,90,100,38,418,84,304,106,23,160,1.13,49,41,8,0.21,46.4,44.3,2.1,0.05,"https://fbref.com/en/squads/2b390eca/2017-2018/Athletic-Club-Stats"
"1581",2018,"Atlético Madrid","La Liga","team",26,26.6,38,3420,90,100,38,418,83,304,110,24,156,2.08,58,22,36,0.95,48,35.7,12.2,0.32,"https://fbref.com/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats"
"1582",2018,"Atlético Madrid","La Liga","opponent",26,26.8,38,3420,90,100,38,418,84,312,106,23,160,2.08,22,58,-36,-0.95,35.7,48,-12.2,-0.32,"https://fbref.com/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats"
