"","League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Event_Time","Is_Pens","Event_Half","Event_Type","Event_Players","Score_Progression","Penalty_Number"
"691","Premier League","Premier League (Matchweek 9)","Newcastle United","4-4-2",1,NA,"Yohan Cabaye · 81&rsquor;","3","0","Wigan Athletic","4-3-3",0,NA,"","2","0","https://fbref.com/en/matches/87f91deb/Newcastle-United-Wigan-Athletic-October-22-2011-Premier-League","Newcastle United","Home",76,FALSE,2,"Substitute","Sylvain Marveaux for Gabriel Obertan","0:0",NA
"692","Premier League","Premier League (Matchweek 9)","Newcastle United","4-4-2",1,NA,"Yohan Cabaye · 81&rsquor;","3","0","Wigan Athletic","4-3-3",0,NA,"","2","0","https://fbref.com/en/matches/87f91deb/Newcastle-United-Wigan-Athletic-October-22-2011-Premier-League","Newcastle United","Home",81,FALSE,2,"Goal","Yohan Cabaye","1:0",NA
"693","Premier League","Premier League (Matchweek 9)","Newcastle United","4-4-2",1,NA,"Yohan Cabaye · 81&rsquor;","3","0","Wigan Athletic","4-3-3",0,NA,"","2","0","https://fbref.com/en/matches/87f91deb/Newcastle-United-Wigan-Athletic-October-22-2011-Premier-League","Wigan Athletic","Away",82,FALSE,2,"Substitute","James McArthur for Ben Watson","1:0",NA
"694","Premier League","Premier League (Matchweek 9)","Newcastle United","4-4-2",1,NA,"Yohan Cabaye · 81&rsquor;","3","0","Wigan Athletic","4-3-3",0,NA,"","2","0","https://fbref.com/en/matches/87f91deb/Newcastle-United-Wigan-Athletic-October-22-2011-Premier-League","Wigan Athletic","Away",82,FALSE,2,"Substitute","Conor Sammon for Albert Crusat","1:0",NA
"695","Premier League","Premier League (Matchweek 9)","Wolverhampton Wanderers","4-4-2",2,NA,"Kevin Doyle · 84&rsquor; Jamie O'Hara · 86&rsquor;","2","0","Swansea City","4-5-1",2,NA,"Danny Graham · 23&rsquor; Joe Allen · 35&rsquor;","0","0","https://fbref.com/en/matches/e9d84b85/Wolverhampton-Wanderers-Swansea-City-October-22-2011-Premier-League","Swansea City","Away",23,FALSE,1,"Goal","Danny Graham","0:1",NA
"696","Premier League","Premier League (Matchweek 9)","Wolverhampton Wanderers","4-4-2",2,NA,"Kevin Doyle · 84&rsquor; Jamie O'Hara · 86&rsquor;","2","0","Swansea City","4-5-1",2,NA,"Danny Graham · 23&rsquor; Joe Allen · 35&rsquor;","0","0","https://fbref.com/en/matches/e9d84b85/Wolverhampton-Wanderers-Swansea-City-October-22-2011-Premier-League","Swansea City","Away",35,FALSE,1,"Goal","Joe Allen","0:2",NA
"697","Premier League","Premier League (Matchweek 9)","Wolverhampton Wanderers","4-4-2",2,NA,"Kevin Doyle · 84&rsquor; Jamie O'Hara · 86&rsquor;","2","0","Swansea City","4-5-1",2,NA,"Danny Graham · 23&rsquor; Joe Allen · 35&rsquor;","0","0","https://fbref.com/en/matches/e9d84b85/Wolverhampton-Wanderers-Swansea-City-October-22-2011-Premier-League","Wolverhampton Wanderers","Home",68,FALSE,2,"Substitute","Adlène Guedioura for Matt Jarvis","0:2",NA
"698","Premier League","Premier League (Matchweek 9)","Wolverhampton Wanderers","4-4-2",2,NA,"Kevin Doyle · 84&rsquor; Jamie O'Hara · 86&rsquor;","2","0","Swansea City","4-5-1",2,NA,"Danny Graham · 23&rsquor; Joe Allen · 35&rsquor;","0","0","https://fbref.com/en/matches/e9d84b85/Wolverhampton-Wanderers-Swansea-City-October-22-2011-Premier-League","Wolverhampton Wanderers","Home",68,FALSE,2,"Substitute","Nenad Milijaš for Adam Hammill","0:2",NA
"699","Premier League","Premier League (Matchweek 9)","Wolverhampton Wanderers","4-4-2",2,NA,"Kevin Doyle · 84&rsquor; Jamie O'Hara · 86&rsquor;","2","0","Swansea City","4-5-1",2,NA,"Danny Graham · 23&rsquor; Joe Allen · 35&rsquor;","0","0","https://fbref.com/en/matches/e9d84b85/Wolverhampton-Wanderers-Swansea-City-October-22-2011-Premier-League","Swansea City","Away",74,FALSE,2,"Substitute","Andrea Orlandi for Leon Britton","0:2",NA
"700","Premier League","Premier League (Matchweek 9)","Wolverhampton Wanderers","4-4-2",2,NA,"Kevin Doyle · 84&rsquor; Jamie O'Hara · 86&rsquor;","2","0","Swansea City","4-5-1",2,NA,"Danny Graham · 23&rsquor; Joe Allen · 35&rsquor;","0","0","https://fbref.com/en/matches/e9d84b85/Wolverhampton-Wanderers-Swansea-City-October-22-2011-Premier-League","Wolverhampton Wanderers","Home",83,FALSE,2,"Substitute","Sam Vokes for Sylvan Ebanks-Blake","0:2",NA
"701","Premier League","Premier League (Matchweek 9)","Wolverhampton Wanderers","4-4-2",2,NA,"Kevin Doyle · 84&rsquor; Jamie O'Hara · 86&rsquor;","2","0","Swansea City","4-5-1",2,NA,"Danny Graham · 23&rsquor; Joe Allen · 35&rsquor;","0","0","https://fbref.com/en/matches/e9d84b85/Wolverhampton-Wanderers-Swansea-City-October-22-2011-Premier-League","Swansea City","Away",83,FALSE,2,"Substitute","Wayne Routledge for Nathan Dyer","0:2",NA
"702","Premier League","Premier League (Matchweek 9)","Wolverhampton Wanderers","4-4-2",2,NA,"Kevin Doyle · 84&rsquor; Jamie O'Hara · 86&rsquor;","2","0","Swansea City","4-5-1",2,NA,"Danny Graham · 23&rsquor; Joe Allen · 35&rsquor;","0","0","https://fbref.com/en/matches/e9d84b85/Wolverhampton-Wanderers-Swansea-City-October-22-2011-Premier-League","Wolverhampton Wanderers","Home",84,FALSE,2,"Goal","Kevin Doyle","1:2",NA
"703","Premier League","Premier League (Matchweek 9)","Wolverhampton Wanderers","4-4-2",2,NA,"Kevin Doyle · 84&rsquor; Jamie O'Hara · 86&rsquor;","2","0","Swansea City","4-5-1",2,NA,"Danny Graham · 23&rsquor; Joe Allen · 35&rsquor;","0","0","https://fbref.com/en/matches/e9d84b85/Wolverhampton-Wanderers-Swansea-City-October-22-2011-Premier-League","Wolverhampton Wanderers","Home",86,FALSE,2,"Goal","Jamie O'Hara","2:2",NA
"704","Premier League","Premier League (Matchweek 9)","Wolverhampton Wanderers","4-4-2",2,NA,"Kevin Doyle · 84&rsquor; Jamie O'Hara · 86&rsquor;","2","0","Swansea City","4-5-1",2,NA,"Danny Graham · 23&rsquor; Joe Allen · 35&rsquor;","0","0","https://fbref.com/en/matches/e9d84b85/Wolverhampton-Wanderers-Swansea-City-October-22-2011-Premier-League","Swansea City","Away",86,FALSE,2,"Substitute","Vangelis Moras for Mark Gower","1:2",NA
"705","Premier League","Premier League (Matchweek 9)","Aston Villa","4-2-3-1",1,NA,"Darren Bent (P) · 23&rsquor; Chris Herd · 36&rsquor;","2","1","West Bromwich Albion","4-4-2",2,NA,"Jonas Olsson · 45&rsquor; Paul Scharner · 57&rsquor;","3","0","https://fbref.com/en/matches/fbac7039/Aston-Villa-West-Bromwich-Albion-October-22-2011-Premier-League","West Bromwich Albion","Away",19,FALSE,1,"Substitute","Somen Tchoyi for Shane Long","0:0",NA
"706","Premier League","Premier League (Matchweek 9)","Aston Villa","4-2-3-1",1,NA,"Darren Bent (P) · 23&rsquor; Chris Herd · 36&rsquor;","2","1","West Bromwich Albion","4-4-2",2,NA,"Jonas Olsson · 45&rsquor; Paul Scharner · 57&rsquor;","3","0","https://fbref.com/en/matches/fbac7039/Aston-Villa-West-Bromwich-Albion-October-22-2011-Premier-League","Aston Villa","Home",23,FALSE,1,"Penalty","Darren Bent Penalty Kick","1:0",NA
"707","Premier League","Premier League (Matchweek 9)","Aston Villa","4-2-3-1",1,NA,"Darren Bent (P) · 23&rsquor; Chris Herd · 36&rsquor;","2","1","West Bromwich Albion","4-4-2",2,NA,"Jonas Olsson · 45&rsquor; Paul Scharner · 57&rsquor;","3","0","https://fbref.com/en/matches/fbac7039/Aston-Villa-West-Bromwich-Albion-October-22-2011-Premier-League","Aston Villa","Home",36,FALSE,1,"Red Card","Chris Herd","1:0",NA
"708","Premier League","Premier League (Matchweek 9)","Aston Villa","4-2-3-1",1,NA,"Darren Bent (P) · 23&rsquor; Chris Herd · 36&rsquor;","2","1","West Bromwich Albion","4-4-2",2,NA,"Jonas Olsson · 45&rsquor; Paul Scharner · 57&rsquor;","3","0","https://fbref.com/en/matches/fbac7039/Aston-Villa-West-Bromwich-Albion-October-22-2011-Premier-League","Aston Villa","Home",41,FALSE,1,"Substitute","Carlos Cuéllar for Alan Hutton","1:0",NA
"709","Premier League","Premier League (Matchweek 9)","Aston Villa","4-2-3-1",1,NA,"Darren Bent (P) · 23&rsquor; Chris Herd · 36&rsquor;","2","1","West Bromwich Albion","4-4-2",2,NA,"Jonas Olsson · 45&rsquor; Paul Scharner · 57&rsquor;","3","0","https://fbref.com/en/matches/fbac7039/Aston-Villa-West-Bromwich-Albion-October-22-2011-Premier-League","West Bromwich Albion","Away",45,FALSE,1,"Goal","Jonas Olsson","1:1",NA
"710","Premier League","Premier League (Matchweek 9)","Aston Villa","4-2-3-1",1,NA,"Darren Bent (P) · 23&rsquor; Chris Herd · 36&rsquor;","2","1","West Bromwich Albion","4-4-2",2,NA,"Jonas Olsson · 45&rsquor; Paul Scharner · 57&rsquor;","3","0","https://fbref.com/en/matches/fbac7039/Aston-Villa-West-Bromwich-Albion-October-22-2011-Premier-League","West Bromwich Albion","Away",57,FALSE,2,"Goal","Paul Scharner","1:2",NA
"711","Premier League","Premier League (Matchweek 9)","Aston Villa","4-2-3-1",1,NA,"Darren Bent (P) · 23&rsquor; Chris Herd · 36&rsquor;","2","1","West Bromwich Albion","4-4-2",2,NA,"Jonas Olsson · 45&rsquor; Paul Scharner · 57&rsquor;","3","0","https://fbref.com/en/matches/fbac7039/Aston-Villa-West-Bromwich-Albion-October-22-2011-Premier-League","Aston Villa","Home",60,FALSE,2,"Substitute","Emile Heskey for Charles N'Zogbia","1:2",NA
"712","Premier League","Premier League (Matchweek 9)","Aston Villa","4-2-3-1",1,NA,"Darren Bent (P) · 23&rsquor; Chris Herd · 36&rsquor;","2","1","West Bromwich Albion","4-4-2",2,NA,"Jonas Olsson · 45&rsquor; Paul Scharner · 57&rsquor;","3","0","https://fbref.com/en/matches/fbac7039/Aston-Villa-West-Bromwich-Albion-October-22-2011-Premier-League","Aston Villa","Home",78,FALSE,2,"Substitute","Marc Albrighton for Barry Bannan","1:2",NA
"713","Premier League","Premier League (Matchweek 9)","Aston Villa","4-2-3-1",1,NA,"Darren Bent (P) · 23&rsquor; Chris Herd · 36&rsquor;","2","1","West Bromwich Albion","4-4-2",2,NA,"Jonas Olsson · 45&rsquor; Paul Scharner · 57&rsquor;","3","0","https://fbref.com/en/matches/fbac7039/Aston-Villa-West-Bromwich-Albion-October-22-2011-Premier-League","West Bromwich Albion","Away",78,FALSE,2,"Substitute","James Morrison for Youssouf Mulumbu","1:2",NA
"714","Premier League","Premier League (Matchweek 9)","Fulham","4-4-2",1,NA,"Bryan Ruiz · 67&rsquor;","3","0","Everton","4-2-3-1",3,NA,"Royston Drenthe · 3&rsquor; Jack Rodwell · 90&rsquor; Louis Saha · 90&rsquor;","1","0","https://fbref.com/en/matches/193f21d4/Fulham-Everton-October-23-2011-Premier-League","Everton","Away",3,FALSE,1,"Goal","Royston Drenthe","0:1",NA
"715","Premier League","Premier League (Matchweek 9)","Fulham","4-4-2",1,NA,"Bryan Ruiz · 67&rsquor;","3","0","Everton","4-2-3-1",3,NA,"Royston Drenthe · 3&rsquor; Jack Rodwell · 90&rsquor; Louis Saha · 90&rsquor;","1","0","https://fbref.com/en/matches/193f21d4/Fulham-Everton-October-23-2011-Premier-League","Everton","Away",50,FALSE,2,"Substitute","Louis Saha for Apostolos Vellios","0:1",NA
"716","Premier League","Premier League (Matchweek 9)","Fulham","4-4-2",1,NA,"Bryan Ruiz · 67&rsquor;","3","0","Everton","4-2-3-1",3,NA,"Royston Drenthe · 3&rsquor; Jack Rodwell · 90&rsquor; Louis Saha · 90&rsquor;","1","0","https://fbref.com/en/matches/193f21d4/Fulham-Everton-October-23-2011-Premier-League","Fulham","Home",64,FALSE,2,"Substitute","Bryan Ruiz for Danny Murphy","0:1",NA
"717","Premier League","Premier League (Matchweek 9)","Fulham","4-4-2",1,NA,"Bryan Ruiz · 67&rsquor;","3","0","Everton","4-2-3-1",3,NA,"Royston Drenthe · 3&rsquor; Jack Rodwell · 90&rsquor; Louis Saha · 90&rsquor;","1","0","https://fbref.com/en/matches/193f21d4/Fulham-Everton-October-23-2011-Premier-League","Fulham","Home",67,FALSE,2,"Goal","Bryan Ruiz","1:1",NA
"718","Premier League","Premier League (Matchweek 9)","Fulham","4-4-2",1,NA,"Bryan Ruiz · 67&rsquor;","3","0","Everton","4-2-3-1",3,NA,"Royston Drenthe · 3&rsquor; Jack Rodwell · 90&rsquor; Louis Saha · 90&rsquor;","1","0","https://fbref.com/en/matches/193f21d4/Fulham-Everton-October-23-2011-Premier-League","Everton","Away",74,FALSE,2,"Substitute","Tim Cahill for Phil Neville","1:1",NA
"719","Premier League","Premier League (Matchweek 9)","Fulham","4-4-2",1,NA,"Bryan Ruiz · 67&rsquor;","3","0","Everton","4-2-3-1",3,NA,"Royston Drenthe · 3&rsquor; Jack Rodwell · 90&rsquor; Louis Saha · 90&rsquor;","1","0","https://fbref.com/en/matches/193f21d4/Fulham-Everton-October-23-2011-Premier-League","Everton","Away",74,FALSE,2,"Substitute","Séamus Coleman for Leon Osman","1:1",NA
"720","Premier League","Premier League (Matchweek 9)","Fulham","4-4-2",1,NA,"Bryan Ruiz · 67&rsquor;","3","0","Everton","4-2-3-1",3,NA,"Royston Drenthe · 3&rsquor; Jack Rodwell · 90&rsquor; Louis Saha · 90&rsquor;","1","0","https://fbref.com/en/matches/193f21d4/Fulham-Everton-October-23-2011-Premier-League","Fulham","Home",90,FALSE,2,"Substitute","Aaron Hughes for Zdeněk Grygera","1:3",NA
"721","Premier League","Premier League (Matchweek 9)","Fulham","4-4-2",1,NA,"Bryan Ruiz · 67&rsquor;","3","0","Everton","4-2-3-1",3,NA,"Royston Drenthe · 3&rsquor; Jack Rodwell · 90&rsquor; Louis Saha · 90&rsquor;","1","0","https://fbref.com/en/matches/193f21d4/Fulham-Everton-October-23-2011-Premier-League","Everton","Away",90,FALSE,2,"Goal","Jack Rodwell","1:2",NA
"722","Premier League","Premier League (Matchweek 9)","Fulham","4-4-2",1,NA,"Bryan Ruiz · 67&rsquor;","3","0","Everton","4-2-3-1",3,NA,"Royston Drenthe · 3&rsquor; Jack Rodwell · 90&rsquor; Louis Saha · 90&rsquor;","1","0","https://fbref.com/en/matches/193f21d4/Fulham-Everton-October-23-2011-Premier-League","Everton","Away",90,FALSE,2,"Goal","Louis Saha","1:3",NA
"723","Premier League","Premier League (Matchweek 9)","Queens Park Rangers","4-3-3",1,NA,"Heiðar Helguson (P) · 10&rsquor;","2","0","Chelsea","4-3-3",0,NA,"José Bosingwa · 33&rsquor; Didier Drogba · 41&rsquor;","7","2","https://fbref.com/en/matches/5c0fb99e/Queens-Park-Rangers-Chelsea-October-23-2011-Premier-League","Queens Park Rangers","Home",10,FALSE,1,"Penalty","Heiðar Helguson Penalty Kick —","1:0",NA
"724","Premier League","Premier League (Matchweek 9)","Queens Park Rangers","4-3-3",1,NA,"Heiðar Helguson (P) · 10&rsquor;","2","0","Chelsea","4-3-3",0,NA,"José Bosingwa · 33&rsquor; Didier Drogba · 41&rsquor;","7","2","https://fbref.com/en/matches/5c0fb99e/Queens-Park-Rangers-Chelsea-October-23-2011-Premier-League","Chelsea","Away",33,FALSE,1,"Red Card","José Bosingwa","1:0",NA
"725","Premier League","Premier League (Matchweek 9)","Queens Park Rangers","4-3-3",1,NA,"Heiðar Helguson (P) · 10&rsquor;","2","0","Chelsea","4-3-3",0,NA,"José Bosingwa · 33&rsquor; Didier Drogba · 41&rsquor;","7","2","https://fbref.com/en/matches/5c0fb99e/Queens-Park-Rangers-Chelsea-October-23-2011-Premier-League","Chelsea","Away",36,FALSE,1,"Substitute","Branislav Ivanović for Daniel Sturridge","1:0",NA
"726","Premier League","Premier League (Matchweek 9)","Queens Park Rangers","4-3-3",1,NA,"Heiðar Helguson (P) · 10&rsquor;","2","0","Chelsea","4-3-3",0,NA,"José Bosingwa · 33&rsquor; Didier Drogba · 41&rsquor;","7","2","https://fbref.com/en/matches/5c0fb99e/Queens-Park-Rangers-Chelsea-October-23-2011-Premier-League","Chelsea","Away",41,FALSE,1,"Red Card","Didier Drogba","1:0",NA
"727","Premier League","Premier League (Matchweek 9)","Queens Park Rangers","4-3-3",1,NA,"Heiðar Helguson (P) · 10&rsquor;","2","0","Chelsea","4-3-3",0,NA,"José Bosingwa · 33&rsquor; Didier Drogba · 41&rsquor;","7","2","https://fbref.com/en/matches/5c0fb99e/Queens-Park-Rangers-Chelsea-October-23-2011-Premier-League","Chelsea","Away",45,FALSE,1,"Substitute","Nicolas Anelka for Juan Mata","1:0",NA
"728","Premier League","Premier League (Matchweek 9)","Queens Park Rangers","4-3-3",1,NA,"Heiðar Helguson (P) · 10&rsquor;","2","0","Chelsea","4-3-3",0,NA,"José Bosingwa · 33&rsquor; Didier Drogba · 41&rsquor;","7","2","https://fbref.com/en/matches/5c0fb99e/Queens-Park-Rangers-Chelsea-October-23-2011-Premier-League","Queens Park Rangers","Home",61,FALSE,2,"Substitute","Tommy Smith for Adel Taarabt","1:0",NA
"729","Premier League","Premier League (Matchweek 9)","Queens Park Rangers","4-3-3",1,NA,"Heiðar Helguson (P) · 10&rsquor;","2","0","Chelsea","4-3-3",0,NA,"José Bosingwa · 33&rsquor; Didier Drogba · 41&rsquor;","7","2","https://fbref.com/en/matches/5c0fb99e/Queens-Park-Rangers-Chelsea-October-23-2011-Premier-League","Chelsea","Away",72,FALSE,2,"Substitute","Florent Malouda for Raul Meireles","1:0",NA
"730","Premier League","Premier League (Matchweek 9)","Queens Park Rangers","4-3-3",1,NA,"Heiðar Helguson (P) · 10&rsquor;","2","0","Chelsea","4-3-3",0,NA,"José Bosingwa · 33&rsquor; Didier Drogba · 41&rsquor;","7","2","https://fbref.com/en/matches/5c0fb99e/Queens-Park-Rangers-Chelsea-October-23-2011-Premier-League","Queens Park Rangers","Home",81,FALSE,2,"Substitute","Jamie Mackie for Shaun Derry","1:0",NA
"731","Premier League","Premier League (Matchweek 9)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 28&rsquor;","4","0","Tottenham Hotspur","4-4-1-1",2,NA,"Rafael van der Vaart · 15&rsquor; Rafael van der Vaart · 53&rsquor;","1","0","https://fbref.com/en/matches/843b5241/Blackburn-Rovers-Tottenham-Hotspur-October-23-2011-Premier-League","Tottenham Hotspur","Away",15,FALSE,1,"Goal","Rafael van der Vaart","0:1",NA
"732","Premier League","Premier League (Matchweek 9)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 28&rsquor;","4","0","Tottenham Hotspur","4-4-1-1",2,NA,"Rafael van der Vaart · 15&rsquor; Rafael van der Vaart · 53&rsquor;","1","0","https://fbref.com/en/matches/843b5241/Blackburn-Rovers-Tottenham-Hotspur-October-23-2011-Premier-League","Blackburn Rovers","Home",28,FALSE,1,"Goal","Mauro Formica","1:1",NA
"733","Premier League","Premier League (Matchweek 9)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 28&rsquor;","4","0","Tottenham Hotspur","4-4-1-1",2,NA,"Rafael van der Vaart · 15&rsquor; Rafael van der Vaart · 53&rsquor;","1","0","https://fbref.com/en/matches/843b5241/Blackburn-Rovers-Tottenham-Hotspur-October-23-2011-Premier-League","Tottenham Hotspur","Away",53,FALSE,2,"Goal","Rafael van der Vaart","1:2",NA
"734","Premier League","Premier League (Matchweek 9)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 28&rsquor;","4","0","Tottenham Hotspur","4-4-1-1",2,NA,"Rafael van der Vaart · 15&rsquor; Rafael van der Vaart · 53&rsquor;","1","0","https://fbref.com/en/matches/843b5241/Blackburn-Rovers-Tottenham-Hotspur-October-23-2011-Premier-League","Blackburn Rovers","Home",70,FALSE,2,"Substitute","Rubén Rochina for Simon Vukčević","1:2",NA
"735","Premier League","Premier League (Matchweek 9)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 28&rsquor;","4","0","Tottenham Hotspur","4-4-1-1",2,NA,"Rafael van der Vaart · 15&rsquor; Rafael van der Vaart · 53&rsquor;","1","0","https://fbref.com/en/matches/843b5241/Blackburn-Rovers-Tottenham-Hotspur-October-23-2011-Premier-League","Blackburn Rovers","Home",70,FALSE,2,"Substitute","Yakubu Aiyegbeni for Mauro Formica","1:2",NA
"736","Premier League","Premier League (Matchweek 9)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 28&rsquor;","4","0","Tottenham Hotspur","4-4-1-1",2,NA,"Rafael van der Vaart · 15&rsquor; Rafael van der Vaart · 53&rsquor;","1","0","https://fbref.com/en/matches/843b5241/Blackburn-Rovers-Tottenham-Hotspur-October-23-2011-Premier-League","Tottenham Hotspur","Away",70,FALSE,2,"Substitute","Danny Rose for Aaron Lennon","1:2",NA
"737","Premier League","Premier League (Matchweek 9)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 28&rsquor;","4","0","Tottenham Hotspur","4-4-1-1",2,NA,"Rafael van der Vaart · 15&rsquor; Rafael van der Vaart · 53&rsquor;","1","0","https://fbref.com/en/matches/843b5241/Blackburn-Rovers-Tottenham-Hotspur-October-23-2011-Premier-League","Blackburn Rovers","Home",82,FALSE,2,"Substitute","David Goodwillie for Jason Roberts","1:2",NA
"738","Premier League","Premier League (Matchweek 9)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 28&rsquor;","4","0","Tottenham Hotspur","4-4-1-1",2,NA,"Rafael van der Vaart · 15&rsquor; Rafael van der Vaart · 53&rsquor;","1","0","https://fbref.com/en/matches/843b5241/Blackburn-Rovers-Tottenham-Hotspur-October-23-2011-Premier-League","Tottenham Hotspur","Away",88,FALSE,2,"Substitute","Jermain Defoe for Rafael van der Vaart","1:2",NA
"739","Premier League","Premier League (Matchweek 9)","Arsenal","4-2-3-1",3,NA,"Gervinho · 27&rsquor; Robin van Persie · 73&rsquor; Robin van Persie · 82&rsquor;","0","0","Stoke City","4-5-1",1,NA,"Peter Crouch · 34&rsquor;","2","0","https://fbref.com/en/matches/d870c352/Arsenal-Stoke-City-October-23-2011-Premier-League","Arsenal","Home",27,FALSE,1,"Goal","Gervinho","1:0",NA
"740","Premier League","Premier League (Matchweek 9)","Arsenal","4-2-3-1",3,NA,"Gervinho · 27&rsquor; Robin van Persie · 73&rsquor; Robin van Persie · 82&rsquor;","0","0","Stoke City","4-5-1",1,NA,"Peter Crouch · 34&rsquor;","2","0","https://fbref.com/en/matches/d870c352/Arsenal-Stoke-City-October-23-2011-Premier-League","Stoke City","Away",34,FALSE,1,"Goal","Peter Crouch","1:1",NA
"741","Premier League","Premier League (Matchweek 9)","Arsenal","4-2-3-1",3,NA,"Gervinho · 27&rsquor; Robin van Persie · 73&rsquor; Robin van Persie · 82&rsquor;","0","0","Stoke City","4-5-1",1,NA,"Peter Crouch · 34&rsquor;","2","0","https://fbref.com/en/matches/d870c352/Arsenal-Stoke-City-October-23-2011-Premier-League","Stoke City","Away",60,FALSE,2,"Substitute","Salif Diao for Rory Delap","1:1",NA
"742","Premier League","Premier League (Matchweek 9)","Arsenal","4-2-3-1",3,NA,"Gervinho · 27&rsquor; Robin van Persie · 73&rsquor; Robin van Persie · 82&rsquor;","0","0","Stoke City","4-5-1",1,NA,"Peter Crouch · 34&rsquor;","2","0","https://fbref.com/en/matches/d870c352/Arsenal-Stoke-City-October-23-2011-Premier-League","Arsenal","Home",66,FALSE,2,"Substitute","Robin van Persie for Marouane Chamakh","1:1",NA
"743","Premier League","Premier League (Matchweek 9)","Arsenal","4-2-3-1",3,NA,"Gervinho · 27&rsquor; Robin van Persie · 73&rsquor; Robin van Persie · 82&rsquor;","0","0","Stoke City","4-5-1",1,NA,"Peter Crouch · 34&rsquor;","2","0","https://fbref.com/en/matches/d870c352/Arsenal-Stoke-City-October-23-2011-Premier-League","Arsenal","Home",71,FALSE,2,"Substitute","Andrey Arshavin for Theo Walcott","1:1",NA
"744","Premier League","Premier League (Matchweek 9)","Arsenal","4-2-3-1",3,NA,"Gervinho · 27&rsquor; Robin van Persie · 73&rsquor; Robin van Persie · 82&rsquor;","0","0","Stoke City","4-5-1",1,NA,"Peter Crouch · 34&rsquor;","2","0","https://fbref.com/en/matches/d870c352/Arsenal-Stoke-City-October-23-2011-Premier-League","Arsenal","Home",73,FALSE,2,"Goal","Robin van Persie","2:1",NA
"745","Premier League","Premier League (Matchweek 9)","Arsenal","4-2-3-1",3,NA,"Gervinho · 27&rsquor; Robin van Persie · 73&rsquor; Robin van Persie · 82&rsquor;","0","0","Stoke City","4-5-1",1,NA,"Peter Crouch · 34&rsquor;","2","0","https://fbref.com/en/matches/d870c352/Arsenal-Stoke-City-October-23-2011-Premier-League","Stoke City","Away",74,FALSE,2,"Substitute","Cameron Jerome for Matthew Etherington","2:1",NA
"746","Premier League","Premier League (Matchweek 9)","Arsenal","4-2-3-1",3,NA,"Gervinho · 27&rsquor; Robin van Persie · 73&rsquor; Robin van Persie · 82&rsquor;","0","0","Stoke City","4-5-1",1,NA,"Peter Crouch · 34&rsquor;","2","0","https://fbref.com/en/matches/d870c352/Arsenal-Stoke-City-October-23-2011-Premier-League","Stoke City","Away",74,FALSE,2,"Substitute","Kenwyne Jones for Peter Crouch","2:1",NA
"747","Premier League","Premier League (Matchweek 9)","Arsenal","4-2-3-1",3,NA,"Gervinho · 27&rsquor; Robin van Persie · 73&rsquor; Robin van Persie · 82&rsquor;","0","0","Stoke City","4-5-1",1,NA,"Peter Crouch · 34&rsquor;","2","0","https://fbref.com/en/matches/d870c352/Arsenal-Stoke-City-October-23-2011-Premier-League","Arsenal","Home",82,FALSE,2,"Goal","Robin van Persie","3:1",NA
"748","Premier League","Premier League (Matchweek 9)","Arsenal","4-2-3-1",3,NA,"Gervinho · 27&rsquor; Robin van Persie · 73&rsquor; Robin van Persie · 82&rsquor;","0","0","Stoke City","4-5-1",1,NA,"Peter Crouch · 34&rsquor;","2","0","https://fbref.com/en/matches/d870c352/Arsenal-Stoke-City-October-23-2011-Premier-League","Arsenal","Home",90,FALSE,2,"Substitute","Emmanuel Frimpong for Gervinho","3:1",NA
"749","Premier League","Premier League (Matchweek 9)","Manchester United","4-4-1-1",1,NA,"Jonny Evans · 47&rsquor; Darren Fletcher · 81&rsquor;","4","1","Manchester City","4-4-1-1",6,NA,"Mario Balotelli · 22&rsquor; Mario Balotelli · 60&rsquor; Sergio Agüero · 69&rsquor; Edin Džeko · 90&rsquor; David Silva · 90&rsquor;","3","0","https://fbref.com/en/matches/daeb68eb/Manchester-Derby-Manchester-United-Manchester-City-October-23-2011-Premier-League","Manchester City","Away",22,FALSE,1,"Goal","Mario Balotelli","0:1",NA
"750","Premier League","Premier League (Matchweek 9)","Manchester United","4-4-1-1",1,NA,"Jonny Evans · 47&rsquor; Darren Fletcher · 81&rsquor;","4","1","Manchester City","4-4-1-1",6,NA,"Mario Balotelli · 22&rsquor; Mario Balotelli · 60&rsquor; Sergio Agüero · 69&rsquor; Edin Džeko · 90&rsquor; David Silva · 90&rsquor;","3","0","https://fbref.com/en/matches/daeb68eb/Manchester-Derby-Manchester-United-Manchester-City-October-23-2011-Premier-League","Manchester United","Home",47,FALSE,2,"Red Card","Jonny Evans","0:1",NA
