"","League","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Event_Time","Is_Pens","Event_Half","Event_Type","Event_Players","Score_Progression","Penalty_Number"
"11","Premier League","Premier League (Matchweek 1)","Queens Park Rangers","4-2-3-1",0,NA,"Clint Hill · 90&rsquor;","0","1","Bolton Wanderers","4-4-2",4,NA,"Gary Cahill · 45&rsquor; Danny Gabbidon (OG) · 67&rsquor; Ivan Klasnić · 70&rsquor; Fabrice Muamba · 79&rsquor;","2","0","https://fbref.com/en/matches/251d86e5/Queens-Park-Rangers-Bolton-Wanderers-August-13-2011-Premier-League","Queens Park Rangers","Home",90,FALSE,2,"Red Card","Clint Hill","0:4",NA
"12","Premier League","Premier League (Matchweek 1)","Liverpool","4-4-2",1,NA,"Luis Suárez · 12&rsquor;","4","0","Sunderland","4-5-1",1,NA,"Seb Larsson · 57&rsquor;","4","0","https://fbref.com/en/matches/33de6206/Liverpool-Sunderland-August-13-2011-Premier-League","Liverpool","Home",12,FALSE,1,"Goal","Luis Suárez","1:0",NA
"13","Premier League","Premier League (Matchweek 1)","Liverpool","4-4-2",1,NA,"Luis Suárez · 12&rsquor;","4","0","Sunderland","4-5-1",1,NA,"Seb Larsson · 57&rsquor;","4","0","https://fbref.com/en/matches/33de6206/Liverpool-Sunderland-August-13-2011-Premier-League","Sunderland","Away",57,FALSE,2,"Goal","Seb Larsson","1:1",NA
"14","Premier League","Premier League (Matchweek 1)","Liverpool","4-4-2",1,NA,"Luis Suárez · 12&rsquor;","4","0","Sunderland","4-5-1",1,NA,"Seb Larsson · 57&rsquor;","4","0","https://fbref.com/en/matches/33de6206/Liverpool-Sunderland-August-13-2011-Premier-League","Liverpool","Home",60,FALSE,2,"Substitute","Dirk Kuyt for Jordan Henderson","1:1",NA
"15","Premier League","Premier League (Matchweek 1)","Liverpool","4-4-2",1,NA,"Luis Suárez · 12&rsquor;","4","0","Sunderland","4-5-1",1,NA,"Seb Larsson · 57&rsquor;","4","0","https://fbref.com/en/matches/33de6206/Liverpool-Sunderland-August-13-2011-Premier-League","Sunderland","Away",66,FALSE,2,"Substitute","Ji Dong-won for Asamoah Gyan","1:1",NA
"16","Premier League","Premier League (Matchweek 1)","Liverpool","4-4-2",1,NA,"Luis Suárez · 12&rsquor;","4","0","Sunderland","4-5-1",1,NA,"Seb Larsson · 57&rsquor;","4","0","https://fbref.com/en/matches/33de6206/Liverpool-Sunderland-August-13-2011-Premier-League","Liverpool","Home",75,FALSE,2,"Substitute","Raul Meireles for Luis Suárez","1:1",NA
"17","Premier League","Premier League (Matchweek 1)","Liverpool","4-4-2",1,NA,"Luis Suárez · 12&rsquor;","4","0","Sunderland","4-5-1",1,NA,"Seb Larsson · 57&rsquor;","4","0","https://fbref.com/en/matches/33de6206/Liverpool-Sunderland-August-13-2011-Premier-League","Sunderland","Away",80,FALSE,2,"Substitute","David Vaughan for Seb Larsson","1:1",NA
"18","Premier League","Premier League (Matchweek 1)","Wigan Athletic","4-5-1",1,NA,"Ben Watson (P) · 21&rsquor;","2","0","Norwich City","4-1-2-1-2",1,NA,"Wes Hoolahan · 45&rsquor;","2","0","https://fbref.com/en/matches/37865423/Wigan-Athletic-Norwich-City-August-13-2011-Premier-League","Wigan Athletic","Home",21,FALSE,1,"Penalty","Ben Watson Penalty Kick —","1:0",NA
"19","Premier League","Premier League (Matchweek 1)","Wigan Athletic","4-5-1",1,NA,"Ben Watson (P) · 21&rsquor;","2","0","Norwich City","4-1-2-1-2",1,NA,"Wes Hoolahan · 45&rsquor;","2","0","https://fbref.com/en/matches/37865423/Wigan-Athletic-Norwich-City-August-13-2011-Premier-League","Norwich City","Away",45,FALSE,1,"Goal","Wes Hoolahan","1:1",NA
"20","Premier League","Premier League (Matchweek 1)","Wigan Athletic","4-5-1",1,NA,"Ben Watson (P) · 21&rsquor;","2","0","Norwich City","4-1-2-1-2",1,NA,"Wes Hoolahan · 45&rsquor;","2","0","https://fbref.com/en/matches/37865423/Wigan-Athletic-Norwich-City-August-13-2011-Premier-League","Wigan Athletic","Home",53,FALSE,2,"Substitute","Hugo Rodallega for Jordi Gómez","1:1",NA
"21","Premier League","Premier League (Matchweek 1)","Wigan Athletic","4-5-1",1,NA,"Ben Watson (P) · 21&rsquor;","2","0","Norwich City","4-1-2-1-2",1,NA,"Wes Hoolahan · 45&rsquor;","2","0","https://fbref.com/en/matches/37865423/Wigan-Athletic-Norwich-City-August-13-2011-Premier-League","Wigan Athletic","Home",53,FALSE,2,"Substitute","Conor Sammon for Franco Di Santo","1:1",NA
"22","Premier League","Premier League (Matchweek 1)","Wigan Athletic","4-5-1",1,NA,"Ben Watson (P) · 21&rsquor;","2","0","Norwich City","4-1-2-1-2",1,NA,"Wes Hoolahan · 45&rsquor;","2","0","https://fbref.com/en/matches/37865423/Wigan-Athletic-Norwich-City-August-13-2011-Premier-League","Norwich City","Away",71,FALSE,2,"Substitute","Leon Barnett for Zak Whitbread","1:1",NA
"23","Premier League","Premier League (Matchweek 1)","Wigan Athletic","4-5-1",1,NA,"Ben Watson (P) · 21&rsquor;","2","0","Norwich City","4-1-2-1-2",1,NA,"Wes Hoolahan · 45&rsquor;","2","0","https://fbref.com/en/matches/37865423/Wigan-Athletic-Norwich-City-August-13-2011-Premier-League","Norwich City","Away",75,FALSE,2,"Substitute","Elliott Bennett for Andrew Surman","1:1",NA
"24","Premier League","Premier League (Matchweek 1)","Wigan Athletic","4-5-1",1,NA,"Ben Watson (P) · 21&rsquor;","2","0","Norwich City","4-1-2-1-2",1,NA,"Wes Hoolahan · 45&rsquor;","2","0","https://fbref.com/en/matches/37865423/Wigan-Athletic-Norwich-City-August-13-2011-Premier-League","Norwich City","Away",75,FALSE,2,"Substitute","Anthony Pilkington for Steve Morison","1:1",NA
"25","Premier League","Premier League (Matchweek 1)","Wigan Athletic","4-5-1",1,NA,"Ben Watson (P) · 21&rsquor;","2","0","Norwich City","4-1-2-1-2",1,NA,"Wes Hoolahan · 45&rsquor;","2","0","https://fbref.com/en/matches/37865423/Wigan-Athletic-Norwich-City-August-13-2011-Premier-League","Wigan Athletic","Home",82,FALSE,2,"Substitute","Ronnie Stam for Adrián López","1:1",NA
"26","Premier League","Premier League (Matchweek 1)","Fulham","4-4-2",0,NA,"","2","0","Aston Villa","4-3-3",0,NA,"","4","0","https://fbref.com/en/matches/3f8d97c0/Fulham-Aston-Villa-August-13-2011-Premier-League","Aston Villa","Away",67,FALSE,2,"Substitute","Marc Albrighton for Charles N'Zogbia","0:0",NA
"27","Premier League","Premier League (Matchweek 1)","Fulham","4-4-2",0,NA,"","2","0","Aston Villa","4-3-3",0,NA,"","4","0","https://fbref.com/en/matches/3f8d97c0/Fulham-Aston-Villa-August-13-2011-Premier-League","Fulham","Home",73,FALSE,2,"Substitute","Mousa Dembélé for Bobby Zamora","0:0",NA
"28","Premier League","Premier League (Matchweek 1)","Fulham","4-4-2",0,NA,"","2","0","Aston Villa","4-3-3",0,NA,"","4","0","https://fbref.com/en/matches/3f8d97c0/Fulham-Aston-Villa-August-13-2011-Premier-League","Aston Villa","Away",89,FALSE,2,"Substitute","Ciaran Clark for Stiliyan Petrov","0:0",NA
"29","Premier League","Premier League (Matchweek 1)","Newcastle United","4-4-2",0,NA,"","3","0","Arsenal","4-2-3-1",0,NA,"Gervinho · 76&rsquor;","5","1","https://fbref.com/en/matches/e0a75cb8/Newcastle-United-Arsenal-August-13-2011-Premier-League","Newcastle United","Home",46,FALSE,2,"Substitute","Gabriel Obertan for Demba Ba","0:0",NA
"30","Premier League","Premier League (Matchweek 1)","Newcastle United","4-4-2",0,NA,"","3","0","Arsenal","4-2-3-1",0,NA,"Gervinho · 76&rsquor;","5","1","https://fbref.com/en/matches/e0a75cb8/Newcastle-United-Arsenal-August-13-2011-Premier-League","Arsenal","Away",61,FALSE,2,"Substitute","Theo Walcott for Andrey Arshavin","0:0",NA
"31","Premier League","Premier League (Matchweek 1)","Newcastle United","4-4-2",0,NA,"","3","0","Arsenal","4-2-3-1",0,NA,"Gervinho · 76&rsquor;","5","1","https://fbref.com/en/matches/e0a75cb8/Newcastle-United-Arsenal-August-13-2011-Premier-League","Newcastle United","Home",73,FALSE,2,"Substitute","Leon Best for Shola Ameobi","0:0",NA
"32","Premier League","Premier League (Matchweek 1)","Newcastle United","4-4-2",0,NA,"","3","0","Arsenal","4-2-3-1",0,NA,"Gervinho · 76&rsquor;","5","1","https://fbref.com/en/matches/e0a75cb8/Newcastle-United-Arsenal-August-13-2011-Premier-League","Arsenal","Away",76,FALSE,2,"Red Card","Gervinho","0:0",NA
"33","Premier League","Premier League (Matchweek 1)","Newcastle United","4-4-2",0,NA,"","3","0","Arsenal","4-2-3-1",0,NA,"Gervinho · 76&rsquor;","5","1","https://fbref.com/en/matches/e0a75cb8/Newcastle-United-Arsenal-August-13-2011-Premier-League","Newcastle United","Home",81,FALSE,2,"Substitute","Peter Løvenkrands for Yohan Cabaye","0:0",NA
"34","Premier League","Premier League (Matchweek 1)","Newcastle United","4-4-2",0,NA,"","3","0","Arsenal","4-2-3-1",0,NA,"Gervinho · 76&rsquor;","5","1","https://fbref.com/en/matches/e0a75cb8/Newcastle-United-Arsenal-August-13-2011-Premier-League","Arsenal","Away",85,FALSE,2,"Substitute","Emmanuel Frimpong for Tomáš Rosický","0:0",NA
"35","Premier League","Premier League (Matchweek 1)","Newcastle United","4-4-2",0,NA,"","3","0","Arsenal","4-2-3-1",0,NA,"Gervinho · 76&rsquor;","5","1","https://fbref.com/en/matches/e0a75cb8/Newcastle-United-Arsenal-August-13-2011-Premier-League","Arsenal","Away",90,FALSE,2,"Substitute","Johan Djourou for Aaron Ramsey","0:0",NA
"36","Premier League","Premier League (Matchweek 1)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 20&rsquor;","4","0","Wolverhampton Wanderers","4-4-2",2,NA,"Steven Fletcher · 22&rsquor; Stephen Ward · 47&rsquor;","2","0","https://fbref.com/en/matches/f2922720/Blackburn-Rovers-Wolverhampton-Wanderers-August-13-2011-Premier-League","Blackburn Rovers","Home",20,FALSE,1,"Goal","Mauro Formica","1:0",NA
"37","Premier League","Premier League (Matchweek 1)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 20&rsquor;","4","0","Wolverhampton Wanderers","4-4-2",2,NA,"Steven Fletcher · 22&rsquor; Stephen Ward · 47&rsquor;","2","0","https://fbref.com/en/matches/f2922720/Blackburn-Rovers-Wolverhampton-Wanderers-August-13-2011-Premier-League","Wolverhampton Wanderers","Away",22,FALSE,1,"Goal","Steven Fletcher","1:1",NA
"38","Premier League","Premier League (Matchweek 1)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 20&rsquor;","4","0","Wolverhampton Wanderers","4-4-2",2,NA,"Steven Fletcher · 22&rsquor; Stephen Ward · 47&rsquor;","2","0","https://fbref.com/en/matches/f2922720/Blackburn-Rovers-Wolverhampton-Wanderers-August-13-2011-Premier-League","Blackburn Rovers","Home",46,FALSE,2,"Substitute","Rubén Rochina for Brett Emerton","1:1",NA
"39","Premier League","Premier League (Matchweek 1)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 20&rsquor;","4","0","Wolverhampton Wanderers","4-4-2",2,NA,"Steven Fletcher · 22&rsquor; Stephen Ward · 47&rsquor;","2","0","https://fbref.com/en/matches/f2922720/Blackburn-Rovers-Wolverhampton-Wanderers-August-13-2011-Premier-League","Wolverhampton Wanderers","Away",47,FALSE,2,"Goal","Stephen Ward","1:2",NA
"40","Premier League","Premier League (Matchweek 1)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 20&rsquor;","4","0","Wolverhampton Wanderers","4-4-2",2,NA,"Steven Fletcher · 22&rsquor; Stephen Ward · 47&rsquor;","2","0","https://fbref.com/en/matches/f2922720/Blackburn-Rovers-Wolverhampton-Wanderers-August-13-2011-Premier-League","Wolverhampton Wanderers","Away",49,FALSE,2,"Substitute","Kevin Foley for Richard Stearman","1:2",NA
"41","Premier League","Premier League (Matchweek 1)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 20&rsquor;","4","0","Wolverhampton Wanderers","4-4-2",2,NA,"Steven Fletcher · 22&rsquor; Stephen Ward · 47&rsquor;","2","0","https://fbref.com/en/matches/f2922720/Blackburn-Rovers-Wolverhampton-Wanderers-August-13-2011-Premier-League","Blackburn Rovers","Home",72,FALSE,2,"Substitute","David Goodwillie for Morten Gamst Pedersen","1:2",NA
"42","Premier League","Premier League (Matchweek 1)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 20&rsquor;","4","0","Wolverhampton Wanderers","4-4-2",2,NA,"Steven Fletcher · 22&rsquor; Stephen Ward · 47&rsquor;","2","0","https://fbref.com/en/matches/f2922720/Blackburn-Rovers-Wolverhampton-Wanderers-August-13-2011-Premier-League","Wolverhampton Wanderers","Away",75,FALSE,2,"Substitute","George Elokobi for Matt Jarvis","1:2",NA
"43","Premier League","Premier League (Matchweek 1)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 20&rsquor;","4","0","Wolverhampton Wanderers","4-4-2",2,NA,"Steven Fletcher · 22&rsquor; Stephen Ward · 47&rsquor;","2","0","https://fbref.com/en/matches/f2922720/Blackburn-Rovers-Wolverhampton-Wanderers-August-13-2011-Premier-League","Blackburn Rovers","Home",84,FALSE,2,"Substitute","Nick Blackman for Mauro Formica","1:2",NA
"44","Premier League","Premier League (Matchweek 1)","Blackburn Rovers","4-4-1-1",1,NA,"Mauro Formica · 20&rsquor;","4","0","Wolverhampton Wanderers","4-4-2",2,NA,"Steven Fletcher · 22&rsquor; Stephen Ward · 47&rsquor;","2","0","https://fbref.com/en/matches/f2922720/Blackburn-Rovers-Wolverhampton-Wanderers-August-13-2011-Premier-League","Wolverhampton Wanderers","Away",90,FALSE,2,"Substitute","Stefan Maierhofer for Stephen Hunt","1:2",NA
"45","Premier League","Premier League (Matchweek 1)","West Bromwich Albion","4-4-1-1",1,NA,"Shane Long · 37&rsquor;","2","0","Manchester United","4-4-2",2,NA,"Wayne Rooney · 13&rsquor; Steven Reid (OG) · 81&rsquor;","2","0","https://fbref.com/en/matches/88cedbae/West-Bromwich-Albion-Manchester-United-August-14-2011-Premier-League","Manchester United","Away",13,FALSE,1,"Goal","Wayne Rooney","0:1",NA
"46","Premier League","Premier League (Matchweek 1)","West Bromwich Albion","4-4-1-1",1,NA,"Shane Long · 37&rsquor;","2","0","Manchester United","4-4-2",2,NA,"Wayne Rooney · 13&rsquor; Steven Reid (OG) · 81&rsquor;","2","0","https://fbref.com/en/matches/88cedbae/West-Bromwich-Albion-Manchester-United-August-14-2011-Premier-League","West Bromwich Albion","Home",37,FALSE,1,"Goal","Shane Long","1:1",NA
"47","Premier League","Premier League (Matchweek 1)","West Bromwich Albion","4-4-1-1",1,NA,"Shane Long · 37&rsquor;","2","0","Manchester United","4-4-2",2,NA,"Wayne Rooney · 13&rsquor; Steven Reid (OG) · 81&rsquor;","2","0","https://fbref.com/en/matches/88cedbae/West-Bromwich-Albion-Manchester-United-August-14-2011-Premier-League","Manchester United","Away",52,FALSE,2,"Substitute","Jonny Evans for Nemanja Vidić","1:1",NA
"48","Premier League","Premier League (Matchweek 1)","West Bromwich Albion","4-4-1-1",1,NA,"Shane Long · 37&rsquor;","2","0","Manchester United","4-4-2",2,NA,"Wayne Rooney · 13&rsquor; Steven Reid (OG) · 81&rsquor;","2","0","https://fbref.com/en/matches/88cedbae/West-Bromwich-Albion-Manchester-United-August-14-2011-Premier-League","Manchester United","Away",65,FALSE,2,"Substitute","Dimitar Berbatov for Danny Welbeck","1:1",NA
"49","Premier League","Premier League (Matchweek 1)","West Bromwich Albion","4-4-1-1",1,NA,"Shane Long · 37&rsquor;","2","0","Manchester United","4-4-2",2,NA,"Wayne Rooney · 13&rsquor; Steven Reid (OG) · 81&rsquor;","2","0","https://fbref.com/en/matches/88cedbae/West-Bromwich-Albion-Manchester-United-August-14-2011-Premier-League","Manchester United","Away",75,FALSE,2,"Substitute","Phil Jones for Rio Ferdinand","1:1",NA
"50","Premier League","Premier League (Matchweek 1)","West Bromwich Albion","4-4-1-1",1,NA,"Shane Long · 37&rsquor;","2","0","Manchester United","4-4-2",2,NA,"Wayne Rooney · 13&rsquor; Steven Reid (OG) · 81&rsquor;","2","0","https://fbref.com/en/matches/88cedbae/West-Bromwich-Albion-Manchester-United-August-14-2011-Premier-League","Manchester United","Away",81,FALSE,2,"Own Goal","Steven Reid Own Goal","1:2",NA
"51","Premier League","Premier League (Matchweek 1)","West Bromwich Albion","4-4-1-1",1,NA,"Shane Long · 37&rsquor;","2","0","Manchester United","4-4-2",2,NA,"Wayne Rooney · 13&rsquor; Steven Reid (OG) · 81&rsquor;","2","0","https://fbref.com/en/matches/88cedbae/West-Bromwich-Albion-Manchester-United-August-14-2011-Premier-League","West Bromwich Albion","Home",85,FALSE,2,"Substitute","Gonzalo Jara for Steven Reid","1:2",NA
"52","Premier League","Premier League (Matchweek 1)","West Bromwich Albion","4-4-1-1",1,NA,"Shane Long · 37&rsquor;","2","0","Manchester United","4-4-2",2,NA,"Wayne Rooney · 13&rsquor; Steven Reid (OG) · 81&rsquor;","2","0","https://fbref.com/en/matches/88cedbae/West-Bromwich-Albion-Manchester-United-August-14-2011-Premier-League","West Bromwich Albion","Home",87,FALSE,2,"Substitute","Simon Cox for Shane Long","1:2",NA
"53","Premier League","Premier League (Matchweek 1)","Stoke City","4-4-2",0,NA,"","2","0","Chelsea","4-3-3",0,NA,"","2","0","https://fbref.com/en/matches/e1629c06/Stoke-City-Chelsea-August-14-2011-Premier-League","Stoke City","Home",62,FALSE,2,"Substitute","Dean Whitehead for Matthew Etherington","0:0",NA
"54","Premier League","Premier League (Matchweek 1)","Stoke City","4-4-2",0,NA,"","2","0","Chelsea","4-3-3",0,NA,"","2","0","https://fbref.com/en/matches/e1629c06/Stoke-City-Chelsea-August-14-2011-Premier-League","Chelsea","Away",65,FALSE,2,"Substitute","Nicolas Anelka for Florent Malouda","0:0",NA
"55","Premier League","Premier League (Matchweek 1)","Stoke City","4-4-2",0,NA,"","2","0","Chelsea","4-3-3",0,NA,"","2","0","https://fbref.com/en/matches/e1629c06/Stoke-City-Chelsea-August-14-2011-Premier-League","Stoke City","Home",71,FALSE,2,"Substitute","Danny Pugh for Rory Delap","0:0",NA
"56","Premier League","Premier League (Matchweek 1)","Stoke City","4-4-2",0,NA,"","2","0","Chelsea","4-3-3",0,NA,"","2","0","https://fbref.com/en/matches/e1629c06/Stoke-City-Chelsea-August-14-2011-Premier-League","Chelsea","Away",75,FALSE,2,"Substitute","Didier Drogba for Salomon Kalou","0:0",NA
"57","Premier League","Premier League (Matchweek 1)","Stoke City","4-4-2",0,NA,"","2","0","Chelsea","4-3-3",0,NA,"","2","0","https://fbref.com/en/matches/e1629c06/Stoke-City-Chelsea-August-14-2011-Premier-League","Stoke City","Home",86,FALSE,2,"Substitute","Ryan Shotton for Kenwyne Jones","0:0",NA
"58","Premier League","Premier League (Matchweek 1)","Stoke City","4-4-2",0,NA,"","2","0","Chelsea","4-3-3",0,NA,"","2","0","https://fbref.com/en/matches/e1629c06/Stoke-City-Chelsea-August-14-2011-Premier-League","Chelsea","Away",89,FALSE,2,"Substitute","Yossi Benayoun for Fernando Torres","0:0",NA
"59","Premier League","Premier League (Matchweek 1)","Manchester City","4-3-3",4,NA,"Edin Džeko · 57&rsquor; Sergio Agüero · 68&rsquor; David Silva · 71&rsquor; Sergio Agüero · 90&rsquor;","0","0","Swansea City","4-5-1",0,NA,"","0","0","https://fbref.com/en/matches/b97322f9/Manchester-City-Swansea-City-August-15-2011-Premier-League","Manchester City","Home",57,FALSE,2,"Goal","Edin Džeko","1:0",NA
"60","Premier League","Premier League (Matchweek 1)","Manchester City","4-3-3",4,NA,"Edin Džeko · 57&rsquor; Sergio Agüero · 68&rsquor; David Silva · 71&rsquor; Sergio Agüero · 90&rsquor;","0","0","Swansea City","4-5-1",0,NA,"","0","0","https://fbref.com/en/matches/b97322f9/Manchester-City-Swansea-City-August-15-2011-Premier-League","Manchester City","Home",59,FALSE,2,"Substitute","Sergio Agüero for Nigel de Jong","1:0",NA
"61","Premier League","Premier League (Matchweek 1)","Manchester City","4-3-3",4,NA,"Edin Džeko · 57&rsquor; Sergio Agüero · 68&rsquor; David Silva · 71&rsquor; Sergio Agüero · 90&rsquor;","0","0","Swansea City","4-5-1",0,NA,"","0","0","https://fbref.com/en/matches/b97322f9/Manchester-City-Swansea-City-August-15-2011-Premier-League","Swansea City","Away",65,FALSE,2,"Substitute","Joe Allen for Stephen Dobbie","1:0",NA
"62","Premier League","Premier League (Matchweek 1)","Manchester City","4-3-3",4,NA,"Edin Džeko · 57&rsquor; Sergio Agüero · 68&rsquor; David Silva · 71&rsquor; Sergio Agüero · 90&rsquor;","0","0","Swansea City","4-5-1",0,NA,"","0","0","https://fbref.com/en/matches/b97322f9/Manchester-City-Swansea-City-August-15-2011-Premier-League","Swansea City","Away",65,FALSE,2,"Substitute","Wayne Routledge for Leon Britton","1:0",NA
"63","Premier League","Premier League (Matchweek 1)","Manchester City","4-3-3",4,NA,"Edin Džeko · 57&rsquor; Sergio Agüero · 68&rsquor; David Silva · 71&rsquor; Sergio Agüero · 90&rsquor;","0","0","Swansea City","4-5-1",0,NA,"","0","0","https://fbref.com/en/matches/b97322f9/Manchester-City-Swansea-City-August-15-2011-Premier-League","Manchester City","Home",68,FALSE,2,"Goal","Sergio Agüero","2:0",NA
