"","x"
"47","https://fbref.com/en/matches/5cd66df5/North-West-Derby-Liverpool-Manchester-United-September-23-2012-Premier-League"
"48","https://fbref.com/en/matches/f49ce73b/Tottenham-Hotspur-Queens-Park-Rangers-September-23-2012-Premier-League"
"49","https://fbref.com/en/matches/fcb2c987/Newcastle-United-Norwich-City-September-23-2012-Premier-League"
"50","https://fbref.com/en/matches/14eacad5/North-West-London-Derby-Arsenal-Chelsea-September-29-2012-Premier-League"
"51","https://fbref.com/en/matches/3a86caae/Sunderland-Wigan-Athletic-September-29-2012-Premier-League"
"52","https://fbref.com/en/matches/7ff9112b/Norwich-City-Liverpool-September-29-2012-Premier-League"
"53","https://fbref.com/en/matches/88757925/Reading-Newcastle-United-September-29-2012-Premier-League"
"54","https://fbref.com/en/matches/8bb7fd65/Fulham-Manchester-City-September-29-2012-Premier-League"
"55","https://fbref.com/en/matches/8c325532/Everton-Southampton-September-29-2012-Premier-League"
"56","https://fbref.com/en/matches/df758349/Stoke-City-Swansea-City-September-29-2012-Premier-League"
"57","https://fbref.com/en/matches/ee03c480/Manchester-United-Tottenham-Hotspur-September-29-2012-Premier-League"
"58","https://fbref.com/en/matches/c25b5c49/Aston-Villa-West-Bromwich-Albion-September-30-2012-Premier-League"
"59","https://fbref.com/en/matches/5745585c/Queens-Park-Rangers-West-Ham-United-October-1-2012-Premier-League"
"60","https://fbref.com/en/matches/4b3777c0/West-Bromwich-Albion-Queens-Park-Rangers-October-6-2012-Premier-League"
"61","https://fbref.com/en/matches/9532ae11/Chelsea-Norwich-City-October-6-2012-Premier-League"
"62","https://fbref.com/en/matches/ae1ce2ec/Swansea-City-Reading-October-6-2012-Premier-League"
"63","https://fbref.com/en/matches/becb64ea/West-Ham-United-Arsenal-October-6-2012-Premier-League"
"64","https://fbref.com/en/matches/bf73e3f5/Wigan-Athletic-Everton-October-6-2012-Premier-League"
"65","https://fbref.com/en/matches/dcb86135/Manchester-City-Sunderland-October-6-2012-Premier-League"
"66","https://fbref.com/en/matches/2f67cdf8/Liverpool-Stoke-City-October-7-2012-Premier-League"
"67","https://fbref.com/en/matches/9896766b/Newcastle-United-Manchester-United-October-7-2012-Premier-League"
"68","https://fbref.com/en/matches/ab3004c6/Tottenham-Hotspur-Aston-Villa-October-7-2012-Premier-League"
"69","https://fbref.com/en/matches/d4112b21/Southampton-Fulham-October-7-2012-Premier-League"
"70","https://fbref.com/en/matches/016c7401/Fulham-Aston-Villa-October-20-2012-Premier-League"
"71","https://fbref.com/en/matches/0a9f9b23/Norwich-City-Arsenal-October-20-2012-Premier-League"
"72","https://fbref.com/en/matches/2c7976b3/Swansea-City-Wigan-Athletic-October-20-2012-Premier-League"
"73","https://fbref.com/en/matches/3bd5dc1a/Liverpool-Reading-October-20-2012-Premier-League"
"74","https://fbref.com/en/matches/6d9a0430/Manchester-United-Stoke-City-October-20-2012-Premier-League"
"75","https://fbref.com/en/matches/8738f9a7/West-Ham-United-Southampton-October-20-2012-Premier-League"
"76","https://fbref.com/en/matches/a09d221a/West-Bromwich-Albion-Manchester-City-October-20-2012-Premier-League"
"77","https://fbref.com/en/matches/bfd29e5e/Tottenham-Hotspur-Chelsea-October-20-2012-Premier-League"
"78","https://fbref.com/en/matches/8c19f2c2/Queens-Park-Rangers-Everton-October-21-2012-Premier-League"
"79","https://fbref.com/en/matches/981172a4/Sunderland-Newcastle-United-October-21-2012-Premier-League"
"80","https://fbref.com/en/matches/44da39c3/Manchester-City-Swansea-City-October-27-2012-Premier-League"
"81","https://fbref.com/en/matches/66fe614b/Stoke-City-Sunderland-October-27-2012-Premier-League"
"82","https://fbref.com/en/matches/670f06c5/Aston-Villa-Norwich-City-October-27-2012-Premier-League"
"83","https://fbref.com/en/matches/8301c0ad/Arsenal-Queens-Park-Rangers-October-27-2012-Premier-League"
"84","https://fbref.com/en/matches/b7004a78/Reading-Fulham-October-27-2012-Premier-League"
"85","https://fbref.com/en/matches/e68b5bf3/Wigan-Athletic-West-Ham-United-October-27-2012-Premier-League"
"86","https://fbref.com/en/matches/0acf7b2f/Newcastle-United-West-Bromwich-Albion-October-28-2012-Premier-League"
"87","https://fbref.com/en/matches/5d99c433/Chelsea-Manchester-United-October-28-2012-Premier-League"
"88","https://fbref.com/en/matches/9017c0e5/Southampton-Tottenham-Hotspur-October-28-2012-Premier-League"
"89","https://fbref.com/en/matches/e5d21562/Merseyside-Derby-Everton-Liverpool-October-28-2012-Premier-League"
"90","https://fbref.com/en/matches/0a58a97b/Fulham-Everton-November-3-2012-Premier-League"
"91","https://fbref.com/en/matches/1e83135a/Swansea-City-Chelsea-November-3-2012-Premier-League"
"92","https://fbref.com/en/matches/453fa07b/Tottenham-Hotspur-Wigan-Athletic-November-3-2012-Premier-League"
"93","https://fbref.com/en/matches/4cb80537/Sunderland-Aston-Villa-November-3-2012-Premier-League"
"94","https://fbref.com/en/matches/921a3ac3/Manchester-United-Arsenal-November-3-2012-Premier-League"
"95","https://fbref.com/en/matches/bd5a581d/West-Ham-United-Manchester-City-November-3-2012-Premier-League"
"96","https://fbref.com/en/matches/d497dcaf/Norwich-City-Stoke-City-November-3-2012-Premier-League"
"97","https://fbref.com/en/matches/4522c2a0/Liverpool-Newcastle-United-November-4-2012-Premier-League"
"98","https://fbref.com/en/matches/d01c0b25/Queens-Park-Rangers-Reading-November-4-2012-Premier-League"
"99","https://fbref.com/en/matches/6d63aef2/West-Bromwich-Albion-Southampton-November-5-2012-Premier-League"
"100","https://fbref.com/en/matches/41bfbf12/Wigan-Athletic-West-Bromwich-Albion-November-10-2012-Premier-League"
"101","https://fbref.com/en/matches/4f95af24/Arsenal-Fulham-November-10-2012-Premier-League"
"102","https://fbref.com/en/matches/5b0cb315/Everton-Sunderland-November-10-2012-Premier-League"
"103","https://fbref.com/en/matches/8464d6db/Stoke-City-Queens-Park-Rangers-November-10-2012-Premier-League"
"104","https://fbref.com/en/matches/99b25a90/Aston-Villa-Manchester-United-November-10-2012-Premier-League"
"105","https://fbref.com/en/matches/9b889b67/Southampton-Swansea-City-November-10-2012-Premier-League"
"106","https://fbref.com/en/matches/c401a38f/Reading-Norwich-City-November-10-2012-Premier-League"
"107","https://fbref.com/en/matches/6ed676eb/Manchester-City-Tottenham-Hotspur-November-11-2012-Premier-League"
"108","https://fbref.com/en/matches/8952fda2/Chelsea-Liverpool-November-11-2012-Premier-League"
"109","https://fbref.com/en/matches/c9e0be1f/Newcastle-United-West-Ham-United-November-11-2012-Premier-League"
"110","https://fbref.com/en/matches/0b8ef2e5/Norwich-City-Manchester-United-November-17-2012-Premier-League"
"111","https://fbref.com/en/matches/156e0fc0/Liverpool-Wigan-Athletic-November-17-2012-Premier-League"
"112","https://fbref.com/en/matches/42c33d7a/Manchester-City-Aston-Villa-November-17-2012-Premier-League"
"113","https://fbref.com/en/matches/6037d9e7/West-Bromwich-Albion-Chelsea-November-17-2012-Premier-League"
"114","https://fbref.com/en/matches/6e65d25c/Reading-Everton-November-17-2012-Premier-League"
"115","https://fbref.com/en/matches/df7f93cb/Queens-Park-Rangers-Southampton-November-17-2012-Premier-League"
"116","https://fbref.com/en/matches/ee5f29be/Newcastle-United-Swansea-City-November-17-2012-Premier-League"
"117","https://fbref.com/en/matches/f39b2855/North-London-Derby-Arsenal-Tottenham-Hotspur-November-17-2012-Premier-League"
"118","https://fbref.com/en/matches/93513c57/Fulham-Sunderland-November-18-2012-Premier-League"
"119","https://fbref.com/en/matches/65fd4140/West-Ham-United-Stoke-City-November-19-2012-Premier-League"
"120","https://fbref.com/en/matches/718f3a01/Sunderland-West-Bromwich-Albion-November-24-2012-Premier-League"
"121","https://fbref.com/en/matches/82541912/Wigan-Athletic-Reading-November-24-2012-Premier-League"
"122","https://fbref.com/en/matches/e12d9a2c/Manchester-United-Queens-Park-Rangers-November-24-2012-Premier-League"
"123","https://fbref.com/en/matches/eb39065f/Stoke-City-Fulham-November-24-2012-Premier-League"
"124","https://fbref.com/en/matches/f448beae/Everton-Norwich-City-November-24-2012-Premier-League"
"125","https://fbref.com/en/matches/fd194998/Aston-Villa-Arsenal-November-24-2012-Premier-League"
"126","https://fbref.com/en/matches/53d7f78d/Chelsea-Manchester-City-November-25-2012-Premier-League"
"127","https://fbref.com/en/matches/9234b55a/Swansea-City-Liverpool-November-25-2012-Premier-League"
"128","https://fbref.com/en/matches/edf77b5c/Southampton-Newcastle-United-November-25-2012-Premier-League"
"129","https://fbref.com/en/matches/f5ccfca3/Tottenham-Hotspur-West-Ham-United-November-25-2012-Premier-League"
"130","https://fbref.com/en/matches/af316f48/Aston-Villa-Reading-November-27-2012-Premier-League"
"131","https://fbref.com/en/matches/c623b92d/Sunderland-Queens-Park-Rangers-November-27-2012-Premier-League"
"132","https://fbref.com/en/matches/13d46def/Swansea-City-West-Bromwich-Albion-November-28-2012-Premier-League"
"133","https://fbref.com/en/matches/7733a269/Manchester-United-West-Ham-United-November-28-2012-Premier-League"
"134","https://fbref.com/en/matches/b2c15f39/Stoke-City-Newcastle-United-November-28-2012-Premier-League"
"135","https://fbref.com/en/matches/c0759ba7/Everton-Arsenal-November-28-2012-Premier-League"
"136","https://fbref.com/en/matches/c735db27/Tottenham-Hotspur-Liverpool-November-28-2012-Premier-League"
"137","https://fbref.com/en/matches/cc2623e9/Wigan-Athletic-Manchester-City-November-28-2012-Premier-League"
"138","https://fbref.com/en/matches/ddd3d39e/Southampton-Norwich-City-November-28-2012-Premier-League"
"139","https://fbref.com/en/matches/f79d3f11/Chelsea-Fulham-November-28-2012-Premier-League"
"140","https://fbref.com/en/matches/04c641b7/Fulham-Tottenham-Hotspur-December-1-2012-Premier-League"
"141","https://fbref.com/en/matches/1cb9a815/West-Bromwich-Albion-Stoke-City-December-1-2012-Premier-League"
"142","https://fbref.com/en/matches/407e06ae/Liverpool-Southampton-December-1-2012-Premier-League"
"143","https://fbref.com/en/matches/6927d8ed/Arsenal-Swansea-City-December-1-2012-Premier-League"
"144","https://fbref.com/en/matches/8760ee94/Queens-Park-Rangers-Aston-Villa-December-1-2012-Premier-League"
"145","https://fbref.com/en/matches/9f11bae3/Manchester-City-Everton-December-1-2012-Premier-League"
"146","https://fbref.com/en/matches/bd48a8bf/West-Ham-United-Chelsea-December-1-2012-Premier-League"
"147","https://fbref.com/en/matches/dcbe2720/Reading-Manchester-United-December-1-2012-Premier-League"
"148","https://fbref.com/en/matches/e05a0a53/Norwich-City-Sunderland-December-2-2012-Premier-League"
"149","https://fbref.com/en/matches/9ff59efd/Newcastle-United-Wigan-Athletic-December-3-2012-Premier-League"
"150","https://fbref.com/en/matches/0652e8cb/Arsenal-West-Bromwich-Albion-December-8-2012-Premier-League"
"151","https://fbref.com/en/matches/4e711d41/Swansea-City-Norwich-City-December-8-2012-Premier-League"
"152","https://fbref.com/en/matches/ba11d96e/Aston-Villa-Stoke-City-December-8-2012-Premier-League"
"153","https://fbref.com/en/matches/e6cef577/Wigan-Athletic-Queens-Park-Rangers-December-8-2012-Premier-League"
"154","https://fbref.com/en/matches/ef9309a7/Sunderland-Chelsea-December-8-2012-Premier-League"
"155","https://fbref.com/en/matches/fd21f4cb/Southampton-Reading-December-8-2012-Premier-League"
"156","https://fbref.com/en/matches/51f9ca16/Manchester-Derby-Manchester-City-Manchester-United-December-9-2012-Premier-League"
"157","https://fbref.com/en/matches/d6d170fc/Everton-Tottenham-Hotspur-December-9-2012-Premier-League"
"158","https://fbref.com/en/matches/f898dc80/West-Ham-United-Liverpool-December-9-2012-Premier-League"
"159","https://fbref.com/en/matches/83a7768d/Fulham-Newcastle-United-December-10-2012-Premier-League"
"160","https://fbref.com/en/matches/5b3e4534/Sunderland-Reading-December-11-2012-Premier-League"
"161","https://fbref.com/en/matches/1d574b37/Queens-Park-Rangers-Fulham-December-15-2012-Premier-League"
"162","https://fbref.com/en/matches/25b34975/Norwich-City-Wigan-Athletic-December-15-2012-Premier-League"
"163","https://fbref.com/en/matches/39a3ba29/Manchester-United-Sunderland-December-15-2012-Premier-League"
"164","https://fbref.com/en/matches/7f5912a9/Stoke-City-Everton-December-15-2012-Premier-League"
"165","https://fbref.com/en/matches/cab701df/Newcastle-United-Manchester-City-December-15-2012-Premier-League"
"166","https://fbref.com/en/matches/ddb564a1/Liverpool-Aston-Villa-December-15-2012-Premier-League"
"167","https://fbref.com/en/matches/064404a3/Tottenham-Hotspur-Swansea-City-December-16-2012-Premier-League"
"168","https://fbref.com/en/matches/8c782b1d/West-Bromwich-Albion-West-Ham-United-December-16-2012-Premier-League"
"169","https://fbref.com/en/matches/a59451c9/Reading-Arsenal-December-17-2012-Premier-League"
"170","https://fbref.com/en/matches/2dda4eeb/Manchester-City-Reading-December-22-2012-Premier-League"
"171","https://fbref.com/en/matches/32c2ff27/West-Bromwich-Albion-Norwich-City-December-22-2012-Premier-League"
"172","https://fbref.com/en/matches/4668176c/Liverpool-Fulham-December-22-2012-Premier-League"
"173","https://fbref.com/en/matches/476448fe/Wigan-Athletic-Arsenal-December-22-2012-Premier-League"
"174","https://fbref.com/en/matches/a6c2e25c/West-Ham-United-Everton-December-22-2012-Premier-League"
"175","https://fbref.com/en/matches/ab2420e6/Newcastle-United-Queens-Park-Rangers-December-22-2012-Premier-League"
"176","https://fbref.com/en/matches/c4cb50df/Southampton-Sunderland-December-22-2012-Premier-League"
"177","https://fbref.com/en/matches/d08e11d8/Tottenham-Hotspur-Stoke-City-December-22-2012-Premier-League"
"178","https://fbref.com/en/matches/3fdfd093/Swansea-City-Manchester-United-December-23-2012-Premier-League"
"179","https://fbref.com/en/matches/f413452c/Chelsea-Aston-Villa-December-23-2012-Premier-League"
"180","https://fbref.com/en/matches/0c45a190/Sunderland-Manchester-City-December-26-2012-Premier-League"
"181","https://fbref.com/en/matches/1f8e4b9d/Aston-Villa-Tottenham-Hotspur-December-26-2012-Premier-League"
"182","https://fbref.com/en/matches/2a7e44c9/Manchester-United-Newcastle-United-December-26-2012-Premier-League"
"183","https://fbref.com/en/matches/497552e7/Everton-Wigan-Athletic-December-26-2012-Premier-League"
"184","https://fbref.com/en/matches/4eb2ef3a/Norwich-City-Chelsea-December-26-2012-Premier-League"
"185","https://fbref.com/en/matches/6ff74b3a/Stoke-City-Liverpool-December-26-2012-Premier-League"
"186","https://fbref.com/en/matches/782240ac/Reading-Swansea-City-December-26-2012-Premier-League"
"187","https://fbref.com/en/matches/879d853c/Queens-Park-Rangers-West-Bromwich-Albion-December-26-2012-Premier-League"
"188","https://fbref.com/en/matches/a4b1cc60/Fulham-Southampton-December-26-2012-Premier-League"
"189","https://fbref.com/en/matches/5776cbf9/Stoke-City-Southampton-December-29-2012-Premier-League"
"190","https://fbref.com/en/matches/6183f47d/Manchester-United-West-Bromwich-Albion-December-29-2012-Premier-League"
"191","https://fbref.com/en/matches/7a8e8eba/Fulham-Swansea-City-December-29-2012-Premier-League"
"192","https://fbref.com/en/matches/93afcb62/Arsenal-Newcastle-United-December-29-2012-Premier-League"
"193","https://fbref.com/en/matches/9e22bd06/Aston-Villa-Wigan-Athletic-December-29-2012-Premier-League"
"194","https://fbref.com/en/matches/c3eaadcc/Norwich-City-Manchester-City-December-29-2012-Premier-League"
"195","https://fbref.com/en/matches/c849845b/Sunderland-Tottenham-Hotspur-December-29-2012-Premier-League"
"196","https://fbref.com/en/matches/dd832f43/Reading-West-Ham-United-December-29-2012-Premier-League"
"197","https://fbref.com/en/matches/3f4f55fe/Everton-Chelsea-December-30-2012-Premier-League"
"198","https://fbref.com/en/matches/7834ab5f/Queens-Park-Rangers-Liverpool-December-30-2012-Premier-League"
"199","https://fbref.com/en/matches/30c86c81/West-Ham-United-Norwich-City-January-1-2013-Premier-League"
"200","https://fbref.com/en/matches/77152dbb/Tottenham-Hotspur-Reading-January-1-2013-Premier-League"
"201","https://fbref.com/en/matches/a86a4c8e/Swansea-City-Aston-Villa-January-1-2013-Premier-League"
"202","https://fbref.com/en/matches/c2bd677d/West-Bromwich-Albion-Fulham-January-1-2013-Premier-League"
"203","https://fbref.com/en/matches/c74e6d27/Southampton-Arsenal-January-1-2013-Premier-League"
"204","https://fbref.com/en/matches/f85109e1/Manchester-City-Stoke-City-January-1-2013-Premier-League"
"205","https://fbref.com/en/matches/fe5833ec/Wigan-Athletic-Manchester-United-January-1-2013-Premier-League"
"206","https://fbref.com/en/matches/2d622117/Newcastle-United-Everton-January-2-2013-Premier-League"
"207","https://fbref.com/en/matches/48a0d6e2/Liverpool-Sunderland-January-2-2013-Premier-League"
"208","https://fbref.com/en/matches/5fbed167/Chelsea-Queens-Park-Rangers-January-2-2013-Premier-League"
"209","https://fbref.com/en/matches/26ff3845/Norwich-City-Newcastle-United-January-12-2013-Premier-League"
"210","https://fbref.com/en/matches/40ca57e8/Aston-Villa-Southampton-January-12-2013-Premier-League"
"211","https://fbref.com/en/matches/5e786139/Stoke-City-Chelsea-January-12-2013-Premier-League"
"212","https://fbref.com/en/matches/63007c5d/Sunderland-West-Ham-United-January-12-2013-Premier-League"
"213","https://fbref.com/en/matches/9319a878/Fulham-Wigan-Athletic-January-12-2013-Premier-League"
"214","https://fbref.com/en/matches/9cf1c515/Everton-Swansea-City-January-12-2013-Premier-League"
"215","https://fbref.com/en/matches/a52210f1/Queens-Park-Rangers-Tottenham-Hotspur-January-12-2013-Premier-League"
"216","https://fbref.com/en/matches/dc8f53ef/Reading-West-Bromwich-Albion-January-12-2013-Premier-League"
"217","https://fbref.com/en/matches/8948660c/Arsenal-Manchester-City-January-13-2013-Premier-League"
"218","https://fbref.com/en/matches/ed98e988/North-West-Derby-Manchester-United-Liverpool-January-13-2013-Premier-League"
"219","https://fbref.com/en/matches/aa03dc87/Chelsea-Southampton-January-16-2013-Premier-League"
"220","https://fbref.com/en/matches/1a4de390/Swansea-City-Stoke-City-January-19-2013-Premier-League"
"221","https://fbref.com/en/matches/245f0c10/Newcastle-United-Reading-January-19-2013-Premier-League"
"222","https://fbref.com/en/matches/86ab765e/Wigan-Athletic-Sunderland-January-19-2013-Premier-League"
"223","https://fbref.com/en/matches/92d6591a/Manchester-City-Fulham-January-19-2013-Premier-League"
"224","https://fbref.com/en/matches/afca303c/West-Ham-United-Queens-Park-Rangers-January-19-2013-Premier-League"
"225","https://fbref.com/en/matches/c12472d3/West-Bromwich-Albion-Aston-Villa-January-19-2013-Premier-League"
"226","https://fbref.com/en/matches/d601fc8a/Liverpool-Norwich-City-January-19-2013-Premier-League"
"227","https://fbref.com/en/matches/5122be85/Tottenham-Hotspur-Manchester-United-January-20-2013-Premier-League"
"228","https://fbref.com/en/matches/84f8690d/North-West-London-Derby-Chelsea-Arsenal-January-20-2013-Premier-League"
"229","https://fbref.com/en/matches/6ad7f62b/Southampton-Everton-January-21-2013-Premier-League"
"230","https://fbref.com/en/matches/203a99e0/Arsenal-West-Ham-United-January-23-2013-Premier-League"
"231","https://fbref.com/en/matches/1979fe3c/Queens-Park-Rangers-Manchester-City-January-29-2013-Premier-League"
"232","https://fbref.com/en/matches/7263587d/Stoke-City-Wigan-Athletic-January-29-2013-Premier-League"
"233","https://fbref.com/en/matches/829dcb4f/Aston-Villa-Newcastle-United-January-29-2013-Premier-League"
"234","https://fbref.com/en/matches/9be3bc10/Sunderland-Swansea-City-January-29-2013-Premier-League"
"235","https://fbref.com/en/matches/0a8e48ef/Manchester-United-Southampton-January-30-2013-Premier-League"
"236","https://fbref.com/en/matches/32e5eee9/Everton-West-Bromwich-Albion-January-30-2013-Premier-League"
"237","https://fbref.com/en/matches/48f18f7e/Arsenal-Liverpool-January-30-2013-Premier-League"
"238","https://fbref.com/en/matches/5bcfb032/Fulham-West-Ham-United-January-30-2013-Premier-League"
"239","https://fbref.com/en/matches/5e5d2bf7/Norwich-City-Tottenham-Hotspur-January-30-2013-Premier-League"
"240","https://fbref.com/en/matches/8d8d15ce/Reading-Chelsea-January-30-2013-Premier-League"
"241","https://fbref.com/en/matches/12c35042/West-Ham-United-Swansea-City-February-2-2013-Premier-League"
"242","https://fbref.com/en/matches/26609c3c/Reading-Sunderland-February-2-2013-Premier-League"
"243","https://fbref.com/en/matches/460e22ad/Fulham-Manchester-United-February-2-2013-Premier-League"
"244","https://fbref.com/en/matches/5bba434e/Wigan-Athletic-Southampton-February-2-2013-Premier-League"
"245","https://fbref.com/en/matches/7a11562e/Queens-Park-Rangers-Norwich-City-February-2-2013-Premier-League"
"246","https://fbref.com/en/matches/a59325aa/Everton-Aston-Villa-February-2-2013-Premier-League"
"247","https://fbref.com/en/matches/bd17ab8b/Arsenal-Stoke-City-February-2-2013-Premier-League"
"248","https://fbref.com/en/matches/cb8c891d/Newcastle-United-Chelsea-February-2-2013-Premier-League"
"249","https://fbref.com/en/matches/ec2b63d6/Manchester-City-Liverpool-February-3-2013-Premier-League"
"250","https://fbref.com/en/matches/f1c81816/West-Bromwich-Albion-Tottenham-Hotspur-February-3-2013-Premier-League"
"251","https://fbref.com/en/matches/2ebf00f2/Tottenham-Hotspur-Newcastle-United-February-9-2013-Premier-League"
"252","https://fbref.com/en/matches/3ada0e90/Norwich-City-Fulham-February-9-2013-Premier-League"
"253","https://fbref.com/en/matches/6af48223/Stoke-City-Reading-February-9-2013-Premier-League"
"254","https://fbref.com/en/matches/a7038e7f/Swansea-City-Queens-Park-Rangers-February-9-2013-Premier-League"
"255","https://fbref.com/en/matches/c32992b0/Chelsea-Wigan-Athletic-February-9-2013-Premier-League"
"256","https://fbref.com/en/matches/f66476bd/Southampton-Manchester-City-February-9-2013-Premier-League"
"257","https://fbref.com/en/matches/fd6346e5/Sunderland-Arsenal-February-9-2013-Premier-League"
"258","https://fbref.com/en/matches/461253ac/Aston-Villa-West-Ham-United-February-10-2013-Premier-League"
"259","https://fbref.com/en/matches/b7129c3c/Manchester-United-Everton-February-10-2013-Premier-League"
"260","https://fbref.com/en/matches/2f2b53e7/Liverpool-West-Bromwich-Albion-February-11-2013-Premier-League"
"261","https://fbref.com/en/matches/216d23df/Liverpool-Swansea-City-February-17-2013-Premier-League"
"262","https://fbref.com/en/matches/04d09b98/Reading-Wigan-Athletic-February-23-2013-Premier-League"
"263","https://fbref.com/en/matches/65ec2a96/West-Bromwich-Albion-Sunderland-February-23-2013-Premier-League"
"264","https://fbref.com/en/matches/7ece4569/Norwich-City-Everton-February-23-2013-Premier-League"
"265","https://fbref.com/en/matches/8387de0b/Arsenal-Aston-Villa-February-23-2013-Premier-League"
"266","https://fbref.com/en/matches/892de469/Fulham-Stoke-City-February-23-2013-Premier-League"
"267","https://fbref.com/en/matches/cea0b79f/Queens-Park-Rangers-Manchester-United-February-23-2013-Premier-League"
"268","https://fbref.com/en/matches/83ff5011/Newcastle-United-Southampton-February-24-2013-Premier-League"
"269","https://fbref.com/en/matches/d408a4cf/Manchester-City-Chelsea-February-24-2013-Premier-League"
"270","https://fbref.com/en/matches/662bf66e/West-Ham-United-Tottenham-Hotspur-February-25-2013-Premier-League"
"271","https://fbref.com/en/matches/0289802a/Swansea-City-Newcastle-United-March-2-2013-Premier-League"
"272","https://fbref.com/en/matches/10d6bbb6/Everton-Reading-March-2-2013-Premier-League"
